Campus,Building ID,Building Name,Floor,Room Number,Room Area,Room Description,Room Category,Room Type
Clayton,92,Learning and Teaching Building,02,2-ST03,34.92,Stair 3,Non Useable Floor area                                                                          ,Circulation - Stairs                                                                            
Clayton,92,Learning and Teaching Building,02,2-ST03A,7.89,,Non Useable Floor area                                                                          ,Circulation - Stairs                                                                            
Clayton,92,Learning and Teaching Building,02,2-ST05,43.42,Stair 5,Non Useable Floor area                                                                          ,Circulation - Stairs                                                                            
Clayton,92,Learning and Teaching Building,02,2-ST06,36.27,Stair 6 - fire,Non Useable Floor area                                                                          ,Circulation - Fire Stairs                                                                       
Clayton,92,Learning and Teaching Building,02,2-ST07,42.97,Stair 7 - fire,Non Useable Floor area                                                                          ,Circulation - Fire Stairs                                                                       
Clayton,92,Learning and Teaching Building,02,2-TL01,18.96,Male toilet,Non Useable Floor area                                                                          ,Toilet/Amenities - Male                                                                         
Clayton,92,Learning and Teaching Building,02,2-TL02,5.4,Accessible Toilet,Non Useable Floor area                                                                          ,Toilet/Amenities - Unisex Accessible                                                            
Clayton,92,Learning and Teaching Building,02,2-TL03,21.37,Female Toilet,Non Useable Floor area                                                                          ,Toilet/Amenities - Female                                                                       
Clayton,92,Learning and Teaching Building,02,2-TL04,20.98,Male toilet,Non Useable Floor area                                                                          ,Toilet/Amenities - Male                                                                         
Clayton,92,Learning and Teaching Building,02,2-TL05,23.99,Female toilet                   ,Non Useable Floor area                                                                          ,Toilet/Amenities - Female                                                                       
Clayton,92,Learning and Teaching Building,02,2-TL06,7.1,Accessible Toilet,Non Useable Floor area                                                                          ,Toilet/Amenities - Unisex Accessible                                                            
Clayton,92,Learning and Teaching Building,02,2-VD01,218.99,Void 1,Vertical                                                                                        ,Void Spaces                                                                                     
Clayton,92,Learning and Teaching Building,02,2-VD03,70.2,Void 3,Vertical                                                                                        ,Void Spaces                                                                                     
Clayton,92,Learning and Teaching Building,02,2-VD04,36.89,Void 4,Vertical                                                                                        ,Void Spaces                                                                                     
Clayton,92,Learning and Teaching Building,02,2-VD05,126.37,Void 5,Vertical                                                                                        ,Void Spaces                                                                                     
Clayton,92,Learning and Teaching Building,02,2-VD06,58.43,Void 6,Vertical                                                                                        ,Void Spaces                                                                                     
Clayton,92,Learning and Teaching Building,02,2-VD07,94.65,Void 7,Vertical                                                                                        ,Void Spaces                                                                                     
Clayton,92,Learning and Teaching Building,02,2-VD08,60.26,Void 8,Vertical                                                                                        ,Void Spaces                                                                                     
Clayton,92,Learning and Teaching Building,02,201,24.31,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,02,201A,8.6,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,02,201B,10.15,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,02,201D,22.66,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,02,201E,56.25,,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,02,202,84.48,Collaborative,General Teaching Space                                                                          ,Collaborative Teaching Room                                                                     
Clayton,92,Learning and Teaching Building,02,203,168.28,Collaborative,General Teaching Space                                                                          ,Seminar/Tutorial/Class Room (31 to 69 seats)                                                    
Clayton,92,Learning and Teaching Building,02,204,208.88,Interactive Larg,General Teaching Space                                                                          ,Collaborative Teaching Room                                                                     
Clayton,92,Learning and Teaching Building,02,205,73.52,Interactive,General Teaching Space                                                                          ,Seminar/Tutorial/Class Room (<30 seats)                                                         
Clayton,92,Learning and Teaching Building,02,205B,7.2,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,02,205C,5.5,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,02,206,41.26,Terrace,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,02,221,231.96,Collaborative,General Teaching Space                                                                          ,Seminar/Tutorial/Class Room (>70 seats)                                                         
Clayton,92,Learning and Teaching Building,02,222,13.6,Coffee - Cafelito,General Facility                                                                                ,Retail Facility                                                                                 
Clayton,92,Learning and Teaching Building,02,223,84.48,Collaborative,General Teaching Space                                                                          ,Seminar/Tutorial/Class Room (<30 seats)                                                         
Clayton,92,Learning and Teaching Building,02,224,16.26,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,02,224A,19.32,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,02,225,15.09,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,02,231,215.08,Collaborative,General Teaching Space                                                                          ,Seminar/Tutorial/Class Room (>70 seats)                                                         
Clayton,92,Learning and Teaching Building,02,232A,12.65,Workgroup room (,Library and Informal Learning                                                                   ,Small Group Study Room                                                                          
Clayton,92,Learning and Teaching Building,02,232B,12.45,Workgroup room (,Library and Informal Learning                                                                   ,Small Group Study Room                                                                          
Clayton,92,Learning and Teaching Building,02,233,85.29,Collaborative,General Teaching Space                                                                          ,Seminar/Tutorial/Class Room (<30 seats)                                                         
Clayton,92,Learning and Teaching Building,02,234A,12.85,Kitchen,General Facility                                                                                ,Kitchen/Servery/Food Storage                                                                    
Clayton,92,Learning and Teaching Building,02,234B,52.87,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,02,235,85.12,Collaborative,General Teaching Space                                                                          ,Seminar/Tutorial/Class Room (<30 seats)                                                         
Clayton,92,Learning and Teaching Building,02,236,85.12,Collaborative,General Teaching Space                                                                          ,Seminar/Tutorial/Class Room (<30 seats)                                                         
Clayton,92,Learning and Teaching Building,02,237,168.96,Collaborative,General Teaching Space                                                                          ,Seminar/Tutorial/Class Room (31 to 69 seats)                                                    
Clayton,92,Learning and Teaching Building,02,241,92.13,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,02,242,67.1,Conference,General Facility                                                                                ,Meeting/Board/Conference Room                                                                   
Clayton,92,Learning and Teaching Building,02,242A,7.13,Kitchenette,General Facility                                                                                ,Kitchen/Servery/Food Storage                                                                    
Clayton,92,Learning and Teaching Building,02,242B,6.72,Store,Ancillary Areas                                                                                 ,Store Room/Storage Space                                                                        
Clayton,92,Learning and Teaching Building,02,243,64.42,Conference,General Facility                                                                                ,Meeting/Board/Conference Room                                                                   
Clayton,92,Learning and Teaching Building,02,243A,8.72,Store,Ancillary Areas                                                                                 ,Store Room/Storage Space                                                                        
Clayton,92,Learning and Teaching Building,02,243B,1.59,Teapoint,General Facility                                                                                ,Kitchen/Servery/Food Storage                                                                    
Clayton,92,Learning and Teaching Building,02,251,23.05,Meeting room (De,General Facility                                                                                ,Meeting/Board/Conference Room                                                                   
Clayton,92,Learning and Teaching Building,02,252,26.34,,General Facility                                                                                ,Waiting Area                                                                                    
Clayton,92,Learning and Teaching Building,02,252A,10.83,Professional (De,Office Accommodation                                                                            ,Office - Professional/General Staff                                                             
Clayton,92,Learning and Teaching Building,02,252B,9.5,Focus room 2 (De,Office Accommodation                                                                            ,Office - Professional/General Staff                                                             
Clayton,92,Learning and Teaching Building,02,252C,10.18,Focus room 1 (De,Office Accommodation                                                                            ,Office - Professional/General Staff                                                             
Clayton,92,Learning and Teaching Building,02,253,29.9,Deans office,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,254A,8.17,Teapoint (Deaner,Office Accommodation                                                                            ,Open Plan - Professional/General Staff                                                          
Clayton,92,Learning and Teaching Building,02,254B,15.75,Utility room (De,General Facility                                                                                ,Resource Room                                                                                   
Clayton,92,Learning and Teaching Building,02,255,16.36,Meeting room (De,General Facility                                                                                ,Meeting/Board/Conference Room                                                                   
Clayton,92,Learning and Teaching Building,02,257A,9.08,utility room,General Facility                                                                                ,Resource Room                                                                                   
Clayton,92,Learning and Teaching Building,02,257B,9.12,Meeting room,General Facility                                                                                ,Meeting/Board/Conference Room                                                                   
Clayton,92,Learning and Teaching Building,02,257C,7.82,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,257D,7.62,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,257E,7.74,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,257F,52.43,Workstations,Office Accommodation                                                                            ,Open Plan - Professional/General Staff                                                          
Clayton,92,Learning and Teaching Building,02,257G,10.54,Collaborative,Office Accommodation                                                                            ,Informal Work Space                                                                             
Clayton,92,Learning and Teaching Building,02,258,39.15,Library,Library and Informal Learning                                                                   ,Departmental/Reference Library                                                                  
Clayton,92,Learning and Teaching Building,02,259A,5.77,Quiet room,Office Accommodation                                                                            ,Informal Work Space                                                                             
Clayton,92,Learning and Teaching Building,02,259B,6.01,Quiet room,Office Accommodation                                                                            ,Informal Work Space                                                                             
Clayton,92,Learning and Teaching Building,02,260A,7.64,Focus room,Office Accommodation                                                                            ,Hot Desk                                                                                        
Clayton,92,Learning and Teaching Building,02,260B,7.47,Focus room,Office Accommodation                                                                            ,Hot Desk                                                                                        
Clayton,92,Learning and Teaching Building,02,260C,7.56,Focus room,Office Accommodation                                                                            ,Hot Desk                                                                                        
Clayton,92,Learning and Teaching Building,02,261A,7.73,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,261B,7.71,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,261C,8.61,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,261D,29.3,Workstations,Office Accommodation                                                                            ,Open Plan - Professional/General Staff                                                          
Clayton,92,Learning and Teaching Building,02,261E,8.47,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,261F,7.64,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,261G,7.13,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,262A,7.44,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,262B,7.44,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,262D,28.79,Workstations,Office Accommodation                                                                            ,Open Plan - Professional/General Staff                                                          
Clayton,92,Learning and Teaching Building,02,262E,7.44,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,262F,7.44,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,263A,7.57,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,263B,20.88,Collaborative,Office Accommodation                                                                            ,Informal Work Space                                                                             
Clayton,92,Learning and Teaching Building,02,263C,7.54,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,263D,7.47,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,263E,7.46,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,263F,7.54,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,263G,7.57,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,264A,7.44,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,264B,7.44,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,264C,34.91,Workstations,Office Accommodation                                                                            ,Open Plan - Professional/General Staff                                                          
Clayton,92,Learning and Teaching Building,02,264D,7.44,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,264E,7.44,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,265A,7.57,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,265B,22.69,Collaborative,Office Accommodation                                                                            ,Informal Work Space                                                                             
Clayton,92,Learning and Teaching Building,02,265C,7.54,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,265D,7.47,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,265E,7.46,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,265F,7.54,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,265G,7.57,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,266A,7.44,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,266B,7.44,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,266C,35.55,Workstations,Office Accommodation                                                                            ,Open Plan - Professional/General Staff                                                          
Clayton,92,Learning and Teaching Building,02,266D,7.44,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,266E,7.44,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,267A,7.57,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,267B,19.55,Collaborative,Office Accommodation                                                                            ,Informal Work Space                                                                             
Clayton,92,Learning and Teaching Building,02,267C,7.54,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,267D,7.47,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,267E,7.46,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,267F,7.54,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,267G,7.57,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,268A,7.46,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,268B,41.16,Workstations,Office Accommodation                                                                            ,Open Plan - Professional/General Staff                                                          
Clayton,92,Learning and Teaching Building,02,268C,7.72,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,268D,7.47,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,269A,7.46,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,269B,7.47,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,269C,7.72,Focus room,Office Accommodation                                                                            ,Office - Academic Staff                                                                         
Clayton,92,Learning and Teaching Building,02,270A,8.81,Meeting room,General Facility                                                                                ,Meeting/Board/Conference Room                                                                   
Clayton,92,Learning and Teaching Building,02,270B,65.03,Workstations,Office Accommodation                                                                            ,Open Plan - Professional/General Staff                                                          
Clayton,92,Learning and Teaching Building,02,270C,10.86,Collaborative,Office Accommodation                                                                            ,Informal Work Space                                                                             
Clayton,92,Learning and Teaching Building,02,270D,7.61,Focus room,Office Accommodation                                                                            ,Hot Desk                                                                                        
Clayton,92,Learning and Teaching Building,02,270E,7.39,Focus room,Office Accommodation                                                                            ,Hot Desk                                                                                        
Clayton,92,Learning and Teaching Building,02,270F,7.39,Focus room,Office Accommodation                                                                            ,Hot Desk                                                                                        
Clayton,92,Learning and Teaching Building,02,270G,7.41,Focus room,Office Accommodation                                                                            ,Hot Desk                                                                                        
Clayton,92,Learning and Teaching Building,02,270H,12.33,Utility room,General Facility                                                                                ,Resource Room                                                                                   
Clayton,92,Learning and Teaching Building,02,270I,7.38,Focus room,Office Accommodation                                                                            ,Hot Desk                                                                                        
Clayton,92,Learning and Teaching Building,02,270J,7.3,Focus room,Office Accommodation                                                                            ,Hot Desk                                                                                        
Clayton,92,Learning and Teaching Building,02,271,129.38,,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,02,271A,9.76,Store,Ancillary Areas                                                                                 ,Store Room/Storage Space                                                                        
Clayton,92,Learning and Teaching Building,02,271B,47.46,Kitchen (FOE),General Facility                                                                                ,Kitchen/Servery/Food Storage                                                                    
Clayton,92,Learning and Teaching Building,02,271C,12.2,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,02,271D,18.88,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,02,272,15.68,Meeting room,General Facility                                                                                ,Meeting/Board/Conference Room                                                                   
Clayton,92,Learning and Teaching Building,02,273A,10.28,Library store,Library and Informal Learning                                                                   ,Closed Stack/Reserve Collections                                                                
Clayton,92,Learning and Teaching Building,02,273B,7.4,Quiet room,Office Accommodation                                                                            ,Informal Work Space                                                                             
Clayton,92,Learning and Teaching Building,02,273C,9.55,Meeting room,General Facility                                                                                ,Meeting/Board/Conference Room                                                                   
Clayton,92,Learning and Teaching Building,02,273D,8.4,Lockers,Ancillary Areas                                                                                 ,Locker Area/Room                                                                                
Clayton,92,Learning and Teaching Building,02,273E,57.43,Focus room,Office Accommodation                                                                            ,Informal Work Space                                                                             
Clayton,92,Learning and Teaching Building,02,281,114.41,Teachers lounge,General Facility                                                                                ,Staff Common Room                                                                               
Clayton,92,Learning and Teaching Building,02,282,115.05,S.L.A.T.E room,General Teaching Space                                                                          ,Collaborative Teaching Room                                                                     
Clayton,92,Learning and Teaching Building,02,284,69.63,Collaborative,General Teaching Space                                                                          ,Collaborative Teaching Room                                                                     
Clayton,92,Learning and Teaching Building,02,285A,10.46,Meeting room,General Facility                                                                                ,Meeting/Board/Conference Service Room                                                           
Clayton,92,Learning and Teaching Building,02,285B,9.96,Meeting room,General Facility                                                                                ,Meeting/Board/Conference Service Room                                                           
Clayton,92,Learning and Teaching Building,02,285C,5.49,Collaborative,Office Accommodation                                                                            ,Informal Work Space                                                                             
Clayton,92,Learning and Teaching Building,02,285D,78.26,Workstations,Office Accommodation                                                                            ,Open Plan - Professional/General Staff                                                          
Clayton,92,Learning and Teaching Building,02,285E,3.96,Utility room,General Facility                                                                                ,Resource Room                                                                                   
Clayton,92,Learning and Teaching Building,02,285F,49.87,Workstations,Office Accommodation                                                                            ,Open Plan - Professional/General Staff                                                          
Clayton,92,Learning and Teaching Building,02,285G,15.11,Collaborative,Office Accommodation                                                                            ,Informal Work Space                                                                             
Clayton,92,Learning and Teaching Building,02,286A,26.73,Micro studio,Specialist Teaching or Research,Multimedia Studio                                                                               
Clayton,92,Learning and Teaching Building,02,286B,31.48,Kitchen,General Facility                                                                                ,Kitchen/Servery/Food Storage                                                                    
Clayton,92,Learning and Teaching Building,02,286C,25.77,Workspace (dropi,Office Accommodation                                                                            ,Open Plan - Professional/General Staff                                                          
Clayton,92,Learning and Teaching Building,02,286D,41.82,Workstations,Office Accommodation                                                                            ,Open Plan - Professional/General Staff                                                          
Clayton,92,Learning and Teaching Building,02,288A,20.71,Meeting room,General Facility                                                                                ,Meeting/Board/Conference Service Room                                                           
Clayton,92,Learning and Teaching Building,02,288B,20.13,Meeting room,General Facility                                                                                ,Meeting/Board/Conference Service Room                                                           
Clayton,92,Learning and Teaching Building,02,288C,57.59,Collaborative,Office Accommodation                                                                            ,Open Plan - Professional/General Staff                                                          
Clayton,92,Learning and Teaching Building,02,289A,19.01,Vice Provost Off,Office Accommodation                                                                            ,Office - Professional/General Staff                                                             
Clayton,92,Learning and Teaching Building,02,289B,15.49,Meeting room,Office Accommodation                                                                            ,Office - Professional/General Staff                                                             
Clayton,92,Learning and Teaching Building,02,289C,8.43,PA Workstation,Office Accommodation                                                                            ,Office - Professional/General Staff                                                             
Clayton,92,Learning and Teaching Building,02,290A,16.76,Meeting room,General Facility                                                                                ,Meeting/Board/Conference Service Room                                                           
Clayton,92,Learning and Teaching Building,02,290B,37.61,Workstations,Office Accommodation                                                                            ,Open Plan - Professional/General Staff                                                          
Clayton,92,Learning and Teaching Building,02,290C,8.87,Collaborative,Office Accommodation                                                                            ,Informal Work Space                                                                             
Clayton,92,Learning and Teaching Building,02,290D,6.55,Utility room,General Facility                                                                                ,Resource Room                                                                                   
Clayton,92,Learning and Teaching Building,03,3-AM01,1.53,Cleaners rm,Non Useable Floor area                                                                          ,Cleaners Room                                                                                   
Clayton,92,Learning and Teaching Building,03,3-AM02,6.81,Parents room,General Facility                                                                                ,Parenting Room                                                                                  
Clayton,92,Learning and Teaching Building,03,3-AM03,4.35,Cleaners rm,Non Useable Floor area                                                                          ,Cleaners Room                                                                                   
Clayton,92,Learning and Teaching Building,03,3-LF01,3.28,Lift 1,Non Useable Floor area                                                                          ,Lift                                                                                            
Clayton,92,Learning and Teaching Building,03,3-LF02,3.28,Lift 2,Non Useable Floor area                                                                          ,Lift                                                                                            
Clayton,92,Learning and Teaching Building,03,3-LF03,3.28,Lift 3,Non Useable Floor area                                                                          ,Lift                                                                                            
Clayton,92,Learning and Teaching Building,03,3-LF04,3.28,Lift 4,Non Useable Floor area                                                                          ,Lift                                                                                            
Clayton,92,Learning and Teaching Building,03,3-LF05,3.28,Lift 5,Non Useable Floor area                                                                          ,Lift                                                                                            
Clayton,92,Learning and Teaching Building,03,3-PL01,6.83,Services rm,Non Useable Floor area                                                                          ,Comms Network System/Telephone PABX                                                             
Clayton,92,Learning and Teaching Building,03,3-PS01,284.21,Circulation,Non Useable Floor area                                                                          ,Circulation Space                                                                               
Clayton,92,Learning and Teaching Building,03,3-PS02,239.12,Circulation,Non Useable Floor area                                                                          ,Circulation Space                                                                               
Clayton,92,Learning and Teaching Building,03,3-PS03,90.99,Circulation,Non Useable Floor area                                                                          ,Circulation Space                                                                               
Clayton,92,Learning and Teaching Building,03,3-PS04,227.77,Circulation,Non Useable Floor area                                                                          ,Circulation Space                                                                               
Clayton,92,Learning and Teaching Building,03,3-PS05,49.31,Circulation,Non Useable Floor area                                                                          ,Circulation Space                                                                               
Clayton,92,Learning and Teaching Building,03,3-PS06,218.25,Circulation,Non Useable Floor area                                                                          ,Circulation Space                                                                               
Clayton,92,Learning and Teaching Building,03,3-PS07,11.51,Circulation,Non Useable Floor area                                                                          ,Circulation Space                                                                               
Clayton,92,Learning and Teaching Building,03,3-PS08,33.75,Lift lobby,Non Useable Floor area                                                                          ,Circulation Space                                                                               
Clayton,92,Learning and Teaching Building,03,3-ST01,43.42,Stair 1 - fire,Non Useable Floor area                                                                          ,Circulation - Fire Stairs                                                                       
Clayton,92,Learning and Teaching Building,03,3-ST02,20.53,Stair 2,Non Useable Floor area                                                                          ,Circulation - Stairs                                                                            
Clayton,92,Learning and Teaching Building,03,3-ST03,25.51,Stair 3,Non Useable Floor area                                                                          ,Circulation - Stairs                                                                            
Clayton,92,Learning and Teaching Building,03,3-ST05,43.75,Stair 5,Non Useable Floor area                                                                          ,Circulation - Stairs                                                                            
Clayton,92,Learning and Teaching Building,03,3-ST06,36.19,Stair 6 - fire,Non Useable Floor area                                                                          ,Circulation - Fire Stairs                                                                       
Clayton,92,Learning and Teaching Building,03,3-ST07,43.09,Stair 7 - fire,Non Useable Floor area                                                                          ,Circulation - Fire Stairs                                                                       
Clayton,92,Learning and Teaching Building,03,3-TL01,18.69,Male toilet,Non Useable Floor area                                                                          ,Toilet/Amenities - Male                                                                         
Clayton,92,Learning and Teaching Building,03,3-TL02,5.38,Accessible Toilet,Non Useable Floor area                                                                          ,Toilet/Amenities - Unisex Accessible                                                            
Clayton,92,Learning and Teaching Building,03,3-TL03,21.13,Female Toilet,Non Useable Floor area                                                                          ,Toilet/Amenities - Female                                                                       
Clayton,92,Learning and Teaching Building,03,3-TL04,20.27,Male toilet,Non Useable Floor area                                                                          ,Toilet/Amenities - Male                                                                         
Clayton,92,Learning and Teaching Building,03,3-TL05,21.82,Female Toilet,Non Useable Floor area                                                                          ,Toilet/Amenities - Female                                                                       
Clayton,92,Learning and Teaching Building,03,3-TL06,6.04,Accessible Toilet,Non Useable Floor area                                                                          ,Toilet/Amenities - Unisex Accessible                                                            
Clayton,92,Learning and Teaching Building,03,3-VD01,150.63,Void 1,Vertical                                                                                        ,Void Spaces                                                                                     
Clayton,92,Learning and Teaching Building,03,3-VD02,70.2,Void 2,Vertical                                                                                        ,Void Spaces                                                                                     
Clayton,92,Learning and Teaching Building,03,3-VD03,238.25,Void 3,Vertical                                                                                        ,Void Spaces                                                                                     
Clayton,92,Learning and Teaching Building,03,3-VD04,58.43,Void 4,Vertical                                                                                        ,Void Spaces                                                                                     
Clayton,92,Learning and Teaching Building,03,3-VD05,94.64,Void 5,Vertical                                                                                        ,Void Spaces                                                                                     
Clayton,92,Learning and Teaching Building,03,301A,35,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,03,301B,7.15,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,03,301C,8.66,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,03,301D,63.49,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,03,301E,16.02,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,03,302,83.95,Collaborative,General Teaching Space                                                                          ,Seminar/Tutorial/Class Room (<30 seats)                                                         
Clayton,92,Learning and Teaching Building,03,303,167.56,Collaborative,General Teaching Space                                                                          ,Collaborative Teaching Room                                                                     
Clayton,92,Learning and Teaching Building,03,304,206.52,Interactive Larg,General Teaching Space                                                                          ,Collaborative Teaching Room                                                                     
Clayton,92,Learning and Teaching Building,03,305,72.15,Collaborative,General Teaching Space                                                                          ,Collaborative Teaching Room                                                                     
Clayton,92,Learning and Teaching Building,03,321,228.85,Collaborative,General Teaching Space                                                                          ,Seminar/Tutorial/Class Room (>70 seats)                                                         
Clayton,92,Learning and Teaching Building,03,322,13.64,Coffee - Little Big Shot 3,General Facility                                                                                ,Retail Facility                                                                                 
Clayton,92,Learning and Teaching Building,03,323,92.63,Collaborative,General Teaching Space                                                                          ,Collaborative Teaching Room                                                                     
Clayton,92,Learning and Teaching Building,03,324,16.24,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,03,325,15.02,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,03,326,66.1,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,03,331,240.76,Collaborative,General Teaching Space                                                                          ,Collaborative Teaching Room                                                                     
Clayton,92,Learning and Teaching Building,03,331A,118.08,Terrace,General Teaching Space                                                                          ,Collaborative Teaching Room                                                                     
