Campus,Building ID,Building Name,Floor,Room Number,Room Area,Room Description,Room Category,Room Type
Clayton,92,Learning and Teaching Building,03,332A,14.74,Workgroup room (,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,03,332B,13.91,Workgroup room (,Library and Informal Learning                                                                   ,Small Group Study Room                                                                          
Clayton,92,Learning and Teaching Building,03,332C,10.99,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,03,333,82.81,Collaborative,General Teaching Space                                                                          ,Collaborative Teaching Room                                                                     
Clayton,92,Learning and Teaching Building,03,334,84.02,Collaborative,General Teaching Space                                                                          ,Collaborative Teaching Room                                                                     
Clayton,92,Learning and Teaching Building,03,335,165.98,Collaborative,General Teaching Space                                                                          ,Collaborative Teaching Room                                                                     
Clayton,92,Learning and Teaching Building,03,351,90,Seminar room,General Facility                                                                                ,Multi-Function Space                                                                            
Clayton,92,Learning and Teaching Building,03,351A,9.32,Store (shared),Ancillary Areas                                                                                 ,Store Room/Storage Space                                                                        
Clayton,92,Learning and Teaching Building,03,351B,15.63,Green room,General Facility                                                                                ,Waiting Area                                                                                    
Clayton,92,Learning and Teaching Building,03,352,92.16,Holodeck (specia,Specialist Teaching or Research,Multimedia Studio                                                                               
Clayton,92,Learning and Teaching Building,03,353A,18.27,Project room 1,Library and Informal Learning                                                                   ,Small Group Study Room                                                                          
Clayton,92,Learning and Teaching Building,03,353B,22.37,Project room 2,Library and Informal Learning                                                                   ,Small Group Study Room                                                                          
Clayton,92,Learning and Teaching Building,03,354A,153.04,Workstations,Office Accommodation                                                                            ,Open Plan - Postgraduate Students                                                               
Clayton,92,Learning and Teaching Building,03,354B,169.14,Workstations,Office Accommodation                                                                            ,Open Plan - Postgraduate Students                                                               
Clayton,92,Learning and Teaching Building,03,355,61.01,Thesis,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,03,356A,49.62,Education Connec,Office Accommodation                                                                            ,Informal Work Space                                                                             
Clayton,92,Learning and Teaching Building,03,356B,56.77,Kitchenette,General Facility                                                                                ,Student Common Room                                                                             
Clayton,92,Learning and Teaching Building,03,357,13.45,Foyer,Non Useable Floor area                                                                          ,Circulation Space                                                                               
Clayton,92,Learning and Teaching Building,03,357A,8.66,Counselling room,General Facility                                                                                ,Meeting/Board/Conference Room                                                                   
Clayton,92,Learning and Teaching Building,03,357B,8.06,Counselling room,General Facility                                                                                ,Meeting/Board/Conference Room                                                                   
Clayton,92,Learning and Teaching Building,03,357C,7.93,Counselling room,General Facility                                                                                ,Meeting/Board/Conference Room                                                                   
Clayton,92,Learning and Teaching Building,03,358,12.49,Workstations,Office Accommodation                                                                            ,Office - Postgraduate Students                                                                  
Clayton,92,Learning and Teaching Building,03,358A,13.88,Store,Ancillary Areas                                                                                 ,Store Room/Storage Space                                                                        
Clayton,92,Learning and Teaching Building,03,359A,2.89,Lockers,Ancillary Areas                                                                                 ,Locker Area/Room                                                                                
Clayton,92,Learning and Teaching Building,03,359B,5.8,Utility room (HD,General Facility                                                                                ,Resource Room                                                                                   
Clayton,92,Learning and Teaching Building,03,359C,3.62,Lockers,Ancillary Areas                                                                                 ,Locker Area/Room                                                                                
Clayton,92,Learning and Teaching Building,03,360,35.85,Meeting room,General Facility                                                                                ,Meeting/Board/Conference Room                                                                   
Clayton,92,Learning and Teaching Building,03,361,53.98,Workstations (HD,Office Accommodation                                                                            ,Open Plan - Postgraduate Students                                                               
Clayton,92,Learning and Teaching Building,03,362,38.85,Workstations (HD,Office Accommodation                                                                            ,Open Plan - Postgraduate Students                                                               
Clayton,92,Learning and Teaching Building,03,363,6.6,Quiet room (HDR),Office Accommodation                                                                            ,Office - Postgraduate Students                                                                  
Clayton,92,Learning and Teaching Building,03,364A,8.75,Collaborative (H,Library and Informal Learning                                                                   ,Small Group Study Room                                                                          
Clayton,92,Learning and Teaching Building,03,364B,30.7,Workstations (HD,Office Accommodation                                                                            ,Open Plan - Postgraduate Students                                                               
Clayton,92,Learning and Teaching Building,03,364C,36.67,Workstations (HD,Office Accommodation                                                                            ,Open Plan - Postgraduate Students                                                               
Clayton,92,Learning and Teaching Building,03,364D,40.95,Workstations (HD,Office Accommodation                                                                            ,Open Plan - Postgraduate Students                                                               
Clayton,92,Learning and Teaching Building,03,365A,6.33,Quiet room (HDR),Office Accommodation                                                                            ,Office - Postgraduate Students                                                                  
Clayton,92,Learning and Teaching Building,03,365B,6.34,Quiet room (HDR),Office Accommodation                                                                            ,Office - Postgraduate Students                                                                  
Clayton,92,Learning and Teaching Building,03,365C,9.34,Meeting room (HD,Library and Informal Learning                                                                   ,Small Group Study Room                                                                          
Clayton,92,Learning and Teaching Building,03,366A,15.82,Meeting room (HD,Library and Informal Learning                                                                   ,Small Group Study Room                                                                          
Clayton,92,Learning and Teaching Building,03,366B,14.5,Utility room (HD,General Facility                                                                                ,Resource Room                                                                                   
Clayton,92,Learning and Teaching Building,03,367A,30.84,Kitchenette (HDR,General Facility                                                                                ,Student Common Room                                                                             
Clayton,92,Learning and Teaching Building,03,367B,30.53,Workstations (HD,Office Accommodation                                                                            ,Open Plan - Postgraduate Students                                                               
Clayton,92,Learning and Teaching Building,03,367C,6.74,Workstations (HD,Office Accommodation                                                                            ,Open Plan - Postgraduate Students                                                               
Clayton,92,Learning and Teaching Building,03,368A,21.03,Workstations (HD,Office Accommodation                                                                            ,Open Plan - Postgraduate Students                                                               
Clayton,92,Learning and Teaching Building,03,368B,38.4,Workstations (HD,Office Accommodation                                                                            ,Open Plan - Postgraduate Students                                                               
Clayton,92,Learning and Teaching Building,03,369A,8.8,Meeting room (HD,Library and Informal Learning                                                                   ,Small Group Study Room                                                                          
Clayton,92,Learning and Teaching Building,03,369B,6.98,Quiet Room,Office Accommodation                                                                            ,Office - Postgraduate Students                                                                  
Clayton,92,Learning and Teaching Building,03,369C,5.54,Workstations (HD,Office Accommodation                                                                            ,Open Plan - Postgraduate Students                                                               
Clayton,92,Learning and Teaching Building,03,370A,14.11,Meeting room (HD,Library and Informal Learning                                                                   ,Small Group Study Room                                                                          
Clayton,92,Learning and Teaching Building,03,370B,10.24,Meeting room (HD,Library and Informal Learning                                                                   ,Small Group Study Room                                                                          
Clayton,92,Learning and Teaching Building,03,370C,33.8,Workstations (HD,Office Accommodation                                                                            ,Open Plan - Postgraduate Students                                                               
Clayton,92,Learning and Teaching Building,03,370D,40.08,Workstations (HD,Office Accommodation                                                                            ,Open Plan - Postgraduate Students                                                               
Clayton,92,Learning and Teaching Building,03,370E,8.29,Meeting room (HD,Library and Informal Learning                                                                   ,Small Group Study Room                                                                          
Clayton,92,Learning and Teaching Building,03,370F,13.48,Meeting room (HD,Library and Informal Learning                                                                   ,Small Group Study Room                                                                          
Clayton,92,Learning and Teaching Building,03,370G,6.54,Quiet room (HDR),Office Accommodation                                                                            ,Office - Postgraduate Students                                                                  
Clayton,92,Learning and Teaching Building,03,370H,5.73,Quiet room (HDR),Office Accommodation                                                                            ,Office - Postgraduate Students                                                                  
Clayton,92,Learning and Teaching Building,03,370I,5.58,Quiet room (HDR),Office Accommodation                                                                            ,Office - Postgraduate Students                                                                  
Clayton,92,Learning and Teaching Building,03,370J,5.57,Quiet room (HDR),Office Accommodation                                                                            ,Office - Postgraduate Students                                                                  
Clayton,92,Learning and Teaching Building,03,370K,5.55,Quiet room (HDR),Office Accommodation                                                                            ,Office - Postgraduate Students                                                                  
Clayton,92,Learning and Teaching Building,03,370L,22.91,Workstations (HD,Office Accommodation                                                                            ,Open Plan - Postgraduate Students                                                               
Clayton,92,Learning and Teaching Building,03,381,83.88,Collaborative,General Teaching Space                                                                          ,Collaborative Teaching Room                                                                     
Clayton,92,Learning and Teaching Building,03,381A,8.42,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,03,381B,13.36,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,03,382,101.28,Specialist teach,Specialist Teaching or Research,Wet Lab - Scientific/Medical/Engineering                                                        
Clayton,92,Learning and Teaching Building,03,382A,30.62,Store & Prep roo,Ancillary Areas                                                                                 ,Laboratory Service and Preparation                                                              
Clayton,92,Learning and Teaching Building,03,383,77.36,Specialist teach,Specialist Teaching or Research,Wet Lab - Scientific/Medical/Engineering                                                        
Clayton,92,Learning and Teaching Building,03,384,16.72,Store,Ancillary Areas                                                                                 ,Store Room/Storage Space                                                                        
Clayton,92,Learning and Teaching Building,03,385,71.48,Specialist teach,Specialist Teaching or Research,Music Teaching and Practice Room                                                                
Clayton,92,Learning and Teaching Building,03,386,83.05,Collaborative,General Teaching Space                                                                          ,Collaborative Teaching Room                                                                     
Clayton,92,Learning and Teaching Building,03,387,71.37,Collaborative,General Teaching Space                                                                          ,Collaborative Teaching Room                                                                     
Clayton,92,Learning and Teaching Building,03,387A,31.52,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,03,388,71.37,Collaborative,General Teaching Space                                                                          ,Collaborative Teaching Room                                                                     
Clayton,92,Learning and Teaching Building,03,388A,5.31,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,03,389,82.96,Collaborative,General Teaching Space                                                                          ,Collaborative Teaching Room                                                                     
Clayton,92,Learning and Teaching Building,03,390,86.32,Collaborative,General Teaching Space                                                                          ,Collaborative Teaching Room                                                                     
Clayton,92,Learning and Teaching Building,03,391,54.27,Informal study (,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,03,392,70.56,Interactive,General Teaching Space                                                                          ,Collaborative Teaching Room                                                                     
Clayton,92,Learning and Teaching Building,03,393,161.09,Interactive,General Teaching Space                                                                          ,Collaborative Teaching Room                                                                     
Clayton,92,Learning and Teaching Building,03,394A,11.08,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,03,394B,13.45,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,0B,B-AM01,11.09,Cleaners room,Non Useable Floor area                                                                          ,Cleaners Room                                                                                   
Clayton,92,Learning and Teaching Building,0B,B-LF01,3.28,Lift 01,Non Useable Floor area                                                                          ,Lift                                                                                            
Clayton,92,Learning and Teaching Building,0B,B-LF06,3.12,Lift 06,Non Useable Floor area                                                                          ,Lift                                                                                            
Clayton,92,Learning and Teaching Building,0B,B-PL01,67.15,Mechanical AHU,Non Useable Floor area                                                                          ,Plant Room - Mechanical                                                                         
Clayton,92,Learning and Teaching Building,0B,B-PL02,207.36,Substation 3,Non Useable Floor area                                                                          ,Sub-Station                                                                                     
Clayton,92,Learning and Teaching Building,0B,B-PL03,59.85,Substation 2,Non Useable Floor area                                                                          ,Sub-Station                                                                                     
Clayton,92,Learning and Teaching Building,0B,B-PL04,66.08,Substation 1,Non Useable Floor area                                                                          ,Sub-Station                                                                                     
Clayton,92,Learning and Teaching Building,0B,B-PL05,72.78,Switchroom 1,Non Useable Floor area                                                                          ,Switch Room                                                                                     
Clayton,92,Learning and Teaching Building,0B,B-PL06,123.39,Domestic cold water room,Non Useable Floor area                                                                          ,Plant Room - Other                                                                              
Clayton,92,Learning and Teaching Building,0B,B-PL07,83.88,Chilled water room,Non Useable Floor area                                                                          ,Plant Room - Other                                                                              
Clayton,92,Learning and Teaching Building,0B,B-PL08,17.28,Neutraliser room,Non Useable Floor area                                                                          ,Plant Room - Other                                                                              
Clayton,92,Learning and Teaching Building,0B,B-PL09,75.06,Interactive theatre AHU,Non Useable Floor area                                                                          ,Plant Room - Mechanical                                                                         
Clayton,92,Learning and Teaching Building,0B,B-PS01,72.99,Passage 03,Non Useable Floor area                                                                          ,Circulation Space                                                                               
Clayton,92,Learning and Teaching Building,0B,B-PS02,59.83,Passage 02,Non Useable Floor area                                                                          ,Circulation Space                                                                               
Clayton,92,Learning and Teaching Building,0B,B-PS03,103.39,Entrance 01,Non Useable Floor area                                                                          ,Circulation Space                                                                               
Clayton,92,Learning and Teaching Building,0B,B-ST06,35.28,Fire Stair 06,Non Useable Floor area                                                                          ,Circulation - Fire Stairs                                                                       
Clayton,92,Learning and Teaching Building,0B,B-ST07,43.09,Fire Stair 07,Non Useable Floor area                                                                          ,Circulation - Fire Stairs                                                                       
Clayton,92,Learning and Teaching Building,0B,B-TL01,34.6,Female Toilet,Non Useable Floor area                                                                          ,Toilet/Amenities - Female                                                                       
Clayton,92,Learning and Teaching Building,0B,B-TL02,7.61,Accessible Toilet/Shower,Non Useable Floor area                                                                          ,Toilet/Amenities - Unisex Accessible                                                            
Clayton,92,Learning and Teaching Building,0B,B-TL03,34.71,Male toilet,Non Useable Floor area                                                                          ,Toilet/Amenities - Male                                                                         
Clayton,92,Learning and Teaching Building,0B,B01,49.02,Bin store,Non Useable Floor area                                                                          ,Waste Management                                                                                
Clayton,92,Learning and Teaching Building,0B,B02,172.08,Bicycle arrival station,General Facility                                                                                ,General Facility Type Not Defined                                                               
Clayton,92,Learning and Teaching Building,0B,B03,54.52,Lockers,Ancillary Areas                                                                                 ,Locker Area/Room                                                                                
Clayton,92,Learning and Teaching Building,0B,B04,18.76,Buildings operations office,Office Accommodation                                                                            ,Office - Professional/General Staff                                                             
Clayton,92,Learning and Teaching Building,0B,B05,10.37,Services room,Non Useable Floor area                                                                          ,Service Riser                                                                                   
Clayton,92,Learning and Teaching Building,0G,G-AM01,3.58,Cleaners rm,Non Useable Floor area                                                                          ,Cleaners Room                                                                                   
Clayton,92,Learning and Teaching Building,0G,G-AM02,6.68,Cleaners rm,Non Useable Floor area                                                                          ,Cleaners Room                                                                                   
Clayton,92,Learning and Teaching Building,0G,G-LF01,3.24,Lift 1,Non Useable Floor area                                                                          ,Lift                                                                                            
Clayton,92,Learning and Teaching Building,0G,G-LF02,3.24,Lift 2,Non Useable Floor area                                                                          ,Lift                                                                                            
Clayton,92,Learning and Teaching Building,0G,G-LF03,3.25,Lift 3,Non Useable Floor area                                                                          ,Lift                                                                                            
Clayton,92,Learning and Teaching Building,0G,G-LF04,3.25,Lift 4,Non Useable Floor area                                                                          ,Lift                                                                                            
Clayton,92,Learning and Teaching Building,0G,G-LF05,3.25,Lift 5,Non Useable Floor area                                                                          ,Lift                                                                                            
Clayton,92,Learning and Teaching Building,0G,G-LF06,3.18,Lift 6,Non Useable Floor area                                                                          ,Lift                                                                                            
Clayton,92,Learning and Teaching Building,0G,G-PL01,6.83,Services rm,Non Useable Floor area                                                                          ,Comms Network System/Telephone PABX                                                             
Clayton,92,Learning and Teaching Building,0G,G-PL10,16.77,Plant,Non Useable Floor area                                                                          ,Plant Room - Other                                                                              
Clayton,92,Learning and Teaching Building,0G,G-PS01,246.56,Circulation,Non Useable Floor area                                                                          ,Circulation Space                                                                               
Clayton,92,Learning and Teaching Building,0G,G-PS01A,10.07,Circulation,Non Useable Floor area                                                                          ,Circulation Space                                                                               
Clayton,92,Learning and Teaching Building,0G,G-PS01B,6.65,Circulation,Non Useable Floor area                                                                          ,Circulation Space                                                                               
Clayton,92,Learning and Teaching Building,0G,G-PS02,79.87,Circulation,Non Useable Floor area                                                                          ,Circulation Space                                                                               
Clayton,92,Learning and Teaching Building,0G,G-PS03,463.54,Circulation,Non Useable Floor area                                                                          ,Circulation Space                                                                               
Clayton,92,Learning and Teaching Building,0G,G-PS04,379.37,Circulation,Non Useable Floor area                                                                          ,Circulation Space                                                                               
Clayton,92,Learning and Teaching Building,0G,G-PS05,328.74,Circulation,Non Useable Floor area                                                                          ,Circulation Space                                                                               
Clayton,92,Learning and Teaching Building,0G,G-PS06,47.45,Lift lobby,Non Useable Floor area                                                                          ,Circulation Space                                                                               
Clayton,92,Learning and Teaching Building,0G,G-ST01,45.73,Stair 1 - fire,Non Useable Floor area                                                                          ,Circulation - Fire Stairs                                                                       
Clayton,92,Learning and Teaching Building,0G,G-ST02,12.37,Stair 2,Non Useable Floor area                                                                          ,Circulation - Stairs                                                                            
Clayton,92,Learning and Teaching Building,0G,G-ST03,35.37,Stair 3,Non Useable Floor area                                                                          ,Circulation - Stairs                                                                            
Clayton,92,Learning and Teaching Building,0G,G-ST04,7.29,Stair 4,Non Useable Floor area                                                                          ,Circulation - Stairs                                                                            
Clayton,92,Learning and Teaching Building,0G,G-ST05,27.14,Stair 5,Non Useable Floor area                                                                          ,Circulation - Stairs                                                                            
Clayton,92,Learning and Teaching Building,0G,G-ST06,36.81,Stair 6 - fire,Non Useable Floor area                                                                          ,Circulation - Fire Stairs                                                                       
Clayton,92,Learning and Teaching Building,0G,G-ST07,51.52,Stair 7 - fire,Non Useable Floor area                                                                          ,Circulation - Fire Stairs                                                                       
Clayton,92,Learning and Teaching Building,0G,G-TL01,5.02,Accessible Toilet,Non Useable Floor area                                                                          ,Toilet/Amenities - Unisex Accessible                                                            
Clayton,92,Learning and Teaching Building,0G,G-TL02,16.65,Male toilet,Non Useable Floor area                                                                          ,Toilet/Amenities - Male                                                                         
Clayton,92,Learning and Teaching Building,0G,G-TL03,25.4,Female Toilet,Non Useable Floor area                                                                          ,Toilet/Amenities - Female                                                                       
Clayton,92,Learning and Teaching Building,0G,G-TL04,3.17,All-gender toilet,Non Useable Floor area                                                                          ,Toilet/Amenities - Unisex                                                                       
Clayton,92,Learning and Teaching Building,0G,G-TL05,6.31,Accessible Toilet,Non Useable Floor area                                                                          ,Toilet/Amenities - Unisex Accessible                                                            
Clayton,92,Learning and Teaching Building,0G,G-TL06,34.78,Male toilet,Non Useable Floor area                                                                          ,Toilet/Amenities - Male                                                                         
Clayton,92,Learning and Teaching Building,0G,G-TL07,46.01,Female Toilet,Non Useable Floor area                                                                          ,Toilet/Amenities - Female                                                                       
Clayton,92,Learning and Teaching Building,0G,G01,97.48,Interactive,General Teaching Space                                                                          ,Seminar/Tutorial/Class Room (<30 seats)                                                         
Clayton,92,Learning and Teaching Building,0G,G01A,5.35,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,0G,G02,88.27,Collaborative,General Teaching Space                                                                          ,Seminar/Tutorial/Class Room (<30 seats)                                                         
Clayton,92,Learning and Teaching Building,0G,G03,240.25,Interactive Larg,General Teaching Space                                                                          ,Seminar/Tutorial/Class Room (>70 seats)                                                         
Clayton,92,Learning and Teaching Building,0G,G21,161.68,Interactive,General Teaching Space                                                                          ,Collaborative Teaching Room                                                                     
Clayton,92,Learning and Teaching Building,0G,G22,145.59,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,0G,G23,91.13,Interactive,General Teaching Space                                                                          ,Seminar/Tutorial/Class Room (<30 seats)                                                         
Clayton,92,Learning and Teaching Building,0G,G24,21.64,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,0G,G25,18.05,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,0G,G31,544.71,Tiered Collabora,General Teaching Space                                                                          ,Collaborative Teaching Room                                                                     
Clayton,92,Learning and Teaching Building,0G,G31A,8.82,AV room,Ancillary Areas                                                                                 ,Lecture Theatre/Seminar Support Room                                                            
Clayton,92,Learning and Teaching Building,0G,G31B,29.9,Circulation,Non Useable Floor area                                                                          ,Circulation Space                                                                               
Clayton,92,Learning and Teaching Building,0G,G31C,17.47,Airlock,Non Useable Floor area                                                                          ,Airlock
Clayton,92,Learning and Teaching Building,0G,G33,126.85,Cafe - Nesso,General Facility                                                                                ,Retail Facility                                                                                 
Clayton,92,Learning and Teaching Building,0G,G41,109.66,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,0G,G51,103.9,Informal dining,General Facility                                                                                ,General Common Room                                                                             
Clayton,92,Learning and Teaching Building,0G,G51A,50.28,Retail - Noodle Plus,General Facility                                                                                ,Retail Facility                                                                                 
Clayton,92,Learning and Teaching Building,0G,G52,18.45,Parents room,General Facility                                                                                ,Parenting Room                                                                                  
Clayton,92,Learning and Teaching Building,0G,G53,75.58,Collaborative,General Teaching Space                                                                          ,Seminar/Tutorial/Class Room (<30 seats)                                                         
Clayton,92,Learning and Teaching Building,0G,G54,436.09,Learning in the Round,General Teaching Space                                                                          ,Collaborative Teaching Room                                                                     
Clayton,92,Learning and Teaching Building,0G,G54A,7.82,AV room,Ancillary Areas                                                                                 ,Lecture Theatre/Seminar Support Room                                                            
Clayton,92,Learning and Teaching Building,0G,G55,99.1,Collaborative,General Teaching Space                                                                          ,Seminar/Tutorial/Class Room (<30 seats)                                                         
Clayton,92,Learning and Teaching Building,0G,G56,96.22,Collaborative,General Teaching Space                                                                          ,Seminar/Tutorial/Class Room (<30 seats)                                                         
Clayton,92,Learning and Teaching Building,0G,G57,85.67,Collaborative,General Teaching Space                                                                          ,Seminar/Tutorial/Class Room (<30 seats)                                                         
Clayton,92,Learning and Teaching Building,0G,G57A,3.52,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,0G,G57B,1.79,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,0G,G58,82.24,Collaborative,General Teaching Space                                                                          ,Seminar/Tutorial/Class Room (<30 seats)                                                         
Clayton,92,Learning and Teaching Building,0G,G58A,2.33,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,0G,G59,132.87,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,0G,G60,94.06,Interactive,General Teaching Space                                                                          ,Seminar/Tutorial/Class Room (<30 seats)                                                         
Clayton,92,Learning and Teaching Building,0G,G61,93.05,Interactive,General Teaching Space                                                                          ,Seminar/Tutorial/Class Room (<30 seats)                                                         
Clayton,92,Learning and Teaching Building,0G,G62,102.02,Interactive,General Teaching Space                                                                          ,Seminar/Tutorial/Class Room (<30 seats)                                                         
Clayton,92,Learning and Teaching Building,0G,G63,22.17,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,0G,G64,24.55,Cafe - Mr Providore,General Facility                                                                                ,Retail Facility                                                                                 
Clayton,92,Learning and Teaching Building,0G,G81,617.85,Tiered Collabora,General Teaching Space                                                                          ,Collaborative Teaching Room                                                                     
Clayton,92,Learning and Teaching Building,0G,G81A,7.33,AV room,Ancillary Areas                                                                                 ,Lecture Theatre/Seminar Support Room                                                            
Clayton,92,Learning and Teaching Building,0G,G81B,30.35,Circulation,Non Useable Floor area                                                                          ,Circulation Space                                                                               
Clayton,92,Learning and Teaching Building,0G,G81C,12.62,Airlock,Non Useable Floor area                                                                          ,Airlock
Clayton,92,Learning and Teaching Building,0G,G82,43.8,Informal study,Library and Informal Learning                                                                   ,Informal Learning                                                                               
Clayton,92,Learning and Teaching Building,0G,G83,4.33,Airlock,Non Useable Floor area                                                                          ,Airlock

