"Timestamp","FCU-00-22 PIR Log","FCU-00-22 Enable Log","FCU-00-22 Status Log"
"24/03/2020 1:50:32 PM","0.00","1.00","1.00"
"24/03/2020 1:23:25 PM","1.00","1.00","1.00"
"24/03/2020 1:08:11 PM","0.00","1.00","1.00"
"24/03/2020 12:55:50 PM","1.00","1.00","1.00"
"24/03/2020 12:49:53 PM","0.00","1.00","1.00"
"24/03/2020 12:38:00 PM","1.00","1.00","1.00"
"24/03/2020 12:30:35 PM","0.00","1.00","1.00"
"24/03/2020 12:22:02 PM","1.00","1.00","1.00"
"24/03/2020 12:18:50 PM","0.00","1.00","1.00"
"24/03/2020 12:08:58 PM","1.00","1.00","1.00"
"24/03/2020 11:59:48 AM","0.00","1.00","1.00"
"24/03/2020 11:29:51 AM","1.00","1.00","1.00"
"24/03/2020 9:56:40 AM","0.00","1.00","1.00"
"24/03/2020 9:50:54 AM","1.00","1.00","1.00"
"24/03/2020 6:22:27 AM","0.00","1.00","1.00"
"24/03/2020 6:08:20 AM","1.00","1.00","1.00"
"24/03/2020 6:00:26 AM","0.00","1.00","1.00"
"24/03/2020 6:00:01 AM","0.00","1.00","0.00"
"23/03/2020 6:00:13 PM","0.00","0.00","0.00"
"23/03/2020 6:00:11 PM","0.00","0.00","1.00"
"23/03/2020 5:53:15 PM","0.00","1.00","1.00"
"23/03/2020 4:42:59 PM","1.00","1.00","1.00"
"23/03/2020 4:19:56 PM","0.00","1.00","1.00"
"23/03/2020 2:32:10 PM","1.00","1.00","1.00"
"23/03/2020 2:31:50 PM","0.00","1.00","1.00"
"23/03/2020 11:17:16 AM","1.00","1.00","1.00"
"23/03/2020 11:12:28 AM","0.00","1.00","1.00"
"23/03/2020 8:40:16 AM","1.00","1.00","1.00"
"23/03/2020 6:13:01 AM","0.00","1.00","1.00"
"23/03/2020 6:00:37 AM","1.00","1.00","1.00"
"23/03/2020 6:00:01 AM","1.00","1.00","0.00"
"23/03/2020 5:55:42 AM","1.00","0.00","0.00"
"20/03/2020 8:37:32 PM","0.00","0.00","0.00"
"20/03/2020 8:37:31 PM","0.00","0.00","1.00"
"20/03/2020 8:06:28 PM","0.00","1.00","1.00"
"20/03/2020 6:06:48 PM","1.00","1.00","1.00"
"20/03/2020 6:06:11 PM","1.00","1.00","0.00"
"20/03/2020 6:00:06 PM","1.00","0.00","0.00"
"20/03/2020 6:00:01 PM","1.00","0.00","1.00"
"20/03/2020 4:16:05 PM","1.00","1.00","1.00"
"20/03/2020 3:31:25 PM","0.00","1.00","1.00"
"20/03/2020 11:12:39 AM","1.00","1.00","1.00"
"20/03/2020 10:32:56 AM","0.00","1.00","1.00"
"20/03/2020 10:27:33 AM","1.00","1.00","1.00"
"20/03/2020 6:21:07 AM","0.00","1.00","1.00"
"20/03/2020 6:04:45 AM","1.00","1.00","1.00"
"20/03/2020 6:00:29 AM","0.00","1.00","1.00"
"20/03/2020 6:00:11 AM","0.00","1.00","0.00"
"19/03/2020 7:39:37 PM","0.00","0.00","0.00"
"19/03/2020 7:39:31 PM","0.00","0.00","1.00"
"19/03/2020 7:08:17 PM","0.00","1.00","1.00"
"19/03/2020 6:06:57 PM","1.00","1.00","1.00"
"19/03/2020 6:06:11 PM","1.00","1.00","0.00"
"19/03/2020 6:00:03 PM","1.00","0.00","0.00"
"19/03/2020 6:00:01 PM","1.00","0.00","1.00"
"19/03/2020 3:01:02 PM","1.00","1.00","1.00"
"19/03/2020 2:59:07 PM","0.00","1.00","1.00"
"19/03/2020 12:58:02 PM","1.00","1.00","1.00"
"19/03/2020 12:13:38 PM","0.00","1.00","1.00"
"19/03/2020 10:23:42 AM","1.00","1.00","1.00"
"19/03/2020 6:20:32 AM","0.00","1.00","1.00"
"19/03/2020 6:09:08 AM","1.00","1.00","1.00"
"19/03/2020 6:00:35 AM","0.00","1.00","1.00"
"19/03/2020 6:00:11 AM","0.00","1.00","0.00"
"18/03/2020 6:15:55 PM","0.00","0.00","0.00"
"18/03/2020 6:10:52 PM","1.00","0.00","0.00"
"18/03/2020 6:00:03 PM","0.00","0.00","0.00"
"18/03/2020 6:00:01 PM","0.00","0.00","1.00"
"18/03/2020 5:38:06 PM","0.00","1.00","1.00"
"18/03/2020 9:53:24 AM","1.00","1.00","1.00"
"18/03/2020 6:13:47 AM","0.00","1.00","1.00"
"18/03/2020 6:03:10 AM","1.00","1.00","1.00"
"18/03/2020 6:00:18 AM","0.00","1.00","1.00"
"18/03/2020 6:00:01 AM","0.00","1.00","0.00"
"17/03/2020 7:21:31 PM","0.00","0.00","0.00"
"17/03/2020 7:21:21 PM","0.00","0.00","1.00"
"17/03/2020 6:50:13 PM","0.00","1.00","1.00"
"17/03/2020 6:27:58 PM","1.00","1.00","1.00"
"17/03/2020 6:24:02 PM","0.00","1.00","1.00"
"17/03/2020 6:06:37 PM","1.00","1.00","1.00"
"17/03/2020 6:06:11 PM","1.00","1.00","0.00"
"17/03/2020 6:00:14 PM","1.00","0.00","0.00"
