"Timestamp","FCU-00-04  PIR Log","FCU-00-04   Enable Log","FCU-00-04  Status Log"
"4/03/2020 10:42:51 AM","0.00","1.00","0.00"
"4/03/2020 10:42:16 AM","0.00","0.00","0.00"
"4/03/2020 10:42:11 AM","0.00","0.00","1.00"
"4/03/2020 10:42:04 AM","0.00","1.00","1.00"
"4/03/2020 10:42:01 AM","0.00","1.00","0.00"
"4/03/2020 10:39:43 AM","0.00","0.00","0.00"
"4/03/2020 10:39:41 AM","0.00","0.00","1.00"
"4/03/2020 7:55:43 AM","0.00","1.00","1.00"
"4/03/2020 7:55:41 AM","0.00","1.00","0.00"
"4/03/2020 7:38:23 AM","0.00","0.00","0.00"
"4/03/2020 7:38:21 AM","0.00","0.00","1.00"
"4/03/2020 7:07:16 AM","0.00","1.00","1.00"
"4/03/2020 6:56:44 AM","1.00","1.00","1.00"
"4/03/2020 6:00:03 AM","0.00","1.00","1.00"
"4/03/2020 6:00:01 AM","0.00","1.00","0.00"
"3/03/2020 11:25:24 AM","0.00","0.00","0.00"
"3/03/2020 11:25:21 AM","0.00","0.00","1.00"
"3/03/2020 11:24:43 AM","0.00","1.00","1.00"
"3/03/2020 11:24:41 AM","0.00","1.00","0.00"
"3/03/2020 11:24:35 AM","0.00","0.00","0.00"
"3/03/2020 11:24:31 AM","0.00","0.00","1.00"
"3/03/2020 11:23:43 AM","0.00","1.00","1.00"
"3/03/2020 11:23:41 AM","0.00","1.00","0.00"
"3/03/2020 11:23:26 AM","0.00","0.00","0.00"
"3/03/2020 11:23:21 AM","0.00","0.00","1.00"
"3/03/2020 11:23:03 AM","0.00","1.00","1.00"
"3/03/2020 11:23:01 AM","0.00","1.00","0.00"
"3/03/2020 11:15:53 AM","0.00","0.00","0.00"
"3/03/2020 11:15:51 AM","0.00","0.00","1.00"
"3/03/2020 11:15:13 AM","0.00","1.00","1.00"
"3/03/2020 11:15:11 AM","0.00","1.00","0.00"
"3/03/2020 11:15:04 AM","0.00","0.00","0.00"
"3/03/2020 11:15:01 AM","0.00","0.00","1.00"
"3/03/2020 11:13:29 AM","0.00","1.00","1.00"
"3/03/2020 11:13:21 AM","0.00","1.00","0.00"
"3/03/2020 11:12:56 AM","0.00","0.00","0.00"
"3/03/2020 11:12:51 AM","0.00","0.00","1.00"
"3/03/2020 11:12:43 AM","0.00","1.00","1.00"
"3/03/2020 11:12:41 AM","0.00","1.00","0.00"
"3/03/2020 11:07:54 AM","0.00","0.00","0.00"
"3/03/2020 11:07:51 AM","0.00","0.00","1.00"
"3/03/2020 11:07:44 AM","0.00","1.00","1.00"
"3/03/2020 11:07:41 AM","0.00","1.00","0.00"
"3/03/2020 11:07:34 AM","0.00","0.00","0.00"
"3/03/2020 11:07:31 AM","0.00","0.00","1.00"
"3/03/2020 11:06:53 AM","0.00","1.00","1.00"
"3/03/2020 11:06:51 AM","0.00","1.00","0.00"
"3/03/2020 11:06:45 AM","0.00","0.00","0.00"
"3/03/2020 11:06:41 AM","0.00","0.00","1.00"
"3/03/2020 11:05:43 AM","0.00","1.00","1.00"
"3/03/2020 11:05:41 AM","0.00","1.00","0.00"
"3/03/2020 11:00:54 AM","0.00","0.00","0.00"
"3/03/2020 11:00:51 AM","0.00","0.00","1.00"
"3/03/2020 10:56:53 AM","0.00","1.00","1.00"
"3/03/2020 10:56:51 AM","0.00","1.00","0.00"
"3/03/2020 10:53:04 AM","0.00","0.00","0.00"
"3/03/2020 10:53:01 AM","0.00","0.00","1.00"
"3/03/2020 7:56:33 AM","0.00","1.00","1.00"
"3/03/2020 7:56:31 AM","0.00","1.00","0.00"
"3/03/2020 7:40:43 AM","0.00","0.00","0.00"
"3/03/2020 7:40:41 AM","0.00","0.00","1.00"
"3/03/2020 7:09:27 AM","0.00","1.00","1.00"
"3/03/2020 7:00:40 AM","1.00","1.00","1.00"
"3/03/2020 6:00:03 AM","0.00","1.00","1.00"
"3/03/2020 6:00:01 AM","0.00","1.00","0.00"
"2/03/2020 4:51:23 PM","0.00","0.00","0.00"
"2/03/2020 4:51:21 PM","0.00","0.00","1.00"
"2/03/2020 4:20:13 PM","0.00","1.00","1.00"
"2/03/2020 4:10:04 PM","1.00","1.00","1.00"
"2/03/2020 4:10:01 PM","1.00","1.00","0.00"
"2/03/2020 4:09:50 PM","1.00","0.00","0.00"
"2/03/2020 2:08:29 PM","0.00","0.00","0.00"
"2/03/2020 2:08:21 PM","0.00","0.00","1.00"
"2/03/2020 1:37:07 PM","0.00","1.00","1.00"
"2/03/2020 12:29:29 PM","1.00","1.00","1.00"
"2/03/2020 12:29:21 PM","1.00","1.00","0.00"
"2/03/2020 12:29:16 PM","1.00","0.00","0.00"
"2/03/2020 12:06:13 PM","0.00","0.00","0.00"
"2/03/2020 12:06:11 PM","0.00","0.00","1.00"
"2/03/2020 12:04:14 PM","0.00","1.00","1.00"
"2/03/2020 12:04:11 PM","0.00","1.00","0.00"
"2/03/2020 12:00:24 PM","0.00","0.00","0.00"
"2/03/2020 12:00:21 PM","0.00","0.00","1.00"
"2/03/2020 12:00:14 PM","0.00","1.00","1.00"
"2/03/2020 12:00:11 PM","0.00","1.00","0.00"
"2/03/2020 11:59:44 AM","0.00","0.00","0.00"
"2/03/2020 11:59:41 AM","0.00","0.00","1.00"
"2/03/2020 11:56:45 AM","0.00","1.00","1.00"
"2/03/2020 11:56:41 AM","0.00","1.00","0.00"
"2/03/2020 11:53:23 AM","0.00","0.00","0.00"
"2/03/2020 11:53:21 AM","0.00","0.00","1.00"
"2/03/2020 11:49:33 AM","0.00","1.00","1.00"
"2/03/2020 11:49:31 AM","0.00","1.00","0.00"
"2/03/2020 11:45:14 AM","0.00","0.00","0.00"
"2/03/2020 11:45:11 AM","0.00","0.00","1.00"
"2/03/2020 11:40:14 AM","0.00","1.00","1.00"
"2/03/2020 11:40:11 AM","0.00","1.00","0.00"
"2/03/2020 11:38:54 AM","0.00","0.00","0.00"
"2/03/2020 11:38:51 AM","0.00","0.00","1.00"
"2/03/2020 11:38:34 AM","0.00","1.00","1.00"
"2/03/2020 11:38:31 AM","0.00","1.00","0.00"
"2/03/2020 11:38:14 AM","0.00","0.00","0.00"
"2/03/2020 11:38:11 AM","0.00","0.00","1.00"
"2/03/2020 11:38:04 AM","0.00","1.00","1.00"
"2/03/2020 11:38:01 AM","0.00","1.00","0.00"
"2/03/2020 11:37:34 AM","0.00","0.00","0.00"
"2/03/2020 11:37:31 AM","0.00","0.00","1.00"
"2/03/2020 11:33:59 AM","0.00","1.00","1.00"
"2/03/2020 11:33:51 AM","0.00","1.00","0.00"
"2/03/2020 11:33:26 AM","0.00","0.00","0.00"
"2/03/2020 11:33:21 AM","0.00","0.00","1.00"
"2/03/2020 11:33:19 AM","0.00","1.00","1.00"
"2/03/2020 11:33:11 AM","0.00","1.00","0.00"
"2/03/2020 11:30:54 AM","0.00","0.00","0.00"
"2/03/2020 11:30:51 AM","0.00","0.00","1.00"
"2/03/2020 11:30:44 AM","0.00","1.00","1.00"
"2/03/2020 11:30:41 AM","0.00","1.00","0.00"
"2/03/2020 11:30:04 AM","0.00","0.00","0.00"
"2/03/2020 11:30:01 AM","0.00","0.00","1.00"
"2/03/2020 7:54:23 AM","0.00","1.00","1.00"
"2/03/2020 7:54:21 AM","0.00","1.00","0.00"
"2/03/2020 7:36:23 AM","0.00","0.00","0.00"
"2/03/2020 7:36:21 AM","0.00","0.00","1.00"
"2/03/2020 7:05:12 AM","0.00","1.00","1.00"
"2/03/2020 6:54:49 AM","1.00","1.00","1.00"
"2/03/2020 6:00:03 AM","0.00","1.00","1.00"
"2/03/2020 6:00:01 AM","0.00","1.00","0.00"
"2/03/2020 4:02:13 AM","0.00","0.00","0.00"
"2/03/2020 3:58:02 AM","1.00","0.00","0.00"
"2/03/2020 3:57:57 AM","1.00","0.00","1.00"
"2/03/2020 3:03:18 AM","1.00","0.00","1.00"
"2/03/2020 12:59:40 AM","0.00","0.00","0.00"
"2/03/2020 12:55:24 AM","1.00","0.00","0.00"
"2/03/2020 12:55:19 AM","1.00","0.00","1.00"
"1/03/2020 11:11:01 PM","1.00","0.00","1.00"
"29/02/2020 5:03:35 PM","0.00","0.00","0.00"
"29/02/2020 5:03:33 PM","0.00","0.00","1.00"
"29/02/2020 4:33:25 PM","0.00","1.00","1.00"
"29/02/2020 4:33:23 PM","0.00","1.00","0.00"
"29/02/2020 4:32:32 PM","0.00","0.00","0.00"
"29/02/2020 4:27:16 PM","1.00","0.00","0.00"
"28/02/2020 5:59:25 PM","0.00","0.00","0.00"
"28/02/2020 5:59:23 PM","0.00","0.00","1.00"
"28/02/2020 5:28:14 PM","0.00","1.00","1.00"
"28/02/2020 5:22:56 PM","1.00","1.00","1.00"
"28/02/2020 5:02:45 PM","0.00","1.00","1.00"
"28/02/2020 3:41:05 PM","1.00","1.00","1.00"
"28/02/2020 3:41:03 PM","1.00","1.00","0.00"
"28/02/2020 3:41:02 PM","1.00","0.00","0.00"
"28/02/2020 1:16:55 PM","0.00","0.00","0.00"
"28/02/2020 1:16:53 PM","0.00","0.00","1.00"
"28/02/2020 12:45:39 PM","0.00","1.00","1.00"
"28/02/2020 12:40:05 PM","1.00","1.00","1.00"
"28/02/2020 12:40:03 PM","1.00","1.00","0.00"
"28/02/2020 12:39:58 PM","1.00","0.00","0.00"
"28/02/2020 7:33:25 AM","0.00","0.00","0.00"
"28/02/2020 7:33:23 AM","0.00","0.00","1.00"
"28/02/2020 7:02:12 AM","0.00","1.00","1.00"
"28/02/2020 6:52:05 AM","1.00","1.00","1.00"
"28/02/2020 6:52:03 AM","1.00","1.00","0.00"
"28/02/2020 6:51:55 AM","1.00","0.00","0.00"
"27/02/2020 11:54:39 PM","0.00","0.00","0.00"
"27/02/2020 11:54:35 PM","1.00","0.00","1.00"
"27/02/2020 11:52:43 PM","1.00","0.00","1.00"
"27/02/2020 11:14:13 AM","0.00","0.00","0.00"
"27/02/2020 11:14:10 AM","0.00","0.00","1.00"
"27/02/2020 10:42:56 AM","0.00","1.00","1.00"
"27/02/2020 10:37:15 AM","1.00","1.00","1.00"
"27/02/2020 7:51:03 AM","0.00","1.00","1.00"
"27/02/2020 7:51:00 AM","0.00","1.00","0.00"
"27/02/2020 7:48:52 AM","0.00","0.00","0.00"
"27/02/2020 7:48:50 AM","0.00","0.00","1.00"
"27/02/2020 7:42:52 AM","0.00","1.00","1.00"
"27/02/2020 7:42:50 AM","0.00","1.00","0.00"
"27/02/2020 7:35:13 AM","0.00","0.00","0.00"
"27/02/2020 7:35:10 AM","0.00","0.00","1.00"
"27/02/2020 7:03:57 AM","0.00","1.00","1.00"
"27/02/2020 6:55:18 AM","1.00","1.00","1.00"
"27/02/2020 6:00:12 AM","0.00","1.00","1.00"
"27/02/2020 6:00:10 AM","0.00","1.00","0.00"
"26/02/2020 4:14:43 PM","0.00","0.00","0.00"
"26/02/2020 4:14:40 PM","0.00","0.00","1.00"
"26/02/2020 3:43:30 PM","0.00","1.00","1.00"
"26/02/2020 3:32:18 PM","1.00","1.00","1.00"
"26/02/2020 3:32:10 PM","1.00","1.00","0.00"
"26/02/2020 3:32:03 PM","1.00","0.00","0.00"
"26/02/2020 12:10:43 PM","0.00","0.00","0.00"
"26/02/2020 12:10:40 PM","0.00","0.00","1.00"
"26/02/2020 11:39:30 AM","0.00","1.00","1.00"
"26/02/2020 11:32:12 AM","1.00","1.00","1.00"
"26/02/2020 11:30:27 AM","0.00","1.00","1.00"
"26/02/2020 11:02:03 AM","1.00","1.00","1.00"
"26/02/2020 11:02:00 AM","1.00","1.00","0.00"
"26/02/2020 11:01:57 AM","1.00","0.00","0.00"
"26/02/2020 7:42:02 AM","0.00","0.00","0.00"
"26/02/2020 7:42:00 AM","0.00","0.00","1.00"
"26/02/2020 7:10:47 AM","0.00","1.00","1.00"
"26/02/2020 6:51:43 AM","1.00","1.00","1.00"
"26/02/2020 6:51:40 AM","1.00","1.00","0.00"
"26/02/2020 6:51:34 AM","1.00","0.00","0.00"
"26/02/2020 1:45:05 AM","0.00","0.00","0.00"
"25/02/2020 12:20:02 PM","0.00","0.00","0.00"
"25/02/2020 12:20:00 PM","0.00","0.00","1.00"
"25/02/2020 11:48:47 AM","0.00","1.00","1.00"
"25/02/2020 11:11:32 AM","1.00","1.00","1.00"
"25/02/2020 11:11:30 AM","1.00","1.00","0.00"
"25/02/2020 11:11:23 AM","1.00","0.00","0.00"
"25/02/2020 7:33:42 AM","0.00","0.00","0.00"
"25/02/2020 7:33:40 AM","0.00","0.00","1.00"
"25/02/2020 7:02:33 AM","0.00","1.00","1.00"
"25/02/2020 7:01:21 AM","1.00","1.00","1.00"
"25/02/2020 7:00:43 AM","1.00","1.00","0.00"
"25/02/2020 6:53:28 AM","1.00","1.00","1.00"
"25/02/2020 6:53:20 AM","1.00","1.00","0.00"
"25/02/2020 6:53:14 AM","1.00","0.00","0.00"
"24/02/2020 10:39:02 AM","0.00","0.00","0.00"
"24/02/2020 10:39:00 AM","0.00","0.00","1.00"
"24/02/2020 10:07:52 AM","0.00","1.00","1.00"
"24/02/2020 10:02:22 AM","1.00","1.00","1.00"
"24/02/2020 10:02:20 AM","1.00","1.00","0.00"
"24/02/2020 10:02:18 AM","1.00","0.00","0.00"
"24/02/2020 7:39:42 AM","0.00","0.00","0.00"
"24/02/2020 7:39:40 AM","0.00","0.00","1.00"
"24/02/2020 7:08:30 AM","0.00","1.00","1.00"
"24/02/2020 7:00:33 AM","1.00","1.00","1.00"
"24/02/2020 7:00:30 AM","1.00","1.00","0.00"
"24/02/2020 7:00:22 AM","1.00","0.00","0.00"
"23/02/2020 4:30:22 PM","0.00","0.00","0.00"
"23/02/2020 4:30:20 PM","0.00","0.00","1.00"
"23/02/2020 3:59:52 PM","0.00","1.00","1.00"
"23/02/2020 3:59:50 PM","0.00","1.00","0.00"
"23/02/2020 3:59:15 PM","0.00","0.00","0.00"
"23/02/2020 3:53:45 PM","1.00","0.00","0.00"
"22/02/2020 12:45:13 PM","0.00","0.00","0.00"
"22/02/2020 12:45:10 PM","0.00","0.00","1.00"
"22/02/2020 12:14:04 PM","0.00","1.00","1.00"
"22/02/2020 12:07:37 PM","1.00","1.00","1.00"
"22/02/2020 11:57:18 AM","0.00","1.00","1.00"
"22/02/2020 11:51:42 AM","1.00","1.00","1.00"
"22/02/2020 11:51:40 AM","1.00","1.00","0.00"
"22/02/2020 11:45:35 AM","1.00","0.00","0.00"
"21/02/2020 12:56:32 PM","0.00","0.00","0.00"
"21/02/2020 12:56:30 PM","0.00","0.00","1.00"
"21/02/2020 12:25:20 PM","0.00","1.00","1.00"
"21/02/2020 12:20:22 PM","1.00","1.00","1.00"
"21/02/2020 12:20:20 PM","1.00","1.00","0.00"
"21/02/2020 12:20:16 PM","1.00","0.00","0.00"
"21/02/2020 11:51:53 AM","0.00","0.00","0.00"
"21/02/2020 11:51:50 AM","0.00","0.00","1.00"
"21/02/2020 11:50:12 AM","0.00","1.00","1.00"
"21/02/2020 11:50:10 AM","0.00","1.00","0.00"
"21/02/2020 11:45:23 AM","0.00","0.00","0.00"
"21/02/2020 11:45:20 AM","0.00","0.00","1.00"
"21/02/2020 11:43:23 AM","0.00","1.00","1.00"
"21/02/2020 11:43:20 AM","0.00","1.00","0.00"
"21/02/2020 11:43:15 AM","0.00","0.00","0.00"
"21/02/2020 11:43:10 AM","0.00","0.00","1.00"
"21/02/2020 11:43:02 AM","0.00","1.00","1.00"
"21/02/2020 11:43:00 AM","0.00","1.00","0.00"
"21/02/2020 11:37:43 AM","0.00","0.00","0.00"
"21/02/2020 11:37:40 AM","0.00","0.00","1.00"
"21/02/2020 11:36:03 AM","0.00","1.00","1.00"
"21/02/2020 11:36:00 AM","0.00","1.00","0.00"
"21/02/2020 11:35:35 AM","0.00","0.00","0.00"
"21/02/2020 11:35:30 AM","0.00","0.00","1.00"
"21/02/2020 11:35:12 AM","0.00","1.00","1.00"
"21/02/2020 11:35:10 AM","0.00","1.00","0.00"
"21/02/2020 11:29:13 AM","0.00","0.00","0.00"
"21/02/2020 11:29:10 AM","0.00","0.00","1.00"
"21/02/2020 11:27:22 AM","0.00","1.00","1.00"
"21/02/2020 11:27:20 AM","0.00","1.00","0.00"
"21/02/2020 11:22:22 AM","0.00","0.00","0.00"
"21/02/2020 11:22:20 AM","0.00","0.00","1.00"
"21/02/2020 11:22:13 AM","0.00","1.00","1.00"
"21/02/2020 11:22:10 AM","0.00","1.00","0.00"
"21/02/2020 11:22:02 AM","0.00","0.00","0.00"
"21/02/2020 11:22:00 AM","0.00","0.00","1.00"
"21/02/2020 11:18:23 AM","0.00","1.00","1.00"
"21/02/2020 11:18:20 AM","0.00","1.00","0.00"
"21/02/2020 11:16:02 AM","0.00","0.00","0.00"
"21/02/2020 11:16:00 AM","0.00","0.00","1.00"
"21/02/2020 11:13:03 AM","0.00","1.00","1.00"
"21/02/2020 11:13:00 AM","0.00","1.00","0.00"
"21/02/2020 11:12:13 AM","0.00","0.00","0.00"
"21/02/2020 11:12:10 AM","0.00","0.00","1.00"
"21/02/2020 11:12:03 AM","0.00","1.00","1.00"
"21/02/2020 11:12:00 AM","0.00","1.00","0.00"
"21/02/2020 11:11:43 AM","0.00","0.00","0.00"
"21/02/2020 11:11:40 AM","0.00","0.00","1.00"
"21/02/2020 11:11:24 AM","0.00","1.00","1.00"
"21/02/2020 11:11:20 AM","0.00","1.00","0.00"
"21/02/2020 11:10:52 AM","0.00","0.00","0.00"
"21/02/2020 11:10:50 AM","0.00","0.00","1.00"
"21/02/2020 11:10:43 AM","0.00","1.00","1.00"
"21/02/2020 11:10:40 AM","0.00","1.00","0.00"
"21/02/2020 11:10:32 AM","0.00","0.00","0.00"
"21/02/2020 11:10:30 AM","0.00","0.00","1.00"
"21/02/2020 11:09:23 AM","0.00","1.00","1.00"
"21/02/2020 11:09:20 AM","0.00","1.00","0.00"
"21/02/2020 11:09:12 AM","0.00","0.00","0.00"
"21/02/2020 11:09:10 AM","0.00","0.00","1.00"
"21/02/2020 11:08:13 AM","0.00","1.00","1.00"
"21/02/2020 11:08:10 AM","0.00","1.00","0.00"
"21/02/2020 11:08:02 AM","0.00","0.00","0.00"
"21/02/2020 11:08:00 AM","0.00","0.00","1.00"
"21/02/2020 11:07:53 AM","0.00","1.00","1.00"
"21/02/2020 11:07:50 AM","0.00","1.00","0.00"
"21/02/2020 11:07:32 AM","0.00","0.00","0.00"
"21/02/2020 11:07:30 AM","0.00","0.00","1.00"
"21/02/2020 11:07:23 AM","0.00","1.00","1.00"
"21/02/2020 11:07:20 AM","0.00","1.00","0.00"
"21/02/2020 11:07:12 AM","0.00","0.00","0.00"
"21/02/2020 11:07:10 AM","0.00","0.00","1.00"
"21/02/2020 11:06:13 AM","0.00","1.00","1.00"
"21/02/2020 11:06:10 AM","0.00","1.00","0.00"
"21/02/2020 11:05:42 AM","0.00","0.00","0.00"
"21/02/2020 11:05:40 AM","0.00","0.00","1.00"
"21/02/2020 11:04:03 AM","0.00","1.00","1.00"
"21/02/2020 11:04:00 AM","0.00","1.00","0.00"
"21/02/2020 11:03:52 AM","0.00","0.00","0.00"
"21/02/2020 11:03:50 AM","0.00","0.00","1.00"
"21/02/2020 11:03:03 AM","0.00","1.00","1.00"
"21/02/2020 11:03:00 AM","0.00","1.00","0.00"
"21/02/2020 11:02:52 AM","0.00","0.00","0.00"
"21/02/2020 11:02:50 AM","0.00","0.00","1.00"
"21/02/2020 8:09:42 AM","0.00","1.00","1.00"
"21/02/2020 8:09:40 AM","0.00","1.00","0.00"
"21/02/2020 7:56:32 AM","0.00","0.00","0.00"
"21/02/2020 7:56:30 AM","0.00","0.00","1.00"
"21/02/2020 7:25:18 AM","0.00","1.00","1.00"
"21/02/2020 7:19:56 AM","1.00","1.00","1.00"
"21/02/2020 7:02:28 AM","0.00","1.00","1.00"
"21/02/2020 6:54:05 AM","1.00","1.00","1.00"
"21/02/2020 6:00:02 AM","0.00","1.00","1.00"
"21/02/2020 6:00:00 AM","0.00","1.00","0.00"
"20/02/2020 1:01:02 PM","0.00","0.00","0.00"
"20/02/2020 1:01:00 PM","0.00","0.00","1.00"
"20/02/2020 12:29:55 PM","0.00","1.00","1.00"
"20/02/2020 12:25:02 PM","1.00","1.00","1.00"
"20/02/2020 12:25:00 PM","1.00","1.00","0.00"
"20/02/2020 12:24:52 PM","1.00","0.00","0.00"
"20/02/2020 11:47:05 AM","0.00","0.00","0.00"
"20/02/2020 11:47:00 AM","0.00","0.00","1.00"
"20/02/2020 11:46:33 AM","0.00","1.00","1.00"
"20/02/2020 11:46:30 AM","0.00","1.00","0.00"
"20/02/2020 11:46:05 AM","0.00","0.00","0.00"
"20/02/2020 11:46:00 AM","0.00","0.00","1.00"
"20/02/2020 11:45:53 AM","0.00","1.00","1.00"
"20/02/2020 11:45:50 AM","0.00","1.00","0.00"
"20/02/2020 11:45:45 AM","0.00","0.00","0.00"
"20/02/2020 11:45:40 AM","0.00","0.00","1.00"
"20/02/2020 11:45:38 AM","0.00","1.00","1.00"
"20/02/2020 11:45:30 AM","0.00","1.00","0.00"
"20/02/2020 11:45:15 AM","0.00","0.00","0.00"
"20/02/2020 11:45:10 AM","0.00","0.00","1.00"
"20/02/2020 11:45:08 AM","0.00","1.00","1.00"
"20/02/2020 11:45:00 AM","0.00","1.00","0.00"
"20/02/2020 11:34:53 AM","0.00","0.00","0.00"
"20/02/2020 11:34:50 AM","0.00","0.00","1.00"
"20/02/2020 11:32:48 AM","0.00","1.00","1.00"
"20/02/2020 11:32:40 AM","0.00","1.00","0.00"
"20/02/2020 11:28:03 AM","0.00","0.00","0.00"
"20/02/2020 11:28:00 AM","0.00","0.00","1.00"
"20/02/2020 11:24:34 AM","0.00","1.00","1.00"
"20/02/2020 11:24:30 AM","0.00","1.00","0.00"
"20/02/2020 11:21:03 AM","0.00","0.00","0.00"
"20/02/2020 11:21:00 AM","0.00","0.00","1.00"
"20/02/2020 11:20:43 AM","0.00","1.00","1.00"
"20/02/2020 11:20:40 AM","0.00","1.00","0.00"
"20/02/2020 11:20:33 AM","0.00","0.00","0.00"
"20/02/2020 11:20:30 AM","0.00","0.00","1.00"
"20/02/2020 7:51:22 AM","0.00","1.00","1.00"
"20/02/2020 7:51:20 AM","0.00","1.00","0.00"
"20/02/2020 7:35:12 AM","0.00","0.00","0.00"
"20/02/2020 7:35:10 AM","0.00","0.00","1.00"
"20/02/2020 7:04:05 AM","0.00","1.00","1.00"
"20/02/2020 6:54:24 AM","1.00","1.00","1.00"
"20/02/2020 6:00:02 AM","0.00","1.00","1.00"
"20/02/2020 6:00:00 AM","0.00","1.00","0.00"
"19/02/2020 7:09:33 PM","0.00","0.00","0.00"
"19/02/2020 7:09:30 PM","0.00","0.00","1.00"
"19/02/2020 6:39:22 PM","0.00","1.00","1.00"
"19/02/2020 6:39:20 PM","0.00","1.00","0.00"
"19/02/2020 6:38:25 PM","0.00","0.00","0.00"
"19/02/2020 6:33:14 PM","1.00","0.00","0.00"
"19/02/2020 5:59:02 PM","0.00","0.00","0.00"
"19/02/2020 5:59:00 PM","0.00","0.00","1.00"
"19/02/2020 5:27:50 PM","0.00","1.00","1.00"
"19/02/2020 5:19:33 PM","1.00","1.00","1.00"
"19/02/2020 4:58:06 PM","0.00","1.00","1.00"
"19/02/2020 4:50:28 PM","1.00","1.00","1.00"
"19/02/2020 4:47:03 PM","0.00","1.00","1.00"
"19/02/2020 4:39:30 PM","1.00","1.00","1.00"
"19/02/2020 4:30:40 PM","0.00","1.00","1.00"
"19/02/2020 4:25:38 PM","1.00","1.00","1.00"
"19/02/2020 4:24:53 PM","0.00","1.00","1.00"
"19/02/2020 4:19:50 PM","1.00","1.00","1.00"
"19/02/2020 4:13:18 PM","0.00","1.00","1.00"
"19/02/2020 3:12:20 PM","1.00","1.00","1.00"
"19/02/2020 2:48:19 PM","0.00","1.00","1.00"
"19/02/2020 2:39:43 PM","1.00","1.00","1.00"
"19/02/2020 2:35:52 PM","0.00","1.00","1.00"
"19/02/2020 1:27:49 PM","1.00","1.00","1.00"
"19/02/2020 1:20:13 PM","0.00","1.00","1.00"
"19/02/2020 11:49:32 AM","1.00","1.00","1.00"
"19/02/2020 11:49:30 AM","1.00","1.00","0.00"
"19/02/2020 11:49:23 AM","1.00","0.00","0.00"
"19/02/2020 11:34:02 AM","0.00","0.00","0.00"
"19/02/2020 11:34:00 AM","0.00","0.00","1.00"
"19/02/2020 11:02:52 AM","0.00","1.00","1.00"
"19/02/2020 10:15:54 AM","1.00","1.00","1.00"
"19/02/2020 8:26:53 AM","0.00","1.00","1.00"
"19/02/2020 8:26:50 AM","0.00","1.00","0.00"
"19/02/2020 8:26:45 AM","0.00","0.00","0.00"
"19/02/2020 8:26:40 AM","0.00","0.00","1.00"
"19/02/2020 8:26:33 AM","0.00","1.00","1.00"
"19/02/2020 8:26:30 AM","0.00","1.00","0.00"
"19/02/2020 8:24:12 AM","0.00","0.00","0.00"
"19/02/2020 8:24:10 AM","0.00","0.00","1.00"
"19/02/2020 8:23:54 AM","0.00","1.00","1.00"
"19/02/2020 8:23:50 AM","0.00","1.00","0.00"
"19/02/2020 8:23:22 AM","0.00","0.00","0.00"
"19/02/2020 8:23:20 AM","0.00","0.00","1.00"
"19/02/2020 8:16:53 AM","0.00","1.00","1.00"
"19/02/2020 8:16:50 AM","0.00","1.00","0.00"
"19/02/2020 8:16:45 AM","0.00","0.00","0.00"
"19/02/2020 8:16:40 AM","0.00","0.00","1.00"
"19/02/2020 8:16:33 AM","0.00","1.00","1.00"
"19/02/2020 8:16:30 AM","0.00","1.00","0.00"
"19/02/2020 8:13:32 AM","0.00","0.00","0.00"
"19/02/2020 8:13:30 AM","0.00","0.00","1.00"
"19/02/2020 8:08:53 AM","0.00","1.00","1.00"
"19/02/2020 8:08:50 AM","0.00","1.00","0.00"
"19/02/2020 7:38:42 AM","0.00","0.00","0.00"
"19/02/2020 7:38:40 AM","0.00","0.00","1.00"
"19/02/2020 7:07:28 AM","0.00","1.00","1.00"
"19/02/2020 6:55:02 AM","1.00","1.00","1.00"
"19/02/2020 6:00:02 AM","0.00","1.00","1.00"
"19/02/2020 6:00:00 AM","0.00","1.00","0.00"
"18/02/2020 1:02:02 PM","0.00","0.00","0.00"
"18/02/2020 1:02:00 PM","0.00","0.00","1.00"
"18/02/2020 12:30:52 PM","0.00","1.00","1.00"
"18/02/2020 11:49:44 AM","1.00","1.00","1.00"
"18/02/2020 11:49:36 AM","1.00","1.00","0.00"
"18/02/2020 10:28:32 AM","1.00","1.00","1.00"
"18/02/2020 10:28:30 AM","1.00","1.00","0.00"
"18/02/2020 10:28:27 AM","1.00","0.00","0.00"
"18/02/2020 7:24:02 AM","0.00","0.00","0.00"
"18/02/2020 7:24:00 AM","0.00","0.00","1.00"
"18/02/2020 6:52:48 AM","0.00","1.00","1.00"
"18/02/2020 6:47:03 AM","1.00","1.00","1.00"
"18/02/2020 6:47:00 AM","1.00","1.00","0.00"
"18/02/2020 6:46:53 AM","1.00","0.00","0.00"
"17/02/2020 8:44:12 AM","0.00","0.00","0.00"
"17/02/2020 8:44:10 AM","0.00","0.00","1.00"
"17/02/2020 8:13:02 AM","0.00","1.00","1.00"
"17/02/2020 8:02:38 AM","1.00","1.00","1.00"
"17/02/2020 8:02:30 AM","1.00","1.00","0.00"
"17/02/2020 8:02:24 AM","1.00","0.00","0.00"
"17/02/2020 7:50:42 AM","0.00","0.00","0.00"
"17/02/2020 7:50:40 AM","0.00","0.00","1.00"
"17/02/2020 7:19:25 AM","0.00","1.00","1.00"
"17/02/2020 7:14:14 AM","1.00","1.00","1.00"
"17/02/2020 7:00:08 AM","0.00","1.00","1.00"
"17/02/2020 6:47:13 AM","1.00","1.00","1.00"
