"Timestamp","FCU PIR Log","FCU Enable Log","FCU Status Log"
"18/03/2020 1:45:22 AM","1.00","1.00","1.00"
"14/03/2020 9:30:22 AM","1.00","1.00","1.00"
"14/03/2020 7:50:05 AM","1.00","1.00","0.00"
"13/03/2020 1:45:04 AM","1.00","1.00","1.00"
"11/03/2020 1:45:08 AM","1.00","1.00","1.00"
"11/03/2020 1:45:06 AM","1.00","1.00","1.00"
"10/03/2020 8:40:15 AM","1.00","1.00","1.00"
"9/03/2020 9:02:14 AM","1.00","1.00","1.00"
"2/03/2020 4:01:11 AM","1.00","1.00","1.00"
"2/03/2020 4:01:06 AM","1.00","1.00","1.00"
"2/03/2020 12:58:32 AM","1.00","1.00","1.00"
"2/03/2020 12:58:31 AM","1.00","1.00","1.00"
"2/03/2020 12:58:27 AM","1.00","1.00","1.00"
"1/03/2020 1:45:06 AM","1.00","1.00","1.00"
"1/03/2020 1:45:05 AM","1.00","1.00","1.00"
"27/02/2020 11:57:45 PM","1.00","1.00","1.00"
"27/02/2020 11:57:42 PM","1.00","1.00","1.00"
"13/02/2020 1:45:07 AM","1.00","1.00","1.00"
"11/02/2020 10:01:11 PM","1.00","1.00","1.00"
"6/02/2020 1:45:04 AM","1.00","1.00","1.00"
"10/01/2020 1:45:08 AM","1.00","1.00","1.00"
"15/12/2019 1:45:12 AM","1.00","1.00","1.00"
"13/12/2019 7:46:37 AM","1.00","1.00","1.00"
"13/12/2019 7:45:45 AM","1.00","1.00","0.00"
"13/12/2019 7:34:25 AM","1.00","1.00","1.00"
"13/12/2019 7:33:47 AM","1.00","1.00","0.00"
"13/12/2019 7:29:29 AM","1.00","1.00","1.00"
"13/12/2019 7:29:08 AM","1.00","1.00","0.00"
"10/12/2019 1:16:14 PM","1.00","1.00","1.00"
"10/12/2019 1:01:24 PM","1.00","1.00","0.00"
"3/12/2019 1:45:07 AM","1.00","1.00","1.00"
"30/11/2019 1:45:07 AM","1.00","1.00","1.00"
"13/11/2019 4:29:23 PM","1.00","1.00","1.00"
"13/11/2019 4:29:11 PM","1.00","1.00","0.00"
"8/11/2019 5:51:10 PM","1.00","1.00","1.00"
"8/11/2019 5:51:08 PM","1.00","1.00","0.00"
"8/11/2019 5:45:14 PM","1.00","0.00","0.00"
"8/11/2019 5:45:08 PM","1.00","0.00","1.00"
"7/11/2019 5:51:10 PM","1.00","1.00","1.00"
"7/11/2019 5:51:08 PM","1.00","1.00","0.00"
"7/11/2019 5:45:13 PM","1.00","0.00","0.00"
"7/11/2019 5:45:08 PM","1.00","0.00","1.00"
"6/11/2019 5:51:10 PM","1.00","1.00","1.00"
"6/11/2019 5:51:08 PM","1.00","1.00","0.00"
"6/11/2019 5:45:14 PM","1.00","0.00","0.00"
"6/11/2019 5:45:08 PM","1.00","0.00","1.00"
"5/11/2019 5:51:10 PM","1.00","1.00","1.00"
"5/11/2019 5:51:08 PM","1.00","1.00","0.00"
"5/11/2019 5:45:13 PM","1.00","0.00","0.00"
"5/11/2019 5:45:08 PM","1.00","0.00","1.00"
"4/11/2019 5:51:10 PM","1.00","1.00","1.00"
"4/11/2019 5:51:08 PM","1.00","1.00","0.00"
"4/11/2019 5:45:12 PM","1.00","0.00","0.00"
"4/11/2019 5:45:08 PM","1.00","0.00","1.00"
"4/11/2019 11:45:31 AM","1.00","1.00","1.00"
"4/11/2019 11:45:28 AM","1.00","1.00","0.00"
"4/11/2019 11:45:20 AM","1.00","0.00","0.00"
"4/11/2019 11:44:34 AM","0.00","0.00","0.00"
"4/11/2019 11:44:28 AM","0.00","0.00","1.00"
"4/11/2019 11:13:18 AM","0.00","1.00","1.00"
"4/11/2019 11:06:00 AM","1.00","1.00","1.00"
"4/11/2019 10:53:31 AM","0.00","1.00","1.00"
"4/11/2019 10:26:21 AM","1.00","1.00","1.00"
"4/11/2019 10:21:14 AM","0.00","1.00","1.00"
"4/11/2019 8:13:27 AM","1.00","1.00","1.00"
"4/11/2019 8:04:03 AM","0.00","1.00","1.00"
"4/11/2019 7:58:00 AM","1.00","1.00","1.00"
"4/11/2019 7:57:58 AM","1.00","1.00","0.00"
"4/11/2019 7:57:53 AM","1.00","0.00","0.00"
"4/11/2019 7:47:14 AM","0.00","0.00","0.00"
"4/11/2019 7:47:08 AM","0.00","0.00","1.00"
"4/11/2019 7:15:58 AM","0.00","1.00","1.00"
"4/11/2019 7:03:40 AM","1.00","1.00","1.00"
"4/11/2019 7:03:38 AM","1.00","1.00","0.00"
"4/11/2019 7:03:37 AM","1.00","0.00","0.00"
"2/11/2019 8:51:34 PM","0.00","0.00","0.00"
"2/11/2019 8:51:28 PM","0.00","0.00","1.00"
"2/11/2019 8:20:19 PM","0.00","1.00","1.00"
"2/11/2019 9:15:40 AM","1.00","1.00","1.00"
"2/11/2019 9:15:38 AM","1.00","1.00","0.00"
"2/11/2019 9:09:32 AM","1.00","0.00","0.00"
"2/11/2019 1:16:35 AM","0.00","0.00","0.00"
"2/11/2019 1:16:28 AM","0.00","0.00","1.00"
"2/11/2019 12:45:21 AM","0.00","1.00","1.00"
"1/11/2019 5:51:10 PM","1.00","1.00","1.00"
"1/11/2019 5:51:08 PM","1.00","1.00","0.00"
"1/11/2019 5:45:13 PM","1.00","0.00","0.00"
"1/11/2019 5:45:08 PM","1.00","0.00","1.00"
"1/11/2019 8:34:20 AM","1.00","1.00","1.00"
"1/11/2019 8:34:18 AM","1.00","1.00","0.00"
"1/11/2019 8:34:15 AM","1.00","0.00","0.00"
"1/11/2019 7:36:34 AM","0.00","0.00","0.00"
"1/11/2019 7:36:28 AM","0.00","0.00","1.00"
"1/11/2019 7:05:15 AM","0.00","1.00","1.00"
"1/11/2019 6:53:20 AM","1.00","1.00","1.00"
"1/11/2019 6:53:18 AM","1.00","1.00","0.00"
"1/11/2019 6:53:13 AM","1.00","0.00","0.00"
"31/10/2019 11:28:45 PM","0.00","0.00","0.00"
"31/10/2019 11:28:38 PM","0.00","0.00","1.00"
"31/10/2019 10:57:31 PM","0.00","1.00","1.00"
"31/10/2019 7:33:54 PM","1.00","1.00","1.00"
"31/10/2019 7:32:34 PM","0.00","1.00","1.00"
"31/10/2019 5:51:10 PM","1.00","1.00","1.00"
"31/10/2019 5:51:08 PM","1.00","1.00","0.00"
"31/10/2019 5:45:14 PM","1.00","0.00","0.00"
"31/10/2019 5:45:08 PM","1.00","0.00","1.00"
"31/10/2019 7:47:10 AM","1.00","1.00","1.00"
"31/10/2019 7:47:08 AM","1.00","1.00","0.00"
"31/10/2019 7:47:06 AM","1.00","0.00","0.00"
"31/10/2019 7:37:04 AM","0.00","0.00","0.00"
"31/10/2019 7:36:58 AM","0.00","0.00","1.00"
"31/10/2019 7:05:48 AM","0.00","1.00","1.00"
"31/10/2019 6:50:50 AM","1.00","1.00","1.00"
"31/10/2019 6:50:48 AM","1.00","1.00","0.00"
"31/10/2019 12:39:05 AM","0.00","0.00","0.00"
"31/10/2019 12:38:58 AM","0.00","0.00","1.00"
"31/10/2019 12:07:56 AM","0.00","1.00","1.00"
"30/10/2019 11:58:17 PM","1.00","1.00","1.00"
"30/10/2019 11:57:34 PM","0.00","1.00","1.00"
"30/10/2019 5:51:10 PM","1.00","1.00","1.00"
"30/10/2019 5:51:08 PM","1.00","1.00","0.00"
"30/10/2019 5:45:13 PM","1.00","0.00","0.00"
"30/10/2019 5:45:08 PM","1.00","0.00","1.00"
"30/10/2019 1:50:11 PM","1.00","1.00","1.00"
"30/10/2019 1:25:16 PM","0.00","1.00","1.00"
"30/10/2019 9:12:11 AM","1.00","1.00","1.00"
"30/10/2019 9:12:08 AM","1.00","1.00","0.00"
"30/10/2019 9:12:05 AM","1.00","0.00","0.00"
"30/10/2019 7:28:34 AM","0.00","0.00","0.00"
"30/10/2019 7:28:28 AM","0.00","0.00","1.00"
"30/10/2019 6:57:16 AM","0.00","1.00","1.00"
"30/10/2019 6:41:20 AM","1.00","1.00","1.00"
"30/10/2019 6:41:18 AM","1.00","1.00","0.00"
"30/10/2019 6:41:14 AM","1.00","0.00","0.00"
"29/10/2019 11:29:05 PM","0.00","0.00","0.00"
"29/10/2019 11:28:58 PM","0.00","0.00","1.00"
"29/10/2019 10:57:52 PM","0.00","1.00","1.00"
"29/10/2019 5:51:10 PM","1.00","1.00","1.00"
"29/10/2019 5:51:08 PM","1.00","1.00","0.00"
"29/10/2019 5:45:14 PM","1.00","0.00","0.00"
"29/10/2019 5:45:08 PM","1.00","0.00","1.00"
"29/10/2019 2:35:30 PM","1.00","1.00","1.00"
"29/10/2019 2:33:02 PM","0.00","1.00","1.00"
"29/10/2019 9:55:20 AM","1.00","1.00","1.00"
"29/10/2019 9:55:18 AM","1.00","1.00","0.00"
"29/10/2019 9:55:14 AM","1.00","0.00","0.00"
"29/10/2019 7:35:13 AM","0.00","0.00","0.00"
"29/10/2019 7:35:08 AM","0.00","0.00","1.00"
"29/10/2019 7:04:03 AM","0.00","1.00","1.00"
"29/10/2019 6:49:30 AM","1.00","1.00","1.00"
"29/10/2019 6:49:28 AM","1.00","1.00","0.00"
"29/10/2019 6:49:22 AM","1.00","0.00","0.00"
"28/10/2019 11:57:25 PM","0.00","0.00","0.00"
"28/10/2019 11:57:18 PM","0.00","0.00","1.00"
"28/10/2019 11:26:14 PM","0.00","1.00","1.00"
"28/10/2019 9:43:42 PM","1.00","1.00","1.00"
"28/10/2019 9:40:33 PM","0.00","1.00","1.00"
"28/10/2019 7:44:31 PM","1.00","1.00","1.00"
"28/10/2019 7:21:20 PM","0.00","1.00","1.00"
"28/10/2019 5:51:10 PM","1.00","1.00","1.00"
"28/10/2019 5:51:08 PM","1.00","1.00","0.00"
"28/10/2019 5:45:14 PM","1.00","0.00","0.00"
"28/10/2019 5:45:08 PM","1.00","0.00","1.00"
"28/10/2019 8:22:20 AM","1.00","1.00","1.00"
"28/10/2019 8:22:18 AM","1.00","1.00","0.00"
"28/10/2019 8:22:11 AM","1.00","0.00","0.00"
"28/10/2019 7:48:53 AM","0.00","0.00","0.00"
"28/10/2019 7:48:48 AM","0.00","0.00","1.00"
"28/10/2019 7:17:39 AM","0.00","1.00","1.00"
"28/10/2019 7:06:10 AM","1.00","1.00","1.00"
"28/10/2019 7:06:08 AM","1.00","1.00","0.00"
"28/10/2019 7:06:03 AM","1.00","0.00","0.00"
"27/10/2019 6:23:44 PM","0.00","0.00","0.00"
"27/10/2019 6:23:38 PM","0.00","0.00","1.00"
"27/10/2019 5:52:29 PM","0.00","1.00","1.00"
"27/10/2019 5:47:10 PM","1.00","1.00","1.00"
"27/10/2019 5:23:27 PM","0.00","1.00","1.00"
"27/10/2019 12:21:46 PM","1.00","1.00","1.00"
"27/10/2019 12:17:27 PM","0.00","1.00","1.00"
"27/10/2019 10:32:58 AM","1.00","1.00","1.00"
"27/10/2019 10:06:30 AM","0.00","1.00","1.00"
"27/10/2019 10:06:28 AM","0.00","1.00","0.00"
"27/10/2019 10:05:32 AM","0.00","0.00","0.00"
"27/10/2019 10:00:25 AM","1.00","0.00","0.00"
"26/10/2019 5:30:14 PM","0.00","0.00","0.00"
"26/10/2019 5:30:08 PM","0.00","0.00","1.00"
"26/10/2019 4:59:08 PM","0.00","1.00","1.00"
"26/10/2019 11:03:40 AM","1.00","1.00","1.00"
"26/10/2019 11:03:38 AM","1.00","1.00","0.00"
"26/10/2019 10:57:37 AM","1.00","0.00","0.00"
"25/10/2019 11:26:04 PM","0.00","0.00","0.00"
"25/10/2019 11:25:58 PM","0.00","0.00","1.00"
"25/10/2019 10:54:50 PM","0.00","1.00","1.00"
"25/10/2019 8:45:40 PM","1.00","1.00","1.00"
"25/10/2019 8:45:38 PM","1.00","1.00","0.00"
"25/10/2019 8:39:30 PM","1.00","0.00","0.00"
"25/10/2019 8:35:04 PM","0.00","0.00","0.00"
"25/10/2019 8:34:58 PM","0.00","0.00","1.00"
"25/10/2019 8:03:55 PM","0.00","1.00","1.00"
"25/10/2019 6:10:40 PM","1.00","1.00","1.00"
"25/10/2019 6:10:38 PM","1.00","1.00","0.00"
"25/10/2019 6:04:33 PM","1.00","0.00","0.00"
"25/10/2019 5:17:55 PM","0.00","0.00","0.00"
"25/10/2019 5:17:48 PM","0.00","0.00","1.00"
"25/10/2019 4:46:42 PM","0.00","1.00","1.00"
"25/10/2019 11:38:15 AM","1.00","1.00","1.00"
"25/10/2019 11:36:10 AM","0.00","1.00","1.00"
"25/10/2019 6:51:50 AM","1.00","1.00","1.00"
"25/10/2019 6:51:48 AM","1.00","1.00","0.00"
"24/10/2019 11:20:45 PM","0.00","0.00","0.00"
"24/10/2019 11:20:38 PM","0.00","0.00","1.00"
"24/10/2019 10:49:33 PM","0.00","1.00","1.00"
"24/10/2019 9:22:11 PM","1.00","1.00","1.00"
"24/10/2019 8:57:07 PM","0.00","1.00","1.00"
"24/10/2019 5:51:10 PM","1.00","1.00","1.00"
"24/10/2019 5:51:08 PM","1.00","1.00","0.00"
"24/10/2019 5:45:13 PM","1.00","0.00","0.00"
"24/10/2019 5:45:08 PM","1.00","0.00","1.00"
"24/10/2019 8:45:50 AM","1.00","1.00","1.00"
"24/10/2019 8:45:48 AM","1.00","1.00","0.00"
"24/10/2019 8:45:39 AM","1.00","0.00","0.00"
"24/10/2019 7:44:23 AM","0.00","0.00","0.00"
"24/10/2019 7:44:18 AM","0.00","0.00","1.00"
"24/10/2019 7:13:05 AM","0.00","1.00","1.00"
"24/10/2019 7:01:40 AM","1.00","1.00","1.00"
"24/10/2019 7:01:38 AM","1.00","1.00","0.00"
"24/10/2019 7:01:34 AM","1.00","0.00","0.00"
"24/10/2019 12:11:35 AM","0.00","0.00","0.00"
"24/10/2019 12:11:28 AM","0.00","0.00","1.00"
"23/10/2019 11:40:26 PM","0.00","1.00","1.00"
"23/10/2019 8:33:04 PM","1.00","1.00","1.00"
"23/10/2019 8:19:38 PM","0.00","1.00","1.00"
"23/10/2019 5:51:10 PM","1.00","1.00","1.00"
"23/10/2019 5:51:08 PM","1.00","1.00","0.00"
"23/10/2019 5:45:13 PM","1.00","0.00","0.00"
"23/10/2019 5:45:08 PM","1.00","0.00","1.00"
"23/10/2019 8:46:30 AM","1.00","1.00","1.00"
"23/10/2019 8:46:28 AM","1.00","1.00","0.00"
"23/10/2019 8:46:19 AM","1.00","0.00","0.00"
"23/10/2019 7:46:34 AM","0.00","0.00","0.00"
"23/10/2019 7:46:28 AM","0.00","0.00","1.00"
"23/10/2019 7:15:21 AM","0.00","1.00","1.00"
"23/10/2019 7:05:22 AM","1.00","1.00","1.00"
"23/10/2019 7:04:58 AM","0.00","1.00","1.00"
"23/10/2019 6:59:00 AM","1.00","1.00","1.00"
"23/10/2019 6:58:58 AM","1.00","1.00","0.00"
"23/10/2019 6:58:56 AM","1.00","0.00","0.00"
"23/10/2019 12:22:25 AM","0.00","0.00","0.00"
"23/10/2019 12:22:18 AM","0.00","0.00","1.00"
"22/10/2019 11:51:10 PM","0.00","1.00","1.00"
"22/10/2019 10:46:18 PM","1.00","1.00","1.00"
"22/10/2019 10:27:38 PM","0.00","1.00","1.00"
"22/10/2019 5:51:10 PM","1.00","1.00","1.00"
"22/10/2019 5:51:08 PM","1.00","1.00","0.00"
"22/10/2019 5:45:12 PM","1.00","0.00","0.00"
"22/10/2019 5:45:08 PM","1.00","0.00","1.00"
"22/10/2019 7:36:48 AM","1.00","1.00","1.00"
"22/10/2019 7:14:30 AM","0.00","1.00","1.00"
"22/10/2019 7:02:55 AM","1.00","1.00","1.00"
"22/10/2019 6:00:10 AM","0.00","1.00","1.00"
"22/10/2019 6:00:08 AM","0.00","1.00","0.00"
"21/10/2019 10:19:15 PM","0.00","0.00","0.00"
"21/10/2019 10:19:08 PM","0.00","0.00","1.00"
"21/10/2019 9:48:03 PM","0.00","1.00","1.00"
"21/10/2019 6:57:31 PM","1.00","1.00","1.00"
"21/10/2019 6:56:50 PM","0.00","1.00","1.00"
"21/10/2019 5:51:10 PM","1.00","1.00","1.00"
"21/10/2019 5:51:08 PM","1.00","1.00","0.00"
"21/10/2019 5:45:12 PM","1.00","0.00","0.00"
"21/10/2019 5:45:08 PM","1.00","0.00","1.00"
"21/10/2019 9:37:30 AM","1.00","1.00","1.00"
"21/10/2019 9:37:28 AM","1.00","1.00","0.00"
"21/10/2019 7:51:14 AM","0.00","0.00","0.00"
"21/10/2019 7:51:08 AM","0.00","0.00","1.00"
"21/10/2019 7:19:56 AM","0.00","1.00","1.00"
"21/10/2019 7:06:57 AM","1.00","1.00","1.00"
"21/10/2019 6:00:10 AM","0.00","1.00","1.00"
"21/10/2019 6:00:08 AM","0.00","1.00","0.00"
"20/10/2019 5:23:34 PM","0.00","0.00","0.00"
"20/10/2019 5:23:28 PM","0.00","0.00","1.00"
"20/10/2019 4:52:22 PM","0.00","1.00","1.00"
"20/10/2019 11:36:40 AM","1.00","1.00","1.00"
"20/10/2019 11:36:38 AM","1.00","1.00","0.00"
"20/10/2019 11:30:33 AM","1.00","0.00","0.00"
"18/10/2019 10:39:14 PM","0.00","0.00","0.00"
"18/10/2019 10:39:08 PM","0.00","0.00","1.00"
"18/10/2019 10:08:07 PM","0.00","1.00","1.00"
"18/10/2019 8:53:10 PM","1.00","1.00","1.00"
"18/10/2019 8:53:08 PM","1.00","1.00","0.00"
"18/10/2019 8:47:01 PM","1.00","0.00","0.00"
"18/10/2019 8:10:04 PM","0.00","0.00","0.00"
"18/10/2019 8:09:58 PM","0.00","0.00","1.00"
"18/10/2019 7:38:52 PM","0.00","1.00","1.00"
"18/10/2019 6:13:40 PM","1.00","1.00","1.00"
"18/10/2019 6:13:38 PM","1.00","1.00","0.00"
"18/10/2019 6:07:32 PM","1.00","0.00","0.00"
"18/10/2019 5:45:15 PM","0.00","0.00","0.00"
"18/10/2019 5:45:08 PM","0.00","0.00","1.00"
"18/10/2019 5:23:09 PM","0.00","1.00","1.00"
"18/10/2019 7:32:13 AM","1.00","1.00","1.00"
"18/10/2019 7:20:58 AM","0.00","1.00","1.00"
"18/10/2019 7:06:44 AM","1.00","1.00","1.00"
"18/10/2019 6:00:10 AM","0.00","1.00","1.00"
"18/10/2019 6:00:08 AM","0.00","1.00","0.00"
"18/10/2019 12:57:13 AM","0.00","0.00","0.00"
"18/10/2019 12:57:08 AM","0.00","0.00","1.00"
"18/10/2019 12:26:30 AM","0.00","1.00","1.00"
"18/10/2019 12:26:28 AM","0.00","1.00","0.00"
"18/10/2019 12:26:00 AM","0.00","0.00","0.00"
"18/10/2019 12:20:21 AM","1.00","0.00","0.00"
"18/10/2019 12:06:14 AM","0.00","0.00","0.00"
"18/10/2019 12:06:08 AM","0.00","0.00","1.00"
"17/10/2019 11:35:04 PM","0.00","1.00","1.00"
"17/10/2019 11:27:55 PM","1.00","1.00","1.00"
"17/10/2019 11:25:51 PM","0.00","1.00","1.00"
"17/10/2019 11:23:40 PM","1.00","1.00","1.00"
"17/10/2019 11:23:38 PM","1.00","1.00","0.00"
"17/10/2019 11:17:30 PM","1.00","0.00","0.00"
"17/10/2019 10:31:43 PM","0.00","0.00","0.00"
"17/10/2019 10:31:38 PM","0.00","0.00","1.00"
"17/10/2019 10:00:38 PM","0.00","1.00","1.00"
"17/10/2019 6:33:16 PM","1.00","1.00","1.00"
"17/10/2019 6:25:14 PM","0.00","1.00","1.00"
"17/10/2019 5:51:10 PM","1.00","1.00","1.00"
"17/10/2019 5:51:08 PM","1.00","1.00","0.00"
"17/10/2019 5:45:12 PM","1.00","0.00","0.00"
"17/10/2019 5:45:08 PM","1.00","0.00","1.00"
"17/10/2019 7:21:36 AM","1.00","1.00","1.00"
"17/10/2019 7:07:18 AM","0.00","1.00","1.00"
"17/10/2019 6:53:10 AM","1.00","1.00","1.00"
"17/10/2019 6:53:08 AM","1.00","1.00","0.00"
"17/10/2019 12:33:04 AM","0.00","0.00","0.00"
"17/10/2019 12:32:58 AM","0.00","0.00","1.00"
"17/10/2019 12:01:58 AM","0.00","1.00","1.00"
"16/10/2019 7:20:09 PM","1.00","1.00","1.00"
"16/10/2019 6:54:29 PM","0.00","1.00","1.00"
"16/10/2019 5:51:10 PM","1.00","1.00","1.00"
"16/10/2019 5:51:08 PM","1.00","1.00","0.00"
"16/10/2019 5:45:14 PM","1.00","0.00","0.00"
"16/10/2019 5:45:08 PM","1.00","0.00","1.00"
"16/10/2019 4:04:01 PM","1.00","1.00","1.00"
"16/10/2019 3:38:09 PM","0.00","1.00","1.00"
"16/10/2019 12:25:51 PM","1.00","1.00","1.00"
"16/10/2019 12:25:48 PM","1.00","1.00","0.00"
"16/10/2019 12:25:42 PM","1.00","0.00","0.00"
"16/10/2019 12:24:54 PM","0.00","0.00","0.00"
"16/10/2019 12:24:48 PM","0.00","0.00","1.00"
"16/10/2019 11:53:35 AM","0.00","1.00","1.00"
"16/10/2019 7:39:40 AM","1.00","1.00","1.00"
