"Timestamp","FCU-00-16  CO2 Extended Trend Log","FCU-00-16 SaTmp Extended Trend Log","FCU-00-15  ClgTmpSp Extended Trend Log","FCU-00-16  HtgTmpSp Extended Trend Log","FCU-00-16 ZnTmp Extended Trend Log"
"24/03/2020 11:10:35 AM","561.40","19.32","23.00","22.00","24.91"
"24/03/2020 11:05:35 AM","557.00","19.28","23.00","22.00","24.91"
"24/03/2020 11:00:35 AM","557.80","19.25","23.00","22.00","24.91"
"24/03/2020 10:55:35 AM","554.60","19.07","23.00","22.00","24.91"
"24/03/2020 10:50:35 AM","549.00","18.89","23.00","22.00","24.91"
"24/03/2020 10:45:35 AM","554.60","17.98","23.00","22.00","24.91"
"24/03/2020 10:40:35 AM","541.80","18.72","23.00","22.00","24.91"
"24/03/2020 10:35:35 AM","547.40","18.57","23.00","22.00","24.91"
"24/03/2020 10:30:35 AM","551.60","18.46","23.00","22.00","24.91"
"24/03/2020 10:25:35 AM","550.20","18.41","23.00","22.00","24.91"
"24/03/2020 10:20:35 AM","558.60","18.41","23.00","22.00","24.91"
"24/03/2020 10:15:35 AM","561.00","18.22","23.00","22.00","24.91"
"24/03/2020 10:10:35 AM","563.80","18.15","23.00","22.00","24.91"
"24/03/2020 10:05:35 AM","556.20","18.12","23.00","22.00","24.91"
"24/03/2020 10:00:35 AM","556.80","18.05","23.00","22.00","24.91"
"24/03/2020 9:55:35 AM","557.20","18.06","23.00","22.00","24.91"
"24/03/2020 9:50:35 AM","550.40","18.06","23.00","22.00","24.91"
"24/03/2020 9:45:35 AM","561.00","18.02","23.00","22.00","24.91"
"24/03/2020 9:40:35 AM","551.00","17.97","23.00","22.00","24.91"
"24/03/2020 9:35:35 AM","558.00","17.91","23.00","22.00","24.91"
"24/03/2020 9:30:35 AM","550.80","17.88","23.00","22.00","24.91"
"24/03/2020 9:25:35 AM","554.00","17.90","23.00","22.00","24.91"
"24/03/2020 9:20:35 AM","547.80","18.14","23.00","22.00","24.91"
"24/03/2020 9:15:35 AM","569.00","19.76","23.00","22.00","24.91"
"24/03/2020 9:10:35 AM","576.40","19.04","25.00","21.00","24.91"
"24/03/2020 9:05:35 AM","575.80","19.00","25.00","21.00","24.91"
"24/03/2020 9:00:35 AM","567.20","18.95","25.00","21.00","24.91"
"24/03/2020 8:55:35 AM","569.80","18.92","25.00","21.00","24.91"
"24/03/2020 8:50:35 AM","568.40","18.87","25.00","21.00","24.91"
"24/03/2020 8:45:35 AM","570.00","18.83","25.00","21.00","24.91"
"24/03/2020 8:40:35 AM","568.20","18.78","25.00","21.00","24.91"
"24/03/2020 8:35:35 AM","564.20","18.72","25.00","21.00","24.91"
"24/03/2020 8:30:35 AM","569.80","18.68","25.00","21.00","24.91"
"24/03/2020 8:25:35 AM","562.80","18.62","25.00","21.00","24.91"
"24/03/2020 8:20:35 AM","557.40","18.58","25.00","21.00","24.91"
"24/03/2020 8:15:35 AM","572.60","18.52","25.00","21.00","24.91"
"24/03/2020 8:10:35 AM","567.80","18.47","25.00","21.00","24.91"
"24/03/2020 8:05:35 AM","573.80","18.40","25.00","21.00","24.91"
"24/03/2020 8:00:35 AM","570.60","18.34","25.00","21.00","24.91"
"24/03/2020 7:55:35 AM","562.80","18.28","25.00","21.00","24.91"
"24/03/2020 7:50:35 AM","559.00","18.22","25.00","21.00","24.91"
"24/03/2020 7:45:35 AM","558.40","18.14","25.00","21.00","24.91"
"24/03/2020 7:40:35 AM","559.00","18.08","25.00","21.00","24.91"
"24/03/2020 7:35:35 AM","561.40","18.02","25.00","21.00","24.91"
"24/03/2020 7:30:35 AM","565.00","17.94","25.00","21.00","24.91"
"24/03/2020 7:25:35 AM","559.60","17.88","25.00","21.00","24.91"
"24/03/2020 7:20:35 AM","557.60","17.81","25.00","21.00","24.91"
"24/03/2020 7:15:35 AM","563.20","17.73","25.00","21.00","24.91"
"24/03/2020 7:10:35 AM","559.80","17.64","25.00","21.00","24.91"
"24/03/2020 7:05:35 AM","550.00","17.57","25.00","21.00","24.91"
"24/03/2020 7:00:35 AM","553.20","17.49","25.00","21.00","24.91"
"24/03/2020 6:55:35 AM","566.40","17.42","25.00","21.00","24.91"
"24/03/2020 6:50:35 AM","551.80","17.33","25.00","21.00","24.91"
"24/03/2020 6:45:35 AM","556.00","17.23","25.00","21.00","24.91"
"24/03/2020 6:40:35 AM","547.80","17.12","25.00","21.00","24.91"
"24/03/2020 6:35:35 AM","552.00","16.98","25.00","21.00","24.91"
"24/03/2020 6:30:35 AM","547.00","16.81","25.00","21.00","24.91"
"24/03/2020 6:25:35 AM","550.60","16.61","25.00","21.00","24.91"
"24/03/2020 6:20:35 AM","541.80","16.44","25.00","21.00","24.91"
"24/03/2020 6:15:35 AM","544.00","16.21","25.00","21.00","24.91"
"24/03/2020 6:10:35 AM","545.40","15.93","25.00","21.00","24.91"
"24/03/2020 6:05:35 AM","544.20","15.52","25.00","21.00","24.91"
"24/03/2020 6:00:35 AM","544.20","14.99","25.00","21.00","24.91"
"24/03/2020 5:55:35 AM","540.40","14.30","25.00","21.00","24.91"
"24/03/2020 5:50:35 AM","546.60","13.49","25.00","21.00","24.91"
"24/03/2020 5:45:35 AM","533.20","13.57","23.00","22.00","24.91"
"24/03/2020 5:40:35 AM","534.00","13.03","23.00","22.00","24.91"
"24/03/2020 5:35:35 AM","534.80","12.45","23.00","22.00","24.91"
"24/03/2020 5:30:35 AM","535.00","12.13","23.00","22.00","24.91"
"24/03/2020 5:25:35 AM","542.00","12.18","23.00","22.00","24.91"
"24/03/2020 5:20:35 AM","535.00","12.13","23.00","22.00","24.91"
"24/03/2020 5:15:35 AM","540.60","12.05","23.00","22.00","24.91"
"24/03/2020 5:10:35 AM","544.00","19.02","23.00","22.00","24.91"
"24/03/2020 5:05:35 AM","541.60","19.98","25.00","21.00","24.91"
"24/03/2020 5:00:35 AM","550.20","19.98","25.00","21.00","24.91"
"24/03/2020 4:55:35 AM","535.00","19.99","25.00","21.00","24.91"
"24/03/2020 4:50:35 AM","540.00","19.99","25.00","21.00","24.91"
"24/03/2020 4:45:35 AM","540.80","19.99","25.00","21.00","24.91"
"24/03/2020 4:40:35 AM","537.20","20.00","25.00","21.00","24.91"
"24/03/2020 4:35:35 AM","538.60","20.01","25.00","21.00","24.91"
"24/03/2020 4:30:35 AM","535.00","20.03","25.00","21.00","24.91"
"24/03/2020 4:25:35 AM","538.60","20.01","25.00","21.00","24.92"
"24/03/2020 4:20:35 AM","546.00","20.02","25.00","21.00","24.91"
"24/03/2020 4:15:35 AM","536.20","20.03","25.00","21.00","24.92"
"24/03/2020 4:10:35 AM","536.20","20.02","25.00","21.00","24.92"
"24/03/2020 4:05:35 AM","543.60","20.03","25.00","21.00","24.92"
"24/03/2020 4:00:35 AM","539.20","20.03","25.00","21.00","24.92"
"24/03/2020 3:55:35 AM","545.40","20.03","25.00","21.00","24.92"
"24/03/2020 3:50:35 AM","544.60","20.04","25.00","21.00","24.92"
"24/03/2020 3:45:35 AM","538.80","20.05","25.00","21.00","24.92"
"24/03/2020 3:40:35 AM","539.40","20.06","25.00","21.00","24.92"
"24/03/2020 3:35:35 AM","540.00","20.06","25.00","21.00","24.91"
"24/03/2020 3:30:35 AM","539.80","20.07","25.00","21.00","24.91"
"24/03/2020 3:25:35 AM","534.60","20.09","25.00","21.00","24.91"
"24/03/2020 3:20:35 AM","542.20","20.10","25.00","21.00","24.91"
"24/03/2020 3:15:35 AM","539.40","20.11","25.00","21.00","24.91"
"24/03/2020 3:10:35 AM","539.40","20.12","25.00","21.00","24.92"
"24/03/2020 3:05:35 AM","539.00","20.14","25.00","21.00","24.92"
"24/03/2020 3:00:35 AM","539.20","20.14","25.00","21.00","24.91"
"24/03/2020 2:55:35 AM","544.60","20.15","25.00","21.00","24.91"
"24/03/2020 2:50:35 AM","535.20","20.16","25.00","21.00","24.91"
"24/03/2020 2:45:35 AM","541.40","20.17","25.00","21.00","24.90"
"24/03/2020 2:40:35 AM","545.80","20.18","25.00","21.00","24.91"
"24/03/2020 2:35:35 AM","541.00","20.20","25.00","21.00","24.91"
"24/03/2020 2:30:35 AM","544.80","20.21","25.00","21.00","24.91"
"24/03/2020 2:25:35 AM","542.40","20.22","25.00","21.00","24.90"
"24/03/2020 2:20:35 AM","542.40","20.22","25.00","21.00","24.90"
"24/03/2020 2:15:35 AM","538.20","20.23","25.00","21.00","24.89"
"24/03/2020 2:10:35 AM","539.20","20.23","25.00","21.00","24.89"
"24/03/2020 2:05:35 AM","536.40","20.24","25.00","21.00","24.88"
"24/03/2020 2:00:35 AM","550.60","20.26","25.00","21.00","24.88"
"24/03/2020 1:55:35 AM","542.60","20.26","25.00","21.00","24.88"
"24/03/2020 1:50:35 AM","535.80","20.27","25.00","21.00","24.88"
"24/03/2020 1:45:35 AM","541.40","20.28","25.00","21.00","24.87"
"24/03/2020 1:40:35 AM","536.00","20.28","25.00","21.00","24.87"
"24/03/2020 1:35:35 AM","546.40","20.30","25.00","21.00","24.87"
"24/03/2020 1:30:35 AM","543.40","20.30","25.00","21.00","24.86"
"24/03/2020 1:25:35 AM","550.20","20.31","25.00","21.00","24.86"
"24/03/2020 1:20:35 AM","546.20","20.31","25.00","21.00","24.86"
"24/03/2020 1:15:35 AM","538.00","20.32","25.00","21.00","24.85"
"24/03/2020 1:10:35 AM","539.20","20.32","25.00","21.00","24.85"
"24/03/2020 1:05:35 AM","547.20","20.33","25.00","21.00","24.84"
"24/03/2020 1:00:35 AM","537.80","20.34","25.00","21.00","24.84"
"24/03/2020 12:55:35 AM","540.80","20.35","25.00","21.00","24.84"
"24/03/2020 12:50:35 AM","543.40","20.36","25.00","21.00","24.84"
"24/03/2020 12:45:35 AM","541.00","20.37","25.00","21.00","24.84"
"24/03/2020 12:40:35 AM","551.60","20.37","25.00","21.00","24.83"
"24/03/2020 12:35:35 AM","544.20","20.38","25.00","21.00","24.83"
"24/03/2020 12:30:35 AM","548.00","20.39","25.00","21.00","24.82"
"24/03/2020 12:25:35 AM","541.60","20.40","25.00","21.00","24.82"
"24/03/2020 12:20:35 AM","540.80","20.39","25.00","21.00","24.82"
"24/03/2020 12:15:35 AM","539.20","20.40","25.00","21.00","24.81"
"24/03/2020 12:10:35 AM","552.20","20.39","25.00","21.00","24.80"
"24/03/2020 12:05:35 AM","541.60","20.40","25.00","21.00","24.79"
"24/03/2020 12:00:35 AM","541.60","20.39","25.00","21.00","24.79"
"23/03/2020 11:55:35 PM","544.00","20.40","25.00","21.00","24.79"
"23/03/2020 11:50:35 PM","539.60","20.40","25.00","21.00","24.78"
"23/03/2020 11:45:35 PM","539.80","20.39","25.00","21.00","24.77"
"23/03/2020 11:40:35 PM","541.40","20.39","25.00","21.00","24.77"
"23/03/2020 11:35:35 PM","537.80","20.39","25.00","21.00","24.76"
"23/03/2020 11:30:35 PM","538.20","20.38","25.00","21.00","24.76"
"23/03/2020 11:25:35 PM","542.40","20.38","25.00","21.00","24.75"
"23/03/2020 11:20:35 PM","533.60","20.37","25.00","21.00","24.75"
"23/03/2020 11:15:35 PM","541.80","20.37","25.00","21.00","24.75"
"23/03/2020 11:10:35 PM","538.00","20.37","25.00","21.00","24.74"
"23/03/2020 11:05:35 PM","538.40","20.36","25.00","21.00","24.73"
"23/03/2020 11:00:35 PM","539.40","20.36","25.00","21.00","24.72"
"23/03/2020 10:55:35 PM","544.00","20.34","25.00","21.00","24.71"
"23/03/2020 10:50:35 PM","538.00","20.35","25.00","21.00","24.71"
"23/03/2020 10:45:35 PM","543.60","20.34","25.00","21.00","24.71"
"23/03/2020 10:40:35 PM","546.80","20.34","25.00","21.00","24.69"
"23/03/2020 10:35:35 PM","543.20","20.34","25.00","21.00","24.68"
"23/03/2020 10:30:35 PM","541.20","20.33","25.00","21.00","24.67"
"23/03/2020 10:25:35 PM","536.40","20.32","25.00","21.00","24.66"
"23/03/2020 10:20:35 PM","550.00","20.31","25.00","21.00","24.65"
"23/03/2020 10:15:35 PM","538.20","20.30","25.00","21.00","24.65"
"23/03/2020 10:10:35 PM","541.20","20.29","25.00","21.00","24.64"
"23/03/2020 10:05:35 PM","536.40","20.28","25.00","21.00","24.63"
"23/03/2020 10:00:35 PM","538.00","20.27","25.00","21.00","24.62"
"23/03/2020 9:55:35 PM","537.20","20.26","25.00","21.00","24.60"
"23/03/2020 9:50:35 PM","547.20","20.25","25.00","21.00","24.60"
"23/03/2020 9:45:35 PM","534.20","20.24","25.00","21.00","24.59"
"23/03/2020 9:40:35 PM","541.40","20.23","25.00","21.00","24.57"
"23/03/2020 9:35:35 PM","540.80","20.22","25.00","21.00","24.56"
"23/03/2020 9:30:35 PM","540.20","20.20","25.00","21.00","24.55"
"23/03/2020 9:25:35 PM","537.00","20.19","25.00","21.00","24.54"
"23/03/2020 9:20:35 PM","536.20","20.17","25.00","21.00","24.53"
"23/03/2020 9:15:35 PM","541.20","20.15","25.00","21.00","24.51"
"23/03/2020 9:10:35 PM","546.00","20.13","25.00","21.00","24.50"
"23/03/2020 9:05:35 PM","545.60","20.10","25.00","21.00","24.48"
"23/03/2020 9:00:35 PM","532.80","20.07","25.00","21.00","24.46"
"23/03/2020 8:55:35 PM","541.80","20.05","25.00","21.00","24.44"
"23/03/2020 8:50:35 PM","534.80","20.04","25.00","21.00","24.43"
"23/03/2020 8:45:35 PM","538.80","20.01","25.00","21.00","24.42"
"23/03/2020 8:40:35 PM","546.60","19.98","25.00","21.00","24.41"
"23/03/2020 8:35:35 PM","530.00","19.95","25.00","21.00","24.40"
"23/03/2020 8:30:35 PM","531.40","19.93","25.00","21.00","24.38"
"23/03/2020 8:25:35 PM","540.00","19.88","25.00","21.00","24.35"
"23/03/2020 8:20:35 PM","530.20","19.85","25.00","21.00","24.33"
"23/03/2020 8:15:35 PM","540.40","19.81","25.00","21.00","24.31"
"23/03/2020 8:10:35 PM","531.80","19.79","25.00","21.00","24.30"
"23/03/2020 8:05:35 PM","532.40","19.75","25.00","21.00","24.28"
"23/03/2020 8:00:35 PM","542.20","19.71","25.00","21.00","24.25"
"23/03/2020 7:55:35 PM","532.80","19.66","25.00","21.00","24.22"
"23/03/2020 7:50:35 PM","537.60","19.62","25.00","21.00","24.20"
"23/03/2020 7:45:35 PM","537.00","19.58","25.00","21.00","24.18"
"23/03/2020 7:40:35 PM","530.00","19.56","25.00","21.00","24.15"
"23/03/2020 7:35:35 PM","531.60","19.53","25.00","21.00","24.13"
"23/03/2020 7:30:35 PM","535.00","19.52","25.00","21.00","24.11"
"23/03/2020 7:25:35 PM","531.60","19.48","25.00","21.00","24.09"
"23/03/2020 7:20:35 PM","531.00","19.45","25.00","21.00","24.06"
"23/03/2020 7:15:35 PM","539.40","19.43","25.00","21.00","24.04"
"23/03/2020 7:10:35 PM","537.00","19.36","25.00","21.00","24.01"
"23/03/2020 7:05:35 PM","526.80","19.26","25.00","21.00","23.97"
"23/03/2020 7:00:35 PM","535.80","19.20","25.00","21.00","23.94"
"23/03/2020 6:55:35 PM","535.60","19.11","25.00","21.00","23.91"
"23/03/2020 6:50:35 PM","540.80","19.03","25.00","21.00","23.88"
"23/03/2020 6:45:35 PM","538.60","18.93","25.00","21.00","23.84"
"23/03/2020 6:40:35 PM","541.20","18.83","25.00","21.00","23.80"
"23/03/2020 6:35:35 PM","529.00","18.74","25.00","21.00","23.75"
"23/03/2020 6:30:35 PM","541.60","18.58","25.00","21.00","23.71"
"23/03/2020 6:25:35 PM","530.20","18.36","25.00","21.00","23.65"
"23/03/2020 6:20:35 PM","524.80","18.10","25.00","21.00","23.60"
"23/03/2020 6:15:35 PM","535.40","17.68","23.00","22.00","23.54"
"23/03/2020 6:10:35 PM","530.60","17.05","23.00","22.00","23.49"
"23/03/2020 6:05:35 PM","543.60","16.25","23.00","22.00","23.45"
"23/03/2020 6:00:35 PM","567.00","15.81","23.00","22.00","23.45"
"23/03/2020 5:55:35 PM","575.20","19.09","23.00","22.00","23.43"
"23/03/2020 5:50:35 PM","572.80","17.22","23.00","22.00","23.43"
"23/03/2020 5:45:35 PM","597.20","16.85","23.00","22.00","23.42"
"23/03/2020 5:40:35 PM","600.40","18.54","23.00","22.00","23.40"
"23/03/2020 5:35:35 PM","600.60","15.33","23.00","22.00","23.42"
"23/03/2020 5:30:35 PM","598.20","18.83","23.00","22.00","23.40"
"23/03/2020 5:25:35 PM","591.20","17.14","23.00","22.00","23.40"
"23/03/2020 5:20:35 PM","588.00","16.32","23.00","22.00","23.36"
"23/03/2020 5:15:35 PM","597.80","18.99","23.00","22.00","23.34"
"23/03/2020 5:10:35 PM","588.80","15.76","23.00","22.00","23.34"
"23/03/2020 5:05:35 PM","585.40","15.46","23.00","22.00","23.34"
"23/03/2020 5:00:35 PM","592.60","15.03","23.00","22.00","23.36"
"23/03/2020 4:55:35 PM","592.20","15.02","23.00","22.00","23.38"
"23/03/2020 4:50:35 PM","593.20","15.07","23.00","22.00","23.39"
"23/03/2020 4:45:35 PM","586.00","14.83","23.00","22.00","23.41"
"23/03/2020 4:40:35 PM","589.00","15.20","23.00","22.00","23.43"
"23/03/2020 4:35:35 PM","589.40","15.80","23.00","22.00","23.41"
"23/03/2020 4:30:35 PM","593.40","16.94","23.00","22.00","23.37"
"23/03/2020 4:25:35 PM","596.80","18.92","23.00","22.00","23.30"
"23/03/2020 4:20:35 PM","596.00","21.10","23.00","22.00","23.23"
"23/03/2020 4:15:35 PM","603.20","18.96","23.00","22.00","23.22"
"23/03/2020 4:10:35 PM","594.80","14.05","23.00","22.00","23.24"
"23/03/2020 4:05:35 PM","593.00","13.56","23.00","22.00","23.28"
"23/03/2020 4:00:35 PM","600.80","13.14","23.00","22.00","23.31"
"23/03/2020 3:55:35 PM","590.20","13.05","23.00","22.00","23.33"
"23/03/2020 3:50:35 PM","595.40","12.66","23.00","22.00","23.36"
"23/03/2020 3:45:35 PM","587.60","12.37","23.00","22.00","23.42"
"23/03/2020 3:40:35 PM","591.80","12.11","23.00","22.00","23.46"
"23/03/2020 3:35:35 PM","584.60","12.04","23.00","22.00","23.50"
"23/03/2020 3:30:35 PM","590.60","12.00","23.00","22.00","23.55"
"23/03/2020 3:25:35 PM","590.80","12.34","23.00","22.00","23.60"
"23/03/2020 3:20:35 PM","586.20","13.03","23.00","22.00","23.63"
"23/03/2020 3:15:35 PM","589.60","13.66","23.00","22.00","23.67"
"23/03/2020 3:10:35 PM","586.40","14.56","23.00","22.00","23.69"
"23/03/2020 3:05:35 PM","584.60","15.00","23.00","22.00","23.70"
"23/03/2020 3:00:35 PM","595.80","15.34","23.00","22.00","23.73"
"23/03/2020 2:55:35 PM","593.60","15.06","23.00","22.00","23.76"
"23/03/2020 2:50:35 PM","590.60","14.54","23.00","22.00","23.80"
"23/03/2020 2:45:35 PM","589.80","14.21","23.00","22.00","23.85"
"23/03/2020 2:40:35 PM","586.60","14.17","23.00","22.00","23.91"
"23/03/2020 2:35:35 PM","586.80","13.80","23.00","22.00","23.98"
"23/03/2020 2:30:35 PM","596.00","14.11","23.00","22.00","24.02"
"23/03/2020 2:25:35 PM","592.20","14.74","23.00","22.00","24.07"
"23/03/2020 2:20:35 PM","591.60","14.17","23.00","22.00","24.10"
"23/03/2020 2:15:35 PM","595.20","14.46","23.00","22.00","24.09"
"23/03/2020 2:10:35 PM","601.80","22.59","23.00","22.00","24.04"
"23/03/2020 2:05:35 PM","600.60","22.56","23.00","22.00","23.98"
"23/03/2020 2:00:35 PM","602.00","22.50","23.00","22.00","23.93"
"23/03/2020 1:55:35 PM","611.00","22.38","23.00","22.00","23.87"
"23/03/2020 1:50:35 PM","598.40","22.24","23.00","22.00","23.82"
"23/03/2020 1:45:35 PM","589.40","22.03","23.00","22.00","23.77"
"23/03/2020 1:40:35 PM","587.20","21.71","23.00","22.00","23.73"
"23/03/2020 1:35:35 PM","592.20","20.31","23.00","22.00","23.71"
"23/03/2020 1:30:35 PM","581.00","15.79","23.00","22.00","23.73"
"23/03/2020 1:25:35 PM","586.20","12.79","23.00","22.00","23.78"
"23/03/2020 1:20:35 PM","576.60","12.95","23.00","22.00","23.80"
"23/03/2020 1:15:35 PM","584.80","18.68","23.00","22.00","23.80"
"23/03/2020 1:10:35 PM","559.40","16.05","23.00","22.00","23.83"
"23/03/2020 1:05:35 PM","571.40","14.20","23.00","22.00","23.88"
"23/03/2020 1:00:35 PM","579.80","14.21","23.00","22.00","23.92"
"23/03/2020 12:55:35 PM","575.80","15.80","23.00","22.00","23.92"
"23/03/2020 12:50:35 PM","574.60","17.36","23.00","22.00","23.89"
"23/03/2020 12:45:35 PM","570.40","20.09","23.00","22.00","23.86"
"23/03/2020 12:40:35 PM","565.60","21.64","23.00","22.00","23.80"
"23/03/2020 12:35:35 PM","558.20","21.51","23.00","22.00","23.76"
"23/03/2020 12:30:35 PM","556.60","21.30","23.00","22.00","23.72"
"23/03/2020 12:25:35 PM","546.00","20.51","23.00","22.00","23.69"
"23/03/2020 12:20:35 PM","544.80","19.68","23.00","22.00","23.67"
"23/03/2020 12:15:35 PM","550.60","19.39","23.00","22.00","23.65"
"23/03/2020 12:10:35 PM","541.60","19.05","23.00","22.00","23.63"
"23/03/2020 12:05:35 PM","540.00","18.96","23.00","22.00","23.62"
"23/03/2020 12:00:35 PM","546.60","18.94","23.00","22.00","23.61"
"23/03/2020 11:55:35 AM","542.80","18.67","23.00","22.00","23.61"
"23/03/2020 11:50:35 AM","549.20","17.10","23.00","22.00","23.64"
"23/03/2020 11:45:35 AM","547.60","15.57","23.00","22.00","23.68"
"23/03/2020 11:40:35 AM","551.40","15.40","23.00","22.00","23.71"
"23/03/2020 11:35:35 AM","555.40","15.04","23.00","22.00","23.77"
"23/03/2020 11:30:35 AM","551.60","14.80","23.00","22.00","23.86"
"23/03/2020 11:25:35 AM","552.20","14.47","23.00","22.00","23.93"
"23/03/2020 11:20:35 AM","551.80","14.03","23.00","22.00","23.99"
"23/03/2020 11:15:35 AM","553.00","15.98","23.00","22.00","24.00"
"23/03/2020 11:10:35 AM","551.00","19.26","23.00","22.00","24.01"
"23/03/2020 11:05:35 AM","560.40","19.18","23.00","22.00","24.01"
"23/03/2020 11:00:35 AM","553.00","18.97","23.00","22.00","24.00"
"23/03/2020 10:55:35 AM","556.20","18.75","23.00","22.00","23.99"
"23/03/2020 10:50:35 AM","555.00","18.58","23.00","22.00","23.98"
"23/03/2020 10:45:35 AM","551.60","18.43","23.00","22.00","23.99"
"23/03/2020 10:40:35 AM","551.40","18.29","23.00","22.00","24.00"
"23/03/2020 10:35:35 AM","554.60","18.17","23.00","22.00","24.00"
"23/03/2020 10:30:35 AM","554.00","18.06","23.00","22.00","23.99"
"23/03/2020 10:25:35 AM","550.00","17.99","23.00","22.00","23.98"
"23/03/2020 10:20:35 AM","553.40","17.95","23.00","22.00","23.97"
"23/03/2020 10:15:35 AM","553.20","17.96","23.00","22.00","23.96"
"23/03/2020 10:10:35 AM","561.20","18.01","23.00","22.00","23.90"
"23/03/2020 10:05:35 AM","552.20","18.06","23.00","22.00","23.90"
"23/03/2020 10:00:35 AM","563.20","18.11","23.00","22.00","23.92"
"23/03/2020 9:55:35 AM","557.00","18.19","23.00","22.00","23.91"
"23/03/2020 9:50:35 AM","552.40","18.26","23.00","22.00","23.92"
"23/03/2020 9:45:35 AM","553.00","18.32","23.00","22.00","23.92"
"23/03/2020 9:40:35 AM","554.60","18.38","23.00","22.00","23.93"
"23/03/2020 9:35:35 AM","557.60","18.41","23.00","22.00","23.95"
"23/03/2020 9:30:35 AM","557.20","18.52","23.00","22.00","23.96"
"23/03/2020 9:25:35 AM","561.20","18.46","23.00","22.00","23.97"
"23/03/2020 9:20:35 AM","560.40","18.45","23.00","22.00","24.00"
"23/03/2020 9:15:35 AM","560.20","18.43","23.00","22.00","24.02"
"23/03/2020 9:10:35 AM","560.40","18.43","23.00","22.00","24.05"
"23/03/2020 9:05:35 AM","563.40","18.43","23.00","22.00","24.09"
"23/03/2020 9:00:35 AM","557.80","18.43","23.00","22.00","24.16"
"23/03/2020 8:55:35 AM","557.00","18.38","23.00","22.00","24.26"
"23/03/2020 8:50:35 AM","559.40","18.37","23.00","22.00","24.27"
"23/03/2020 8:45:35 AM","554.00","18.34","23.00","22.00","24.30"
"23/03/2020 8:40:35 AM","557.00","18.30","23.00","22.00","24.33"
"23/03/2020 8:35:35 AM","556.40","18.27","23.00","22.00","24.35"
"23/03/2020 8:30:35 AM","552.00","18.25","23.00","22.00","24.38"
"23/03/2020 8:25:35 AM","556.60","18.21","23.00","22.00","24.40"
"23/03/2020 8:20:35 AM","548.00","18.25","23.00","22.00","24.44"
"23/03/2020 8:15:35 AM","546.20","18.22","23.00","22.00","24.47"
