"Timestamp","FCU-00-06   CO2 Extended Trend Log","FCU-00-06 SaTmp Extended Trend Log","FCU-00-06   ClgTmpSp Extended Trend Log","HFCU-00-06   HtgTmpSp Extended Trend Log","FCU-00-06 ZnTmp Extended Trend Log"
"24/03/2020 9:10:35 AM","644.00","22.73","25.00","21.00","18.84"
"24/03/2020 9:05:35 AM","691.40","22.83","25.00","21.00","18.84"
"24/03/2020 9:00:35 AM","668.40","23.05","25.00","21.00","18.84"
"24/03/2020 8:55:35 AM","640.00","23.14","25.00","21.00","18.84"
"24/03/2020 8:50:35 AM","625.20","23.31","25.00","21.00","18.84"
"24/03/2020 8:45:35 AM","640.60","23.27","25.00","21.00","18.84"
"24/03/2020 8:40:35 AM","650.60","23.28","25.00","21.00","18.84"
"24/03/2020 8:35:35 AM","663.80","23.35","25.00","21.00","18.84"
"24/03/2020 8:30:35 AM","635.80","23.31","25.00","21.00","18.84"
"24/03/2020 8:25:35 AM","663.60","23.36","25.00","21.00","18.84"
"24/03/2020 8:20:35 AM","621.40","23.41","25.00","21.00","18.84"
"24/03/2020 8:15:35 AM","624.80","23.61","25.00","21.00","18.84"
"24/03/2020 8:10:35 AM","658.00","23.95","25.00","21.00","18.84"
"24/03/2020 8:05:35 AM","661.20","24.08","25.00","21.00","18.84"
"24/03/2020 8:00:35 AM","660.80","24.14","25.00","21.00","18.84"
"24/03/2020 7:55:35 AM","640.00","24.23","25.00","21.00","18.84"
"24/03/2020 7:50:35 AM","614.80","24.34","25.00","21.00","18.84"
"24/03/2020 7:45:35 AM","627.60","24.40","25.00","21.00","18.84"
"24/03/2020 7:40:35 AM","639.20","24.40","25.00","21.00","18.84"
"24/03/2020 7:35:35 AM","622.80","24.51","25.00","21.00","18.84"
"24/03/2020 7:30:35 AM","664.80","24.55","25.00","21.00","18.84"
"24/03/2020 7:25:35 AM","654.60","24.82","25.00","21.00","18.84"
"24/03/2020 7:20:35 AM","630.40","24.88","25.00","21.00","18.84"
"24/03/2020 7:15:35 AM","624.00","25.09","25.00","21.00","18.84"
"24/03/2020 7:10:35 AM","615.80","25.28","25.00","21.00","18.84"
"24/03/2020 7:05:35 AM","633.60","25.50","25.00","21.00","18.84"
"24/03/2020 7:00:35 AM","636.20","25.75","25.00","21.00","18.84"
"24/03/2020 6:55:35 AM","638.40","25.86","25.00","21.00","18.84"
"24/03/2020 6:50:35 AM","627.80","26.12","25.00","21.00","18.84"
"24/03/2020 6:45:35 AM","609.20","27.47","23.00","22.00","18.84"
"24/03/2020 6:40:35 AM","636.20","27.38","23.00","22.00","18.84"
"24/03/2020 6:35:35 AM","616.20","27.17","23.00","22.00","18.84"
"24/03/2020 6:30:35 AM","644.20","26.96","23.00","22.00","18.84"
"24/03/2020 6:25:35 AM","625.60","26.74","23.00","22.00","18.84"
"24/03/2020 6:20:35 AM","632.60","26.27","23.00","22.00","18.84"
"24/03/2020 6:15:35 AM","600.20","26.00","23.00","22.00","18.84"
"24/03/2020 6:10:35 AM","604.00","25.37","23.00","22.00","18.84"
"24/03/2020 6:05:35 AM","624.60","23.89","25.00","21.00","18.84"
"24/03/2020 6:00:35 AM","662.20","17.10","25.00","21.00","18.84"
"24/03/2020 5:55:35 AM","605.00","16.67","25.00","21.00","18.84"
"24/03/2020 5:50:35 AM","637.20","16.65","25.00","21.00","18.84"
"24/03/2020 5:45:35 AM","642.60","16.61","25.00","21.00","18.84"
"24/03/2020 5:40:35 AM","595.00","16.56","25.00","21.00","18.84"
"24/03/2020 5:35:35 AM","648.40","16.48","25.00","21.00","18.84"
"24/03/2020 5:30:35 AM","642.60","16.48","25.00","21.00","18.84"
"24/03/2020 5:25:35 AM","640.60","16.49","25.00","21.00","18.84"
"24/03/2020 5:20:35 AM","620.00","16.49","25.00","21.00","18.84"
"24/03/2020 5:15:35 AM","652.20","16.50","25.00","21.00","18.84"
"24/03/2020 5:10:35 AM","620.40","16.50","25.00","21.00","18.84"
"24/03/2020 5:05:35 AM","630.60","16.51","25.00","21.00","18.84"
"24/03/2020 5:00:35 AM","628.00","16.51","25.00","21.00","18.84"
"24/03/2020 4:55:35 AM","653.80","16.52","25.00","21.00","18.84"
"24/03/2020 4:50:35 AM","648.20","16.52","25.00","21.00","18.84"
"24/03/2020 4:45:35 AM","629.60","16.53","25.00","21.00","18.84"
"24/03/2020 4:40:35 AM","617.20","16.53","25.00","21.00","18.84"
"24/03/2020 4:35:35 AM","657.20","16.53","25.00","21.00","18.84"
"24/03/2020 4:30:35 AM","655.20","16.54","25.00","21.00","18.86"
"24/03/2020 4:25:35 AM","610.20","16.55","25.00","21.00","18.86"
"24/03/2020 4:20:35 AM","591.60","16.55","25.00","21.00","18.88"
"24/03/2020 4:15:35 AM","608.60","16.57","25.00","21.00","18.89"
"24/03/2020 4:10:35 AM","621.00","16.58","25.00","21.00","18.89"
"24/03/2020 4:05:35 AM","654.00","16.59","25.00","21.00","18.91"
"24/03/2020 4:00:35 AM","602.40","16.61","25.00","21.00","18.92"
"24/03/2020 3:55:35 AM","603.40","16.62","25.00","21.00","18.94"
"24/03/2020 3:50:35 AM","605.80","16.65","25.00","21.00","18.95"
"24/03/2020 3:45:35 AM","642.60","16.66","25.00","21.00","18.96"
"24/03/2020 3:40:35 AM","615.60","16.69","25.00","21.00","18.97"
"24/03/2020 3:35:35 AM","618.80","16.71","25.00","21.00","18.99"
"24/03/2020 3:30:35 AM","591.20","16.72","25.00","21.00","19.01"
"24/03/2020 3:25:35 AM","648.80","16.75","25.00","21.00","19.02"
"24/03/2020 3:20:35 AM","625.40","16.77","25.00","21.00","19.04"
"24/03/2020 3:15:35 AM","644.00","16.79","25.00","21.00","19.06"
"24/03/2020 3:10:35 AM","619.00","16.82","25.00","21.00","19.08"
"24/03/2020 3:05:35 AM","602.60","16.84","25.00","21.00","19.09"
"24/03/2020 3:00:35 AM","599.80","16.86","25.00","21.00","19.11"
"24/03/2020 2:55:35 AM","606.80","16.89","25.00","21.00","19.13"
"24/03/2020 2:50:35 AM","597.80","16.91","25.00","21.00","19.15"
"24/03/2020 2:45:35 AM","613.00","16.94","25.00","21.00","19.17"
"24/03/2020 2:40:35 AM","619.60","16.96","25.00","21.00","19.19"
"24/03/2020 2:35:35 AM","618.20","16.98","25.00","21.00","19.20"
"24/03/2020 2:30:35 AM","614.20","17.01","25.00","21.00","19.22"
"24/03/2020 2:25:35 AM","640.40","17.03","25.00","21.00","19.24"
"24/03/2020 2:20:35 AM","633.60","17.06","25.00","21.00","19.26"
"24/03/2020 2:15:35 AM","640.40","17.08","25.00","21.00","19.28"
"24/03/2020 2:10:35 AM","619.80","17.11","25.00","21.00","19.30"
"24/03/2020 2:05:35 AM","616.20","17.13","25.00","21.00","19.32"
"24/03/2020 2:00:35 AM","629.80","17.16","25.00","21.00","19.33"
"24/03/2020 1:55:35 AM","636.00","17.18","25.00","21.00","19.35"
"24/03/2020 1:50:35 AM","604.40","17.20","25.00","21.00","19.37"
"24/03/2020 1:45:35 AM","619.80","17.23","25.00","21.00","19.39"
"24/03/2020 1:40:35 AM","605.60","17.25","25.00","21.00","19.40"
"24/03/2020 1:35:35 AM","632.80","17.27","25.00","21.00","19.42"
"24/03/2020 1:30:35 AM","622.20","17.30","25.00","21.00","19.44"
"24/03/2020 1:25:35 AM","599.20","17.31","25.00","21.00","19.46"
"24/03/2020 1:20:35 AM","593.60","17.34","25.00","21.00","19.48"
"24/03/2020 1:15:35 AM","621.40","17.36","25.00","21.00","19.50"
"24/03/2020 1:10:35 AM","620.60","17.39","25.00","21.00","19.52"
"24/03/2020 1:05:35 AM","620.20","17.41","25.00","21.00","19.53"
"24/03/2020 1:00:35 AM","609.80","17.43","25.00","21.00","19.56"
"24/03/2020 12:55:35 AM","604.00","17.46","25.00","21.00","19.57"
"24/03/2020 12:50:35 AM","619.80","17.49","25.00","21.00","19.60"
"24/03/2020 12:45:35 AM","608.60","17.51","25.00","21.00","19.62"
"24/03/2020 12:40:35 AM","590.40","17.54","25.00","21.00","19.64"
"24/03/2020 12:35:35 AM","641.80","17.57","25.00","21.00","19.66"
"24/03/2020 12:30:35 AM","652.00","17.60","25.00","21.00","19.68"
"24/03/2020 12:25:35 AM","626.40","17.62","25.00","21.00","19.70"
"24/03/2020 12:20:35 AM","608.40","17.66","25.00","21.00","19.73"
"24/03/2020 12:15:35 AM","594.80","17.68","25.00","21.00","19.75"
"24/03/2020 12:10:35 AM","641.60","17.71","25.00","21.00","19.77"
"24/03/2020 12:05:35 AM","609.00","17.74","25.00","21.00","19.79"
"24/03/2020 12:00:35 AM","614.40","17.77","25.00","21.00","19.82"
"23/03/2020 11:55:35 PM","611.40","17.81","25.00","21.00","19.84"
"23/03/2020 11:50:35 PM","611.80","17.84","25.00","21.00","19.86"
"23/03/2020 11:45:35 PM","633.60","17.88","25.00","21.00","19.88"
"23/03/2020 11:40:35 PM","599.40","17.91","25.00","21.00","19.91"
"23/03/2020 11:35:35 PM","615.60","17.95","25.00","21.00","19.93"
"23/03/2020 11:30:35 PM","607.00","17.98","25.00","21.00","19.96"
"23/03/2020 11:25:35 PM","603.60","18.02","25.00","21.00","19.98"
"23/03/2020 11:20:35 PM","620.20","18.06","25.00","21.00","20.01"
"23/03/2020 11:15:35 PM","637.00","18.09","25.00","21.00","20.04"
"23/03/2020 11:10:35 PM","635.20","18.13","25.00","21.00","20.06"
"23/03/2020 11:05:35 PM","642.20","18.16","25.00","21.00","20.08"
"23/03/2020 11:00:35 PM","605.60","18.20","25.00","21.00","20.10"
"23/03/2020 10:55:35 PM","616.60","18.23","25.00","21.00","20.13"
"23/03/2020 10:50:35 PM","616.80","18.27","25.00","21.00","20.16"
"23/03/2020 10:45:35 PM","613.80","18.31","25.00","21.00","20.18"
"23/03/2020 10:40:35 PM","604.80","18.34","25.00","21.00","20.20"
"23/03/2020 10:35:35 PM","627.20","18.37","25.00","21.00","20.24"
"23/03/2020 10:30:35 PM","589.80","18.40","25.00","21.00","20.26"
"23/03/2020 10:25:35 PM","653.20","18.43","25.00","21.00","20.28"
"23/03/2020 10:20:35 PM","622.80","18.45","25.00","21.00","20.31"
"23/03/2020 10:15:35 PM","604.80","18.48","25.00","21.00","20.33"
"23/03/2020 10:10:35 PM","619.20","18.51","25.00","21.00","20.36"
"23/03/2020 10:05:35 PM","613.00","18.54","25.00","21.00","20.38"
"23/03/2020 10:00:35 PM","613.20","18.57","25.00","21.00","20.41"
"23/03/2020 9:55:35 PM","590.00","18.60","25.00","21.00","20.43"
"23/03/2020 9:50:35 PM","629.80","18.63","25.00","21.00","20.45"
"23/03/2020 9:45:35 PM","638.00","18.66","25.00","21.00","20.48"
"23/03/2020 9:40:35 PM","610.60","18.70","25.00","21.00","20.51"
"23/03/2020 9:35:35 PM","593.60","18.73","25.00","21.00","20.53"
"23/03/2020 9:30:35 PM","602.60","18.77","25.00","21.00","20.56"
"23/03/2020 9:25:35 PM","589.20","18.81","25.00","21.00","20.59"
"23/03/2020 9:20:35 PM","589.40","18.85","25.00","21.00","20.62"
"23/03/2020 9:15:35 PM","625.20","18.89","25.00","21.00","20.64"
"23/03/2020 9:10:35 PM","605.40","18.93","25.00","21.00","20.67"
"23/03/2020 9:05:35 PM","622.40","18.97","25.00","21.00","20.69"
"23/03/2020 9:00:35 PM","625.20","19.02","25.00","21.00","20.72"
"23/03/2020 8:55:35 PM","627.80","19.06","25.00","21.00","20.75"
"23/03/2020 8:50:35 PM","599.40","19.11","25.00","21.00","20.78"
"23/03/2020 8:45:35 PM","624.60","19.16","25.00","21.00","20.81"
"23/03/2020 8:40:35 PM","603.40","19.21","25.00","21.00","20.84"
"23/03/2020 8:35:35 PM","609.60","19.27","25.00","21.00","20.86"
"23/03/2020 8:30:35 PM","591.80","19.33","25.00","21.00","20.89"
"23/03/2020 8:25:35 PM","641.20","19.41","25.00","21.00","20.92"
"23/03/2020 8:20:35 PM","653.60","19.51","25.00","21.00","20.94"
"23/03/2020 8:15:35 PM","639.40","19.63","25.00","21.00","20.97"
"23/03/2020 8:10:35 PM","601.60","19.69","25.00","21.00","20.99"
"23/03/2020 8:05:35 PM","617.20","19.73","25.00","21.00","21.02"
"23/03/2020 8:00:35 PM","604.80","19.77","25.00","21.00","21.05"
"23/03/2020 7:55:35 PM","583.20","19.81","25.00","21.00","21.07"
"23/03/2020 7:50:35 PM","608.40","19.86","25.00","21.00","21.10"
"23/03/2020 7:45:35 PM","603.60","19.90","25.00","21.00","21.13"
"23/03/2020 7:40:35 PM","584.20","19.95","25.00","21.00","21.16"
"23/03/2020 7:35:35 PM","617.80","20.00","25.00","21.00","21.18"
"23/03/2020 7:30:35 PM","598.80","20.05","25.00","21.00","21.21"
"23/03/2020 7:25:35 PM","599.00","20.09","25.00","21.00","21.23"
"23/03/2020 7:20:35 PM","585.60","20.14","25.00","21.00","21.25"
"23/03/2020 7:15:35 PM","618.80","20.18","25.00","21.00","21.28"
"23/03/2020 7:10:35 PM","637.20","20.23","25.00","21.00","21.31"
"23/03/2020 7:05:35 PM","584.40","20.28","25.00","21.00","21.33"
"23/03/2020 7:00:35 PM","633.40","20.33","25.00","21.00","21.35"
"23/03/2020 6:55:35 PM","590.80","20.38","25.00","21.00","21.37"
"23/03/2020 6:50:35 PM","633.20","20.42","25.00","21.00","21.40"
"23/03/2020 6:45:35 PM","601.00","20.47","25.00","21.00","21.42"
"23/03/2020 6:40:35 PM","621.20","20.52","25.00","21.00","21.45"
"23/03/2020 6:35:35 PM","611.40","20.56","25.00","21.00","21.47"
"23/03/2020 6:30:35 PM","593.00","20.60","25.00","21.00","21.49"
"23/03/2020 6:25:35 PM","614.80","20.64","25.00","21.00","21.51"
"23/03/2020 6:20:35 PM","601.00","20.68","25.00","21.00","21.53"
"23/03/2020 6:15:35 PM","598.60","20.70","25.00","21.00","21.55"
"23/03/2020 6:10:35 PM","613.60","20.72","25.00","21.00","21.57"
"23/03/2020 6:05:35 PM","627.80","20.88","25.00","21.00","21.59"
"23/03/2020 6:00:35 PM","638.00","20.97","25.00","21.00","21.61"
"23/03/2020 5:55:35 PM","614.60","21.05","25.00","21.00","21.64"
"23/03/2020 5:50:35 PM","615.80","21.12","25.00","21.00","21.66"
"23/03/2020 5:45:35 PM","620.20","21.21","25.00","21.00","21.68"
"23/03/2020 5:40:35 PM","632.00","21.30","25.00","21.00","21.70"
"23/03/2020 5:35:35 PM","584.40","21.40","25.00","21.00","21.72"
"23/03/2020 5:30:35 PM","636.80","21.50","25.00","21.00","21.74"
"23/03/2020 5:25:35 PM","643.40","21.60","25.00","21.00","21.76"
"23/03/2020 5:20:35 PM","602.40","21.70","25.00","21.00","21.78"
"23/03/2020 5:15:35 PM","617.00","21.82","25.00","21.00","21.80"
"23/03/2020 5:10:35 PM","587.00","21.96","25.00","21.00","21.82"
"23/03/2020 5:05:35 PM","637.80","22.11","25.00","21.00","21.84"
"23/03/2020 5:00:35 PM","613.60","22.27","25.00","21.00","21.87"
"23/03/2020 4:55:35 PM","623.00","22.47","25.00","21.00","21.89"
"23/03/2020 4:50:35 PM","637.80","22.68","25.00","21.00","21.91"
"23/03/2020 4:45:35 PM","643.20","22.72","23.00","22.00","21.94"
"23/03/2020 4:40:35 PM","662.40","22.31","23.00","22.00","21.95"
"23/03/2020 4:35:35 PM","593.00","22.45","23.00","22.00","21.97"
"23/03/2020 4:30:35 PM","667.00","23.35","23.00","22.00","21.95"
"23/03/2020 4:25:35 PM","635.60","23.12","23.00","22.00","21.94"
"23/03/2020 4:20:35 PM","659.20","22.95","23.00","22.00","21.93"
"23/03/2020 4:15:35 PM","619.00","22.26","23.00","22.00","21.94"
"23/03/2020 4:10:35 PM","640.00","22.21","23.00","22.00","21.96"
"23/03/2020 4:05:35 PM","647.00","22.27","23.00","22.00","21.98"
"23/03/2020 4:00:35 PM","615.00","22.41","23.00","22.00","21.98"
"23/03/2020 3:55:35 PM","629.60","23.60","23.00","22.00","21.95"
"23/03/2020 3:50:35 PM","638.60","23.08","23.00","22.00","21.93"
"23/03/2020 3:45:35 PM","635.40","22.19","23.00","22.00","21.95"
"23/03/2020 3:40:35 PM","622.60","22.23","23.00","22.00","21.97"
"23/03/2020 3:35:35 PM","629.00","22.42","23.00","22.00","21.98"
"23/03/2020 3:30:35 PM","637.40","23.44","23.00","22.00","21.95"
"23/03/2020 3:25:35 PM","650.40","22.91","23.00","22.00","21.94"
"23/03/2020 3:20:35 PM","643.20","22.22","23.00","22.00","21.96"
"23/03/2020 3:15:35 PM","659.40","22.30","23.00","22.00","21.98"
"23/03/2020 3:10:35 PM","647.20","22.50","23.00","22.00","21.99"
"23/03/2020 3:05:35 PM","621.00","23.92","23.00","22.00","21.95"
"23/03/2020 3:00:35 PM","614.80","23.51","23.00","22.00","21.93"
"23/03/2020 2:55:35 PM","646.80","22.26","23.00","22.00","21.95"
"23/03/2020 2:50:35 PM","664.00","22.42","23.00","22.00","21.97"
"23/03/2020 2:45:35 PM","681.20","23.80","23.00","22.00","21.96"
"23/03/2020 2:40:35 PM","639.00","23.95","23.00","22.00","21.93"
"23/03/2020 2:35:35 PM","642.60","22.97","23.00","22.00","21.94"
"23/03/2020 2:30:35 PM","663.40","22.57","23.00","22.00","21.97"
"23/03/2020 2:25:35 PM","657.20","24.41","23.00","22.00","21.96"
"23/03/2020 2:20:35 PM","628.40","24.69","23.00","22.00","21.91"
"23/03/2020 2:15:35 PM","628.00","24.80","23.00","22.00","21.86"
"23/03/2020 2:10:35 PM","673.40","25.13","23.00","22.00","21.79"
"23/03/2020 2:05:35 PM","646.60","25.39","23.00","22.00","21.71"
"23/03/2020 2:00:35 PM","632.20","25.59","23.00","22.00","21.60"
"23/03/2020 1:55:35 PM","632.20","25.61","23.00","22.00","21.48"
"23/03/2020 1:50:35 PM","595.80","25.67","23.00","22.00","21.33"
"23/03/2020 1:45:35 PM","639.20","25.64","23.00","22.00","21.15"
"23/03/2020 1:40:35 PM","608.40","22.99","23.00","22.00","21.08"
"23/03/2020 1:35:35 PM","618.20","20.28","25.00","21.00","21.07"
"23/03/2020 1:30:35 PM","607.20","20.31","25.00","21.00","21.06"
"23/03/2020 1:25:35 PM","620.60","20.34","25.00","21.00","21.05"
"23/03/2020 1:20:35 PM","638.20","20.38","25.00","21.00","21.05"
"23/03/2020 1:15:35 PM","606.40","20.41","25.00","21.00","21.04"
"23/03/2020 1:10:35 PM","596.80","20.46","25.00","21.00","21.04"
"23/03/2020 1:05:35 PM","618.60","20.51","25.00","21.00","21.03"
"23/03/2020 1:00:35 PM","624.00","20.55","25.00","21.00","21.03"
"23/03/2020 12:55:35 PM","614.00","20.60","25.00","21.00","21.02"
"23/03/2020 12:50:35 PM","608.80","20.66","25.00","21.00","21.02"
"23/03/2020 12:45:35 PM","616.00","20.72","25.00","21.00","21.02"
"23/03/2020 12:40:35 PM","614.20","20.78","25.00","21.00","21.02"
"23/03/2020 12:35:35 PM","623.60","20.85","25.00","21.00","21.02"
"23/03/2020 12:30:35 PM","612.60","20.93","25.00","21.00","21.01"
"23/03/2020 12:25:35 PM","593.40","21.03","25.00","21.00","21.01"
"23/03/2020 12:20:35 PM","643.80","21.14","25.00","21.00","21.01"
"23/03/2020 12:15:35 PM","634.40","21.24","25.00","21.00","21.00"
"23/03/2020 12:10:35 PM","621.00","21.32","25.00","21.00","21.00"
"23/03/2020 12:05:35 PM","613.40","21.28","25.00","21.00","20.99"
"23/03/2020 12:00:35 PM","590.80","21.25","25.00","21.00","21.00"
"23/03/2020 11:55:35 AM","607.00","21.32","25.00","21.00","21.00"
"23/03/2020 11:50:35 AM","586.60","21.32","25.00","21.00","20.99"
"23/03/2020 11:45:35 AM","611.80","21.32","25.00","21.00","20.99"
"23/03/2020 11:40:35 AM","631.00","21.33","25.00","21.00","20.99"
"23/03/2020 11:35:35 AM","590.40","21.33","25.00","21.00","20.99"
"23/03/2020 11:30:35 AM","620.20","21.31","25.00","21.00","20.99"
"23/03/2020 11:25:35 AM","595.40","21.30","25.00","21.00","21.00"
"23/03/2020 11:20:35 AM","615.40","21.34","25.00","21.00","20.99"
"23/03/2020 11:15:35 AM","604.80","21.32","25.00","21.00","20.99"
"23/03/2020 11:10:35 AM","631.00","21.31","25.00","21.00","20.99"
"23/03/2020 11:05:35 AM","662.40","21.30","25.00","21.00","20.99"
"23/03/2020 11:00:35 AM","635.40","21.29","25.00","21.00","20.98"
"23/03/2020 10:55:35 AM","643.40","21.32","25.00","21.00","20.98"
"23/03/2020 10:50:35 AM","631.20","21.32","25.00","21.00","20.98"
"23/03/2020 10:45:35 AM","617.80","21.36","25.00","21.00","20.99"
"23/03/2020 10:40:35 AM","638.20","21.53","25.00","21.00","20.98"
"23/03/2020 10:35:35 AM","643.00","22.49","25.00","21.00","20.95"
"23/03/2020 10:30:35 AM","623.40","21.22","25.00","21.00","20.95"
"23/03/2020 10:25:35 AM","612.60","21.23","25.00","21.00","20.96"
"23/03/2020 10:20:35 AM","645.00","21.34","25.00","21.00","20.98"
"23/03/2020 10:15:35 AM","650.60","22.05","25.00","21.00","20.97"
"23/03/2020 10:10:35 AM","610.20","22.72","25.00","21.00","20.93"
"23/03/2020 10:05:35 AM","652.20","21.81","25.00","21.00","20.92"
"23/03/2020 10:00:35 AM","651.60","21.53","25.00","21.00","20.94"
"23/03/2020 9:55:35 AM","616.20","21.27","25.00","21.00","20.96"
"23/03/2020 9:50:35 AM","638.00","22.26","25.00","21.00","20.96"
"23/03/2020 9:45:35 AM","614.60","22.58","25.00","21.00","20.93"
"23/03/2020 9:40:35 AM","638.20","21.19","25.00","21.00","20.95"
"23/03/2020 9:35:35 AM","648.20","21.45","25.00","21.00","20.98"
"23/03/2020 9:30:35 AM","660.40","23.15","25.00","21.00","20.95"
"23/03/2020 9:25:35 AM","663.00","22.73","25.00","21.00","20.93"
"23/03/2020 9:20:35 AM","651.20","21.25","25.00","21.00","20.95"
"23/03/2020 9:15:35 AM","649.40","21.41","25.00","21.00","20.98"
"23/03/2020 9:10:35 AM","620.20","23.14","25.00","21.00","20.96"
"23/03/2020 9:05:35 AM","636.20","22.90","25.00","21.00","20.92"
"23/03/2020 9:00:35 AM","617.00","21.24","25.00","21.00","20.95"
"23/03/2020 8:55:35 AM","645.60","21.46","25.00","21.00","20.98"
"23/03/2020 8:50:35 AM","623.00","23.65","25.00","21.00","20.96"
"23/03/2020 8:45:35 AM","646.00","22.73","25.00","21.00","20.93"
"23/03/2020 8:40:35 AM","661.60","22.44","25.00","21.00","20.93"
"23/03/2020 8:35:35 AM","649.80","22.68","25.00","21.00","20.92"
"23/03/2020 8:30:35 AM","628.40","22.67","25.00","21.00","20.91"
"23/03/2020 8:25:35 AM","652.00","22.65","25.00","21.00","20.90"
"23/03/2020 8:20:35 AM","622.00","22.60","25.00","21.00","20.89"
"23/03/2020 8:15:35 AM","610.60","22.42","25.00","21.00","20.89"
"23/03/2020 8:10:35 AM","648.80","22.53","25.00","21.00","20.89"
"23/03/2020 8:05:35 AM","624.00","22.58","25.00","21.00","20.89"
"23/03/2020 8:00:35 AM","647.60","22.64","25.00","21.00","20.89"
"23/03/2020 7:55:35 AM","667.00","22.72","25.00","21.00","20.88"
"23/03/2020 7:50:35 AM","633.20","22.75","25.00","21.00","20.87"
"23/03/2020 7:45:35 AM","658.20","22.80","25.00","21.00","20.86"
"23/03/2020 7:40:35 AM","648.20","22.81","25.00","21.00","20.85"
"23/03/2020 7:35:35 AM","619.20","22.83","25.00","21.00","20.84"
"23/03/2020 7:30:35 AM","644.40","22.81","25.00","21.00","20.83"
"23/03/2020 7:25:35 AM","652.80","22.70","25.00","21.00","20.83"
"23/03/2020 7:20:35 AM","649.80","22.48","25.00","21.00","20.84"
"23/03/2020 7:15:35 AM","615.00","22.56","25.00","21.00","20.85"
"23/03/2020 7:10:35 AM","637.80","22.65","25.00","21.00","20.88"
"23/03/2020 7:05:35 AM","617.60","22.85","25.00","21.00","20.90"
"23/03/2020 7:00:35 AM","611.00","23.57","25.00","21.00","20.90"
"23/03/2020 6:55:35 AM","608.40","24.00","25.00","21.00","20.89"
"23/03/2020 6:50:35 AM","613.20","24.55","25.00","21.00","20.87"
"23/03/2020 6:45:35 AM","621.80","25.03","25.00","21.00","20.82"
"23/03/2020 6:40:35 AM","649.60","25.68","25.00","21.00","20.73"
"23/03/2020 6:35:35 AM","607.40","27.90","23.00","22.00","20.60"
"23/03/2020 6:30:35 AM","648.40","27.75","23.00","22.00","20.45"
"23/03/2020 6:25:35 AM","628.00","27.60","23.00","22.00","20.29"
"23/03/2020 6:20:35 AM","596.00","27.49","23.00","22.00","20.11"
"23/03/2020 6:15:35 AM","609.20","27.23","23.00","22.00","19.90"
"23/03/2020 6:10:35 AM","603.20","26.53","23.00","22.00","19.67"
"23/03/2020 6:05:35 AM","636.20","24.82","23.00","22.00","19.51"
"23/03/2020 6:00:35 AM","647.80","17.72","23.00","22.00","19.51"
"23/03/2020 5:55:35 AM","644.40","17.43","25.00","21.00","19.49"
"23/03/2020 5:50:35 AM","641.60","17.42","25.00","21.00","19.49"
"23/03/2020 5:45:35 AM","607.20","17.40","25.00","21.00","19.49"
"23/03/2020 5:40:35 AM","658.40","17.37","25.00","21.00","19.49"
"23/03/2020 5:35:35 AM","629.40","17.30","25.00","21.00","19.50"
"23/03/2020 5:30:35 AM","623.00","17.25","25.00","21.00","19.50"
"23/03/2020 5:25:35 AM","627.40","17.24","25.00","21.00","19.50"
"23/03/2020 5:20:35 AM","614.60","17.24","25.00","21.00","19.50"
"23/03/2020 5:15:35 AM","618.80","17.23","25.00","21.00","19.50"
"23/03/2020 5:10:35 AM","642.80","17.22","25.00","21.00","19.51"
"23/03/2020 5:05:35 AM","649.00","17.22","25.00","21.00","19.51"
"23/03/2020 5:00:35 AM","649.00","17.21","25.00","21.00","19.51"
"23/03/2020 4:55:35 AM","647.00","17.21","25.00","21.00","19.51"
"23/03/2020 4:50:35 AM","643.80","17.21","25.00","21.00","19.52"
"23/03/2020 4:45:35 AM","645.00","17.22","25.00","21.00","19.52"
"23/03/2020 4:40:35 AM","608.20","17.22","25.00","21.00","19.52"
"23/03/2020 4:35:35 AM","611.60","17.22","25.00","21.00","19.53"
"23/03/2020 4:30:35 AM","624.60","17.22","25.00","21.00","19.53"
"23/03/2020 4:25:35 AM","612.00","17.22","25.00","21.00","19.54"
"23/03/2020 4:20:35 AM","630.80","17.23","25.00","21.00","19.54"
"23/03/2020 4:15:35 AM","636.00","17.23","25.00","21.00","19.55"
"23/03/2020 4:10:35 AM","604.20","17.23","25.00","21.00","19.56"
"23/03/2020 4:05:35 AM","604.00","17.24","25.00","21.00","19.56"
"23/03/2020 4:00:35 AM","588.20","17.24","25.00","21.00","19.56"
"23/03/2020 3:55:35 AM","653.20","17.25","25.00","21.00","19.57"
"23/03/2020 3:50:35 AM","633.40","17.25","25.00","21.00","19.57"
"23/03/2020 3:45:35 AM","624.80","17.26","25.00","21.00","19.58"
"23/03/2020 3:40:35 AM","641.40","17.27","25.00","21.00","19.59"
"23/03/2020 3:35:35 AM","632.80","17.28","25.00","21.00","19.59"
"23/03/2020 3:30:35 AM","646.60","17.28","25.00","21.00","19.60"
"23/03/2020 3:25:35 AM","617.00","17.29","25.00","21.00","19.61"
"23/03/2020 3:20:35 AM","641.60","17.30","25.00","21.00","19.62"
"23/03/2020 3:15:35 AM","643.20","17.31","25.00","21.00","19.63"
"23/03/2020 3:10:35 AM","637.20","17.32","25.00","21.00","19.64"
"23/03/2020 3:05:35 AM","616.20","17.34","25.00","21.00","19.65"
"23/03/2020 3:00:35 AM","633.80","17.36","25.00","21.00","19.66"
"23/03/2020 2:55:35 AM","633.00","17.36","25.00","21.00","19.67"
"23/03/2020 2:50:35 AM","586.40","17.38","25.00","21.00","19.68"
