"Timestamp","FCU-00-23 CO2 Extended Trend Log","FCU-00-23 SaTmp Extended Trend Log","FCU-00-23 ClgTmpSp Extended Trend Log","FCU-00-23 HtgTmpSp Extended Trend Log","FCU-00-23 ZnTmp Extended Trend Log"
"24/03/2020 12:40:35 PM","605.60","21.55","25.00","21.00","20.25"
"24/03/2020 12:35:35 PM","600.60","21.54","25.00","21.00","20.25"
"24/03/2020 12:30:35 PM","599.00","21.53","25.00","21.00","20.25"
"24/03/2020 12:25:35 PM","601.80","21.54","25.00","21.00","20.25"
"24/03/2020 12:20:35 PM","601.60","21.57","25.00","21.00","20.25"
"24/03/2020 12:15:35 PM","601.00","21.61","25.00","21.00","20.25"
"24/03/2020 12:10:35 PM","608.20","21.62","25.00","21.00","20.25"
"24/03/2020 12:05:35 PM","603.80","21.65","24.00","21.00","20.25"
"24/03/2020 12:00:35 PM","612.60","21.60","24.00","21.00","20.25"
"24/03/2020 11:55:35 AM","607.80","21.55","24.00","21.00","20.25"
"24/03/2020 11:50:35 AM","620.40","21.52","24.00","21.00","20.25"
"24/03/2020 11:45:35 AM","615.80","21.45","24.00","21.00","20.25"
"24/03/2020 11:40:35 AM","616.60","21.43","24.00","21.00","20.25"
"24/03/2020 11:35:35 AM","623.60","21.35","24.00","21.00","20.25"
"24/03/2020 11:30:35 AM","635.60","21.30","24.00","21.00","20.25"
"24/03/2020 11:25:35 AM","626.80","21.26","24.00","21.00","20.25"
"24/03/2020 11:20:35 AM","634.00","21.20","24.00","21.00","20.25"
"24/03/2020 11:15:35 AM","634.80","21.17","24.00","21.00","20.25"
"24/03/2020 11:10:35 AM","637.80","21.09","24.00","21.00","20.25"
"24/03/2020 11:05:35 AM","637.60","21.05","24.00","21.00","20.25"
"24/03/2020 11:00:35 AM","631.80","20.97","24.00","21.00","20.25"
"24/03/2020 10:55:35 AM","633.20","20.90","24.00","21.00","20.25"
"24/03/2020 10:50:35 AM","639.40","20.86","24.00","21.00","20.25"
"24/03/2020 10:45:35 AM","643.20","20.79","24.00","21.00","20.25"
"24/03/2020 10:40:35 AM","638.80","20.78","24.00","21.00","20.25"
"24/03/2020 10:35:35 AM","653.80","20.72","24.00","21.00","20.25"
"24/03/2020 10:30:35 AM","655.60","20.71","24.00","21.00","20.25"
"24/03/2020 10:25:35 AM","659.20","20.68","24.00","21.00","20.25"
"24/03/2020 10:20:35 AM","659.20","20.63","24.00","21.00","20.25"
"24/03/2020 10:15:35 AM","664.40","20.63","24.00","21.00","20.25"
"24/03/2020 10:10:35 AM","658.60","20.60","24.00","21.00","20.25"
"24/03/2020 10:05:35 AM","658.00","20.61","24.00","21.00","20.25"
"24/03/2020 10:00:35 AM","662.40","20.60","24.00","21.00","20.25"
"24/03/2020 9:55:35 AM","671.40","20.58","24.00","21.00","20.25"
"24/03/2020 9:50:35 AM","670.00","20.56","24.00","21.00","20.25"
"24/03/2020 9:45:35 AM","667.80","20.53","25.00","21.00","20.25"
"24/03/2020 9:40:35 AM","667.40","20.53","25.00","21.00","20.25"
"24/03/2020 9:35:35 AM","670.40","20.47","25.00","21.00","20.25"
"24/03/2020 9:30:35 AM","665.60","20.54","24.00","21.00","20.25"
"24/03/2020 9:25:35 AM","670.20","20.53","24.00","21.00","20.25"
"24/03/2020 9:20:35 AM","664.40","20.52","24.00","21.00","20.25"
"24/03/2020 9:15:35 AM","659.80","20.56","24.00","21.00","20.25"
"24/03/2020 9:10:35 AM","670.20","20.54","24.00","21.00","20.25"
"24/03/2020 9:05:35 AM","661.40","20.59","24.00","21.00","20.25"
"24/03/2020 9:00:35 AM","655.20","20.59","24.00","21.00","20.25"
"24/03/2020 8:55:35 AM","657.60","20.54","24.00","21.00","20.25"
"24/03/2020 8:50:35 AM","652.80","20.50","25.00","21.00","20.25"
"24/03/2020 8:45:35 AM","655.20","20.51","25.00","21.00","20.25"
"24/03/2020 8:40:35 AM","655.40","20.58","24.00","21.00","20.25"
"24/03/2020 8:35:35 AM","652.80","20.56","24.00","21.00","20.25"
"24/03/2020 8:30:35 AM","646.80","20.57","24.00","21.00","20.25"
"24/03/2020 8:25:35 AM","652.80","20.56","24.00","21.00","20.25"
"24/03/2020 8:20:35 AM","661.80","20.53","24.00","21.00","20.25"
"24/03/2020 8:15:35 AM","658.60","20.56","24.00","21.00","20.25"
"24/03/2020 8:10:35 AM","653.00","20.54","24.00","21.00","20.25"
"24/03/2020 8:05:35 AM","655.60","20.55","24.00","21.00","20.25"
"24/03/2020 8:00:35 AM","643.00","20.52","24.00","21.00","20.25"
"24/03/2020 7:55:35 AM","640.00","20.52","24.00","21.00","20.25"
"24/03/2020 7:50:35 AM","645.60","20.51","24.00","21.00","20.25"
"24/03/2020 7:45:35 AM","636.80","20.47","24.00","21.00","20.25"
"24/03/2020 7:40:35 AM","641.40","20.48","25.00","21.00","20.25"
"24/03/2020 7:35:35 AM","644.40","20.47","25.00","21.00","20.25"
"24/03/2020 7:30:35 AM","634.00","20.47","25.00","21.00","20.25"
"24/03/2020 7:25:35 AM","632.80","20.46","25.00","21.00","20.25"
"24/03/2020 7:20:35 AM","641.00","20.45","25.00","21.00","20.25"
"24/03/2020 7:15:35 AM","642.00","20.45","25.00","21.00","20.25"
"24/03/2020 7:10:35 AM","635.80","20.44","25.00","21.00","20.25"
"24/03/2020 7:05:35 AM","633.40","20.43","25.00","21.00","20.25"
"24/03/2020 7:00:35 AM","629.40","20.41","25.00","21.00","20.25"
"24/03/2020 6:55:35 AM","634.20","20.40","25.00","21.00","20.25"
"24/03/2020 6:50:35 AM","626.80","20.41","25.00","21.00","20.25"
"24/03/2020 6:45:35 AM","627.80","20.47","24.00","21.00","20.25"
"24/03/2020 6:40:35 AM","634.00","20.48","24.00","21.00","20.25"
"24/03/2020 6:35:35 AM","628.60","20.49","24.00","21.00","20.25"
"24/03/2020 6:30:35 AM","629.00","20.49","24.00","21.00","20.25"
"24/03/2020 6:25:35 AM","630.80","20.49","24.00","21.00","20.25"
"24/03/2020 6:20:35 AM","627.60","20.51","24.00","21.00","20.25"
"24/03/2020 6:15:35 AM","630.80","20.53","24.00","21.00","20.25"
"24/03/2020 6:10:35 AM","624.20","20.55","24.00","21.00","20.25"
"24/03/2020 6:05:35 AM","618.00","20.55","24.00","21.00","20.25"
"24/03/2020 6:00:35 AM","621.00","20.54","24.00","21.00","20.25"
"24/03/2020 5:55:35 AM","619.60","20.55","25.00","21.00","20.25"
"24/03/2020 5:50:35 AM","619.80","20.60","25.00","21.00","20.25"
"24/03/2020 5:45:35 AM","616.20","20.65","25.00","21.00","20.25"
"24/03/2020 5:40:35 AM","616.60","20.66","25.00","21.00","20.25"
"24/03/2020 5:35:35 AM","608.80","20.67","25.00","21.00","20.25"
"24/03/2020 5:30:35 AM","620.60","20.68","25.00","21.00","20.25"
"24/03/2020 5:25:35 AM","614.20","20.69","25.00","21.00","20.25"
"24/03/2020 5:20:35 AM","616.20","20.70","25.00","21.00","20.25"
"24/03/2020 5:15:35 AM","613.20","20.72","25.00","21.00","20.25"
"24/03/2020 5:10:35 AM","615.80","20.73","25.00","21.00","20.25"
"24/03/2020 5:05:35 AM","621.40","20.74","25.00","21.00","20.25"
"24/03/2020 5:00:35 AM","617.00","20.75","25.00","21.00","20.25"
"24/03/2020 4:55:35 AM","617.60","20.77","25.00","21.00","20.25"
"24/03/2020 4:50:35 AM","620.40","20.78","25.00","21.00","20.25"
"24/03/2020 4:45:35 AM","620.20","20.79","25.00","21.00","20.25"
"24/03/2020 4:40:35 AM","620.60","20.80","25.00","21.00","20.25"
"24/03/2020 4:35:35 AM","614.40","20.81","25.00","21.00","20.26"
"24/03/2020 4:30:35 AM","616.60","20.82","25.00","21.00","20.27"
"24/03/2020 4:25:35 AM","618.00","20.84","25.00","21.00","20.28"
"24/03/2020 4:20:35 AM","619.60","20.85","25.00","21.00","20.29"
"24/03/2020 4:15:35 AM","614.00","20.88","25.00","21.00","20.30"
"24/03/2020 4:10:35 AM","611.40","20.90","25.00","21.00","20.31"
"24/03/2020 4:05:35 AM","617.80","20.92","25.00","21.00","20.32"
"24/03/2020 4:00:35 AM","619.20","20.94","25.00","21.00","20.33"
"24/03/2020 3:55:35 AM","618.40","20.96","25.00","21.00","20.34"
"24/03/2020 3:50:35 AM","623.60","20.97","25.00","21.00","20.35"
"24/03/2020 3:45:35 AM","619.60","20.98","25.00","21.00","20.35"
"24/03/2020 3:40:35 AM","615.20","20.98","25.00","21.00","20.36"
"24/03/2020 3:35:35 AM","616.20","20.97","25.00","21.00","20.37"
"24/03/2020 3:30:35 AM","618.20","20.98","25.00","21.00","20.38"
"24/03/2020 3:25:35 AM","612.80","20.99","25.00","21.00","20.40"
"24/03/2020 3:20:35 AM","621.60","20.99","25.00","21.00","20.40"
"24/03/2020 3:15:35 AM","621.80","21.00","25.00","21.00","20.42"
"24/03/2020 3:10:35 AM","612.20","21.01","25.00","21.00","20.43"
"24/03/2020 3:05:35 AM","615.00","21.01","25.00","21.00","20.44"
"24/03/2020 3:00:35 AM","620.60","21.02","25.00","21.00","20.45"
"24/03/2020 2:55:35 AM","617.20","21.03","25.00","21.00","20.46"
"24/03/2020 2:50:35 AM","620.20","21.03","25.00","21.00","20.47"
"24/03/2020 2:45:35 AM","621.00","21.04","25.00","21.00","20.48"
"24/03/2020 2:40:35 AM","624.80","21.05","25.00","21.00","20.49"
"24/03/2020 2:35:35 AM","619.00","21.06","25.00","21.00","20.50"
"24/03/2020 2:30:35 AM","612.80","21.06","25.00","21.00","20.52"
"24/03/2020 2:25:35 AM","617.00","21.07","25.00","21.00","20.53"
"24/03/2020 2:20:35 AM","613.40","21.08","25.00","21.00","20.54"
"24/03/2020 2:15:35 AM","621.20","21.08","25.00","21.00","20.55"
"24/03/2020 2:10:35 AM","614.00","21.09","25.00","21.00","20.57"
"24/03/2020 2:05:35 AM","614.80","21.10","25.00","21.00","20.58"
"24/03/2020 2:00:35 AM","618.00","21.11","25.00","21.00","20.60"
"24/03/2020 1:55:35 AM","618.00","21.12","25.00","21.00","20.61"
"24/03/2020 1:50:35 AM","622.40","21.13","25.00","21.00","20.62"
"24/03/2020 1:45:35 AM","616.00","21.15","25.00","21.00","20.64"
"24/03/2020 1:40:35 AM","620.20","21.17","25.00","21.00","20.66"
"24/03/2020 1:35:35 AM","616.00","21.18","25.00","21.00","20.67"
"24/03/2020 1:30:35 AM","612.00","21.20","25.00","21.00","20.68"
"24/03/2020 1:25:35 AM","612.20","21.21","25.00","21.00","20.69"
"24/03/2020 1:20:35 AM","613.00","21.23","25.00","21.00","20.71"
"24/03/2020 1:15:35 AM","621.00","21.25","25.00","21.00","20.73"
"24/03/2020 1:10:35 AM","620.00","21.26","25.00","21.00","20.74"
"24/03/2020 1:05:35 AM","622.80","21.28","25.00","21.00","20.76"
"24/03/2020 1:00:35 AM","614.40","21.30","25.00","21.00","20.78"
"24/03/2020 12:55:35 AM","622.00","21.31","25.00","21.00","20.79"
"24/03/2020 12:50:35 AM","626.00","21.34","25.00","21.00","20.81"
"24/03/2020 12:45:35 AM","615.60","21.35","25.00","21.00","20.82"
"24/03/2020 12:40:35 AM","615.20","21.37","25.00","21.00","20.84"
"24/03/2020 12:35:35 AM","614.80","21.39","25.00","21.00","20.86"
"24/03/2020 12:30:35 AM","613.00","21.41","25.00","21.00","20.87"
"24/03/2020 12:25:35 AM","626.40","21.42","25.00","21.00","20.89"
"24/03/2020 12:20:35 AM","612.80","21.44","25.00","21.00","20.90"
"24/03/2020 12:15:35 AM","613.20","21.46","25.00","21.00","20.92"
"24/03/2020 12:10:35 AM","616.60","21.48","25.00","21.00","20.94"
"24/03/2020 12:05:35 AM","611.40","21.49","25.00","21.00","20.95"
"24/03/2020 12:00:35 AM","618.60","21.51","25.00","21.00","20.97"
"23/03/2020 11:55:35 PM","615.20","21.53","25.00","21.00","20.99"
"23/03/2020 11:50:35 PM","619.20","21.55","25.00","21.00","21.01"
"23/03/2020 11:45:35 PM","613.00","21.56","25.00","21.00","21.03"
"23/03/2020 11:40:35 PM","613.80","21.58","25.00","21.00","21.04"
"23/03/2020 11:35:35 PM","623.80","21.60","25.00","21.00","21.06"
"23/03/2020 11:30:35 PM","617.00","21.61","25.00","21.00","21.08"
"23/03/2020 11:25:35 PM","610.80","21.63","25.00","21.00","21.10"
"23/03/2020 11:20:35 PM","612.40","21.64","25.00","21.00","21.11"
"23/03/2020 11:15:35 PM","612.20","21.67","25.00","21.00","21.13"
"23/03/2020 11:10:35 PM","620.60","21.69","25.00","21.00","21.15"
"23/03/2020 11:05:35 PM","620.00","21.70","25.00","21.00","21.17"
"23/03/2020 11:00:35 PM","616.20","21.72","25.00","21.00","21.19"
"23/03/2020 10:55:35 PM","617.00","21.74","25.00","21.00","21.21"
"23/03/2020 10:50:35 PM","614.40","21.75","25.00","21.00","21.22"
"23/03/2020 10:45:35 PM","613.00","21.77","25.00","21.00","21.24"
"23/03/2020 10:40:35 PM","613.40","21.79","25.00","21.00","21.26"
"23/03/2020 10:35:35 PM","610.20","21.80","25.00","21.00","21.28"
"23/03/2020 10:30:35 PM","614.00","21.82","25.00","21.00","21.30"
"23/03/2020 10:25:35 PM","614.00","21.84","25.00","21.00","21.31"
"23/03/2020 10:20:35 PM","611.20","21.86","25.00","21.00","21.33"
"23/03/2020 10:15:35 PM","616.40","21.87","25.00","21.00","21.36"
"23/03/2020 10:10:35 PM","612.00","21.89","25.00","21.00","21.38"
"23/03/2020 10:05:35 PM","616.20","21.91","25.00","21.00","21.39"
"23/03/2020 10:00:35 PM","608.60","21.92","25.00","21.00","21.41"
"23/03/2020 9:55:35 PM","603.80","21.94","25.00","21.00","21.43"
"23/03/2020 9:50:35 PM","608.80","21.95","25.00","21.00","21.45"
"23/03/2020 9:45:35 PM","607.80","21.97","25.00","21.00","21.47"
"23/03/2020 9:40:35 PM","614.80","21.99","25.00","21.00","21.49"
"23/03/2020 9:35:35 PM","604.60","22.00","25.00","21.00","21.51"
"23/03/2020 9:30:35 PM","611.40","22.02","25.00","21.00","21.53"
"23/03/2020 9:25:35 PM","607.20","22.04","25.00","21.00","21.55"
"23/03/2020 9:20:35 PM","603.80","22.05","25.00","21.00","21.57"
"23/03/2020 9:15:35 PM","610.40","22.07","25.00","21.00","21.59"
"23/03/2020 9:10:35 PM","606.80","22.08","25.00","21.00","21.61"
"23/03/2020 9:05:35 PM","599.20","22.10","25.00","21.00","21.63"
"23/03/2020 9:00:35 PM","604.40","22.11","25.00","21.00","21.65"
"23/03/2020 8:55:35 PM","607.00","22.13","25.00","21.00","21.67"
"23/03/2020 8:50:35 PM","608.20","22.14","25.00","21.00","21.70"
"23/03/2020 8:45:35 PM","606.80","22.16","25.00","21.00","21.72"
"23/03/2020 8:40:35 PM","603.00","22.17","25.00","21.00","21.74"
"23/03/2020 8:35:35 PM","614.20","22.18","25.00","21.00","21.76"
"23/03/2020 8:30:35 PM","606.20","22.20","25.00","21.00","21.78"
"23/03/2020 8:25:35 PM","601.20","22.21","25.00","21.00","21.81"
"23/03/2020 8:20:35 PM","608.20","22.22","25.00","21.00","21.83"
"23/03/2020 8:15:35 PM","607.40","22.23","25.00","21.00","21.85"
"23/03/2020 8:10:35 PM","603.00","22.25","25.00","21.00","21.87"
"23/03/2020 8:05:35 PM","601.80","22.25","25.00","21.00","21.90"
"23/03/2020 8:00:35 PM","610.00","22.27","25.00","21.00","21.92"
"23/03/2020 7:55:35 PM","608.00","22.27","25.00","21.00","21.94"
"23/03/2020 7:50:35 PM","610.00","22.28","25.00","21.00","21.96"
"23/03/2020 7:45:35 PM","605.00","22.28","25.00","21.00","21.99"
"23/03/2020 7:40:35 PM","600.80","22.29","25.00","21.00","22.01"
"23/03/2020 7:35:35 PM","603.80","22.29","25.00","21.00","22.03"
"23/03/2020 7:30:35 PM","606.60","22.29","25.00","21.00","22.05"
"23/03/2020 7:25:35 PM","607.60","22.29","25.00","21.00","22.07"
"23/03/2020 7:20:35 PM","607.20","22.29","25.00","21.00","22.09"
"23/03/2020 7:15:35 PM","607.80","22.29","25.00","21.00","22.11"
"23/03/2020 7:10:35 PM","608.40","22.28","25.00","21.00","22.12"
"23/03/2020 7:05:35 PM","613.80","22.28","25.00","21.00","22.14"
"23/03/2020 7:00:35 PM","612.60","22.28","25.00","21.00","22.15"
"23/03/2020 6:55:35 PM","614.00","22.29","25.00","21.00","22.16"
"23/03/2020 6:50:35 PM","606.60","22.34","25.00","21.00","22.18"
"23/03/2020 6:45:35 PM","605.20","22.43","24.00","21.00","22.20"
"23/03/2020 6:40:35 PM","614.80","22.43","24.00","21.00","22.21"
"23/03/2020 6:35:35 PM","616.20","22.44","24.00","21.00","22.22"
"23/03/2020 6:30:35 PM","616.00","22.44","24.00","21.00","22.23"
"23/03/2020 6:25:35 PM","615.60","22.40","24.00","21.00","22.23"
"23/03/2020 6:20:35 PM","625.20","22.41","24.00","21.00","22.24"
"23/03/2020 6:15:35 PM","618.80","22.45","24.00","21.00","22.24"
"23/03/2020 6:10:35 PM","626.20","22.51","24.00","21.00","22.24"
"23/03/2020 6:05:35 PM","620.80","22.35","24.00","21.00","22.24"
"23/03/2020 6:00:35 PM","623.40","22.43","24.00","21.00","22.25"
"23/03/2020 5:55:35 PM","626.20","22.46","24.00","21.00","22.26"
"23/03/2020 5:50:35 PM","618.80","22.45","24.00","21.00","22.26"
"23/03/2020 5:45:35 PM","621.20","22.45","24.00","21.00","22.26"
"23/03/2020 5:40:35 PM","614.40","22.43","24.00","21.00","22.27"
"23/03/2020 5:35:35 PM","630.00","22.43","24.00","21.00","22.27"
"23/03/2020 5:30:35 PM","619.80","22.40","24.00","21.00","22.28"
"23/03/2020 5:25:35 PM","620.60","22.37","24.00","21.00","22.29"
"23/03/2020 5:20:35 PM","623.60","22.36","24.00","21.00","22.30"
"23/03/2020 5:15:35 PM","627.40","22.36","24.00","21.00","22.32"
"23/03/2020 5:10:35 PM","637.40","22.54","24.00","21.00","22.33"
"23/03/2020 5:05:35 PM","626.20","22.65","24.00","21.00","22.34"
"23/03/2020 5:00:35 PM","639.20","22.76","24.00","21.00","22.33"
"23/03/2020 4:55:35 PM","633.20","22.72","24.00","21.00","22.33"
"23/03/2020 4:50:35 PM","627.40","22.65","24.00","21.00","22.33"
"23/03/2020 4:45:35 PM","625.40","22.67","24.00","21.00","22.33"
"23/03/2020 4:40:35 PM","630.80","22.70","24.00","21.00","22.33"
"23/03/2020 4:35:35 PM","631.40","22.74","24.00","21.00","22.33"
"23/03/2020 4:30:35 PM","629.20","22.77","24.00","21.00","22.32"
"23/03/2020 4:25:35 PM","635.60","22.71","24.00","21.00","22.31"
"23/03/2020 4:20:35 PM","635.00","22.70","24.00","21.00","22.31"
"23/03/2020 4:15:35 PM","633.00","22.70","24.00","21.00","22.30"
"23/03/2020 4:10:35 PM","628.40","22.72","24.00","21.00","22.30"
"23/03/2020 4:05:35 PM","635.40","22.73","24.00","21.00","22.29"
"23/03/2020 4:00:35 PM","632.60","22.74","24.00","21.00","22.28"
"23/03/2020 3:55:35 PM","634.00","22.80","24.00","21.00","22.27"
"23/03/2020 3:50:35 PM","637.80","22.75","24.00","21.00","22.26"
"23/03/2020 3:45:35 PM","633.80","22.75","24.00","21.00","22.24"
"23/03/2020 3:40:35 PM","628.20","22.69","24.00","21.00","22.23"
"23/03/2020 3:35:35 PM","628.80","22.64","24.00","21.00","22.21"
"23/03/2020 3:30:35 PM","631.40","22.55","24.00","21.00","22.20"
"23/03/2020 3:25:35 PM","631.40","22.44","24.00","21.00","22.20"
"23/03/2020 3:20:35 PM","625.00","22.45","24.00","21.00","22.21"
"23/03/2020 3:15:35 PM","628.20","22.54","24.00","21.00","22.22"
"23/03/2020 3:10:35 PM","632.40","22.69","24.00","21.00","22.22"
"23/03/2020 3:05:35 PM","637.60","22.82","24.00","21.00","22.21"
"23/03/2020 3:00:35 PM","635.80","22.79","24.00","21.00","22.19"
"23/03/2020 2:55:35 PM","636.20","22.80","24.00","21.00","22.18"
"23/03/2020 2:50:35 PM","639.00","22.77","24.00","21.00","22.17"
"23/03/2020 2:45:35 PM","643.00","22.79","24.00","21.00","22.15"
"23/03/2020 2:40:35 PM","642.20","22.76","24.00","21.00","22.14"
"23/03/2020 2:35:35 PM","634.80","22.74","24.00","21.00","22.12"
"23/03/2020 2:30:35 PM","641.60","22.72","24.00","21.00","22.11"
"23/03/2020 2:25:35 PM","640.00","22.70","24.00","21.00","22.09"
"23/03/2020 2:20:35 PM","634.20","22.70","24.00","21.00","22.07"
"23/03/2020 2:15:35 PM","634.00","22.66","24.00","21.00","22.06"
"23/03/2020 2:10:35 PM","639.20","22.65","24.00","21.00","22.04"
"23/03/2020 2:05:35 PM","633.80","22.68","24.00","21.00","22.03"
"23/03/2020 2:00:35 PM","631.80","22.65","24.00","21.00","22.01"
"23/03/2020 1:55:35 PM","635.20","22.66","24.00","21.00","21.99"
"23/03/2020 1:50:35 PM","635.80","22.63","24.00","21.00","21.97"
"23/03/2020 1:45:35 PM","640.40","22.63","24.00","21.00","21.95"
"23/03/2020 1:40:35 PM","635.40","22.60","24.00","21.00","21.92"
"23/03/2020 1:35:35 PM","635.40","22.59","24.00","21.00","21.90"
"23/03/2020 1:30:35 PM","636.60","22.57","24.00","21.00","21.88"
"23/03/2020 1:25:35 PM","631.60","22.53","24.00","21.00","21.85"
"23/03/2020 1:20:35 PM","634.00","22.53","24.00","21.00","21.82"
"23/03/2020 1:15:35 PM","624.00","22.48","24.00","21.00","21.79"
"23/03/2020 1:10:35 PM","632.00","22.47","24.00","21.00","21.75"
"23/03/2020 1:05:35 PM","634.40","22.41","24.00","21.00","21.72"
"23/03/2020 1:00:35 PM","632.00","22.38","24.00","21.00","21.69"
"23/03/2020 12:55:35 PM","628.80","22.35","24.00","21.00","21.67"
"23/03/2020 12:50:35 PM","631.00","22.28","24.00","21.00","21.62"
"23/03/2020 12:45:35 PM","625.80","22.25","24.00","21.00","21.58"
"23/03/2020 12:40:35 PM","621.80","22.16","24.00","21.00","21.54"
"23/03/2020 12:35:35 PM","634.60","22.12","24.00","21.00","21.49"
"23/03/2020 12:30:35 PM","629.80","22.04","24.00","21.00","21.45"
"23/03/2020 12:25:35 PM","627.80","21.96","24.00","21.00","21.40"
"23/03/2020 12:20:35 PM","620.60","21.90","24.00","21.00","21.36"
"23/03/2020 12:15:35 PM","634.40","21.80","24.00","21.00","21.32"
"23/03/2020 12:10:35 PM","621.00","21.79","24.00","21.00","21.29"
"23/03/2020 12:05:35 PM","625.60","21.73","24.00","21.00","21.26"
"23/03/2020 12:00:35 PM","625.40","21.69","24.00","21.00","21.24"
"23/03/2020 11:55:35 AM","641.00","21.67","24.00","21.00","21.21"
"23/03/2020 11:50:35 AM","640.00","21.64","24.00","21.00","21.19"
"23/03/2020 11:45:35 AM","633.00","21.64","24.00","21.00","21.17"
"23/03/2020 11:40:35 AM","639.60","21.58","24.00","21.00","21.15"
"23/03/2020 11:35:35 AM","639.20","21.56","24.00","21.00","21.12"
"23/03/2020 11:30:35 AM","641.00","21.52","24.00","21.00","21.10"
"23/03/2020 11:25:35 AM","642.00","21.48","24.00","21.00","21.07"
"23/03/2020 11:20:35 AM","643.20","21.44","24.00","21.00","21.04"
"23/03/2020 11:15:35 AM","643.60","21.38","24.00","21.00","21.03"
"23/03/2020 11:10:35 AM","646.00","21.36","24.00","21.00","21.00"
"23/03/2020 11:05:35 AM","642.40","21.28","24.00","21.00","20.97"
"23/03/2020 11:00:35 AM","640.60","21.24","24.00","21.00","20.95"
"23/03/2020 10:55:35 AM","637.80","21.21","24.00","21.00","20.93"
"23/03/2020 10:50:35 AM","643.20","21.18","24.00","21.00","20.92"
"23/03/2020 10:45:35 AM","640.80","21.18","24.00","21.00","20.90"
"23/03/2020 10:40:35 AM","642.60","21.15","24.00","21.00","20.89"
"23/03/2020 10:35:35 AM","650.40","21.15","24.00","21.00","20.87"
"23/03/2020 10:30:35 AM","645.60","21.12","24.00","21.00","20.87"
"23/03/2020 10:25:35 AM","642.00","21.12","24.00","21.00","20.85"
"23/03/2020 10:20:35 AM","641.20","21.14","24.00","21.00","20.85"
"23/03/2020 10:15:35 AM","638.00","21.12","24.00","21.00","20.84"
