"Timestamp","VM Carpark Lighting Hour Meter Trend Log","VM Carpark Power Hour Meter Trend Log","VM Mechanical Hour Meter Trend Log","VM Tenant Lighting Hour Meter Trend Log","VM Tenant Power Hour Meter Trend Log","VM Lifts Hour Meter Trend Log"," (Offline)"," (Offline)"," (Offline)"," (Offline)"," (Offline)"," (Offline)"," (Offline)"
"19/12/2019 12:00:00 AM","0.00","0.00","66.75","57.25","102.38","1.84","","","","","","",""
"18/12/2019 11:00:00 PM","0.00","0.00","71.00","67.63","105.88","2.14","","","","","","",""
"18/12/2019 10:00:00 PM","0.00","0.00","77.50","65.75","105.00","2.69","","","","","","",""
"18/12/2019 9:00:00 PM","0.00","0.00","97.50","69.38","107.88","2.73","","","","","","",""
"18/12/2019 8:00:00 PM","0.00","0.00","100.50","84.63","110.13","3.59","","","","","","",""
"18/12/2019 7:00:00 PM","0.00","0.00","125.25","90.50","106.00","4.17","","","","","","",""
"18/12/2019 6:00:00 PM","0.00","0.00","123.75","96.75","107.13","5.39","","","","","","",""
"18/12/2019 5:00:00 PM","0.00","0.00","136.25","101.25","110.25","5.42","","","","","","",""
"18/12/2019 4:00:00 PM","0.00","0.00","135.00","102.13","113.63","5.20","","","","","","",""
"18/12/2019 3:00:00 PM","0.00","0.00","128.50","100.75","112.25","5.25","","","","","","",""
"18/12/2019 2:00:00 PM","0.00","0.00","117.00","97.88","109.75","5.29","","","","","","",""
"18/12/2019 1:00:00 PM","0.00","0.00","111.25","97.50","107.75","5.41","","","","","","",""
"18/12/2019 12:00:00 PM","0.00","0.00","105.75","95.75","102.00","4.54","","","","","","",""
"18/12/2019 11:00:00 AM","0.00","0.00","94.25","90.88","100.00","5.98","","","","","","",""
"18/12/2019 10:00:00 AM","0.00","0.00","78.75","76.00","101.13","5.85","","","","","","",""
"18/12/2019 9:00:00 AM","0.00","0.00","76.25","66.00","102.88","3.88","","","","","","",""
"18/12/2019 8:00:00 AM","0.00","0.00","65.50","52.88","101.00","2.28","","","","","","",""
"18/12/2019 7:00:00 AM","0.00","0.00","52.25","52.13","96.50","2.05","","","","","","",""
"18/12/2019 6:00:00 AM","0.00","0.00","43.50","37.63","100.25","1.86","","","","","","",""
"18/12/2019 5:00:00 AM","0.00","0.00","29.50","14.13","97.13","1.59","","","","","","",""
"18/12/2019 4:00:00 AM","0.00","0.00","34.25","13.63","97.75","1.57","","","","","","",""
"18/12/2019 3:00:00 AM","0.00","0.00","37.75","14.00","100.00","1.59","","","","","","",""
"18/12/2019 2:00:00 AM","0.00","0.00","45.00","29.50","99.75","1.73","","","","","","",""
"18/12/2019 1:00:00 AM","0.00","0.00","48.50","48.00","100.13","2.16","","","","","","",""
"18/12/2019 12:00:00 AM","0.00","0.00","54.00","54.25","100.63","2.00","","","","","","",""
"17/12/2019 11:00:00 PM","0.00","0.00","65.25","64.75","102.75","2.23","","","","","","",""
"17/12/2019 10:00:00 PM","0.00","0.00","71.50","65.63","104.63","2.75","","","","","","",""
"17/12/2019 9:00:00 PM","0.00","0.00","82.75","71.00","111.25","3.04","","","","","","",""
"17/12/2019 8:00:00 PM","0.00","0.00","94.75","89.25","117.38","3.95","","","","","","",""
"17/12/2019 7:00:00 PM","0.00","0.00","114.00","98.00","115.13","5.91","","","","","","",""
"17/12/2019 6:00:00 PM","0.00","0.00","111.00","102.50","113.38","6.15","","","","","","",""
"17/12/2019 5:00:00 PM","0.00","0.00","110.50","102.75","114.88","5.28","","","","","","",""
"17/12/2019 4:00:00 PM","0.00","0.00","106.00","102.25","118.63","5.29","","","","","","",""
"17/12/2019 3:00:00 PM","0.00","0.00","104.00","100.50","116.88","6.75","","","","","","",""
"17/12/2019 2:00:00 PM","0.00","0.00","106.50","97.38","118.25","5.79","","","","","","",""
"17/12/2019 1:00:00 PM","0.00","0.00","99.75","95.50","114.00","5.09","","","","","","",""
"17/12/2019 12:00:00 PM","0.00","0.00","87.25","91.38","110.25","5.64","","","","","","",""
"17/12/2019 11:00:00 AM","0.00","0.00","80.25","86.50","104.25","6.45","","","","","","",""
"17/12/2019 10:00:00 AM","0.00","0.00","72.00","76.88","102.38","5.85","","","","","","",""
"17/12/2019 9:00:00 AM","0.00","0.00","63.75","64.25","103.38","3.69","","","","","","",""
"17/12/2019 8:00:00 AM","0.00","0.00","67.75","52.13","101.25","2.34","","","","","","",""
"17/12/2019 7:00:00 AM","0.00","0.00","48.50","53.00","97.50","2.02","","","","","","",""
"17/12/2019 6:00:00 AM","0.00","0.00","44.75","44.13","100.00","2.10","","","","","","",""
"17/12/2019 5:00:00 AM","0.00","0.00","29.25","14.38","97.63","1.59","","","","","","",""
"17/12/2019 4:00:00 AM","0.00","0.00","31.25","14.13","98.50","1.59","","","","","","",""
"17/12/2019 3:00:00 AM","0.00","0.00","34.50","14.13","100.25","1.58","","","","","","",""
"17/12/2019 2:00:00 AM","0.00","0.00","44.50","28.38","99.88","1.72","","","","","","",""
"17/12/2019 1:00:00 AM","0.00","0.00","51.25","53.00","100.63","1.87","","","","","","",""
"17/12/2019 12:00:00 AM","0.00","0.00","54.00","53.25","102.63","1.98","","","","","","",""
"16/12/2019 11:00:00 PM","0.00","0.00","62.75","66.63","106.50","2.59","","","","","","",""
"16/12/2019 10:00:00 PM","0.00","0.00","70.00","66.88","107.25","2.97","","","","","","",""
"16/12/2019 9:00:00 PM","0.00","0.00","80.25","69.50","110.50","3.01","","","","","","",""
"16/12/2019 8:00:00 PM","0.00","0.00","89.75","89.50","114.88","4.09","","","","","","",""
"16/12/2019 7:00:00 PM","0.00","0.00","103.75","95.00","110.63","5.14","","","","","","",""
"16/12/2019 6:00:00 PM","0.00","0.00","104.00","100.25","110.13","5.56","","","","","","",""
"16/12/2019 5:00:00 PM","0.00","0.00","113.25","106.50","111.75","5.36","","","","","","",""
"16/12/2019 4:00:00 PM","0.00","0.00","108.50","106.75","113.63","5.54","","","","","","",""
"16/12/2019 3:00:00 PM","0.00","0.00","106.00","104.63","112.88","5.73","","","","","","",""
"16/12/2019 2:00:00 PM","0.00","0.00","101.25","101.13","112.88","5.33","","","","","","",""
"16/12/2019 1:00:00 PM","0.00","0.00","93.00","97.50","108.38","4.87","","","","","","",""
"16/12/2019 12:00:00 PM","0.00","0.00","91.50","98.38","107.13","4.88","","","","","","",""
"16/12/2019 11:00:00 AM","0.00","0.00","86.25","90.25","106.00","6.41","","","","","","",""
"16/12/2019 10:00:00 AM","0.00","0.00","78.75","79.25","106.75","6.74","","","","","","",""
"16/12/2019 9:00:00 AM","0.00","0.00","83.25","69.75","105.38","3.72","","","","","","",""
"16/12/2019 8:00:00 AM","0.00","0.00","73.00","57.75","102.25","2.11","","","","","","",""
"16/12/2019 7:00:00 AM","0.00","0.00","51.50","53.25","97.00","1.96","","","","","","",""
"16/12/2019 6:00:00 AM","0.00","0.00","44.50","41.75","99.75","2.09","","","","","","",""
"16/12/2019 5:00:00 AM","0.00","0.00","27.75","14.00","98.13","1.62","","","","","","",""
"16/12/2019 4:00:00 AM","0.00","0.00","27.50","13.13","98.75","1.56","","","","","","",""
"16/12/2019 3:00:00 AM","0.00","0.00","28.50","12.88","100.50","1.58","","","","","","",""
"16/12/2019 2:00:00 AM","0.00","0.00","29.25","13.63","100.00","1.55","","","","","","",""
"16/12/2019 1:00:00 AM","0.00","0.00","30.75","28.88","100.13","1.69","","","","","","",""
"16/12/2019 12:00:00 AM","0.00","0.00","34.25","29.00","99.88","1.59","","","","","","",""
"15/12/2019 11:00:00 PM","0.00","0.00","37.00","30.13","100.50","1.69","","","","","","",""
"15/12/2019 10:00:00 PM","0.00","0.00","39.00","30.25","99.50","1.88","","","","","","",""
"15/12/2019 9:00:00 PM","0.00","0.00","40.25","28.25","100.25","1.70","","","","","","",""
"15/12/2019 8:00:00 PM","0.00","0.00","45.75","29.63","100.38","1.76","","","","","","",""
"15/12/2019 7:00:00 PM","0.00","0.00","50.75","53.50","93.25","2.05","","","","","","",""
"15/12/2019 6:00:00 PM","0.00","0.00","50.25","58.63","91.00","2.62","","","","","","",""
"15/12/2019 5:00:00 PM","0.00","0.00","49.25","54.88","90.50","2.49","","","","","","",""
"15/12/2019 4:00:00 PM","0.00","0.00","49.00","60.75","91.00","2.70","","","","","","",""
"15/12/2019 3:00:00 PM","0.00","0.00","48.75","61.25","91.13","2.67","","","","","","",""
"15/12/2019 2:00:00 PM","0.00","0.00","49.00","58.88","91.75","2.41","","","","","","",""
"15/12/2019 1:00:00 PM","0.00","0.00","46.75","56.88","91.25","2.24","","","","","","",""
"15/12/2019 12:00:00 PM","0.00","0.00","45.75","55.75","89.88","2.48","","","","","","",""
"15/12/2019 11:00:00 AM","0.00","0.00","41.75","48.63","90.25","2.29","","","","","","",""
"15/12/2019 10:00:00 AM","0.00","0.00","35.75","33.38","96.88","1.91","","","","","","",""
"15/12/2019 9:00:00 AM","0.00","0.00","33.50","27.25","102.25","1.72","","","","","","",""
"15/12/2019 8:00:00 AM","0.00","0.00","28.75","14.13","100.13","1.64","","","","","","",""
"15/12/2019 7:00:00 AM","0.00","0.00","27.25","12.88","96.00","1.57","","","","","","",""
"15/12/2019 6:00:00 AM","0.00","0.00","26.75","12.75","100.13","1.57","","","","","","",""
"15/12/2019 5:00:00 AM","0.00","0.00","30.75","11.88","98.75","1.55","","","","","","",""
"15/12/2019 4:00:00 AM","0.00","0.00","30.25","15.00","99.75","1.59","","","","","","",""
"15/12/2019 3:00:00 AM","0.00","0.00","27.75","14.88","101.88","1.63","","","","","","",""
"15/12/2019 2:00:00 AM","0.00","0.00","32.25","12.88","100.75","1.59","","","","","","",""
"15/12/2019 1:00:00 AM","0.00","0.00","34.50","27.50","100.88","1.56","","","","","","",""
"15/12/2019 12:00:00 AM","0.00","0.00","33.00","30.63","100.25","1.70","","","","","","",""
"14/12/2019 11:00:00 PM","0.00","0.00","32.25","28.63","101.63","1.74","","","","","","",""
"14/12/2019 10:00:00 PM","0.00","0.00","34.50","28.50","99.38","1.64","","","","","","",""
"14/12/2019 9:00:00 PM","0.00","0.00","38.75","27.13","100.00","1.65","","","","","","",""
"14/12/2019 8:00:00 PM","0.00","0.00","41.00","37.50","103.63","1.80","","","","","","",""
"14/12/2019 7:00:00 PM","0.00","0.00","46.25","51.50","95.75","2.02","","","","","","",""
"14/12/2019 6:00:00 PM","0.00","0.00","48.75","59.63","92.75","2.87","","","","","","",""
"14/12/2019 5:00:00 PM","0.00","0.00","47.50","60.88","93.25","2.63","","","","","","",""
"14/12/2019 4:00:00 PM","0.00","0.00","48.75","64.75","91.88","2.44","","","","","","",""
"14/12/2019 3:00:00 PM","0.00","0.00","48.75","64.88","95.50","3.00","","","","","","",""
"14/12/2019 2:00:00 PM","0.00","0.00","46.50","64.75","97.25","2.51","","","","","","",""
"14/12/2019 1:00:00 PM","0.00","0.00","47.75","62.50","98.88","2.25","","","","","","",""
"14/12/2019 12:00:00 PM","0.00","0.00","46.25","60.75","98.75","2.55","","","","","","",""
"14/12/2019 11:00:00 AM","0.00","0.00","42.75","57.25","98.38","2.36","","","","","","",""
"14/12/2019 10:00:00 AM","0.00","0.00","36.00","43.38","102.50","2.00","","","","","","",""
"14/12/2019 9:00:00 AM","0.00","0.00","31.50","21.75","101.38","1.57","","","","","","",""
"14/12/2019 8:00:00 AM","0.00","0.00","30.75","13.38","100.13","1.58","","","","","","",""
"14/12/2019 7:00:00 AM","0.00","0.00","29.25","14.63","96.38","1.64","","","","","","",""
"14/12/2019 6:00:00 AM","0.00","0.00","27.00","12.38","98.38","1.55","","","","","","",""
"14/12/2019 5:00:00 AM","0.00","0.00","26.50","12.50","99.25","1.56","","","","","","",""
"14/12/2019 4:00:00 AM","0.00","0.00","29.00","13.13","99.88","1.56","","","","","","",""
"14/12/2019 3:00:00 AM","0.00","0.00","32.50","13.50","101.00","1.56","","","","","","",""
"14/12/2019 2:00:00 AM","0.00","0.00","40.25","35.13","102.13","1.79","","","","","","",""
"14/12/2019 1:00:00 AM","0.00","0.00","47.25","48.38","103.88","1.88","","","","","","",""
"14/12/2019 12:00:00 AM","0.00","0.00","59.25","54.38","104.25","2.27","","","","","","",""
"13/12/2019 11:00:00 PM","0.00","0.00","68.50","66.13","106.50","2.43","","","","","","",""
"13/12/2019 10:00:00 PM","0.00","0.00","74.25","65.38","108.13","2.36","","","","","","",""
"13/12/2019 9:00:00 PM","0.00","0.00","80.25","66.13","113.13","3.13","","","","","","",""
"13/12/2019 8:00:00 PM","0.00","0.00","95.50","89.63","122.88","3.91","","","","","","",""
"13/12/2019 7:00:00 PM","0.00","0.00","106.75","99.88","123.88","5.55","","","","","","",""
"13/12/2019 6:00:00 PM","0.00","0.00","110.25","101.75","123.38","6.31","","","","","","",""
"13/12/2019 5:00:00 PM","0.00","0.00","112.50","106.50","126.13","6.26","","","","","","",""
"13/12/2019 4:00:00 PM","0.00","0.00","113.75","104.88","125.88","6.68","","","","","","",""
"13/12/2019 3:00:00 PM","0.00","0.00","112.50","103.25","122.38","6.70","","","","","","",""
"13/12/2019 2:00:00 PM","0.00","0.00","102.25","97.75","117.38","6.46","","","","","","",""
"13/12/2019 1:00:00 PM","0.00","0.00","91.75","93.63","106.13","5.17","","","","","","",""
"13/12/2019 12:00:00 PM","0.00","0.00","85.50","93.63","104.88","5.01","","","","","","",""
"13/12/2019 11:00:00 AM","0.00","0.00","86.00","91.88","100.63","6.46","","","","","","",""
"13/12/2019 10:00:00 AM","0.00","0.00","70.25","78.75","103.50","6.55","","","","","","",""
"13/12/2019 9:00:00 AM","0.00","0.00","69.75","62.50","103.88","4.22","","","","","","",""
"13/12/2019 8:00:00 AM","0.00","0.00","71.25","55.50","101.25","2.48","","","","","","",""
"13/12/2019 7:00:00 AM","0.00","0.00","51.25","54.25","96.75","1.96","","","","","","",""
"13/12/2019 6:00:00 AM","523,017.34","122,785.63","2,101,707.00","1,310,762.88","2,047,381.50","74,371.55","","","","","","",""
"13/12/2019 5:00:00 AM","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","",""
"13/12/2019 4:00:00 AM","0.00","0.00","26.75","16.25","99.13","1.59","","","","","","",""
"13/12/2019 3:00:00 AM","0.00","0.00","28.00","16.13","100.75","1.57","","","","","","",""
"13/12/2019 2:00:00 AM","0.00","0.00","36.25","29.88","100.63","1.62","","","","","","",""
"13/12/2019 1:00:00 AM","0.00","0.00","48.00","49.38","103.88","1.93","","","","","","",""
"13/12/2019 12:00:00 AM","0.00","0.00","65.00","64.38","105.88","2.16","","","","","","",""
"12/12/2019 11:00:00 PM","0.00","0.00","72.50","78.38","109.00","2.68","","","","","","",""
"12/12/2019 10:00:00 PM","0.00","0.00","79.25","79.38","110.00","2.77","","","","","","",""
"12/12/2019 9:00:00 PM","0.00","0.00","87.50","81.13","114.13","3.84","","","","","","",""
"12/12/2019 8:00:00 PM","0.00","0.00","99.00","99.25","116.63","4.38","","","","","","",""
"12/12/2019 7:00:00 PM","0.00","0.00","110.50","102.50","111.50","5.77","","","","","","",""
"12/12/2019 6:00:00 PM","0.00","0.00","111.00","106.88","111.13","6.38","","","","","","",""
"12/12/2019 5:00:00 PM","0.00","0.00","111.00","104.75","113.13","5.66","","","","","","",""
"12/12/2019 4:00:00 PM","0.00","0.00","111.25","106.13","116.63","5.84","","","","","","",""
"12/12/2019 3:00:00 PM","0.00","0.00","115.25","105.50","117.50","6.50","","","","","","",""
"12/12/2019 2:00:00 PM","0.00","0.00","107.25","98.63","116.00","6.88","","","","","","",""
"12/12/2019 1:00:00 PM","0.00","0.00","103.75","97.75","117.00","5.02","","","","","","",""
"12/12/2019 12:00:00 PM","0.00","0.00","101.75","95.75","113.00","5.07","","","","","","",""
"12/12/2019 11:00:00 AM","0.00","0.00","94.50","92.63","109.63","6.64","","","","","","",""
"12/12/2019 10:00:00 AM","0.00","0.00","80.75","80.38","105.63","6.75","","","","","","",""
"12/12/2019 9:00:00 AM","0.00","0.00","76.25","66.63","105.88","4.01","","","","","","",""
"12/12/2019 8:00:00 AM","0.00","0.00","69.50","52.63","103.50","2.22","","","","","","",""
"12/12/2019 7:00:00 AM","0.00","0.00","49.50","49.75","95.88","2.02","","","","","","",""
"12/12/2019 6:00:00 AM","0.00","0.00","43.25","40.50","101.38","1.89","","","","","","",""
"12/12/2019 5:00:00 AM","0.00","0.00","28.00","15.50","98.63","1.63","","","","","","",""
"12/12/2019 4:00:00 AM","0.00","0.00","29.75","15.25","99.50","1.61","","","","","","",""
"12/12/2019 3:00:00 AM","0.00","0.00","32.50","15.13","101.00","1.57","","","","","","",""
"12/12/2019 2:00:00 AM","0.00","0.00","42.75","26.00","100.63","1.64","","","","","","",""
"12/12/2019 1:00:00 AM","0.00","0.00","59.75","53.13","102.25","2.00","","","","","","",""
"12/12/2019 12:00:00 AM","0.00","0.00","70.50","58.13","102.25","1.88","","","","","","",""
"11/12/2019 11:00:00 PM","0.00","0.00","80.25","71.25","105.25","2.52","","","","","","",""
"11/12/2019 10:00:00 PM","0.00","0.00","89.50","76.38","106.63","2.70","","","","","","",""
"11/12/2019 9:00:00 PM","0.00","0.00","91.00","80.50","111.38","3.34","","","","","","",""
"11/12/2019 8:00:00 PM","0.00","0.00","95.00","95.88","119.38","4.34","","","","","","",""
"11/12/2019 7:00:00 PM","0.00","0.00","115.25","101.50","121.75","4.88","","","","","","",""
"11/12/2019 6:00:00 PM","0.00","0.00","120.25","106.00","124.75","5.88","","","","","","",""
"11/12/2019 5:00:00 PM","0.00","0.00","123.00","112.88","128.13","6.20","","","","","","",""
"11/12/2019 4:00:00 PM","0.00","0.00","123.50","113.13","128.63","5.73","","","","","","",""
"11/12/2019 3:00:00 PM","0.00","0.00","121.50","112.00","121.75","6.98","","","","","","",""
"11/12/2019 2:00:00 PM","0.00","0.00","113.25","105.63","117.38","6.50","","","","","","",""
"11/12/2019 1:00:00 PM","0.00","0.00","109.25","103.13","113.75","5.88","","","","","","",""
"11/12/2019 12:00:00 PM","0.00","0.00","110.25","104.38","114.88","5.38","","","","","","",""
"11/12/2019 11:00:00 AM","0.00","0.00","93.00","97.00","109.50","7.18","","","","","","",""
"11/12/2019 10:00:00 AM","0.00","0.00","79.75","80.50","107.75","7.40","","","","","","",""
"11/12/2019 9:00:00 AM","0.00","0.00","75.25","66.63","105.63","4.57","","","","","","",""
"11/12/2019 8:00:00 AM","0.00","0.00","66.75","54.13","103.25","2.20","","","","","","",""
"11/12/2019 7:00:00 AM","0.00","0.00","53.25","52.38","97.38","1.94","","","","","","",""
"11/12/2019 6:00:00 AM","0.00","0.00","43.75","40.63","101.38","1.88","","","","","","",""
"11/12/2019 5:00:00 AM","0.00","0.00","29.00","16.63","99.50","1.61","","","","","","",""
"11/12/2019 4:00:00 AM","0.00","0.00","31.00","15.38","100.50","1.61","","","","","","",""
"11/12/2019 3:00:00 AM","0.00","0.00","32.00","15.25","102.25","1.56","","","","","","",""
"11/12/2019 2:00:00 AM","0.00","0.00","42.00","29.63","102.50","1.78","","","","","","",""
"11/12/2019 1:00:00 AM","0.00","0.00","54.25","55.25","102.88","2.01","","","","","","",""
"11/12/2019 12:00:00 AM","0.00","0.00","60.25","61.88","103.75","2.27","","","","","","",""
"10/12/2019 11:00:00 PM","0.00","0.00","71.50","72.13","107.25","2.42","","","","","","",""
"10/12/2019 10:00:00 PM","0.00","0.00","81.25","75.88","109.75","3.13","","","","","","",""
"10/12/2019 9:00:00 PM","0.00","0.00","89.00","79.63","112.38","3.38","","","","","","",""
"10/12/2019 8:00:00 PM","0.00","0.00","96.00","89.75","115.00","4.12","","","","","","",""
"10/12/2019 7:00:00 PM","0.00","0.00","114.25","99.00","113.75","5.06","","","","","","",""
"10/12/2019 6:00:00 PM","0.00","0.00","109.25","102.25","114.13","5.98","","","","","","",""
"10/12/2019 5:00:00 PM","0.00","0.00","109.75","106.50","125.00","5.82","","","","","","",""
"10/12/2019 4:00:00 PM","0.00","0.00","104.50","104.00","124.88","5.65","","","","","","",""
"10/12/2019 3:00:00 PM","0.00","0.00","143.50","102.13","121.13","5.89","","","","","","",""
"10/12/2019 2:00:00 PM","0.00","0.00","109.00","103.75","126.38","6.34","","","","","","",""
"10/12/2019 1:00:00 PM","0.00","0.00","113.25","103.88","121.13","4.79","","","","","","",""
"10/12/2019 12:00:00 PM","0.00","0.00","106.75","102.25","111.50","5.71","","","","","","",""
"10/12/2019 11:00:00 AM","0.00","0.00","89.75","93.00","107.25","7.30","","","","","","",""
"10/12/2019 10:00:00 AM","0.00","0.00","70.50","81.75","104.13","7.00","","","","","","",""
"10/12/2019 9:00:00 AM","0.00","0.00","70.75","68.25","103.13","4.02","","","","","","",""
"10/12/2019 8:00:00 AM","0.00","0.00","65.75","51.25","102.00","2.44","","","","","","",""
"10/12/2019 7:00:00 AM","0.00","0.00","55.50","52.38","97.13","1.93","","","","","","",""
"10/12/2019 6:00:00 AM","0.00","0.00","44.75","43.50","99.63","1.86","","","","","","",""
"10/12/2019 5:00:00 AM","0.00","0.00","29.00","15.13","98.25","1.63","","","","","","",""
"10/12/2019 4:00:00 AM","0.00","0.00","33.25","15.13","98.88","1.57","","","","","","",""
"10/12/2019 3:00:00 AM","0.00","0.00","39.50","17.00","101.00","1.60","","","","","","",""
"10/12/2019 2:00:00 AM","0.00","0.00","51.50","34.25","101.00","1.70","","","","","","",""
"10/12/2019 1:00:00 AM","0.00","0.00","59.00","55.13","104.63","2.04","","","","","","",""
"10/12/2019 12:00:00 AM","0.00","0.00","69.00","61.25","111.88","1.98","","","","","","",""
"9/12/2019 11:00:00 PM","0.00","0.00","81.25","71.75","111.63","2.47","","","","","","",""
"9/12/2019 10:00:00 PM","0.00","0.00","91.50","77.75","110.88","3.08","","","","","","",""
"9/12/2019 9:00:00 PM","0.00","0.00","107.25","87.50","109.75","3.32","","","","","","",""
"9/12/2019 8:00:00 PM","0.00","0.00","111.50","98.63","115.25","4.13","","","","","","",""
"9/12/2019 7:00:00 PM","0.00","0.00","131.75","101.38","113.50","4.94","","","","","","",""
"9/12/2019 6:00:00 PM","0.00","0.00","133.25","107.88","117.25","5.59","","","","","","",""
"9/12/2019 5:00:00 PM","0.00","0.00","137.75","109.63","118.25","5.59","","","","","","",""
"9/12/2019 4:00:00 PM","0.00","0.00","130.25","107.63","121.00","5.78","","","","","","",""
"9/12/2019 3:00:00 PM","0.00","0.00","121.00","105.00","121.63","6.22","","","","","","",""
"9/12/2019 2:00:00 PM","0.00","0.00","113.75","104.88","120.00","6.50","","","","","","",""
"9/12/2019 1:00:00 PM","0.00","0.00","112.50","102.38","116.75","5.44","","","","","","",""
"9/12/2019 12:00:00 PM","0.00","0.00","104.75","100.13","111.63","5.67","","","","","","",""
"9/12/2019 11:00:00 AM","0.00","0.00","89.75","95.50","107.25","7.63","","","","","","",""
"9/12/2019 10:00:00 AM","0.00","0.00","79.25","83.25","106.00","7.13","","","","","","",""
"9/12/2019 9:00:00 AM","0.00","0.00","80.00","70.88","103.13","4.38","","","","","","",""
"9/12/2019 8:00:00 AM","0.00","0.00","62.25","51.75","101.75","2.37","","","","","","",""
"9/12/2019 7:00:00 AM","0.00","0.00","50.00","51.88","96.00","1.92","","","","","","",""
"9/12/2019 6:00:00 AM","0.00","0.00","42.00","41.63","100.75","1.80","","","","","","",""
"9/12/2019 5:00:00 AM","0.00","0.00","28.50","21.13","97.88","1.72","","","","","","",""
"9/12/2019 4:00:00 AM","0.00","0.00","28.50","16.38","97.25","1.63","","","","","","",""
"9/12/2019 3:00:00 AM","0.00","0.00","28.00","15.13","98.50","1.57","","","","","","",""
"9/12/2019 2:00:00 AM","0.00","0.00","29.00","15.38","98.13","1.57","","","","","","",""
"9/12/2019 1:00:00 AM","0.00","0.00","34.50","31.50","98.38","1.60","","","","","","",""
"9/12/2019 12:00:00 AM","0.00","0.00","36.75","31.50","98.38","1.60","","","","","","",""
"8/12/2019 11:00:00 PM","0.00","0.00","41.00","30.75","99.00","1.56","","","","","","",""
"8/12/2019 10:00:00 PM","0.00","0.00","47.50","34.38","98.38","1.64","","","","","","",""
"8/12/2019 9:00:00 PM","0.00","0.00","49.25","30.13","98.13","1.66","","","","","","",""
"8/12/2019 8:00:00 PM","0.00","0.00","50.75","33.25","99.00","1.90","","","","","","",""
"8/12/2019 7:00:00 PM","0.00","0.00","54.00","51.38","92.88","2.23","","","","","","",""
"8/12/2019 6:00:00 PM","0.00","0.00","54.50","58.50","88.00","2.39","","","","","","",""
"8/12/2019 5:00:00 PM","0.00","0.00","53.75","62.88","88.38","2.16","","","","","","",""
"8/12/2019 4:00:00 PM","0.00","0.00","51.00","61.63","89.00","2.95","","","","","","",""
"8/12/2019 3:00:00 PM","0.00","0.00","49.50","60.88","88.75","3.05","","","","","","",""
"8/12/2019 2:00:00 PM","0.00","0.00","48.50","66.63","88.63","2.89","","","","","","",""
"8/12/2019 1:00:00 PM","0.00","0.00","45.25","56.38","89.00","2.26","","","","","","",""
"8/12/2019 12:00:00 PM","0.00","0.00","44.50","51.25","88.63","2.13","","","","","","",""
"8/12/2019 11:00:00 AM","0.00","0.00","39.50","49.50","87.63","2.26","","","","","","",""
"8/12/2019 10:00:00 AM","0.00","0.00","34.50","32.63","94.25","1.83","","","","","","",""
"8/12/2019 9:00:00 AM","0.00","0.00","36.00","27.13","98.25","1.67","","","","","","",""
"8/12/2019 8:00:00 AM","0.00","0.00","29.00","18.38","97.88","1.62","","","","","","",""
"8/12/2019 7:00:00 AM","0.00","0.00","27.75","16.38","93.63","1.56","","","","","","",""
"8/12/2019 6:00:00 AM","0.00","0.00","26.25","15.00","96.75","1.57","","","","","","",""
"8/12/2019 5:00:00 AM","0.00","0.00","26.00","16.00","96.00","1.56","","","","","","",""
"8/12/2019 4:00:00 AM","0.00","0.00","25.50","16.00","96.63","1.57","","","","","","",""
"8/12/2019 3:00:00 AM","0.00","0.00","25.75","15.50","98.25","1.57","","","","","","",""
"8/12/2019 2:00:00 AM","0.00","0.00","27.50","15.13","98.00","1.57","","","","","","",""
"8/12/2019 1:00:00 AM","0.00","0.00","29.00","29.00","98.00","1.58","","","","","","",""
"8/12/2019 12:00:00 AM","0.00","0.00","28.75","28.88","98.63","1.78","","","","","","",""
"7/12/2019 11:00:00 PM","0.00","0.00","30.00","30.63","99.00","1.63","","","","","","",""
"7/12/2019 10:00:00 PM","0.00","0.00","36.50","29.25","97.88","1.58","","","","","","",""
"7/12/2019 9:00:00 PM","0.00","0.00","43.75","34.13","98.63","1.68","","","","","","",""
"7/12/2019 8:00:00 PM","0.00","0.00","52.75","42.25","99.50","2.45","","","","","","",""
"7/12/2019 7:00:00 PM","0.00","0.00","57.00","56.88","94.88","2.97","","","","","","",""
"7/12/2019 6:00:00 PM","0.00","0.00","57.50","61.88","92.63","2.70","","","","","","",""
"7/12/2019 5:00:00 PM","0.00","0.00","57.50","63.25","95.00","2.79","","","","","","",""
"7/12/2019 4:00:00 PM","0.00","0.00","57.75","68.25","96.25","3.00","","","","","","",""
"7/12/2019 3:00:00 PM","0.00","0.00","58.50","66.50","98.13","3.75","","","","","","",""
"7/12/2019 2:00:00 PM","0.00","0.00","58.50","69.75","101.38","3.37","","","","","","",""
"7/12/2019 1:00:00 PM","0.00","0.00","57.00","67.13","98.88","3.38","","","","","","",""
"7/12/2019 12:00:00 PM","0.00","0.00","52.75","61.25","96.88","2.56","","","","","","",""
"7/12/2019 11:00:00 AM","0.00","0.00","51.75","64.50","96.50","3.25","","","","","","",""
"7/12/2019 10:00:00 AM","0.00","0.00","35.25","43.13","96.50","3.03","","","","","","",""
"7/12/2019 9:00:00 AM","0.00","0.00","34.00","24.25","98.13","1.56","","","","","","",""
"7/12/2019 8:00:00 AM","0.00","0.00","31.50","15.50","97.13","1.56","","","","","","",""
