"Timestamp","VM Carpark Lighting Hour Meter Trend Log","VM Carpark Power Hour Meter Trend Log","VM Mechanical Hour Meter Trend Log","VM Tenant Lighting Hour Meter Trend Log","VM Tenant Power Hour Meter Trend Log","VM Lifts Hour Meter Trend Log"," (Offline)"," (Offline)"," (Offline)"," (Offline)"," (Offline)"," (Offline)"," (Offline)"
"27/07/2019 3:00:00 AM","14.06","6.50","34.75","14.88","101.38","1.58","","","","","","",""
"27/07/2019 2:00:00 AM","19.13","6.61","48.75","34.88","101.88","1.77","","","","","","",""
"27/07/2019 1:00:00 AM","26.22","6.60","56.50","53.00","106.50","2.04","","","","","","",""
"27/07/2019 12:00:00 AM","31.97","6.75","63.25","58.38","109.13","2.43","","","","","","",""
"26/07/2019 11:00:00 PM","31.44","6.99","72.00","69.50","111.13","2.43","","","","","","",""
"26/07/2019 10:00:00 PM","33.38","7.25","78.50","72.25","113.13","2.93","","","","","","",""
"26/07/2019 9:00:00 PM","33.81","7.34","82.00","75.38","115.25","3.27","","","","","","",""
"26/07/2019 8:00:00 PM","33.81","7.41","88.25","90.75","121.00","3.91","","","","","","",""
"26/07/2019 7:00:00 PM","34.47","7.84","115.00","103.38","127.13","5.35","","","","","","",""
"26/07/2019 6:00:00 PM","34.34","7.70","114.75","107.00","127.25","6.34","","","","","","",""
"26/07/2019 5:00:00 PM","34.34","7.61","119.75","103.88","117.63","5.35","","","","","","",""
"26/07/2019 4:00:00 PM","34.00","7.76","119.50","107.25","121.13","5.45","","","","","","",""
"26/07/2019 3:00:00 PM","34.22","7.68","123.50","107.50","120.63","6.03","","","","","","",""
"26/07/2019 2:00:00 PM","34.28","7.79","121.25","104.13","120.00","6.19","","","","","","",""
"26/07/2019 1:00:00 PM","34.31","7.89","111.75","98.88","110.88","5.56","","","","","","",""
"26/07/2019 12:00:00 PM","34.31","7.65","104.50","93.38","105.63","6.01","","","","","","",""
"26/07/2019 11:00:00 AM","34.59","7.45","100.75","84.38","100.38","5.92","","","","","","",""
"26/07/2019 10:00:00 AM","34.75","7.22","96.50","78.75","99.75","7.00","","","","","","",""
"26/07/2019 9:00:00 AM","34.03","6.99","99.50","69.50","102.38","4.11","","","","","","",""
"26/07/2019 8:00:00 AM","29.34","6.91","93.75","57.25","100.88","2.35","","","","","","",""
"26/07/2019 7:00:00 AM","23.94","6.88","65.00","52.13","96.75","1.91","","","","","","",""
"26/07/2019 6:00:00 AM","22.38","7.02","47.50","44.63","98.88","1.82","","","","","","",""
"26/07/2019 5:00:00 AM","23.66","6.63","34.25","18.13","98.88","1.64","","","","","","",""
"26/07/2019 4:00:00 AM","12.66","6.74","36.00","16.38","98.63","1.57","","","","","","",""
"26/07/2019 3:00:00 AM","13.81","6.70","38.75","18.13","99.50","1.58","","","","","","",""
"26/07/2019 2:00:00 AM","17.88","6.73","46.25","36.25","99.75","1.84","","","","","","",""
"26/07/2019 1:00:00 AM","31.94","6.72","50.75","45.38","100.00","1.87","","","","","","",""
"26/07/2019 12:00:00 AM","30.53","6.77","64.25","53.63","105.38","1.91","","","","","","",""
"25/07/2019 11:00:00 PM","30.38","6.82","72.75","66.63","108.50","2.36","","","","","","",""
"25/07/2019 10:00:00 PM","33.94","7.02","74.50","75.63","109.25","3.02","","","","","","",""
"25/07/2019 9:00:00 PM","34.09","7.14","80.75","84.50","110.25","3.37","","","","","","",""
"25/07/2019 8:00:00 PM","34.22","7.12","88.25","99.00","117.13","3.93","","","","","","",""
"25/07/2019 7:00:00 PM","34.22","7.37","115.00","107.13","121.75","5.63","","","","","","",""
"25/07/2019 6:00:00 PM","34.31","7.41","120.00","108.75","118.25","5.89","","","","","","",""
"25/07/2019 5:00:00 PM","34.38","7.71","120.75","112.50","122.13","6.43","","","","","","",""
"25/07/2019 4:00:00 PM","34.44","7.66","123.25","109.88","124.63","5.69","","","","","","",""
"25/07/2019 3:00:00 PM","34.25","7.51","121.50","106.75","125.50","6.23","","","","","","",""
"25/07/2019 2:00:00 PM","34.34","7.59","120.00","107.00","121.50","6.48","","","","","","",""
"25/07/2019 1:00:00 PM","34.38","7.43","117.25","105.25","115.88","4.96","","","","","","",""
"25/07/2019 12:00:00 PM","34.69","7.63","115.50","102.00","114.00","6.46","","","","","","",""
"25/07/2019 11:00:00 AM","34.63","7.30","108.75","92.63","108.00","8.07","","","","","","",""
"25/07/2019 10:00:00 AM","34.69","7.11","98.25","78.25","99.75","5.63","","","","","","",""
"25/07/2019 9:00:00 AM","34.13","6.88","95.00","69.63","101.50","3.88","","","","","","",""
"25/07/2019 8:00:00 AM","30.28","6.77","94.00","55.50","100.63","2.45","","","","","","",""
"25/07/2019 7:00:00 AM","24.22","6.80","61.25","48.63","96.63","1.96","","","","","","",""
"25/07/2019 6:00:00 AM","10.34","7.00","46.25","44.25","98.88","1.89","","","","","","",""
"25/07/2019 5:00:00 AM","25.28","6.63","28.50","14.50","98.88","1.63","","","","","","",""
"25/07/2019 4:00:00 AM","10.69","6.60","33.75","14.38","98.38","1.57","","","","","","",""
"25/07/2019 3:00:00 AM","14.66","6.61","36.75","15.75","99.25","1.65","","","","","","",""
"25/07/2019 2:00:00 AM","27.13","6.59","51.75","34.88","99.88","1.85","","","","","","",""
"25/07/2019 1:00:00 AM","26.09","6.59","61.50","55.88","102.00","2.24","","","","","","",""
"25/07/2019 12:00:00 AM","25.94","6.64","64.25","62.00","103.38","2.43","","","","","","",""
"24/07/2019 11:00:00 PM","32.25","6.70","73.25","70.25","109.00","2.65","","","","","","",""
"24/07/2019 10:00:00 PM","33.66","6.91","81.00","82.00","115.50","3.27","","","","","","",""
"24/07/2019 9:00:00 PM","33.81","6.89","90.00","89.38","118.75","3.28","","","","","","",""
"24/07/2019 8:00:00 PM","34.13","7.24","93.75","103.50","120.75","4.38","","","","","","",""
"24/07/2019 7:00:00 PM","34.38","7.42","120.25","113.13","124.25","6.17","","","","","","",""
"24/07/2019 6:00:00 PM","34.34","7.50","121.75","112.50","121.13","5.59","","","","","","",""
"24/07/2019 5:00:00 PM","34.56","7.39","124.00","112.75","118.75","6.52","","","","","","",""
"24/07/2019 4:00:00 PM","34.66","6.52","123.25","111.25","123.00","6.75","","","","","","",""
"24/07/2019 3:00:00 PM","34.28","5.82","116.50","107.38","123.13","7.16","","","","","","",""
"24/07/2019 2:00:00 PM","34.31","5.94","118.75","101.25","122.63","6.28","","","","","","",""
"24/07/2019 1:00:00 PM","34.41","5.95","119.00","99.75","118.63","5.55","","","","","","",""
"24/07/2019 12:00:00 PM","34.47","5.91","117.75","97.13","116.75","5.42","","","","","","",""
"24/07/2019 11:00:00 AM","34.78","5.91","115.50","90.00","107.88","8.39","","","","","","",""
"24/07/2019 10:00:00 AM","34.59","5.43","111.00","78.88","101.50","6.96","","","","","","",""
"24/07/2019 9:00:00 AM","34.19","5.34","106.00","69.13","103.13","4.36","","","","","","",""
"24/07/2019 8:00:00 AM","32.78","5.16","102.50","55.25","101.88","2.64","","","","","","",""
"24/07/2019 7:00:00 AM","28.38","5.18","62.25","48.75","97.38","1.98","","","","","","",""
"24/07/2019 6:00:00 AM","13.00","5.63","49.00","41.38","99.63","1.94","","","","","","",""
"24/07/2019 5:00:00 AM","25.25","5.24","35.75","16.13","99.25","1.66","","","","","","",""
"24/07/2019 4:00:00 AM","9.06","5.26","37.00","15.00","99.25","1.57","","","","","","",""
"24/07/2019 3:00:00 AM","21.56","5.30","36.50","16.63","100.88","1.67","","","","","","",""
"24/07/2019 2:00:00 AM","21.25","5.30","45.50","29.00","100.13","1.68","","","","","","",""
"24/07/2019 1:00:00 AM","31.00","5.30","53.75","47.13","101.38","1.94","","","","","","",""
"24/07/2019 12:00:00 AM","22.41","5.54","58.25","55.38","105.38","2.27","","","","","","",""
"23/07/2019 11:00:00 PM","30.88","5.45","68.50","64.25","108.63","2.49","","","","","","",""
"23/07/2019 10:00:00 PM","31.78","5.93","76.75","74.75","113.63","3.08","","","","","","",""
"23/07/2019 9:00:00 PM","31.56","5.80","77.75","83.13","116.13","3.24","","","","","","",""
"23/07/2019 8:00:00 PM","34.19","5.59","88.00","100.63","120.88","4.26","","","","","","",""
"23/07/2019 7:00:00 PM","34.38","5.61","110.25","103.88","125.13","5.33","","","","","","",""
"23/07/2019 6:00:00 PM","34.56","5.68","112.00","109.88","124.25","5.66","","","","","","",""
"23/07/2019 5:00:00 PM","34.56","5.89","116.50","106.88","117.50","5.31","","","","","","",""
"23/07/2019 4:00:00 PM","34.22","5.98","117.00","105.00","117.88","6.27","","","","","","",""
"23/07/2019 3:00:00 PM","34.41","5.90","114.00","104.00","119.38","6.12","","","","","","",""
"23/07/2019 2:00:00 PM","34.13","5.98","118.25","105.25","122.88","6.86","","","","","","",""
"23/07/2019 1:00:00 PM","34.38","5.98","115.50","106.75","120.38","5.40","","","","","","",""
"23/07/2019 12:00:00 PM","34.59","5.88","116.50","102.00","120.50","5.94","","","","","","",""
"23/07/2019 11:00:00 AM","34.63","5.60","112.50","93.75","114.50","7.81","","","","","","",""
"23/07/2019 10:00:00 AM","34.63","5.42","101.75","83.38","102.88","6.93","","","","","","",""
"23/07/2019 9:00:00 AM","34.19","5.06","97.25","68.38","102.88","4.09","","","","","","",""
"23/07/2019 8:00:00 AM","30.06","4.95","96.25","52.13","101.38","2.39","","","","","","",""
"23/07/2019 7:00:00 AM","20.31","5.10","61.25","48.63","97.63","1.87","","","","","","",""
"23/07/2019 6:00:00 AM","24.69","5.26","49.50","44.13","99.13","1.80","","","","","","",""
"23/07/2019 5:00:00 AM","23.97","5.02","32.25","14.88","99.13","1.61","","","","","","",""
"23/07/2019 4:00:00 AM","17.59","5.02","37.00","14.38","99.50","1.57","","","","","","",""
"23/07/2019 3:00:00 AM","22.00","4.93","40.75","14.50","99.75","1.59","","","","","","",""
"23/07/2019 2:00:00 AM","22.72","5.02","50.25","30.38","99.88","1.87","","","","","","",""
"23/07/2019 1:00:00 AM","21.34","5.02","56.25","48.38","101.00","2.04","","","","","","",""
"23/07/2019 12:00:00 AM","25.41","4.94","65.00","53.50","103.00","2.00","","","","","","",""
"22/07/2019 11:00:00 PM","31.06","5.11","72.75","72.75","107.38","2.59","","","","","","",""
"22/07/2019 10:00:00 PM","33.75","5.13","77.00","79.38","110.75","2.84","","","","","","",""
"22/07/2019 9:00:00 PM","34.03","5.16","86.00","90.00","115.63","3.51","","","","","","",""
"22/07/2019 8:00:00 PM","34.31","5.55","90.50","103.38","119.38","4.10","","","","","","",""
"22/07/2019 7:00:00 PM","34.44","5.72","111.50","112.00","119.63","4.73","","","","","","",""
"22/07/2019 6:00:00 PM","34.41","5.85","121.50","115.50","116.88","5.00","","","","","","",""
"22/07/2019 5:00:01 PM","34.13","5.79","116.00","112.38","122.38","5.15","","","","","","",""
"22/07/2019 5:00:00 PM","34.44","5.88","113.25","112.38","123.75","5.61","","","","","","",""
"22/07/2019 4:00:00 PM","34.44","5.88","113.25","109.75","123.75","5.61","","","","","","",""
"22/07/2019 3:00:00 PM","34.38","5.88","110.50","109.25","125.00","5.49","","","","","","",""
"22/07/2019 2:00:00 PM","34.28","6.09","117.00","108.25","127.13","5.65","","","","","","",""
"22/07/2019 1:00:00 PM","34.34","6.04","115.00","105.50","120.63","4.98","","","","","","",""
"22/07/2019 12:00:00 PM","34.72","5.93","113.50","99.50","114.63","5.43","","","","","","",""
"22/07/2019 11:00:00 AM","34.88","5.70","110.00","95.00","110.63","7.54","","","","","","",""
"22/07/2019 10:00:00 AM","34.28","5.26","106.00","81.88","103.00","6.23","","","","","","",""
"22/07/2019 9:00:00 AM","34.16","4.98","108.00","77.50","104.50","4.34","","","","","","",""
"22/07/2019 8:00:00 AM","30.00","5.11","113.25","70.63","103.88","2.49","","","","","","",""
"22/07/2019 7:00:00 AM","18.38","5.13","65.50","51.25","98.25","1.93","","","","","","",""
"22/07/2019 6:00:00 AM","28.56","5.21","59.00","50.50","100.50","2.02","","","","","","",""
"22/07/2019 5:00:00 AM","18.25","5.07","55.50","31.25","102.25","1.86","","","","","","",""
"22/07/2019 4:00:00 AM","28.09","5.06","41.00","19.75","101.00","1.64","","","","","","",""
"22/07/2019 3:00:00 AM","15.25","4.95","37.25","15.25","101.63","1.61","","","","","","",""
"22/07/2019 2:00:00 AM","23.38","5.03","39.50","15.25","100.88","1.57","","","","","","",""
"22/07/2019 1:00:00 AM","17.63","5.01","39.50","29.63","101.00","1.68","","","","","","",""
"22/07/2019 12:00:00 AM","17.84","4.95","39.75","30.88","101.25","1.68","","","","","","",""
"21/07/2019 11:00:00 PM","17.78","5.03","41.25","32.50","102.50","1.84","","","","","","",""
"21/07/2019 10:00:00 PM","17.81","5.03","38.00","31.13","102.25","1.70","","","","","","",""
"21/07/2019 9:00:00 PM","21.19","4.94","38.75","33.88","103.00","1.83","","","","","","",""
"21/07/2019 8:00:00 PM","27.38","5.03","41.75","35.38","105.00","1.94","","","","","","",""
"21/07/2019 7:00:00 PM","24.56","5.13","61.50","55.63","103.63","2.73","","","","","","",""
"21/07/2019 6:00:00 PM","19.94","5.23","66.25","67.63","96.63","2.49","","","","","","",""
"21/07/2019 5:00:00 PM","22.41","5.17","68.00","67.50","97.63","2.59","","","","","","",""
"21/07/2019 4:00:00 PM","27.00","5.22","67.00","67.38","97.63","3.04","","","","","","",""
"21/07/2019 3:00:00 PM","26.47","5.09","66.75","73.75","97.75","3.41","","","","","","",""
"21/07/2019 2:00:00 PM","20.31","5.13","64.50","68.00","97.13","3.24","","","","","","",""
"21/07/2019 1:00:00 PM","17.78","5.52","62.25","66.13","93.63","3.08","","","","","","",""
"21/07/2019 12:00:00 PM","17.88","4.98","55.50","59.00","92.50","2.51","","","","","","",""
"21/07/2019 11:00:00 AM","17.91","5.06","44.75","47.25","90.88","2.05","","","","","","",""
"21/07/2019 10:00:00 AM","19.44","5.05","35.25","29.75","93.00","1.86","","","","","","",""
"21/07/2019 9:00:00 AM","16.94","5.01","33.50","22.75","101.13","1.64","","","","","","",""
"21/07/2019 8:00:00 AM","11.00","4.95","30.25","12.50","100.25","1.59","","","","","","",""
"21/07/2019 7:00:00 AM","11.25","5.04","28.00","12.50","96.13","1.57","","","","","","",""
"21/07/2019 6:00:00 AM","24.81","5.27","28.00","12.63","99.50","1.58","","","","","","",""
"21/07/2019 5:00:00 AM","9.03","4.95","28.00","12.63","100.25","1.58","","","","","","",""
"21/07/2019 4:00:00 AM","11.53","5.08","30.25","14.13","100.00","1.57","","","","","","",""
"21/07/2019 3:00:00 AM","12.53","5.06","33.00","15.88","101.13","1.61","","","","","","",""
"21/07/2019 2:00:00 AM","17.44","5.06","35.75","16.00","100.00","1.57","","","","","","",""
"21/07/2019 1:00:00 AM","21.13","4.96","38.25","32.13","100.25","1.61","","","","","","",""
"21/07/2019 12:00:00 AM","17.78","5.05","38.50","31.25","100.88","1.71","","","","","","",""
"20/07/2019 11:00:00 PM","21.81","5.09","40.75","32.63","101.75","1.64","","","","","","",""
"20/07/2019 10:00:00 PM","21.63","4.95","42.75","33.75","102.13","1.70","","","","","","",""
"20/07/2019 9:00:00 PM","26.25","5.05","44.25","37.00","102.13","1.77","","","","","","",""
"20/07/2019 8:00:00 PM","20.25","5.09","47.00","33.38","103.50","1.83","","","","","","",""
"20/07/2019 7:00:00 PM","23.91","5.17","68.25","59.13","102.25","2.85","","","","","","",""
"20/07/2019 6:00:00 PM","26.38","5.17","70.75","66.00","95.25","3.01","","","","","","",""
"20/07/2019 5:00:00 PM","19.38","5.24","71.75","68.13","94.63","3.10","","","","","","",""
"20/07/2019 4:00:00 PM","22.56","5.17","74.00","67.63","95.25","3.29","","","","","","",""
"20/07/2019 3:00:00 PM","17.81","5.66","71.00","70.88","94.13","3.46","","","","","","",""
"20/07/2019 2:00:00 PM","25.66","5.61","70.00","67.75","93.50","3.12","","","","","","",""
"20/07/2019 1:00:00 PM","23.06","5.31","61.25","66.13","92.38","3.29","","","","","","",""
"20/07/2019 12:00:00 PM","20.22","5.45","53.25","56.38","91.13","2.68","","","","","","",""
"20/07/2019 11:00:00 AM","17.84","5.08","49.50","46.63","90.25","2.69","","","","","","",""
"20/07/2019 10:00:00 AM","23.81","4.95","33.75","29.38","92.25","2.31","","","","","","",""
"20/07/2019 9:00:00 AM","16.44","5.07","32.75","22.38","100.38","1.65","","","","","","",""
"20/07/2019 8:00:00 AM","9.28","5.10","31.50","12.13","99.88","1.57","","","","","","",""
"20/07/2019 7:00:00 AM","9.06","5.11","29.25","12.13","95.88","1.57","","","","","","",""
"20/07/2019 6:00:00 AM","25.00","5.22","28.00","12.25","99.38","1.58","","","","","","",""
"20/07/2019 5:00:00 AM","9.09","5.12","28.50","12.50","99.13","1.58","","","","","","",""
"20/07/2019 4:00:00 AM","15.63","5.15","34.00","13.63","99.38","1.57","","","","","","",""
"20/07/2019 3:00:00 AM","19.44","5.11","38.50","14.38","100.13","1.59","","","","","","",""
"20/07/2019 2:00:00 AM","18.97","5.11","50.50","37.25","100.00","1.77","","","","","","",""
"20/07/2019 1:00:00 AM","24.13","5.00","55.00","56.50","104.25","2.11","","","","","","",""
"20/07/2019 12:00:00 AM","24.25","5.10","62.50","63.88","107.00","2.29","","","","","","",""
"19/07/2019 11:00:00 PM","34.00","5.21","74.00","74.50","111.00","2.81","","","","","","",""
"19/07/2019 10:00:00 PM","33.38","5.27","81.75","80.13","114.13","2.98","","","","","","",""
"19/07/2019 9:00:00 PM","32.59","5.21","83.25","83.75","115.63","3.01","","","","","","",""
"19/07/2019 8:00:00 PM","34.28","5.24","91.50","94.13","119.88","4.09","","","","","","",""
"19/07/2019 7:00:00 PM","34.44","5.71","117.75","106.13","123.75","5.34","","","","","","",""
"19/07/2019 6:00:00 PM","34.38","5.89","120.75","105.25","120.75","5.52","","","","","","",""
"19/07/2019 5:00:00 PM","34.56","5.91","119.25","106.38","122.88","5.33","","","","","","",""
"19/07/2019 4:00:00 PM","34.34","5.95","116.75","106.50","122.63","5.55","","","","","","",""
"19/07/2019 3:00:00 PM","34.50","6.07","118.50","108.88","124.75","6.11","","","","","","",""
"19/07/2019 2:00:00 PM","34.25","5.87","118.00","105.50","120.63","5.59","","","","","","",""
"19/07/2019 1:00:00 PM","34.44","5.90","112.00","99.13","117.38","4.42","","","","","","",""
"19/07/2019 12:00:00 PM","34.44","5.94","112.25","96.00","121.50","5.39","","","","","","",""
"19/07/2019 11:00:00 AM","34.66","5.61","111.50","90.50","113.38","6.26","","","","","","",""
"19/07/2019 10:00:00 AM","34.66","5.27","107.00","81.25","105.50","6.86","","","","","","",""
"19/07/2019 9:00:00 AM","34.09","5.07","105.00","68.75","103.50","3.90","","","","","","",""
"19/07/2019 8:00:00 AM","31.53","5.09","102.25","56.88","101.88","2.23","","","","","","",""
"19/07/2019 7:00:00 AM","23.81","5.09","62.75","46.88","97.88","1.84","","","","","","",""
"19/07/2019 6:00:00 AM","14.56","5.36","48.25","43.25","100.38","1.91","","","","","","",""
"19/07/2019 5:00:00 AM","26.84","4.94","32.75","13.63","99.88","1.65","","","","","","",""
"19/07/2019 4:00:00 AM","9.09","5.06","36.25","15.25","100.00","1.65","","","","","","",""
"19/07/2019 3:00:00 AM","17.81","5.07","42.25","15.88","100.75","1.57","","","","","","",""
"19/07/2019 2:00:00 AM","26.81","5.07","52.75","35.50","102.00","1.81","","","","","","",""
"19/07/2019 1:00:00 AM","33.06","5.05","61.00","56.88","103.13","1.96","","","","","","",""
"19/07/2019 12:00:00 AM","30.34","5.05","69.00","60.00","106.88","2.14","","","","","","",""
"18/07/2019 11:00:00 PM","33.91","5.11","85.50","74.38","111.25","2.64","","","","","","",""
"18/07/2019 10:00:00 PM","33.94","5.18","89.50","82.13","113.50","3.03","","","","","","",""
"18/07/2019 9:00:00 PM","34.00","5.42","91.50","88.50","115.88","3.29","","","","","","",""
"18/07/2019 8:00:00 PM","34.09","5.52","100.75","98.38","120.13","4.50","","","","","","",""
"18/07/2019 7:00:00 PM","34.38","5.60","122.50","111.75","123.88","5.39","","","","","","",""
"18/07/2019 6:00:00 PM","34.56","5.73","119.00","112.63","113.50","5.42","","","","","","",""
"18/07/2019 5:00:00 PM","34.22","5.79","115.75","108.00","114.38","5.19","","","","","","",""
"18/07/2019 4:00:00 PM","34.13","5.94","122.00","105.25","115.88","5.59","","","","","","",""
"18/07/2019 3:00:00 PM","34.28","5.84","121.00","103.38","118.00","5.95","","","","","","",""
"18/07/2019 2:00:00 PM","34.38","5.88","120.25","103.00","120.50","5.38","","","","","","",""
"18/07/2019 1:00:00 PM","34.31","6.24","122.75","102.63","117.88","4.72","","","","","","",""
"18/07/2019 12:00:00 PM","34.25","8.36","122.00","100.13","115.63","5.70","","","","","","",""
"18/07/2019 11:00:00 AM","34.50","8.98","112.50","90.63","112.13","6.50","","","","","","",""
"18/07/2019 10:00:00 AM","34.56","7.27","108.50","81.88","105.38","6.96","","","","","","",""
"18/07/2019 9:00:00 AM","32.09","4.99","108.25","73.00","104.13","4.07","","","","","","",""
"18/07/2019 8:00:00 AM","32.81","5.05","100.75","51.25","100.38","2.05","","","","","","",""
"18/07/2019 7:00:00 AM","20.69","5.06","62.50","50.88","95.50","1.93","","","","","","",""
"18/07/2019 6:00:00 AM","22.09","5.31","50.50","48.25","98.38","2.00","","","","","","",""
"18/07/2019 5:00:00 AM","22.63","5.02","33.50","15.00","98.63","1.60","","","","","","",""
"18/07/2019 4:00:00 AM","9.72","5.02","34.50","13.81","98.25","1.57","","","","","","",""
"18/07/2019 3:00:00 AM","14.06","5.04","41.25","14.44","99.13","1.56","","","","","","",""
"18/07/2019 2:00:00 AM","27.59","5.02","53.50","34.13","102.38","1.95","","","","","","",""
"18/07/2019 1:00:00 AM","26.19","5.02","59.50","55.81","103.38","2.11","","","","","","",""
"18/07/2019 12:00:00 AM","21.44","5.06","62.00","59.19","106.25","1.97","","","","","","",""
"17/07/2019 11:00:00 PM","18.91","5.06","72.00","66.75","108.38","2.43","","","","","","",""
"17/07/2019 10:00:00 PM","30.06","5.08","84.00","77.94","113.38","3.03","","","","","","",""
"17/07/2019 9:00:00 PM","34.00","5.20","90.75","89.75","117.50","3.33","","","","","","",""
"17/07/2019 8:00:00 PM","34.25","5.47","91.00","103.63","120.88","4.23","","","","","","",""
"17/07/2019 7:00:00 PM","34.38","5.67","122.25","111.31","132.13","5.55","","","","","","",""
"17/07/2019 6:00:00 PM","34.31","5.66","124.75","117.00","126.50","5.92","","","","","","",""
"17/07/2019 5:00:00 PM","34.22","5.87","126.50","119.31","122.13","6.32","","","","","","",""
"17/07/2019 4:00:00 PM","34.28","5.88","127.00","116.19","118.63","5.93","","","","","","",""
"17/07/2019 3:00:01 PM","34.44","6.02","123.25","113.56","122.38","6.41","","","","","","",""
"17/07/2019 2:00:00 PM","34.50","5.80","122.50","111.75","122.75","5.93","","","","","","",""
"17/07/2019 1:00:00 PM","34.44","5.79","121.50","107.81","121.38","5.18","","","","","","",""
"17/07/2019 12:00:00 PM","34.41","5.77","116.25","99.63","116.13","5.81","","","","","","",""
"17/07/2019 11:00:00 AM","34.63","5.41","110.25","93.69","105.88","5.92","","","","","","",""
"17/07/2019 10:00:00 AM","34.56","5.20","106.50","82.38","101.63","6.43","","","","","","",""
"17/07/2019 9:00:00 AM","34.06","5.17","103.00","68.94","102.88","3.96","","","","","","",""
"17/07/2019 8:00:00 AM","31.06","5.02","100.25","54.63","101.88","2.24","","","","","","",""
"17/07/2019 7:00:00 AM","26.06","5.08","59.25","45.75","96.00","1.91","","","","","","",""
"17/07/2019 6:00:00 AM","34.22","5.32","50.25","43.06","99.88","1.91","","","","","","",""
"17/07/2019 5:00:00 AM","15.66","5.11","33.00","15.19","100.00","1.61","","","","","","",""
"17/07/2019 4:00:00 AM","10.63","5.10","37.25","15.94","100.13","1.57","","","","","","",""
"17/07/2019 3:00:00 AM","11.50","5.03","40.25","17.38","100.88","1.64","","","","","","",""
"17/07/2019 2:00:00 AM","18.84","5.02","48.25","31.56","100.63","1.72","","","","","","",""
"17/07/2019 1:00:00 AM","30.41","5.02","54.25","52.44","102.38","2.08","","","","","","",""
"17/07/2019 12:00:00 AM","473,558.13","112,972.91","1,811,476.75","1,046,564.13","1,629,012.38","59,001.47","","","","","","",""
"16/07/2019 11:00:00 PM","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","",""
"16/07/2019 10:00:00 PM","32.47","5.14","76.50","71.88","112.13","2.70","","","","","","",""
"16/07/2019 9:00:00 PM","33.84","5.17","85.25","82.31","116.88","3.10","","","","","","",""
"16/07/2019 8:00:00 PM","34.13","5.35","90.25","96.88","125.13","4.22","","","","","","",""
"16/07/2019 7:00:00 PM","34.53","5.73","121.75","107.50","132.13","4.62","","","","","","",""
"16/07/2019 6:00:00 PM","34.50","5.60","119.75","110.31","122.25","5.27","","","","","","",""
"16/07/2019 5:00:00 PM","34.34","5.84","121.25","109.88","125.75","5.23","","","","","","",""
"16/07/2019 4:00:00 PM","34.31","6.22","123.00","109.38","127.13","5.23","","","","","","",""
"16/07/2019 3:00:00 PM","34.72","5.90","120.50","108.50","126.88","5.08","","","","","","",""
"16/07/2019 2:00:00 PM","34.25","6.01","122.75","102.00","124.13","5.66","","","","","","",""
"16/07/2019 1:00:00 PM","34.31","5.84","122.00","97.63","115.75","4.11","","","","","","",""
"16/07/2019 12:00:00 PM","34.47","5.86","121.75","96.75","113.63","4.88","","","","","","",""
"16/07/2019 11:00:00 AM","34.75","5.68","117.75","92.19","110.63","6.11","","","","","","",""
"16/07/2019 10:00:00 AM","34.59","5.21","115.75","85.25","102.63","6.14","","","","","","",""
"16/07/2019 9:00:00 AM","34.09","5.16","110.25","71.13","105.25","3.98","","","","","","",""
"16/07/2019 8:00:00 AM","30.94","5.06","104.75","53.19","102.50","2.39","","","","","","",""
"16/07/2019 7:00:00 AM","13.41","5.16","61.75","46.06","96.75","1.70","","","","","","",""
"16/07/2019 6:00:00 AM","24.63","5.36","46.50","44.63","100.50","1.80","","","","","","",""
"16/07/2019 5:00:00 AM","17.69","5.12","32.00","15.25","101.88","1.61","","","","","","",""
"16/07/2019 4:00:00 AM","9.59","5.15","37.50","14.50","101.00","1.57","","","","","","",""
"16/07/2019 3:00:00 AM","25.63","5.04","42.25","16.63","102.13","1.57","","","","","","",""
"16/07/2019 2:00:00 AM","16.34","5.14","50.00","32.25","101.88","1.78","","","","","","",""
"16/07/2019 1:00:00 AM","21.69","5.16","57.00","53.63","102.25","1.94","","","","","","",""
"16/07/2019 12:00:00 AM","21.72","5.06","62.25","57.63","104.38","2.09","","","","","","",""
"15/07/2019 11:00:00 PM","21.13","5.13","64.75","61.56","105.38","2.20","","","","","","",""
"15/07/2019 10:00:00 PM","29.91","5.25","67.25","65.38","106.88","2.54","","","","","","",""
"15/07/2019 9:00:00 PM","33.47","5.30","73.50","72.38","112.00","2.81","","","","","","",""
"15/07/2019 8:00:00 PM","34.22","5.47","80.25","83.50","115.63","3.79","","","","","","",""
"15/07/2019 7:00:00 PM","34.34","5.73","120.25","98.31","122.00","5.06","","","","","","",""
"15/07/2019 6:00:00 PM","34.50","5.95","118.00","100.44","113.75","4.54","","","","","","",""
"15/07/2019 5:00:00 PM","34.22","5.95","117.75","101.19","112.63","4.60","","","","","","",""
"15/07/2019 4:00:00 PM","34.38","6.12","123.00","103.69","112.63","4.81","","","","","","",""
"15/07/2019 3:00:00 PM","34.25","6.11","126.00","107.00","115.00","5.42","","","","","","",""
"15/07/2019 2:00:00 PM","34.31","6.30","125.00","105.63","114.75","5.28","","","","","","",""
"15/07/2019 1:00:00 PM","34.34","6.06","126.25","106.19","110.50","5.67","","","","","","",""
"15/07/2019 12:00:00 PM","34.19","6.34","126.25","103.69","109.00","5.19","","","","","","",""
