"Timestamp","AHU-00-01 CO2 Extended Trend Log","AHU-00-01 Perimeter SaTmp Extended Trend Log","AHU-00-01 Perimeter ZnTmp Extended Trend Log_2","SaTmpSp Extended Trend Log","AHU-00-01 Internal ZnTmp Extended Trend Log_1","AHU-00-01 Internal SaTmpSp Extended Trend Log","AHU-00-01 Internal SaTmp Extended Trend Log","AHU-00-01 RA Rh Extended Trend Log"
"24/03/2020 4:15:35 PM","387.00","20.01","20.84","20.00","20.33","20.00","21.04","50.08"
"24/03/2020 4:10:35 PM","387.00","20.01","20.84","20.00","20.33","20.00","20.44","50.08"
"24/03/2020 4:05:35 PM","378.40","19.59","20.84","20.00","20.33","20.00","18.69","50.08"
"24/03/2020 4:00:35 PM","376.80","20.27","20.84","20.00","20.30","20.00","22.01","50.08"
"24/03/2020 3:55:35 PM","376.20","18.96","20.84","20.00","20.30","20.00","17.41","50.08"
"24/03/2020 3:50:35 PM","382.20","20.21","20.84","20.00","20.27","20.00","21.75","50.08"
"24/03/2020 3:45:35 PM","378.40","19.61","20.84","20.00","20.27","20.00","18.44","50.08"
"24/03/2020 3:40:35 PM","385.40","20.24","20.81","20.00","20.24","20.00","20.52","50.08"
"24/03/2020 3:35:35 PM","383.40","19.73","20.81","20.00","20.24","20.00","20.32","50.08"
"24/03/2020 3:30:35 PM","381.20","19.78","20.81","20.00","20.21","20.00","18.95","50.08"
"24/03/2020 3:25:35 PM","377.80","20.67","20.78","20.00","20.21","20.00","21.70","50.08"
"24/03/2020 3:20:35 PM","382.20","20.90","20.78","20.00","20.21","20.00","18.04","50.08"
"24/03/2020 3:15:35 PM","384.40","20.78","20.78","20.00","20.21","20.00","21.55","50.08"
"24/03/2020 3:10:35 PM","379.60","19.96","20.78","20.00","20.21","20.00","19.07","50.08"
"24/03/2020 3:05:35 PM","378.40","19.87","20.78","20.00","20.18","20.00","19.64","50.08"
"24/03/2020 3:00:35 PM","383.80","20.44","20.78","20.00","20.18","20.00","21.75","50.08"
"24/03/2020 2:55:35 PM","378.40","19.16","20.75","20.00","20.18","20.00","17.69","50.08"
"24/03/2020 2:50:35 PM","380.60","20.67","20.75","20.00","20.15","20.00","21.87","50.08"
"24/03/2020 2:45:35 PM","375.20","19.61","20.75","20.00","20.15","20.00","18.58","50.08"
"24/03/2020 2:40:35 PM","376.80","20.04","20.75","20.00","20.13","20.00","20.30","50.08"
"24/03/2020 2:35:35 PM","379.00","20.30","20.73","20.00","20.13","20.00","21.24","50.08"
"24/03/2020 2:30:35 PM","381.60","19.39","20.73","20.00","20.13","20.00","17.95","50.08"
"24/03/2020 2:25:35 PM","380.60","20.56","20.73","20.00","20.10","20.00","22.07","50.08"
"24/03/2020 2:20:35 PM","380.60","19.16","20.73","20.00","20.10","20.00","17.78","50.08"
"24/03/2020 2:15:35 PM","382.20","20.18","20.73","20.00","20.07","20.00","21.30","50.08"
"24/03/2020 2:10:35 PM","386.00","19.73","20.73","20.00","20.07","20.00","19.55","50.08"
"24/03/2020 2:05:35 PM","378.40","20.04","20.73","20.00","20.04","20.00","19.72","50.08"
"24/03/2020 2:00:35 PM","379.00","19.76","20.73","20.00","20.04","20.00","21.27","50.08"
"24/03/2020 1:55:35 PM","380.60","19.04","20.73","20.00","19.98","20.00","18.29","50.08"
"24/03/2020 1:50:35 PM","388.20","20.18","20.73","20.00","19.95","20.00","21.75","50.08"
"24/03/2020 1:45:35 PM","386.00","20.21","20.73","20.00","19.95","20.00","18.01","50.08"
"24/03/2020 1:40:35 PM","382.20","20.38","20.70","20.00","19.95","20.00","21.70","50.08"
"24/03/2020 1:35:35 PM","378.40","20.84","20.73","20.00","19.93","20.00","18.18","50.08"
"24/03/2020 1:30:35 PM","379.00","20.73","20.73","20.00","19.93","20.00","21.38","50.08"
"24/03/2020 1:25:35 PM","376.20","20.24","20.73","20.00","19.98","20.00","18.95","50.08"
"24/03/2020 1:20:35 PM","383.40","20.47","20.70","20.00","19.98","20.00","20.27","50.08"
"24/03/2020 1:15:35 PM","388.80","20.56","20.70","20.00","19.98","20.00","20.75","50.08"
"24/03/2020 1:10:35 PM","378.40","19.93","20.70","20.00","19.93","20.00","18.69","50.08"
"24/03/2020 1:05:35 PM","380.60","20.64","20.70","20.00","19.93","20.00","21.92","50.08"
"24/03/2020 1:00:35 PM","380.00","19.33","20.70","20.00","19.93","20.00","17.98","50.08"
"24/03/2020 12:55:35 PM","378.40","20.56","20.67","20.00","19.90","20.00","21.32","50.08"
"24/03/2020 12:50:35 PM","380.60","19.81","20.67","20.00","19.95","20.00","19.44","50.08"
"24/03/2020 12:45:35 PM","380.60","19.56","20.67","20.00","19.98","20.00","19.30","50.08"
"24/03/2020 12:40:35 PM","376.80","20.56","20.67","20.00","20.01","20.00","21.87","50.08"
"24/03/2020 12:35:35 PM","382.20","19.27","20.67","20.00","20.01","20.00","17.81","50.08"
"24/03/2020 12:30:35 PM","382.20","20.73","20.64","20.00","20.01","20.00","21.67","50.08"
"24/03/2020 12:25:35 PM","382.20","19.73","20.64","20.00","20.10","20.00","18.78","50.08"
"24/03/2020 12:20:35 PM","379.00","20.01","20.64","20.00","20.10","20.00","19.95","50.08"
"24/03/2020 12:15:35 PM","381.60","20.27","20.61","20.00","20.18","20.00","21.78","50.08"
"24/03/2020 12:10:35 PM","380.00","19.56","20.61","20.00","20.24","20.00","17.09","50.08"
"24/03/2020 12:05:35 PM","382.20","20.93","20.61","20.00","20.21","20.00","23.30","50.08"
"24/03/2020 12:00:35 PM","389.80","19.30","20.61","20.00","20.21","20.00","16.23","50.08"
"24/03/2020 11:55:35 AM","386.00","20.30","20.64","20.00","20.21","20.00","20.50","50.08"
"24/03/2020 11:50:35 AM","389.20","20.44","20.64","20.00","20.24","20.00","22.55","50.08"
"24/03/2020 11:45:35 AM","392.00","19.50","20.64","20.00","20.24","20.00","16.66","50.08"
"24/03/2020 11:40:35 AM","382.80","20.90","20.64","20.00","20.24","20.00","22.27","50.08"
"24/03/2020 11:35:35 AM","392.40","19.87","20.67","20.00","20.27","20.00","19.15","50.08"
"24/03/2020 11:30:35 AM","392.40","19.78","20.67","20.00","20.27","20.00","19.04","50.08"
"24/03/2020 11:25:35 AM","391.40","20.56","20.67","20.00","20.30","20.00","22.84","50.08"
"24/03/2020 11:20:35 AM","395.20","18.67","20.70","20.00","20.30","20.00","17.29","50.08"
"24/03/2020 11:15:35 AM","395.20","19.50","20.70","20.00","20.30","20.00","20.27","50.08"
"24/03/2020 11:10:35 AM","393.60","19.98","20.70","20.00","20.30","20.00","21.35","50.08"
"24/03/2020 11:05:35 AM","393.00","18.36","20.73","20.00","20.30","20.00","18.75","50.08"
"24/03/2020 11:00:35 AM","392.40","20.07","20.73","20.00","20.27","20.46","21.32","50.08"
"24/03/2020 10:55:35 AM","391.40","20.24","20.73","20.00","20.27","21.13","20.95","50.08"
"24/03/2020 10:50:35 AM","393.00","20.38","20.70","20.00","20.27","21.81","21.90","50.08"
"24/03/2020 10:45:35 AM","396.80","20.38","20.70","20.00","20.27","22.48","22.81","50.08"
"24/03/2020 10:40:35 AM","401.20","20.30","20.67","20.00","20.21","23.11","22.78","50.08"
"24/03/2020 10:35:35 AM","402.80","20.30","20.67","20.00","20.21","23.63","24.07","50.08"
"24/03/2020 10:30:35 AM","396.20","20.30","20.64","20.00","20.18","24.00","24.33","50.08"
"24/03/2020 10:25:35 AM","398.40","20.33","20.64","20.00","20.18","24.00","24.07","50.08"
"24/03/2020 10:20:35 AM","408.80","20.33","20.61","20.00","20.15","24.00","23.58","50.08"
"24/03/2020 10:15:35 AM","398.40","20.47","20.58","20.00","20.15","24.00","24.24","50.08"
"24/03/2020 10:10:35 AM","397.40","20.67","20.58","20.00","20.15","24.00","24.27","50.08"
"24/03/2020 10:05:35 AM","398.40","20.81","20.55","20.00","20.13","24.00","23.41","50.08"
"24/03/2020 10:00:35 AM","404.40","21.33","20.53","20.00","20.13","24.00","24.39","50.08"
"24/03/2020 9:55:35 AM","407.60","21.70","20.50","20.00","20.10","24.00","24.39","50.08"
"24/03/2020 9:50:35 AM","403.80","22.30","20.47","20.00","20.04","24.00","23.47","50.08"
"24/03/2020 9:45:35 AM","407.00","22.84","20.44","20.00","19.98","24.00","24.22","50.08"
"24/03/2020 9:40:35 AM","415.20","23.10","20.38","20.49","19.90","24.00","24.30","50.08"
"24/03/2020 9:35:35 AM","408.20","23.38","20.30","21.40","19.81","24.00","23.04","50.08"
"24/03/2020 9:30:35 AM","406.00","23.53","20.21","22.07","19.75","24.00","24.73","50.08"
"24/03/2020 9:25:35 AM","408.20","24.07","20.30","22.63","19.90","24.00","23.76","50.08"
"24/03/2020 9:20:35 AM","413.00","24.13","20.27","23.36","19.84","24.00","24.02","50.08"
"24/03/2020 9:18:34 AM","416.80","23.96","20.21","23.97","19.75","24.00","24.36","50.08"
"24/03/2020 9:15:35 AM","416.80","23.96","20.21","23.97","19.75","24.00","24.36","52.11"
"24/03/2020 9:10:35 AM","419.00","23.73","20.13","24.00","19.67","24.00","23.58","52.11"
"24/03/2020 9:05:35 AM","419.00","23.93","20.13","24.00","19.67","24.00","23.84","52.11"
"24/03/2020 9:00:35 AM","424.40","23.73","20.04","24.00","19.58","24.00","24.33","52.11"
"24/03/2020 8:55:35 AM","426.60","23.47","19.98","24.00","19.55","24.00","24.13","52.11"
"24/03/2020 8:50:35 AM","419.00","23.93","20.01","24.00","19.55","24.00","23.47","52.11"
"24/03/2020 8:45:35 AM","413.00","24.39","19.95","24.00","19.53","24.00","23.84","52.11"
"24/03/2020 8:40:35 AM","417.40","24.39","19.93","24.00","19.50","24.00","23.81","52.11"
"24/03/2020 8:35:35 AM","419.00","24.27","19.90","24.00","19.47","24.00","23.76","52.11"
"24/03/2020 8:30:35 AM","416.80","24.27","19.87","24.00","19.44","24.00","23.79","52.11"
"24/03/2020 8:25:35 AM","412.00","24.24","19.84","24.00","19.41","24.00","24.04","52.11"
"24/03/2020 8:20:35 AM","409.80","24.39","19.81","24.00","19.41","24.00","24.33","52.11"
"24/03/2020 8:15:35 AM","412.00","24.50","19.78","24.00","19.41","24.00","23.67","52.11"
"24/03/2020 8:10:35 AM","413.00","24.53","19.75","24.00","19.38","24.00","23.79","52.11"
"24/03/2020 8:05:35 AM","411.40","24.42","19.73","24.00","19.35","24.00","24.47","52.11"
"24/03/2020 8:00:35 AM","408.20","24.45","19.67","24.00","19.33","24.00","23.76","52.11"
"24/03/2020 7:55:35 AM","411.40","24.39","19.64","24.00","19.33","24.00","23.81","52.11"
"24/03/2020 7:50:35 AM","411.40","24.30","19.61","24.00","19.30","24.00","24.68","52.11"
"24/03/2020 7:45:35 AM","409.80","24.33","19.58","24.00","19.27","24.00","23.13","52.11"
"24/03/2020 7:40:35 AM","413.00","24.47","19.55","24.00","19.24","24.00","24.85","52.11"
"24/03/2020 7:35:35 AM","403.80","24.53","19.53","24.00","19.21","24.00","22.73","52.11"
"24/03/2020 7:30:35 AM","410.80","24.82","19.47","24.00","19.21","24.00","25.02","52.11"
"24/03/2020 7:25:35 AM","407.60","25.02","19.44","24.00","19.18","24.00","24.24","52.11"
"24/03/2020 7:20:35 AM","410.80","24.30","19.41","24.00","19.15","24.00","23.79","52.11"
"24/03/2020 7:15:35 AM","406.00","24.22","19.33","24.00","19.10","24.00","24.45","52.11"
"24/03/2020 7:10:35 AM","406.00","24.27","19.30","24.00","19.04","24.00","23.47","52.11"
"24/03/2020 7:05:35 AM","402.20","24.13","19.24","24.00","18.95","24.00","24.45","52.11"
"24/03/2020 7:00:35 AM","404.40","23.99","19.18","24.00","18.90","24.00","23.30","52.11"
"24/03/2020 6:55:35 AM","402.80","23.81","19.13","24.00","18.84","24.00","24.07","52.11"
"24/03/2020 6:50:35 AM","413.60","23.90","19.10","24.00","18.78","24.00","24.53","52.11"
"24/03/2020 6:45:35 AM","404.40","23.64","18.98","24.00","18.70","24.00","24.99","52.11"
"24/03/2020 6:40:35 AM","400.60","23.41","18.93","24.00","18.64","24.00","22.04","52.11"
"24/03/2020 6:35:35 AM","400.60","23.27","18.87","24.00","18.55","24.00","25.11","52.11"
"24/03/2020 6:30:35 AM","400.60","22.70","18.78","24.00","18.47","24.00","23.99","52.11"
"24/03/2020 6:25:35 AM","395.20","22.01","18.73","24.00","18.38","24.00","23.87","52.11"
"24/03/2020 6:20:35 AM","396.80","21.36","18.67","24.00","18.27","24.00","24.53","52.11"
"24/03/2020 6:20:13 AM","396.80","20.47","18.61","24.00","18.18","24.00","23.44","52.11"
"24/03/2020 6:15:35 AM","396.80","20.47","18.61","24.00","18.18","24.00","23.44","54.17"
"24/03/2020 6:10:35 AM","401.20","19.04","18.55","24.00","18.10","24.00","24.79","54.17"
"24/03/2020 6:05:35 AM","387.60","15.83","18.53","23.94","18.04","24.00","22.12","54.17"
"24/03/2020 6:05:10 AM","363.20","14.73","18.53","20.26","18.01","20.35","14.34","54.17"
"24/03/2020 6:03:28 AM","363.20","14.73","18.53","20.26","18.01","20.35","14.34","56.22"
"24/03/2020 6:02:26 AM","363.20","14.73","18.53","20.26","18.01","20.35","14.34","58.28"
"24/03/2020 6:01:04 AM","363.20","14.73","18.53","20.26","18.01","20.35","14.34","60.33"
"24/03/2020 6:00:35 AM","363.20","14.73","18.53","20.26","18.01","20.35","14.34","58.28"
"24/03/2020 5:55:35 AM","363.20","14.76","18.53","20.00","17.98","20.00","14.34","58.28"
"24/03/2020 5:50:35 AM","365.40","14.73","18.53","20.00","17.98","20.00","14.34","58.28"
"24/03/2020 5:45:35 AM","362.20","14.76","18.53","20.00","17.98","20.00","14.34","58.28"
"24/03/2020 5:40:35 AM","362.20","14.76","18.53","20.00","17.98","20.00","14.34","58.28"
"24/03/2020 5:35:35 AM","361.20","14.76","18.53","20.00","17.98","20.00","14.37","58.28"
"24/03/2020 5:30:35 AM","360.60","14.76","18.53","20.00","17.98","20.00","14.37","58.28"
"24/03/2020 5:25:35 AM","365.00","14.76","18.53","20.00","17.95","20.00","14.37","58.28"
"24/03/2020 5:20:35 AM","369.80","14.76","18.53","20.00","17.98","20.00","14.40","58.28"
"24/03/2020 5:15:35 AM","362.20","14.76","18.55","20.00","17.98","20.00","14.40","58.28"
"24/03/2020 5:10:35 AM","361.60","14.79","18.55","20.00","17.98","20.00","14.40","58.28"
"24/03/2020 5:05:35 AM","361.20","14.79","18.55","20.00","17.98","20.00","14.43","58.28"
"24/03/2020 5:00:35 AM","360.00","14.82","18.58","20.00","18.01","20.00","14.46","58.28"
"24/03/2020 4:55:35 AM","366.00","14.82","18.58","20.00","18.01","20.00","14.46","58.28"
"24/03/2020 4:50:35 AM","362.20","14.85","18.61","20.00","18.01","20.00","14.46","58.28"
"24/03/2020 4:45:35 AM","368.20","14.85","18.61","20.00","18.01","20.00","14.49","58.28"
"24/03/2020 4:40:35 AM","363.80","14.87","18.64","20.00","17.98","20.00","14.49","58.28"
"24/03/2020 4:35:35 AM","363.20","14.90","18.67","20.00","17.98","20.00","14.52","58.28"
"24/03/2020 4:30:35 AM","363.20","14.93","18.67","20.00","18.04","20.00","14.52","58.28"
"24/03/2020 4:25:35 AM","360.60","14.93","18.67","20.00","18.10","20.00","14.55","58.28"
"24/03/2020 4:20:35 AM","361.60","14.96","18.67","20.00","18.12","20.00","14.58","58.28"
"24/03/2020 4:15:35 AM","369.80","14.96","18.67","20.00","18.12","20.00","14.58","58.28"
"24/03/2020 4:10:35 AM","365.00","14.99","18.70","20.00","18.15","20.00","14.58","58.28"
"24/03/2020 4:05:35 AM","357.80","14.99","18.73","20.00","18.15","20.00","14.61","58.28"
"24/03/2020 4:00:35 AM","362.20","14.99","18.73","20.00","18.15","20.00","14.63","58.28"
"24/03/2020 3:55:35 AM","361.60","15.02","18.75","20.00","18.18","20.00","14.63","58.28"
"24/03/2020 3:50:35 AM","360.00","15.02","18.75","20.00","18.18","20.00","14.66","58.28"
"24/03/2020 3:45:35 AM","360.60","15.05","18.78","20.00","18.21","20.00","14.69","58.28"
"24/03/2020 3:40:35 AM","360.60","15.08","18.78","20.00","18.21","20.00","14.69","58.28"
"24/03/2020 3:35:35 AM","361.60","15.11","18.81","20.00","18.21","20.00","14.72","58.28"
"24/03/2020 3:30:35 AM","360.60","15.11","18.84","20.00","18.24","20.00","14.75","58.28"
"24/03/2020 3:25:35 AM","362.20","15.14","18.84","20.00","18.24","20.00","14.78","58.28"
"24/03/2020 3:20:35 AM","363.20","15.16","18.84","20.00","18.27","20.00","14.81","58.28"
"24/03/2020 3:15:35 AM","362.20","15.19","18.87","20.00","18.27","20.00","14.81","58.28"
"24/03/2020 3:10:35 AM","362.20","15.22","18.90","20.00","18.30","20.00","14.87","58.28"
"24/03/2020 3:05:35 AM","363.80","15.25","18.93","20.00","18.32","20.00","14.87","58.28"
"24/03/2020 3:00:35 AM","363.20","15.28","18.93","20.00","18.32","20.00","14.93","58.28"
"24/03/2020 2:55:35 AM","373.60","15.31","18.95","20.00","18.35","20.00","14.95","58.28"
"24/03/2020 2:50:35 AM","360.00","15.34","18.98","20.00","18.38","20.00","14.98","58.28"
"24/03/2020 2:48:27 AM","371.40","15.37","19.01","20.00","18.38","20.00","15.01","58.28"
"24/03/2020 2:45:35 AM","371.40","15.37","19.01","20.00","18.38","20.00","15.01","56.22"
"24/03/2020 2:40:35 AM","360.00","15.40","19.01","20.00","18.41","20.00","15.04","56.22"
"24/03/2020 2:35:35 AM","365.40","15.45","19.04","20.00","18.44","20.00","15.10","56.22"
"24/03/2020 2:30:35 AM","360.60","15.48","19.07","20.00","18.44","20.00","15.13","56.22"
"24/03/2020 2:25:35 AM","363.20","15.51","19.07","20.00","18.47","20.00","15.16","56.22"
"24/03/2020 2:20:35 AM","362.20","15.51","19.10","20.00","18.50","20.00","15.21","56.22"
"24/03/2020 2:15:35 AM","372.00","15.57","19.13","20.00","18.50","20.00","15.24","56.22"
"24/03/2020 2:10:35 AM","363.80","15.60","19.13","20.00","18.53","20.00","15.27","56.22"
"24/03/2020 2:05:35 AM","360.60","15.63","19.15","20.00","18.53","20.00","15.30","56.22"
"24/03/2020 2:00:35 AM","373.60","15.66","19.15","20.00","18.55","20.00","15.36","56.22"
"24/03/2020 1:55:35 AM","364.40","15.68","19.18","20.00","18.55","20.00","15.39","56.22"
"24/03/2020 1:50:35 AM","363.80","15.71","19.18","20.00","18.58","20.00","15.42","56.22"
"24/03/2020 1:45:35 AM","363.20","15.77","19.18","20.00","18.58","20.00","15.45","56.22"
"24/03/2020 1:40:35 AM","364.40","15.80","19.21","20.00","18.61","20.00","15.50","56.22"
"24/03/2020 1:35:35 AM","366.00","15.83","19.24","20.00","18.61","20.00","15.53","56.22"
"24/03/2020 1:30:35 AM","366.00","15.86","19.24","20.00","18.64","20.00","15.59","56.22"
"24/03/2020 1:25:35 AM","367.60","15.92","19.24","20.00","18.64","20.00","15.62","56.22"
"24/03/2020 1:20:35 AM","367.60","15.94","19.27","20.00","18.67","20.00","15.68","56.22"
"24/03/2020 1:15:35 AM","366.00","15.97","19.27","20.00","18.67","20.00","15.71","56.22"
"24/03/2020 1:10:35 AM","366.00","16.00","19.30","20.00","18.70","20.00","15.76","56.22"
"24/03/2020 1:09:18 AM","367.60","16.03","19.30","20.00","18.70","20.00","15.79","56.22"
"24/03/2020 1:05:35 AM","367.60","16.03","19.30","20.00","18.70","20.00","15.79","54.17"
"24/03/2020 1:00:35 AM","367.60","16.09","19.33","20.00","18.73","20.00","15.82","54.17"
"24/03/2020 12:55:35 AM","371.40","16.12","19.33","20.00","18.73","20.00","15.88","54.17"
"24/03/2020 12:50:35 AM","367.60","16.15","19.35","20.00","18.75","20.00","15.91","54.17"
"24/03/2020 12:45:35 AM","367.60","16.20","19.35","20.00","18.75","20.00","15.97","54.17"
"24/03/2020 12:40:35 AM","372.00","16.23","19.38","20.00","18.78","20.00","16.00","54.17"
"24/03/2020 12:35:35 AM","368.20","16.26","19.38","20.00","18.78","20.00","16.02","54.17"
"24/03/2020 12:30:35 AM","364.40","16.32","19.41","20.00","18.81","20.00","16.08","54.17"
"24/03/2020 12:25:35 AM","369.20","16.35","19.44","20.00","18.84","20.00","16.11","54.17"
"24/03/2020 12:20:35 AM","369.20","16.40","19.47","20.00","18.84","20.00","16.14","54.17"
"24/03/2020 12:15:35 AM","367.60","16.43","19.50","20.00","18.87","20.00","16.20","54.17"
"24/03/2020 12:10:35 AM","365.40","16.46","19.53","20.00","18.90","20.00","16.23","54.17"
"24/03/2020 12:05:35 AM","364.40","16.49","19.53","20.00","18.93","20.00","16.25","54.17"
"24/03/2020 12:00:35 AM","371.40","16.55","19.55","20.00","18.95","20.00","16.31","54.17"
"23/03/2020 11:55:35 PM","366.00","16.58","19.61","20.00","18.95","20.00","16.37","54.17"
"23/03/2020 11:50:35 PM","366.00","16.63","19.64","20.00","18.98","20.00","16.40","54.17"
"23/03/2020 11:45:35 PM","367.60","16.66","19.67","20.00","19.01","20.00","16.43","54.17"
"23/03/2020 11:40:35 PM","367.00","16.72","19.70","20.00","19.04","20.00","16.49","54.17"
"23/03/2020 11:35:35 PM","368.20","16.75","19.70","20.00","19.07","20.00","16.54","54.17"
"23/03/2020 11:30:35 PM","373.00","16.81","19.73","20.00","19.07","20.00","16.57","54.17"
"23/03/2020 11:25:35 PM","362.20","16.84","19.75","20.00","19.10","20.00","16.63","54.17"
"23/03/2020 11:20:35 PM","366.00","16.89","19.78","20.00","19.13","20.00","16.66","54.17"
"23/03/2020 11:15:35 PM","365.40","16.95","19.81","20.00","19.15","20.00","16.72","54.17"
"23/03/2020 11:10:35 PM","367.60","16.98","19.81","20.00","19.18","20.00","16.74","54.17"
"23/03/2020 11:05:35 PM","369.80","17.04","19.84","20.00","19.21","20.00","16.77","54.17"
"23/03/2020 11:00:35 PM","366.00","17.09","19.87","20.00","19.24","20.00","16.83","54.17"
"23/03/2020 10:55:35 PM","369.80","17.12","19.90","20.00","19.27","20.00","16.86","54.17"
"23/03/2020 10:50:35 PM","369.20","17.18","19.90","20.00","19.30","20.00","16.92","54.17"
"23/03/2020 10:45:35 PM","371.40","17.24","19.93","20.00","19.33","20.00","16.97","54.17"
"23/03/2020 10:40:35 PM","371.40","17.27","19.95","20.00","19.35","20.00","17.00","54.17"
"23/03/2020 10:35:35 PM","369.20","17.32","19.95","20.00","19.35","20.00","17.06","54.17"
"23/03/2020 10:30:35 PM","366.00","17.38","19.98","20.00","19.38","20.00","17.12","54.17"
"23/03/2020 10:25:35 PM","369.20","17.44","19.98","20.00","19.41","20.00","17.18","54.17"
"23/03/2020 10:20:35 PM","373.60","17.47","20.01","20.00","19.41","20.00","17.23","54.17"
"23/03/2020 10:15:35 PM","366.00","17.53","20.01","20.00","19.44","20.00","17.26","54.17"
"23/03/2020 10:10:35 PM","373.00","17.58","20.04","20.00","19.47","20.00","17.32","54.17"
"23/03/2020 10:05:35 PM","367.60","17.64","20.04","20.00","19.47","20.00","17.35","54.17"
"23/03/2020 10:00:35 PM","369.20","17.70","20.04","20.00","19.50","20.00","17.41","54.17"
"23/03/2020 9:55:35 PM","367.60","17.75","20.04","20.00","19.53","20.00","17.46","54.17"
"23/03/2020 9:50:35 PM","379.00","17.78","20.07","20.00","19.53","20.00","17.49","54.17"
"23/03/2020 9:45:35 PM","368.20","17.87","20.07","20.00","19.55","20.00","17.55","54.17"
"23/03/2020 9:40:35 PM","370.80","17.90","20.07","20.00","19.55","20.00","17.58","54.17"
"23/03/2020 9:35:35 PM","367.60","17.95","20.10","20.00","19.58","20.00","17.63","54.17"
"23/03/2020 9:30:35 PM","367.60","18.01","20.10","20.00","19.58","20.00","17.69","54.17"
"23/03/2020 9:25:35 PM","369.20","18.04","20.13","20.00","19.58","20.00","17.72","54.17"
"23/03/2020 9:20:35 PM","368.20","18.10","20.15","20.00","19.61","20.00","17.78","54.17"
"23/03/2020 9:15:35 PM","367.60","18.13","20.15","20.00","19.61","20.00","17.84","54.17"
"23/03/2020 9:10:35 PM","363.80","18.18","20.15","20.00","19.61","20.00","17.86","54.17"
"23/03/2020 9:05:35 PM","373.60","18.24","20.18","20.00","19.64","20.00","17.92","54.17"
"23/03/2020 9:00:35 PM","369.20","18.27","20.18","20.00","19.64","20.00","17.98","54.17"
"23/03/2020 9:00:20 PM","367.60","18.33","20.18","20.00","19.64","20.00","18.04","54.17"
"23/03/2020 8:55:35 PM","367.60","18.33","20.18","20.00","19.64","20.00","18.04","52.11"
"23/03/2020 8:50:35 PM","367.00","18.38","20.21","20.00","19.64","20.00","18.09","52.11"
"23/03/2020 8:45:35 PM","363.80","18.44","20.21","20.00","19.64","20.00","18.15","52.11"
"23/03/2020 8:40:35 PM","376.20","18.50","20.24","20.00","19.67","20.00","18.21","52.11"
"23/03/2020 8:35:35 PM","369.20","18.56","20.27","20.00","19.67","20.00","18.27","52.11"
"23/03/2020 8:30:35 PM","367.00","18.61","20.27","20.00","19.70","20.00","18.32","52.11"
"23/03/2020 8:25:35 PM","366.00","18.67","20.30","20.00","19.70","20.00","18.38","52.11"
"23/03/2020 8:20:35 PM","371.40","18.73","20.30","20.00","19.70","20.00","18.47","52.11"
"23/03/2020 8:15:35 PM","369.20","18.81","20.33","20.00","19.70","20.00","18.52","52.11"
"23/03/2020 8:10:35 PM","367.60","18.90","20.33","20.00","19.70","20.00","18.61","52.11"
"23/03/2020 8:09:27 PM","369.20","18.98","20.35","20.00","19.70","20.00","18.69","52.11"
"23/03/2020 8:05:35 PM","369.20","18.98","20.35","20.00","19.70","20.00","18.69","50.08"
"23/03/2020 8:00:35 PM","368.20","19.13","20.35","20.00","19.67","20.00","18.75","50.08"
"23/03/2020 7:55:35 PM","370.40","19.24","20.38","20.00","19.70","20.00","18.84","50.08"
"23/03/2020 7:50:35 PM","367.60","19.33","20.38","20.00","19.70","20.00","18.92","50.08"
"23/03/2020 7:45:35 PM","370.80","19.44","20.38","20.00","19.73","20.00","19.01","50.08"
"23/03/2020 7:40:35 PM","380.60","19.56","20.41","20.00","19.75","20.00","19.10","50.08"
"23/03/2020 7:35:35 PM","367.60","19.70","20.41","20.00","19.75","20.00","19.21","50.08"
"23/03/2020 7:30:35 PM","378.40","19.87","20.41","20.00","19.75","20.00","19.32","50.08"
"23/03/2020 7:30:15 PM","367.60","20.04","20.44","20.00","19.75","20.00","19.47","50.08"
"23/03/2020 7:25:35 PM","367.60","20.04","20.44","20.00","19.75","20.00","19.47","48.03"
"23/03/2020 7:20:35 PM","374.20","20.24","20.44","20.00","19.75","20.00","19.67","48.03"
"23/03/2020 7:15:35 PM","373.00","20.50","20.44","20.00","19.78","20.00","19.90","48.03"
"23/03/2020 7:10:35 PM","380.60","20.73","20.44","20.00","19.81","20.00","20.15","48.03"
"23/03/2020 7:05:35 PM","372.40","20.93","20.47","20.00","19.84","20.00","20.47","48.03"
"23/03/2020 7:00:35 PM","374.60","20.96","20.47","20.00","19.87","20.00","20.84","48.03"
"23/03/2020 6:55:35 PM","376.20","20.58","20.44","20.00","19.90","20.00","21.87","48.03"
"23/03/2020 6:50:35 PM","378.40","19.19","20.47","20.00","19.93","20.00","18.01","48.03"
"23/03/2020 6:45:35 PM","378.40","20.58","20.47","20.00","19.93","20.00","20.90","48.03"
"23/03/2020 6:40:35 PM","376.80","20.04","20.47","20.00","19.93","20.00","20.15","48.03"
"23/03/2020 6:35:35 PM","380.60","19.44","20.50","20.00","19.95","20.00","18.98","48.03"
"23/03/2020 6:30:35 PM","386.00","20.70","20.50","20.00","19.95","20.00","21.75","48.03"
"23/03/2020 6:25:35 PM","377.80","19.19","20.50","20.00","19.98","20.00","17.95","48.03"
"23/03/2020 6:20:35 PM","382.20","20.70","20.50","20.00","19.98","20.00","20.72","48.03"
