"Timestamp","OaTmp - Trend - Extd","OaRH - Trend - Extd"
"23/03/2020 10:56:13 AM","15.44","59.90"
"23/03/2020 10:51:13 AM","15.17","59.90"
"23/03/2020 10:46:13 AM","15.22","59.39"
"23/03/2020 10:41:13 AM","15.07","62.58"
"23/03/2020 10:36:13 AM","14.75","63.53"
"23/03/2020 10:31:13 AM","14.61","63.12"
"23/03/2020 10:26:13 AM","14.91","65.07"
"23/03/2020 10:21:13 AM","14.16","68.56"
"23/03/2020 10:16:13 AM","13.92","68.88"
"23/03/2020 10:11:13 AM","13.87","70.40"
"23/03/2020 10:06:13 AM","13.50","73.34"
"23/03/2020 10:01:13 AM","12.75","77.83"
"23/03/2020 9:56:13 AM","12.05","80.11"
"23/03/2020 9:51:13 AM","11.70","82.68"
"23/03/2020 9:46:13 AM","11.37","82.49"
"23/03/2020 9:41:13 AM","11.48","82.78"
"23/03/2020 9:36:13 AM","11.64","80.21"
"23/03/2020 9:31:13 AM","11.64","80.94"
"23/03/2020 9:26:13 AM","11.75","80.57"
"23/03/2020 9:21:13 AM","11.81","82.05"
"23/03/2020 9:16:13 AM","11.73","80.89"
"23/03/2020 9:11:13 AM","12.18","76.59"
"23/03/2020 9:06:13 AM","12.83","72.42"
"23/03/2020 9:01:13 AM","13.12","69.72"
"23/03/2020 8:56:13 AM","13.15","67.88"
"23/03/2020 8:51:13 AM","13.20","68.21"
"23/03/2020 8:46:13 AM","13.31","66.64"
"23/03/2020 8:41:13 AM","13.34","65.93"
"23/03/2020 8:36:13 AM","13.58","65.10"
"23/03/2020 8:31:13 AM","13.60","64.04"
"23/03/2020 8:26:13 AM","13.58","64.23"
"23/03/2020 8:21:13 AM","13.44","65.37"
"23/03/2020 8:16:13 AM","13.15","65.72"
"23/03/2020 8:11:13 AM","13.02","65.80"
"23/03/2020 8:06:13 AM","12.99","66.34"
"23/03/2020 8:01:13 AM","12.80","66.26"
"23/03/2020 7:56:13 AM","12.86","68.80"
"23/03/2020 7:51:13 AM","12.75","69.80"
"23/03/2020 7:46:13 AM","12.61","70.80"
"23/03/2020 7:41:13 AM","12.40","71.61"
"23/03/2020 7:36:13 AM","12.21","72.34"
"23/03/2020 7:31:13 AM","12.05","72.05"
"23/03/2020 7:26:13 AM","11.86","72.72"
"23/03/2020 7:21:13 AM","11.67","74.24"
"23/03/2020 7:16:13 AM","11.45","75.26"
"23/03/2020 7:11:13 AM","11.37","75.37"
"23/03/2020 7:06:13 AM","11.29","75.48"
"23/03/2020 7:01:13 AM","11.29","74.91"
"23/03/2020 6:56:13 AM","11.29","74.10"
"23/03/2020 6:51:13 AM","11.26","74.59"
"23/03/2020 6:46:13 AM","11.32","74.91"
"23/03/2020 6:41:13 AM","11.51","73.45"
"23/03/2020 6:36:13 AM","11.70","72.80"
"23/03/2020 6:31:13 AM","11.81","71.88"
"23/03/2020 6:26:13 AM","11.78","72.29"
"23/03/2020 6:21:13 AM","11.78","73.29"
"23/03/2020 6:16:13 AM","11.78","72.80"
"23/03/2020 6:11:13 AM","11.81","72.67"
"23/03/2020 6:06:13 AM","11.86","73.34"
"23/03/2020 6:01:13 AM","11.97","72.80"
"23/03/2020 5:56:13 AM","12.18","71.86"
"23/03/2020 5:51:13 AM","12.24","71.37"
"23/03/2020 5:46:13 AM","12.32","70.88"
"23/03/2020 5:41:13 AM","12.48","70.67"
"23/03/2020 5:36:13 AM","12.51","70.50"
"23/03/2020 5:31:13 AM","12.56","70.50"
"23/03/2020 5:26:13 AM","12.61","69.91"
"23/03/2020 5:21:13 AM","12.59","70.45"
"23/03/2020 5:16:13 AM","12.56","70.56"
"23/03/2020 5:11:13 AM","12.56","70.13"
"23/03/2020 5:06:13 AM","12.61","69.58"
"23/03/2020 5:01:13 AM","12.72","69.80"
"23/03/2020 4:56:13 AM","12.72","69.45"
"23/03/2020 4:51:13 AM","12.64","69.56"
"23/03/2020 4:46:13 AM","12.59","69.72"
"23/03/2020 4:41:13 AM","12.45","70.10"
"23/03/2020 4:36:13 AM","12.43","70.21"
"23/03/2020 4:31:13 AM","12.43","70.29"
"23/03/2020 4:26:13 AM","12.48","69.53"
"23/03/2020 4:21:13 AM","12.45","69.13"
"23/03/2020 4:16:13 AM","12.45","68.85"
"23/03/2020 4:11:13 AM","12.56","68.18"
"23/03/2020 4:06:13 AM","12.64","67.37"
"23/03/2020 4:01:13 AM","12.64","67.66"
"23/03/2020 3:56:13 AM","12.59","67.37"
"23/03/2020 3:51:13 AM","12.59","67.53"
"23/03/2020 3:46:13 AM","12.53","68.02"
"23/03/2020 3:41:13 AM","12.53","67.80"
"23/03/2020 3:36:13 AM","12.64","67.34"
"23/03/2020 3:31:13 AM","12.69","67.34"
"23/03/2020 3:26:13 AM","12.72","67.26"
"23/03/2020 3:21:13 AM","12.75","66.64"
"23/03/2020 3:16:13 AM","12.86","66.47"
"23/03/2020 3:11:13 AM","12.80","66.83"
"23/03/2020 3:06:13 AM","12.83","66.58"
"23/03/2020 3:01:13 AM","12.61","67.07"
"23/03/2020 2:56:13 AM","12.48","67.23"
"23/03/2020 2:51:13 AM","12.40","67.34"
"23/03/2020 2:46:13 AM","12.40","67.07"
"23/03/2020 2:41:13 AM","12.43","67.12"
"23/03/2020 2:36:13 AM","12.37","67.48"
"23/03/2020 2:31:13 AM","12.32","68.18"
"23/03/2020 2:26:13 AM","12.18","67.85"
"23/03/2020 2:21:13 AM","12.10","68.29"
"23/03/2020 2:16:13 AM","12.02","67.61"
"23/03/2020 2:11:13 AM","11.91","67.58"
"23/03/2020 2:06:13 AM","11.97","67.37"
"23/03/2020 2:01:13 AM","12.02","66.69"
"23/03/2020 1:56:13 AM","12.18","66.29"
"23/03/2020 1:51:13 AM","12.32","66.04"
"23/03/2020 1:46:13 AM","12.43","65.77"
"23/03/2020 1:41:13 AM","12.35","66.47"
"23/03/2020 1:36:13 AM","12.29","66.18"
"23/03/2020 1:31:13 AM","12.16","66.61"
"23/03/2020 1:26:13 AM","12.02","67.02"
"23/03/2020 1:21:13 AM","12.10","67.10"
"23/03/2020 1:16:13 AM","12.13","66.31"
"23/03/2020 1:11:13 AM","12.18","65.83"
"23/03/2020 1:06:13 AM","12.24","66.37"
"23/03/2020 1:01:13 AM","12.29","65.64"
"23/03/2020 12:56:13 AM","12.40","65.47"
"23/03/2020 12:51:13 AM","12.45","66.20"
"23/03/2020 12:46:13 AM","12.40","65.91"
"23/03/2020 12:41:13 AM","12.40","66.20"
"23/03/2020 12:36:13 AM","12.45","66.91"
"23/03/2020 12:31:13 AM","12.51","66.61"
"23/03/2020 12:26:13 AM","12.56","67.58"
"23/03/2020 12:21:13 AM","12.48","68.77"
"23/03/2020 12:16:13 AM","12.37","68.50"
"23/03/2020 12:11:13 AM","12.40","68.45"
"23/03/2020 12:06:13 AM","12.45","68.10"
"23/03/2020 12:01:13 AM","12.51","67.75"
"22/03/2020 11:56:13 PM","12.59","67.45"
"22/03/2020 11:51:13 PM","12.67","66.69"
"22/03/2020 11:46:13 PM","12.75","66.50"
"22/03/2020 11:41:13 PM","12.86","66.26"
"22/03/2020 11:36:13 PM","12.91","66.07"
"22/03/2020 11:31:13 PM","13.04","65.28"
"22/03/2020 11:26:13 PM","13.02","65.99"
"22/03/2020 11:21:13 PM","13.18","65.85"
"22/03/2020 11:16:13 PM","13.20","66.42"
"22/03/2020 11:11:13 PM","13.26","66.45"
"22/03/2020 11:06:13 PM","13.26","66.37"
"22/03/2020 11:01:13 PM","13.26","66.91"
"22/03/2020 10:56:13 PM","13.23","66.47"
"22/03/2020 10:51:13 PM","13.15","67.31"
"22/03/2020 10:46:13 PM","12.99","67.37"
"22/03/2020 10:41:13 PM","12.96","67.77"
"22/03/2020 10:36:13 PM","12.91","68.72"
"22/03/2020 10:31:13 PM","12.96","68.99"
"22/03/2020 10:26:13 PM","12.94","69.26"
"22/03/2020 10:21:13 PM","12.88","69.67"
"22/03/2020 10:16:13 PM","12.94","69.42"
"22/03/2020 10:11:13 PM","13.10","68.34"
"22/03/2020 10:06:13 PM","13.31","67.31"
"22/03/2020 10:01:13 PM","13.58","65.20"
"22/03/2020 9:56:13 PM","13.66","64.74"
"22/03/2020 9:51:13 PM","13.82","64.58"
"22/03/2020 9:46:13 PM","13.90","64.93"
"22/03/2020 9:41:13 PM","13.90","64.93"
"22/03/2020 9:36:13 PM","13.90","65.88"
"22/03/2020 9:31:13 PM","13.90","65.50"
"22/03/2020 9:26:13 PM","13.84","65.91"
"22/03/2020 9:21:13 PM","13.76","66.10"
"22/03/2020 9:16:13 PM","13.68","67.39"
"22/03/2020 9:11:13 PM","13.55","69.10"
"22/03/2020 9:06:13 PM","13.42","70.42"
"22/03/2020 9:01:13 PM","13.31","70.59"
"22/03/2020 8:56:13 PM","13.31","70.91"
"22/03/2020 8:51:13 PM","13.26","71.53"
"22/03/2020 8:46:13 PM","13.26","72.15"
"22/03/2020 8:41:13 PM","13.26","72.15"
"22/03/2020 8:36:13 PM","13.31","71.83"
"22/03/2020 8:31:13 PM","13.44","70.75"
"22/03/2020 8:26:13 PM","13.63","70.29"
"22/03/2020 8:21:13 PM","13.66","70.29"
"22/03/2020 8:16:13 PM","13.63","70.42"
"22/03/2020 8:11:13 PM","13.66","70.15"
"22/03/2020 8:06:13 PM","13.68","70.75"
"22/03/2020 8:01:13 PM","13.63","70.67"
"22/03/2020 7:56:13 PM","13.60","70.88"
"22/03/2020 7:51:13 PM","13.60","70.67"
"22/03/2020 7:46:13 PM","13.76","69.45"
"22/03/2020 7:41:13 PM","13.92","70.13"
"22/03/2020 7:36:13 PM","13.87","69.86"
"22/03/2020 7:31:13 PM","13.79","69.75"
"22/03/2020 7:26:13 PM","13.71","69.80"
"22/03/2020 7:21:13 PM","13.55","70.64"
"22/03/2020 7:16:13 PM","13.44","70.34"
"22/03/2020 7:11:13 PM","13.47","69.86"
"22/03/2020 7:06:13 PM","13.47","69.31"
"22/03/2020 7:01:13 PM","13.63","68.31"
"22/03/2020 6:56:13 PM","13.71","68.69"
"22/03/2020 6:51:13 PM","13.71","68.94"
"22/03/2020 6:46:13 PM","13.82","68.88"
"22/03/2020 6:41:13 PM","13.98","67.96"
"22/03/2020 6:36:13 PM","14.22","67.29"
"22/03/2020 6:31:13 PM","14.48","66.07"
"22/03/2020 6:26:13 PM","14.91","64.18"
"22/03/2020 6:21:13 PM","15.25","62.88"
"22/03/2020 6:16:13 PM","15.33","64.96"
"22/03/2020 6:11:13 PM","15.30","64.12"
"22/03/2020 6:06:13 PM","15.46","61.28"
"22/03/2020 6:01:13 PM","15.59","60.55"
"22/03/2020 5:56:13 PM","15.83","59.33"
"22/03/2020 5:51:13 PM","15.83","60.55"
"22/03/2020 5:46:13 PM","15.73","59.79"
"22/03/2020 5:41:13 PM","15.70","61.66"
"22/03/2020 5:36:13 PM","15.70","61.23"
"22/03/2020 5:31:13 PM","15.70","59.96"
"22/03/2020 5:26:13 PM","15.81","60.17"
"22/03/2020 5:21:13 PM","15.89","61.50"
"22/03/2020 5:16:13 PM","15.73","63.09"
"22/03/2020 5:11:13 PM","15.52","61.98"
"22/03/2020 5:06:13 PM","15.83","59.63"
"22/03/2020 5:01:13 PM","15.81","61.61"
"22/03/2020 4:56:13 PM","15.75","59.28"
"22/03/2020 4:51:13 PM","15.83","60.52"
"22/03/2020 4:46:13 PM","15.73","61.69"
"22/03/2020 4:41:13 PM","16.02","61.12"
"22/03/2020 4:36:13 PM","15.96","59.33"
"22/03/2020 4:31:13 PM","16.20","57.09"
"22/03/2020 4:26:13 PM","16.60","58.39"
"22/03/2020 4:21:13 PM","16.25","61.42"
"22/03/2020 4:16:13 PM","16.02","60.79"
"22/03/2020 4:11:13 PM","16.18","58.87"
"22/03/2020 4:06:13 PM","16.23","59.58"
"22/03/2020 4:01:13 PM","16.12","57.17"
"22/03/2020 3:56:13 PM","16.28","58.82"
"22/03/2020 3:51:13 PM","16.41","58.41"
"22/03/2020 3:46:13 PM","16.39","61.17"
"22/03/2020 3:41:13 PM","16.54","61.88"
"22/03/2020 3:36:13 PM","16.28","63.07"
"22/03/2020 3:31:13 PM","16.04","60.98"
"22/03/2020 3:26:13 PM","16.10","59.98"
"22/03/2020 3:21:13 PM","16.41","60.61"
"22/03/2020 3:16:13 PM","16.60","61.39"
"22/03/2020 3:11:13 PM","16.73","60.74"
"22/03/2020 3:06:13 PM","16.39","60.42"
"22/03/2020 3:01:13 PM","16.49","58.58"
"22/03/2020 2:56:13 PM","16.73","57.58"
"22/03/2020 2:51:13 PM","16.44","59.93"
"22/03/2020 2:46:13 PM","16.36","60.69"
"22/03/2020 2:41:13 PM","16.81","60.31"
"22/03/2020 2:36:13 PM","16.31","61.47"
"22/03/2020 2:31:13 PM","16.62","59.44"
"22/03/2020 2:26:13 PM","16.91","58.28"
"22/03/2020 2:21:13 PM","17.07","58.25"
"22/03/2020 2:16:13 PM","16.57","61.01"
"22/03/2020 2:11:13 PM","16.65","60.44"
"22/03/2020 2:06:13 PM","16.47","59.42"
"22/03/2020 2:01:13 PM","16.44","59.52"
"22/03/2020 1:56:13 PM","16.39","58.96"
"22/03/2020 1:51:13 PM","16.47","57.66"
"22/03/2020 1:46:13 PM","16.54","58.44"
"22/03/2020 1:41:13 PM","16.60","58.17"
"22/03/2020 1:36:13 PM","16.25","62.09"
"22/03/2020 1:31:13 PM","16.15","65.55"
"22/03/2020 1:26:13 PM","16.31","65.50"
"22/03/2020 1:21:13 PM","16.54","65.42"
"22/03/2020 1:16:13 PM","16.89","65.23"
"22/03/2020 1:11:13 PM","17.23","62.69"
"22/03/2020 1:06:13 PM","16.78","65.31"
"22/03/2020 1:01:13 PM","16.78","67.48"
"22/03/2020 12:56:13 PM","17.36","60.33"
"22/03/2020 12:51:13 PM","17.31","58.25"
"22/03/2020 12:46:13 PM","17.26","57.22"
"22/03/2020 12:41:13 PM","17.57","58.52"
"22/03/2020 12:36:13 PM","17.33","58.96"
"22/03/2020 12:31:13 PM","17.28","59.50"
"22/03/2020 12:26:13 PM","16.94","60.52"
"22/03/2020 12:21:13 PM","17.28","60.96"
"22/03/2020 12:16:13 PM","17.07","62.07"
"22/03/2020 12:11:13 PM","16.73","64.85"
"22/03/2020 12:06:13 PM","16.33","63.39"
"22/03/2020 12:01:13 PM","16.36","63.61"
"22/03/2020 11:56:13 AM","16.31","65.99"
"22/03/2020 11:51:13 AM","16.39","66.45"
"22/03/2020 11:46:13 AM","16.76","65.58"
"22/03/2020 11:41:13 AM","16.68","65.91"
"22/03/2020 11:36:13 AM","16.39","68.72"
"22/03/2020 11:31:13 AM","16.28","69.61"
"22/03/2020 11:26:13 AM","15.86","73.61"
"22/03/2020 11:21:13 AM","15.52","72.51"
"22/03/2020 11:16:13 AM","15.38","75.86"
"22/03/2020 11:11:13 AM","15.22","75.56"
"22/03/2020 11:06:13 AM","15.17","76.83"
"22/03/2020 11:01:13 AM","15.04","80.62"
"22/03/2020 10:56:13 AM","14.96","79.78"
"22/03/2020 10:51:13 AM","15.09","79.16"
"22/03/2020 10:46:13 AM","14.91","83.32"
"22/03/2020 10:41:13 AM","14.80","84.51"
"22/03/2020 10:36:13 AM","14.38","86.49"
"22/03/2020 10:31:13 AM","14.40","85.06"
"22/03/2020 10:26:13 AM","14.96","81.73"
"22/03/2020 10:21:13 AM","15.12","81.73"
"22/03/2020 10:16:13 AM","14.85","83.30"
"22/03/2020 10:11:13 AM","14.40","84.60"
"22/03/2020 10:06:13 AM","14.32","84.73"
"22/03/2020 10:01:13 AM","14.27","84.05"
"22/03/2020 9:56:13 AM","14.38","83.41"
"22/03/2020 9:51:13 AM","14.77","80.57"
"22/03/2020 9:46:13 AM","15.07","79.65"
"22/03/2020 9:41:13 AM","15.17","78.05"
"22/03/2020 9:36:13 AM","15.07","78.13"
"22/03/2020 9:31:13 AM","15.14","77.62"
"22/03/2020 9:26:13 AM","15.22","78.16"
"22/03/2020 9:21:13 AM","15.22","77.97"
"22/03/2020 9:16:13 AM","15.12","78.51"
"22/03/2020 9:11:13 AM","14.96","79.32"
"22/03/2020 9:06:13 AM","14.80","79.48"
"22/03/2020 9:01:13 AM","14.75","79.78"
"22/03/2020 8:56:13 AM","14.59","80.57"
"22/03/2020 8:51:13 AM","14.59","80.75"
"22/03/2020 8:46:13 AM","14.54","80.89"
"22/03/2020 8:41:13 AM","14.30","82.32"
"22/03/2020 8:36:13 AM","14.00","83.68"
"22/03/2020 8:31:13 AM","13.74","83.89"
"22/03/2020 8:26:13 AM","13.68","82.78"
"22/03/2020 8:21:13 AM","13.82","79.43"
"22/03/2020 8:16:13 AM","14.06","77.18"
"22/03/2020 8:11:13 AM","14.11","75.89"
"22/03/2020 8:06:13 AM","14.19","76.48"
"22/03/2020 8:01:13 AM","14.22","76.16"
"22/03/2020 7:56:13 AM","14.24","75.05"
"22/03/2020 7:51:13 AM","14.30","74.18"
"22/03/2020 7:46:13 AM","14.35","72.88"
"22/03/2020 7:41:13 AM","14.32","71.18"
"22/03/2020 7:36:13 AM","14.16","72.67"
"22/03/2020 7:31:13 AM","14.06","73.24"
"22/03/2020 7:26:13 AM","14.03","72.97"
"22/03/2020 7:21:13 AM","13.98","71.69"
"22/03/2020 7:16:13 AM","13.90","71.69"
"22/03/2020 7:11:13 AM","13.76","72.13"
"22/03/2020 7:06:13 AM","13.63","72.70"
"22/03/2020 7:01:13 AM","13.47","73.48"
"22/03/2020 6:56:13 AM","13.31","73.94"
"22/03/2020 6:51:13 AM","13.20","74.16"
"22/03/2020 6:46:13 AM","13.15","74.34"
"22/03/2020 6:41:13 AM","13.04","74.89"
"22/03/2020 6:36:13 AM","12.91","75.37"
"22/03/2020 6:31:13 AM","12.83","75.32"
"22/03/2020 6:26:13 AM","12.99","74.43"
"22/03/2020 6:21:13 AM","13.18","73.86"
"22/03/2020 6:16:13 AM","13.26","73.70"
"22/03/2020 6:11:13 AM","13.28","73.89"
"22/03/2020 6:06:13 AM","13.26","74.02"
"22/03/2020 6:01:13 AM","13.28","73.83"
"22/03/2020 5:56:13 AM","13.23","74.05"
"22/03/2020 5:51:13 AM","13.20","74.07"
"22/03/2020 5:46:13 AM","13.28","73.59"
"22/03/2020 5:41:13 AM","13.42","73.07"
"22/03/2020 5:36:13 AM","13.47","73.34"
"22/03/2020 5:31:13 AM","13.50","72.72"
"22/03/2020 5:26:13 AM","13.60","72.26"
"22/03/2020 5:21:13 AM","13.60","72.64"
"22/03/2020 5:16:13 AM","13.58","72.45"
"22/03/2020 5:11:13 AM","13.52","72.88"
"22/03/2020 5:06:13 AM","13.52","72.94"
"22/03/2020 5:01:13 AM","13.52","72.94"
"22/03/2020 4:56:13 AM","13.58","72.86"
"22/03/2020 4:51:13 AM","13.52","73.15"
"22/03/2020 4:46:13 AM","13.52","73.13"
"22/03/2020 4:41:13 AM","13.55","73.24"
"22/03/2020 4:36:13 AM","13.55","73.29"
"22/03/2020 4:31:13 AM","13.58","73.53"
"22/03/2020 4:26:13 AM","13.58","73.24"
"22/03/2020 4:21:13 AM","13.60","73.29"
"22/03/2020 4:16:13 AM","13.60","73.51"
"22/03/2020 4:11:13 AM","13.63","73.26"
"22/03/2020 4:06:13 AM","13.60","73.21"
"22/03/2020 4:01:13 AM","13.52","73.61"
"22/03/2020 3:56:13 AM","13.55","73.40"
"22/03/2020 3:51:13 AM","13.60","73.51"
"22/03/2020 3:46:13 AM","13.63","73.29"
"22/03/2020 3:41:13 AM","13.60","73.40"
"22/03/2020 3:36:13 AM","13.50","73.78"
"22/03/2020 3:31:13 AM","13.52","73.61"
"22/03/2020 3:26:13 AM","13.47","73.72"
"22/03/2020 3:21:13 AM","13.42","73.61"
"22/03/2020 3:16:13 AM","13.44","73.43"
"22/03/2020 3:11:13 AM","13.47","73.15"
"22/03/2020 3:06:13 AM","13.50","73.18"
"22/03/2020 3:01:13 AM","13.39","73.43"
"22/03/2020 2:56:13 AM","13.42","73.29"
"22/03/2020 2:51:13 AM","13.36","73.59"
"22/03/2020 2:46:13 AM","13.39","73.29"
"22/03/2020 2:41:13 AM","13.50","72.94"
"22/03/2020 2:36:13 AM","13.52","72.94"
"22/03/2020 2:31:13 AM","13.63","72.48"
"22/03/2020 2:26:13 AM","13.68","72.07"
"22/03/2020 2:21:13 AM","13.79","71.34"
"22/03/2020 2:16:13 AM","13.87","70.53"
"22/03/2020 2:11:13 AM","14.06","69.86"
"22/03/2020 2:06:13 AM","14.06","68.48"
"22/03/2020 2:01:13 AM","14.06","68.04"
"22/03/2020 1:56:13 AM","14.03","68.34"
"22/03/2020 1:51:13 AM","14.00","69.07"
"22/03/2020 1:46:13 AM","13.87","70.26"
"22/03/2020 1:41:13 AM","13.79","70.53"
"22/03/2020 1:36:13 AM","13.74","71.07"
"22/03/2020 1:31:13 AM","13.71","71.42"
"22/03/2020 1:26:13 AM","13.71","70.80"
"22/03/2020 1:21:13 AM","13.71","71.21"
"22/03/2020 1:16:13 AM","13.63","72.40"
"22/03/2020 1:11:13 AM","13.55","72.15"
"22/03/2020 1:06:13 AM","13.47","72.53"
"22/03/2020 1:01:13 AM","13.42","72.75"
"22/03/2020 12:56:13 AM","13.36","72.91"
"22/03/2020 12:51:13 AM","13.31","72.91"
"22/03/2020 12:46:13 AM","13.28","73.02"
"22/03/2020 12:41:13 AM","13.26","73.15"
"22/03/2020 12:36:13 AM","13.26","73.29"
"22/03/2020 12:31:13 AM","13.28","73.32"
"22/03/2020 12:26:13 AM","13.31","73.29"
"22/03/2020 12:21:13 AM","13.31","73.40"
"22/03/2020 12:16:13 AM","13.34","73.29"
"22/03/2020 12:11:13 AM","13.39","73.02"
"22/03/2020 12:06:13 AM","13.31","73.34"
"22/03/2020 12:01:13 AM","13.23","73.64"
"21/03/2020 11:56:13 PM","13.15","73.97"
"21/03/2020 11:51:13 PM","13.04","74.56"
"21/03/2020 11:46:13 PM","12.94","75.10"
"21/03/2020 11:41:13 PM","12.83","75.43"
"21/03/2020 11:36:13 PM","12.75","75.59"
"21/03/2020 11:31:13 PM","12.69","75.83"
"21/03/2020 11:26:13 PM","12.67","75.72"
"21/03/2020 11:21:13 PM","12.67","75.91"
"21/03/2020 11:16:13 PM","12.69","75.75"
"21/03/2020 11:11:13 PM","12.72","75.48"
"21/03/2020 11:06:13 PM","12.77","75.35"
"21/03/2020 11:01:13 PM","12.86","74.97"
"21/03/2020 10:56:13 PM","12.96","74.78"
"21/03/2020 10:51:13 PM","12.96","74.62"
"21/03/2020 10:46:13 PM","12.96","74.83"
"21/03/2020 10:41:13 PM","13.07","73.89"
"21/03/2020 10:36:13 PM","13.18","73.61"
"21/03/2020 10:31:13 PM","13.28","73.21"
"21/03/2020 10:26:13 PM","13.34","73.32"
"21/03/2020 10:21:13 PM","13.31","73.18"
"21/03/2020 10:16:13 PM","13.34","72.88"
"21/03/2020 10:11:13 PM","13.39","72.75"
"21/03/2020 10:06:13 PM","13.42","72.45"
"21/03/2020 10:01:13 PM","13.39","72.21"
"21/03/2020 9:56:13 PM","13.39","72.07"
"21/03/2020 9:51:13 PM","13.44","71.67"
"21/03/2020 9:46:13 PM","13.52","70.61"
"21/03/2020 9:41:13 PM","13.63","70.21"
"21/03/2020 9:36:13 PM","13.58","70.48"
"21/03/2020 9:31:13 PM","13.50","70.53"
"21/03/2020 9:26:13 PM","13.42","70.72"
"21/03/2020 9:21:13 PM","13.42","70.75"
"21/03/2020 9:16:13 PM","13.52","70.42"
"21/03/2020 9:11:13 PM","13.58","70.53"
"21/03/2020 9:06:13 PM","13.63","69.67"
"21/03/2020 9:01:13 PM","13.74","69.15"
"21/03/2020 8:56:13 PM","13.74","69.53"
"21/03/2020 8:51:13 PM","13.71","68.88"
"21/03/2020 8:46:13 PM","13.76","68.80"
"21/03/2020 8:41:13 PM","13.76","68.31"
"21/03/2020 8:36:13 PM","13.90","68.53"
"21/03/2020 8:31:13 PM","13.95","68.21"
"21/03/2020 8:26:13 PM","13.95","68.45"
"21/03/2020 8:21:13 PM","13.95","68.04"
"21/03/2020 8:16:13 PM","14.06","67.77"
"21/03/2020 8:11:13 PM","14.16","67.42"
"21/03/2020 8:06:13 PM","14.16","68.12"
"21/03/2020 8:01:13 PM","14.14","67.91"
"21/03/2020 7:56:13 PM","14.22","67.85"
"21/03/2020 7:51:13 PM","14.22","67.88"
"21/03/2020 7:46:13 PM","14.16","68.45"
"21/03/2020 7:41:13 PM","14.14","68.10"
"21/03/2020 7:36:13 PM","14.24","68.21"
"21/03/2020 7:31:13 PM","14.30","68.34"
"21/03/2020 7:26:13 PM","14.43","67.91"
"21/03/2020 7:21:13 PM","14.51","67.93"
"21/03/2020 7:16:13 PM","14.56","67.61"
"21/03/2020 7:11:13 PM","14.75","66.96"
"21/03/2020 7:06:13 PM","14.96","66.07"
"21/03/2020 7:01:13 PM","15.28","65.10"
"21/03/2020 6:56:13 PM","15.38","64.61"
"21/03/2020 6:51:13 PM","15.38","64.72"
"21/03/2020 6:46:13 PM","15.41","64.61"
"21/03/2020 6:41:13 PM","15.49","64.23"
"21/03/2020 6:36:13 PM","15.54","64.28"
"21/03/2020 6:31:13 PM","15.54","63.91"
"21/03/2020 6:26:13 PM","15.57","63.69"
"21/03/2020 6:21:13 PM","15.65","63.28"
"21/03/2020 6:16:13 PM","15.73","63.04"
"21/03/2020 6:11:13 PM","15.86","62.36"
"21/03/2020 6:06:13 PM","15.89","61.93"
"21/03/2020 6:01:13 PM","16.04","61.04"
"21/03/2020 5:56:13 PM","16.18","60.58"
"21/03/2020 5:51:13 PM","16.20","59.98"
"21/03/2020 5:46:13 PM","16.33","59.09"
"21/03/2020 5:41:13 PM","16.44","58.63"
"21/03/2020 5:36:13 PM","16.54","58.33"
"21/03/2020 5:31:13 PM","16.65","57.87"
"21/03/2020 5:26:13 PM","16.73","57.31"
"21/03/2020 5:21:13 PM","16.68","57.09"
"21/03/2020 5:16:13 PM","16.83","56.55"
"21/03/2020 5:11:13 PM","17.10","55.60"
"21/03/2020 5:06:13 PM","17.20","55.25"
"21/03/2020 5:01:13 PM","17.31","54.90"
"21/03/2020 4:56:13 PM","17.33","54.66"
"21/03/2020 4:51:13 PM","17.55","54.57"
"21/03/2020 4:46:13 PM","17.70","53.92"
"21/03/2020 4:41:13 PM","17.99","52.82"
"21/03/2020 4:36:13 PM","17.99","52.98"
"21/03/2020 4:31:13 PM","18.31","51.06"
"21/03/2020 4:26:13 PM","18.60","50.90"
"21/03/2020 4:21:13 PM","18.81","50.38"
"21/03/2020 4:16:13 PM","18.54","50.54"
"21/03/2020 4:11:13 PM","18.57","50.84"
"21/03/2020 4:06:13 PM","18.52","50.38"
"21/03/2020 4:01:13 PM","18.36","51.19"
"21/03/2020 3:56:13 PM","18.41","50.87"
"21/03/2020 3:51:13 PM","18.52","50.27"
"21/03/2020 3:46:13 PM","18.78","49.79"
"21/03/2020 3:41:13 PM","18.39","51.11"
"21/03/2020 3:36:13 PM","17.97","52.33"
"21/03/2020 3:31:13 PM","18.28","51.44"
"21/03/2020 3:26:13 PM","18.62","50.22"
"21/03/2020 3:21:13 PM","19.02","48.43"
"21/03/2020 3:16:13 PM","19.04","48.73"
"21/03/2020 3:11:13 PM","18.75","48.46"
"21/03/2020 3:06:13 PM","19.07","48.27"
"21/03/2020 3:01:13 PM","18.91","48.11"
"21/03/2020 2:56:13 PM","19.04","47.54"
"21/03/2020 2:51:13 PM","19.62","46.35"
"21/03/2020 2:46:13 PM","19.52","46.51"
"21/03/2020 2:41:13 PM","19.52","46.54"
"21/03/2020 2:36:13 PM","19.94","44.84"
"21/03/2020 2:31:13 PM","20.25","44.13"
"21/03/2020 2:26:13 PM","20.57","44.05"
"21/03/2020 2:21:13 PM","20.83","43.13"
"21/03/2020 2:16:13 PM","20.65","44.05"
