"Timestamp","FCU-00-14 CO2 Extended Trend Log","FCU-00-14  SaTmp Extended Trend Log","FCU-00-14  ClgTmpSp Extended Trend Log","FCU-00-14  HtgTmpSp Extended Trend Log","FCU-00-14  ZnTmp Extended Trend Log"
"24/03/2020 2:00:35 PM","464.40","31.15","23.00","22.00","19.26"
"24/03/2020 1:55:35 PM","466.80","30.40","23.00","22.00","19.26"
"24/03/2020 1:50:35 PM","452.60","30.10","23.00","22.00","19.26"
"24/03/2020 1:45:35 PM","441.20","30.07","23.00","22.00","19.26"
"24/03/2020 1:40:35 PM","440.00","30.86","23.00","22.00","19.26"
"24/03/2020 1:35:35 PM","421.60","31.36","23.00","22.00","19.26"
"24/03/2020 1:30:35 PM","433.40","31.92","23.00","22.00","19.26"
"24/03/2020 1:25:35 PM","431.00","31.63","23.00","22.00","19.26"
"24/03/2020 1:20:35 PM","470.40","31.39","23.00","22.00","19.26"
"24/03/2020 1:15:35 PM","443.60","30.97","23.00","22.00","19.26"
"24/03/2020 1:10:35 PM","446.40","30.81","23.00","22.00","19.26"
"24/03/2020 1:05:35 PM","453.60","30.13","23.00","22.00","19.26"
"24/03/2020 1:00:35 PM","441.00","29.64","23.00","22.00","19.26"
"24/03/2020 12:55:35 PM","429.40","29.88","23.00","22.00","19.26"
"24/03/2020 12:50:35 PM","423.60","30.86","23.00","22.00","19.26"
"24/03/2020 12:45:35 PM","444.60","31.87","23.00","22.00","19.26"
"24/03/2020 12:40:35 PM","429.00","32.06","23.00","22.00","19.26"
"24/03/2020 12:35:35 PM","432.40","32.17","23.00","22.00","19.26"
"24/03/2020 12:30:35 PM","444.40","32.18","23.00","22.00","19.26"
"24/03/2020 12:25:35 PM","464.80","32.05","23.00","22.00","19.26"
"24/03/2020 12:20:35 PM","432.40","32.01","23.00","22.00","19.26"
"24/03/2020 12:15:35 PM","421.40","31.99","23.00","22.00","19.26"
"24/03/2020 12:10:35 PM","435.40","31.87","23.00","22.00","19.26"
"24/03/2020 12:05:35 PM","417.80","31.80","23.00","22.00","19.26"
"24/03/2020 12:00:35 PM","444.60","31.65","23.00","22.00","19.26"
"24/03/2020 11:55:35 AM","442.80","31.49","23.00","22.00","19.26"
"24/03/2020 11:50:35 AM","443.80","31.46","23.00","22.00","19.26"
"24/03/2020 11:45:35 AM","417.20","31.44","23.00","22.00","19.26"
"24/03/2020 11:40:35 AM","440.00","31.43","23.00","22.00","19.26"
"24/03/2020 11:35:35 AM","437.20","31.34","23.00","22.00","19.26"
"24/03/2020 11:30:35 AM","441.40","31.12","23.00","22.00","19.26"
"24/03/2020 11:25:35 AM","437.60","30.91","23.00","22.00","19.26"
"24/03/2020 11:20:35 AM","442.20","30.97","23.00","22.00","19.26"
"24/03/2020 11:15:35 AM","448.00","31.26","23.00","22.00","19.26"
"24/03/2020 11:10:35 AM","449.60","31.09","23.00","22.00","19.26"
"24/03/2020 11:05:35 AM","458.40","31.20","23.00","22.00","19.26"
"24/03/2020 11:00:35 AM","449.40","31.27","23.00","22.00","19.26"
"24/03/2020 10:55:35 AM","437.20","31.29","23.00","22.00","19.26"
"24/03/2020 10:50:35 AM","479.40","31.04","23.00","22.00","19.26"
"24/03/2020 10:45:35 AM","446.40","30.97","23.00","22.00","19.26"
"24/03/2020 10:40:35 AM","448.80","30.82","23.00","22.00","19.26"
"24/03/2020 10:35:35 AM","456.60","30.91","23.00","22.00","19.26"
"24/03/2020 10:30:35 AM","445.00","30.91","23.00","22.00","19.26"
"24/03/2020 10:25:35 AM","473.20","31.02","23.00","22.00","19.26"
"24/03/2020 10:20:35 AM","427.80","31.00","23.00","22.00","19.26"
"24/03/2020 10:15:35 AM","461.60","30.96","23.00","22.00","19.26"
"24/03/2020 10:10:35 AM","449.20","30.97","23.00","22.00","19.26"
"24/03/2020 10:05:35 AM","423.40","30.86","23.00","22.00","19.26"
"24/03/2020 10:00:35 AM","455.80","30.84","23.00","22.00","19.26"
"24/03/2020 9:55:35 AM","475.60","30.89","23.00","22.00","19.26"
"24/03/2020 9:50:35 AM","466.00","30.97","23.00","22.00","19.26"
"24/03/2020 9:45:35 AM","447.60","30.96","23.00","22.00","19.26"
"24/03/2020 9:40:35 AM","449.00","30.84","23.00","22.00","19.26"
"24/03/2020 9:35:35 AM","473.80","30.75","23.00","22.00","19.26"
"24/03/2020 9:30:35 AM","493.60","30.81","23.00","22.00","19.26"
"24/03/2020 9:25:35 AM","454.80","30.84","23.00","22.00","19.26"
"24/03/2020 9:20:35 AM","480.00","30.78","23.00","22.00","19.26"
"24/03/2020 9:15:35 AM","481.40","30.72","23.00","22.00","19.26"
"24/03/2020 9:10:35 AM","466.20","30.73","23.00","22.00","19.26"
"24/03/2020 9:05:35 AM","447.00","30.85","23.00","22.00","19.26"
"24/03/2020 9:00:35 AM","444.80","30.68","23.00","22.00","19.26"
"24/03/2020 8:55:35 AM","476.00","30.59","23.00","22.00","19.26"
"24/03/2020 8:50:35 AM","464.20","30.60","23.00","22.00","19.26"
"24/03/2020 8:45:35 AM","481.40","30.64","23.00","22.00","19.26"
"24/03/2020 8:40:35 AM","459.20","30.68","23.00","22.00","19.26"
"24/03/2020 8:35:35 AM","483.00","30.71","23.00","22.00","19.26"
"24/03/2020 8:30:35 AM","466.40","30.70","23.00","22.00","19.26"
"24/03/2020 8:25:35 AM","461.80","30.73","23.00","22.00","19.26"
"24/03/2020 8:20:35 AM","461.40","30.64","23.00","22.00","19.26"
"24/03/2020 8:15:35 AM","462.40","30.56","23.00","22.00","19.26"
"24/03/2020 8:10:35 AM","457.20","30.49","23.00","22.00","19.26"
"24/03/2020 8:05:35 AM","479.60","30.62","23.00","22.00","19.26"
"24/03/2020 8:00:35 AM","455.80","30.73","23.00","22.00","19.26"
"24/03/2020 7:55:35 AM","452.80","30.68","23.00","22.00","19.26"
"24/03/2020 7:50:35 AM","433.60","30.57","23.00","22.00","19.26"
"24/03/2020 7:45:35 AM","438.00","30.54","23.00","22.00","19.26"
"24/03/2020 7:40:35 AM","459.80","30.63","23.00","22.00","19.26"
"24/03/2020 7:35:35 AM","457.60","30.64","23.00","22.00","19.26"
"24/03/2020 7:30:35 AM","445.40","30.54","23.00","22.00","19.26"
"24/03/2020 7:25:35 AM","435.80","30.55","23.00","22.00","19.26"
"24/03/2020 7:20:35 AM","472.40","30.70","23.00","22.00","19.26"
"24/03/2020 7:15:35 AM","463.80","30.63","23.00","22.00","19.26"
"24/03/2020 7:10:35 AM","447.00","30.50","23.00","22.00","19.26"
"24/03/2020 7:05:35 AM","461.00","30.65","23.00","22.00","19.26"
"24/03/2020 7:00:35 AM","447.00","30.56","23.00","22.00","19.26"
"24/03/2020 6:55:35 AM","437.00","30.42","23.00","22.00","19.26"
"24/03/2020 6:50:35 AM","465.40","30.12","23.00","22.00","19.26"
"24/03/2020 6:45:35 AM","475.40","29.83","23.00","22.00","19.26"
"24/03/2020 6:40:35 AM","461.80","29.84","23.00","22.00","19.26"
"24/03/2020 6:35:35 AM","446.20","29.93","23.00","22.00","19.26"
"24/03/2020 6:30:35 AM","427.00","29.83","23.00","22.00","19.26"
"24/03/2020 6:25:35 AM","451.60","29.81","23.00","22.00","19.26"
"24/03/2020 6:20:35 AM","437.00","29.63","23.00","22.00","19.26"
"24/03/2020 6:15:35 AM","446.20","29.42","23.00","22.00","19.26"
"24/03/2020 6:10:35 AM","423.00","29.61","23.00","22.00","19.26"
"24/03/2020 6:05:35 AM","457.20","29.50","23.00","22.00","19.26"
"24/03/2020 6:00:35 AM","426.20","29.42","23.00","22.00","19.26"
"24/03/2020 5:55:35 AM","450.60","29.64","23.00","22.00","19.26"
"24/03/2020 5:50:35 AM","427.80","29.61","23.00","22.00","19.26"
"24/03/2020 5:45:35 AM","437.40","29.58","23.00","22.00","19.26"
"24/03/2020 5:40:35 AM","432.80","29.63","23.00","22.00","19.26"
"24/03/2020 5:35:35 AM","426.00","29.69","23.00","22.00","19.26"
"24/03/2020 5:30:35 AM","426.00","29.55","23.00","22.00","19.26"
"24/03/2020 5:25:35 AM","432.20","29.39","23.00","22.00","19.26"
"24/03/2020 5:20:35 AM","440.00","29.66","23.00","22.00","19.26"
"24/03/2020 5:15:35 AM","461.60","29.66","23.00","22.00","19.26"
"24/03/2020 5:10:35 AM","440.00","29.57","23.00","22.00","19.26"
"24/03/2020 5:05:35 AM","434.20","29.56","23.00","22.00","19.26"
"24/03/2020 5:00:35 AM","440.20","29.57","23.00","22.00","19.26"
"24/03/2020 4:55:35 AM","449.20","29.73","23.00","22.00","19.26"
"24/03/2020 4:50:35 AM","462.40","29.61","23.00","22.00","19.26"
"24/03/2020 4:45:35 AM","423.60","29.62","23.00","22.00","19.26"
"24/03/2020 4:40:35 AM","446.60","29.42","23.00","22.00","19.26"
"24/03/2020 4:35:35 AM","445.20","29.54","23.00","22.00","19.26"
"24/03/2020 4:30:35 AM","434.00","29.73","23.00","22.00","19.27"
"24/03/2020 4:25:35 AM","460.60","29.79","23.00","22.00","19.27"
"24/03/2020 4:20:35 AM","449.20","29.68","23.00","22.00","19.28"
"24/03/2020 4:15:35 AM","448.00","29.12","23.00","22.00","19.29"
"24/03/2020 4:10:35 AM","444.00","28.27","23.00","22.00","19.30"
"24/03/2020 4:05:35 AM","417.00","27.94","23.00","22.00","19.30"
"24/03/2020 4:00:35 AM","399.40","29.04","23.00","22.00","19.32"
"24/03/2020 3:55:35 AM","415.20","30.20","23.00","22.00","19.33"
"24/03/2020 3:50:35 AM","458.20","29.05","23.00","22.00","19.34"
"24/03/2020 3:45:35 AM","425.80","28.28","23.00","22.00","19.36"
"24/03/2020 3:40:35 AM","424.40","29.01","23.00","22.00","19.37"
"24/03/2020 3:35:35 AM","427.60","29.66","23.00","22.00","19.39"
"24/03/2020 3:30:35 AM","463.00","29.97","23.00","22.00","19.41"
"24/03/2020 3:25:35 AM","458.60","29.55","23.00","22.00","19.42"
"24/03/2020 3:20:35 AM","412.80","29.05","23.00","22.00","19.44"
"24/03/2020 3:15:35 AM","453.40","28.53","23.00","22.00","19.46"
"24/03/2020 3:10:35 AM","442.00","28.25","23.00","22.00","19.47"
"24/03/2020 3:05:35 AM","441.60","28.62","23.00","22.00","19.49"
"24/03/2020 3:00:35 AM","441.80","29.25","23.00","22.00","19.51"
"24/03/2020 2:55:35 AM","446.60","29.68","23.00","22.00","19.53"
"24/03/2020 2:50:35 AM","440.80","30.07","23.00","22.00","19.55"
"24/03/2020 2:45:35 AM","434.80","29.88","23.00","22.00","19.57"
"24/03/2020 2:40:35 AM","446.20","29.65","23.00","22.00","19.59"
"24/03/2020 2:35:35 AM","421.20","29.22","23.00","22.00","19.61"
"24/03/2020 2:30:35 AM","413.00","28.78","23.00","22.00","19.63"
"24/03/2020 2:25:35 AM","439.40","28.25","23.00","22.00","19.64"
"24/03/2020 2:20:35 AM","430.00","28.30","23.00","22.00","19.66"
"24/03/2020 2:15:35 AM","440.00","29.26","23.00","22.00","19.69"
"24/03/2020 2:10:35 AM","408.80","30.10","23.00","22.00","19.70"
"24/03/2020 2:05:35 AM","435.60","30.30","23.00","22.00","19.73"
"24/03/2020 2:00:35 AM","429.20","29.81","23.00","22.00","19.75"
"24/03/2020 1:55:35 AM","438.80","29.34","23.00","22.00","19.77"
"24/03/2020 1:50:35 AM","446.20","28.73","23.00","22.00","19.79"
"24/03/2020 1:45:35 AM","402.40","28.41","23.00","22.00","19.81"
"24/03/2020 1:40:35 AM","438.60","29.13","23.00","22.00","19.83"
"24/03/2020 1:35:35 AM","434.40","29.97","23.00","22.00","19.85"
"24/03/2020 1:30:35 AM","450.00","30.50","23.00","22.00","19.87"
"24/03/2020 1:25:35 AM","437.80","30.36","23.00","22.00","19.89"
"24/03/2020 1:20:35 AM","450.60","29.89","23.00","22.00","19.92"
"24/03/2020 1:15:35 AM","427.80","29.42","23.00","22.00","19.94"
"24/03/2020 1:10:35 AM","442.40","28.83","23.00","22.00","19.96"
"24/03/2020 1:05:35 AM","444.40","28.42","23.00","22.00","19.99"
"24/03/2020 1:00:35 AM","428.00","28.51","23.00","22.00","20.01"
"24/03/2020 12:55:35 AM","446.20","29.42","23.00","22.00","20.03"
"24/03/2020 12:50:35 AM","447.60","30.46","23.00","22.00","20.05"
"24/03/2020 12:45:35 AM","434.00","31.05","23.00","22.00","20.07"
"24/03/2020 12:40:35 AM","455.00","30.20","23.00","22.00","20.09"
"24/03/2020 12:35:35 AM","440.60","29.09","23.00","22.00","20.11"
"24/03/2020 12:30:35 AM","467.20","30.30","23.00","22.00","20.13"
"24/03/2020 12:25:35 AM","433.40","30.58","23.00","22.00","20.15"
"24/03/2020 12:20:35 AM","432.20","30.18","23.00","22.00","20.17"
"24/03/2020 12:15:35 AM","445.20","29.58","23.00","22.00","20.18"
"24/03/2020 12:10:35 AM","444.00","29.01","23.00","22.00","20.20"
"24/03/2020 12:05:35 AM","441.20","28.86","23.00","22.00","20.22"
"24/03/2020 12:00:35 AM","451.00","29.48","23.00","22.00","20.24"
"23/03/2020 11:55:35 PM","439.00","30.31","23.00","22.00","20.26"
"23/03/2020 11:50:35 PM","436.60","30.55","23.00","22.00","20.28"
"23/03/2020 11:45:35 PM","461.00","29.94","23.00","22.00","20.30"
"23/03/2020 11:40:35 PM","427.60","29.42","23.00","22.00","20.32"
"23/03/2020 11:35:35 PM","415.00","28.93","23.00","22.00","20.34"
"23/03/2020 11:30:35 PM","421.80","28.89","23.00","22.00","20.36"
"23/03/2020 11:25:35 PM","442.80","29.36","23.00","22.00","20.38"
"23/03/2020 11:20:35 PM","437.60","29.95","23.00","22.00","20.40"
"23/03/2020 11:15:35 PM","457.60","30.48","23.00","22.00","20.42"
"23/03/2020 11:10:35 PM","438.00","30.95","23.00","22.00","20.45"
"23/03/2020 11:05:35 PM","444.40","31.06","23.00","22.00","20.47"
"23/03/2020 11:00:35 PM","440.20","30.91","23.00","22.00","20.49"
"23/03/2020 10:55:35 PM","426.40","30.82","23.00","22.00","20.51"
"23/03/2020 10:50:35 PM","449.20","30.38","23.00","22.00","20.53"
"23/03/2020 10:45:35 PM","418.40","30.13","23.00","22.00","20.55"
"23/03/2020 10:40:35 PM","467.80","29.49","23.00","22.00","20.57"
"23/03/2020 10:35:35 PM","436.60","29.07","23.00","22.00","20.60"
"23/03/2020 10:30:35 PM","424.80","29.28","23.00","22.00","20.62"
"23/03/2020 10:25:35 PM","441.80","30.15","23.00","22.00","20.63"
"23/03/2020 10:20:35 PM","443.80","31.02","23.00","22.00","20.66"
"23/03/2020 10:15:35 PM","433.60","31.00","23.00","22.00","20.67"
"23/03/2020 10:10:35 PM","437.40","30.56","23.00","22.00","20.69"
"23/03/2020 10:05:35 PM","441.00","29.90","23.00","22.00","20.71"
"23/03/2020 10:00:35 PM","455.40","29.32","23.00","22.00","20.73"
"23/03/2020 9:55:35 PM","443.20","29.23","23.00","22.00","20.74"
"23/03/2020 9:50:35 PM","435.40","30.04","23.00","22.00","20.75"
"23/03/2020 9:45:35 PM","415.20","30.83","23.00","22.00","20.76"
"23/03/2020 9:40:35 PM","435.80","31.19","23.00","22.00","20.76"
"23/03/2020 9:35:35 PM","465.60","30.65","23.00","22.00","20.79"
"23/03/2020 9:30:35 PM","423.60","30.10","23.00","22.00","20.80"
"23/03/2020 9:25:35 PM","413.00","29.47","23.00","22.00","20.80"
"23/03/2020 9:20:35 PM","425.00","29.45","23.00","22.00","20.78"
"23/03/2020 9:15:35 PM","420.80","30.28","23.00","22.00","20.86"
"23/03/2020 9:10:35 PM","426.80","31.14","23.00","22.00","20.86"
"23/03/2020 9:05:35 PM","446.60","31.31","23.00","22.00","20.90"
"23/03/2020 9:00:35 PM","428.00","30.71","23.00","22.00","20.91"
"23/03/2020 8:55:35 PM","434.40","30.16","23.00","22.00","20.92"
"23/03/2020 8:50:35 PM","455.20","29.55","23.00","22.00","20.94"
"23/03/2020 8:45:35 PM","430.60","29.29","23.00","22.00","20.94"
"23/03/2020 8:40:35 PM","451.00","29.84","23.00","22.00","20.96"
"23/03/2020 8:35:35 PM","402.80","30.63","23.00","22.00","20.97"
"23/03/2020 8:30:35 PM","456.00","31.29","23.00","22.00","20.98"
"23/03/2020 8:25:35 PM","455.80","31.30","23.00","22.00","20.99"
"23/03/2020 8:20:35 PM","458.20","30.72","23.00","22.00","21.00"
"23/03/2020 8:15:35 PM","429.80","30.19","23.00","22.00","21.01"
"23/03/2020 8:10:35 PM","418.20","29.62","23.00","22.00","21.02"
"23/03/2020 8:05:35 PM","434.20","29.38","23.00","22.00","21.02"
"23/03/2020 8:00:35 PM","425.00","29.93","23.00","22.00","21.03"
"23/03/2020 7:55:35 PM","457.20","30.70","23.00","22.00","21.03"
"23/03/2020 7:50:35 PM","441.40","31.37","23.00","22.00","21.04"
"23/03/2020 7:45:35 PM","449.20","31.26","23.00","22.00","21.04"
"23/03/2020 7:40:35 PM","435.20","30.62","23.00","22.00","21.04"
"23/03/2020 7:35:35 PM","455.00","29.94","23.00","22.00","21.08"
"23/03/2020 7:30:35 PM","435.20","29.38","23.00","22.00","21.08"
"23/03/2020 7:25:35 PM","423.40","29.50","23.00","22.00","21.07"
"23/03/2020 7:20:35 PM","440.40","29.99","23.00","22.00","21.10"
"23/03/2020 7:15:35 PM","442.80","30.79","23.00","22.00","21.11"
"23/03/2020 7:10:35 PM","435.40","30.64","23.00","22.00","21.15"
"23/03/2020 7:05:35 PM","421.80","30.04","23.00","22.00","21.15"
"23/03/2020 7:00:35 PM","444.40","29.49","23.00","22.00","21.16"
"23/03/2020 6:55:35 PM","441.80","28.93","23.00","22.00","21.16"
"23/03/2020 6:50:35 PM","461.40","29.27","23.00","22.00","21.16"
"23/03/2020 6:45:35 PM","436.60","30.07","23.00","22.00","21.18"
"23/03/2020 6:40:35 PM","437.00","30.44","23.00","22.00","21.18"
"23/03/2020 6:35:35 PM","448.00","29.95","23.00","22.00","21.18"
"23/03/2020 6:30:35 PM","438.40","29.44","23.00","22.00","21.17"
"23/03/2020 6:25:35 PM","433.00","28.91","23.00","22.00","21.13"
"23/03/2020 6:20:35 PM","413.60","29.13","23.00","22.00","21.20"
"23/03/2020 6:15:35 PM","424.40","29.74","23.00","22.00","21.20"
"23/03/2020 6:10:35 PM","468.20","30.57","23.00","22.00","21.19"
"23/03/2020 6:05:35 PM","464.60","30.53","23.00","22.00","21.18"
"23/03/2020 6:00:35 PM","465.00","30.60","23.00","22.00","21.17"
"23/03/2020 5:55:35 PM","425.80","29.60","23.00","22.00","21.19"
"23/03/2020 5:50:35 PM","440.80","29.38","23.00","22.00","21.18"
"23/03/2020 5:45:35 PM","460.00","28.97","23.00","22.00","21.19"
"23/03/2020 5:40:35 PM","434.00","28.55","23.00","22.00","21.18"
"23/03/2020 5:35:35 PM","442.20","28.70","23.00","22.00","21.18"
"23/03/2020 5:30:35 PM","442.80","29.48","23.00","22.00","21.16"
"23/03/2020 5:25:35 PM","434.80","30.06","23.00","22.00","21.16"
"23/03/2020 5:20:35 PM","455.20","30.33","23.00","22.00","21.17"
"23/03/2020 5:15:35 PM","453.80","30.24","23.00","22.00","21.16"
"23/03/2020 5:10:35 PM","431.40","29.97","23.00","22.00","21.15"
"23/03/2020 5:05:35 PM","446.40","29.51","23.00","22.00","21.15"
"23/03/2020 5:00:35 PM","452.60","28.97","23.00","22.00","21.16"
"23/03/2020 4:55:35 PM","454.80","28.71","23.00","22.00","21.16"
"23/03/2020 4:50:35 PM","460.20","29.30","23.00","22.00","21.15"
"23/03/2020 4:45:35 PM","440.40","30.05","23.00","22.00","21.14"
"23/03/2020 4:40:35 PM","444.60","30.64","23.00","22.00","21.17"
"23/03/2020 4:35:35 PM","463.80","30.55","23.00","22.00","21.17"
"23/03/2020 4:30:35 PM","472.20","30.37","23.00","22.00","21.18"
"23/03/2020 4:25:35 PM","448.80","30.01","23.00","22.00","21.17"
"23/03/2020 4:20:35 PM","452.60","29.74","23.00","22.00","21.17"
"23/03/2020 4:15:35 PM","442.40","29.81","23.00","22.00","21.17"
"23/03/2020 4:10:35 PM","423.80","30.16","23.00","22.00","21.17"
"23/03/2020 4:05:35 PM","429.40","30.24","23.00","22.00","21.17"
"23/03/2020 4:00:35 PM","434.20","30.85","23.00","22.00","21.16"
"23/03/2020 3:55:35 PM","443.40","31.66","23.00","22.00","21.13"
"23/03/2020 3:50:35 PM","444.00","31.91","23.00","22.00","21.15"
"23/03/2020 3:45:35 PM","451.60","31.41","23.00","22.00","21.14"
"23/03/2020 3:40:35 PM","448.80","30.79","23.00","22.00","21.13"
"23/03/2020 3:35:35 PM","423.80","30.32","23.00","22.00","21.11"
"23/03/2020 3:30:35 PM","434.20","30.11","23.00","22.00","21.10"
"23/03/2020 3:25:35 PM","439.60","30.79","23.00","22.00","21.11"
"23/03/2020 3:20:35 PM","407.60","31.75","23.00","22.00","21.09"
"23/03/2020 3:15:35 PM","441.80","32.28","23.00","22.00","21.09"
"23/03/2020 3:10:35 PM","417.40","31.98","23.00","22.00","21.08"
"23/03/2020 3:05:35 PM","444.60","31.50","23.00","22.00","21.06"
"23/03/2020 3:00:35 PM","436.40","30.98","23.00","22.00","21.05"
"23/03/2020 2:55:35 PM","457.40","30.47","23.00","22.00","21.03"
"23/03/2020 2:50:35 PM","447.60","30.39","23.00","22.00","21.02"
"23/03/2020 2:45:35 PM","434.20","31.23","23.00","22.00","21.02"
"23/03/2020 2:40:35 PM","436.80","32.15","23.00","22.00","21.00"
"23/03/2020 2:35:35 PM","435.20","32.75","23.00","22.00","20.99"
"23/03/2020 2:30:35 PM","440.40","32.64","23.00","22.00","20.98"
"23/03/2020 2:25:35 PM","434.00","32.39","23.00","22.00","20.96"
"23/03/2020 2:20:35 PM","418.60","32.10","23.00","22.00","20.94"
"23/03/2020 2:15:35 PM","456.40","31.79","23.00","22.00","20.93"
"23/03/2020 2:10:35 PM","437.60","31.23","23.00","22.00","20.91"
"23/03/2020 2:05:35 PM","455.60","30.68","23.00","22.00","20.89"
"23/03/2020 2:00:35 PM","432.80","30.81","23.00","22.00","20.87"
"23/03/2020 1:55:35 PM","444.40","31.54","23.00","22.00","20.87"
"23/03/2020 1:50:35 PM","438.00","32.30","23.00","22.00","20.85"
"23/03/2020 1:45:35 PM","429.80","32.83","23.00","22.00","20.83"
"23/03/2020 1:40:35 PM","431.00","32.69","23.00","22.00","20.81"
"23/03/2020 1:35:35 PM","433.20","32.36","23.00","22.00","20.80"
"23/03/2020 1:30:35 PM","445.40","32.05","23.00","22.00","20.78"
"23/03/2020 1:25:35 PM","417.80","31.55","23.00","22.00","20.76"
"23/03/2020 1:20:35 PM","444.00","31.10","23.00","22.00","20.74"
"23/03/2020 1:15:35 PM","450.40","30.52","23.00","22.00","20.72"
"23/03/2020 1:10:35 PM","426.80","30.55","23.00","22.00","20.70"
"23/03/2020 1:05:35 PM","450.60","31.27","23.00","22.00","20.68"
"23/03/2020 1:00:35 PM","444.60","32.18","23.00","22.00","20.67"
"23/03/2020 12:55:35 PM","425.80","32.94","23.00","22.00","20.66"
"23/03/2020 12:50:35 PM","443.00","32.78","23.00","22.00","20.64"
"23/03/2020 12:45:35 PM","436.60","32.64","23.00","22.00","20.63"
"23/03/2020 12:40:35 PM","447.00","32.57","23.00","22.00","20.63"
"23/03/2020 12:35:35 PM","457.60","32.49","23.00","22.00","20.61"
"23/03/2020 12:30:35 PM","452.80","32.40","23.00","22.00","20.62"
"23/03/2020 12:25:35 PM","419.00","32.26","23.00","22.00","20.61"
"23/03/2020 12:20:35 PM","441.80","32.15","23.00","22.00","20.60"
"23/03/2020 12:15:35 PM","457.40","32.07","23.00","22.00","20.60"
"23/03/2020 12:10:35 PM","415.00","32.07","23.00","22.00","20.59"
"23/03/2020 12:05:35 PM","434.20","32.13","23.00","22.00","20.58"
"23/03/2020 12:00:35 PM","438.40","32.10","23.00","22.00","20.58"
"23/03/2020 11:55:35 AM","417.40","31.99","23.00","22.00","20.56"
"23/03/2020 11:50:35 AM","447.20","31.92","23.00","22.00","20.55"
"23/03/2020 11:45:35 AM","458.20","31.92","23.00","22.00","20.55"
"23/03/2020 11:40:35 AM","440.80","31.97","23.00","22.00","20.54"
"23/03/2020 11:35:35 AM","454.40","31.94","23.00","22.00","20.53"
"23/03/2020 11:30:35 AM","441.60","31.92","23.00","22.00","20.52"
"23/03/2020 11:25:35 AM","426.20","31.74","23.00","22.00","20.51"
"23/03/2020 11:20:35 AM","454.80","31.71","23.00","22.00","20.51"
"23/03/2020 11:15:35 AM","427.00","31.83","23.00","22.00","20.51"
"23/03/2020 11:10:35 AM","446.40","31.69","23.00","22.00","20.49"
"23/03/2020 11:05:35 AM","440.40","31.60","23.00","22.00","20.47"
"23/03/2020 11:00:35 AM","431.60","31.59","23.00","22.00","20.45"
"23/03/2020 10:55:35 AM","444.00","31.48","23.00","22.00","20.43"
"23/03/2020 10:50:35 AM","439.60","31.46","23.00","22.00","20.41"
"23/03/2020 10:45:35 AM","438.00","31.38","23.00","22.00","20.38"
"23/03/2020 10:40:35 AM","470.20","31.48","23.00","22.00","20.41"
"23/03/2020 10:35:35 AM","452.60","31.51","23.00","22.00","20.39"
"23/03/2020 10:30:35 AM","449.20","31.56","23.00","22.00","20.37"
"23/03/2020 10:25:35 AM","452.80","31.48","23.00","22.00","20.34"
"23/03/2020 10:20:35 AM","451.60","31.28","23.00","22.00","20.36"
"23/03/2020 10:15:35 AM","427.60","31.16","23.00","22.00","20.34"
"23/03/2020 10:10:35 AM","441.40","31.12","23.00","22.00","20.33"
"23/03/2020 10:05:35 AM","429.60","31.18","23.00","22.00","20.32"
"23/03/2020 10:00:35 AM","430.60","31.25","23.00","22.00","20.31"
"23/03/2020 9:55:35 AM","444.40","31.44","23.00","22.00","20.30"
"23/03/2020 9:50:35 AM","442.00","31.23","23.00","22.00","20.29"
"23/03/2020 9:45:35 AM","440.60","29.72","23.00","22.00","20.28"
"23/03/2020 9:40:35 AM","441.20","26.35","23.00","22.00","20.26"
"23/03/2020 9:35:35 AM","444.20","23.91","23.00","22.00","20.27"
"23/03/2020 9:30:35 AM","459.40","27.53","23.00","22.00","20.25"
"23/03/2020 9:25:35 AM","440.00","29.72","23.00","22.00","20.25"
"23/03/2020 9:20:35 AM","450.60","31.01","23.00","22.00","20.25"
"23/03/2020 9:15:35 AM","437.40","32.49","23.00","22.00","20.24"
"23/03/2020 9:10:35 AM","482.60","32.71","23.00","22.00","20.22"
"23/03/2020 9:05:35 AM","449.60","32.64","23.00","22.00","20.21"
"23/03/2020 9:00:35 AM","442.20","32.49","23.00","22.00","20.20"
"23/03/2020 8:55:35 AM","451.60","31.87","23.00","22.00","20.20"
"23/03/2020 8:50:35 AM","453.20","32.15","23.00","22.00","20.18"
"23/03/2020 8:45:35 AM","439.20","32.06","23.00","22.00","20.19"
"23/03/2020 8:40:35 AM","457.20","31.98","23.00","22.00","20.18"
"23/03/2020 8:35:35 AM","459.00","32.02","23.00","22.00","20.17"
"23/03/2020 8:30:35 AM","448.80","31.96","23.00","22.00","20.17"
"23/03/2020 8:25:35 AM","472.60","31.93","23.00","22.00","20.16"
"23/03/2020 8:20:35 AM","464.80","31.93","23.00","22.00","20.15"
"23/03/2020 8:15:35 AM","452.60","31.70","23.00","22.00","20.16"
"23/03/2020 8:10:35 AM","439.60","31.32","23.00","22.00","20.15"
"23/03/2020 8:05:35 AM","468.80","31.20","23.00","22.00","20.16"
"23/03/2020 8:00:35 AM","444.80","31.19","23.00","22.00","20.15"
"23/03/2020 7:55:35 AM","453.20","31.15","23.00","22.00","20.15"
"23/03/2020 7:50:35 AM","444.20","31.10","23.00","22.00","20.17"
"23/03/2020 7:45:35 AM","436.40","31.04","23.00","22.00","20.16"
"23/03/2020 7:40:35 AM","463.00","31.05","23.00","22.00","20.19"
