"Timestamp","AHU_B1_01-PIR1 Log","AHU_B1_01-PIR2 Log","AHU_B1_01-Sts Log","AHU_B1_01-Enable Log"
"20/02/2020 5:25:43 PM","0.00","0.00","1.00","1.00"
"20/02/2020 5:20:12 PM","1.00","0.00","1.00","1.00"
"20/02/2020 2:33:07 PM","0.00","0.00","1.00","1.00"
"20/02/2020 2:07:09 PM","0.00","1.00","1.00","1.00"
"20/02/2020 2:05:53 PM","0.00","0.00","1.00","1.00"
"20/02/2020 1:57:44 PM","0.00","1.00","1.00","1.00"
"20/02/2020 1:52:36 PM","1.00","1.00","1.00","1.00"
"20/02/2020 1:50:50 PM","0.00","1.00","1.00","1.00"
"20/02/2020 1:02:30 PM","0.00","0.00","1.00","1.00"
"20/02/2020 12:46:16 PM","0.00","1.00","1.00","1.00"
"20/02/2020 12:42:41 PM","0.00","0.00","1.00","1.00"
"20/02/2020 12:37:37 PM","1.00","0.00","1.00","1.00"
"20/02/2020 12:30:00 PM","0.00","0.00","1.00","1.00"
"20/02/2020 12:25:37 PM","1.00","0.00","1.00","1.00"
"20/02/2020 12:24:58 PM","1.00","1.00","1.00","1.00"
"20/02/2020 12:10:37 PM","0.00","1.00","1.00","1.00"
"20/02/2020 11:56:42 AM","0.00","0.00","1.00","1.00"
"20/02/2020 11:51:04 AM","1.00","0.00","1.00","1.00"
"20/02/2020 11:30:36 AM","0.00","0.00","1.00","1.00"
"20/02/2020 11:10:56 AM","0.00","1.00","1.00","1.00"
"20/02/2020 9:53:48 AM","0.00","0.00","1.00","1.00"
"20/02/2020 9:48:43 AM","1.00","0.00","1.00","1.00"
"20/02/2020 9:47:39 AM","0.00","0.00","1.00","1.00"
"20/02/2020 9:42:34 AM","1.00","0.00","1.00","1.00"
"20/02/2020 6:36:46 AM","0.00","0.00","1.00","1.00"
"20/02/2020 6:12:37 AM","0.00","1.00","1.00","1.00"
"20/02/2020 6:00:02 AM","0.00","0.00","1.00","1.00"
"19/02/2020 6:25:27 PM","0.00","0.00","1.00","0.00"
"19/02/2020 6:10:20 PM","0.00","1.00","1.00","0.00"
"19/02/2020 6:00:01 PM","0.00","0.00","1.00","0.00"
"19/02/2020 4:04:29 PM","0.00","0.00","1.00","1.00"
"19/02/2020 3:45:56 PM","0.00","1.00","1.00","1.00"
"19/02/2020 3:40:52 PM","1.00","1.00","1.00","1.00"
"19/02/2020 3:38:17 PM","0.00","1.00","1.00","1.00"
"19/02/2020 3:02:30 PM","0.00","0.00","1.00","1.00"
"19/02/2020 2:50:29 PM","0.00","1.00","1.00","1.00"
"19/02/2020 2:47:30 PM","1.00","1.00","1.00","1.00"
"19/02/2020 2:38:09 PM","1.00","0.00","1.00","1.00"
"19/02/2020 2:35:32 PM","1.00","1.00","1.00","1.00"
"19/02/2020 2:34:06 PM","0.00","1.00","1.00","1.00"
"19/02/2020 2:28:59 PM","1.00","1.00","1.00","1.00"
"19/02/2020 2:18:28 PM","0.00","1.00","1.00","1.00"
"19/02/2020 1:34:08 PM","0.00","0.00","1.00","1.00"
"19/02/2020 1:31:55 PM","0.00","1.00","1.00","1.00"
"19/02/2020 1:20:42 PM","1.00","1.00","1.00","1.00"
"19/02/2020 1:20:20 PM","0.00","1.00","1.00","1.00"
"19/02/2020 1:15:14 PM","1.00","1.00","1.00","1.00"
"19/02/2020 1:10:18 PM","0.00","1.00","1.00","1.00"
"19/02/2020 12:53:23 PM","0.00","0.00","1.00","1.00"
"19/02/2020 12:44:27 PM","0.00","1.00","1.00","1.00"
"19/02/2020 12:39:10 PM","1.00","1.00","1.00","1.00"
"19/02/2020 12:14:12 PM","0.00","1.00","1.00","1.00"
"19/02/2020 12:09:12 PM","1.00","1.00","1.00","1.00"
"19/02/2020 11:49:14 AM","0.00","1.00","1.00","1.00"
"19/02/2020 11:44:12 AM","1.00","1.00","1.00","1.00"
"19/02/2020 11:36:21 AM","0.00","1.00","1.00","1.00"
"19/02/2020 11:31:17 AM","1.00","1.00","1.00","1.00"
"19/02/2020 11:20:02 AM","0.00","1.00","1.00","1.00"
"19/02/2020 11:08:06 AM","0.00","0.00","1.00","1.00"
"19/02/2020 11:05:26 AM","0.00","1.00","1.00","1.00"
"19/02/2020 10:51:18 AM","1.00","1.00","1.00","1.00"
"19/02/2020 10:50:14 AM","1.00","0.00","1.00","1.00"
"19/02/2020 10:06:44 AM","0.00","0.00","1.00","1.00"
"19/02/2020 9:51:40 AM","0.00","1.00","1.00","1.00"
"19/02/2020 9:46:23 AM","0.00","0.00","1.00","1.00"
"19/02/2020 9:10:43 AM","0.00","1.00","1.00","1.00"
"19/02/2020 9:10:21 AM","0.00","0.00","1.00","1.00"
"19/02/2020 8:52:49 AM","0.00","1.00","1.00","1.00"
"19/02/2020 6:40:57 AM","0.00","0.00","1.00","1.00"
"19/02/2020 6:13:25 AM","0.00","1.00","1.00","1.00"
"19/02/2020 6:00:01 AM","0.00","0.00","1.00","1.00"
"18/02/2020 7:18:59 PM","0.00","0.00","1.00","0.00"
"18/02/2020 7:18:54 PM","0.00","0.00","1.00","1.00"
"18/02/2020 7:07:47 PM","0.00","1.00","1.00","1.00"
"18/02/2020 7:03:38 PM","1.00","1.00","1.00","1.00"
"18/02/2020 7:02:41 PM","1.00","0.00","1.00","1.00"
"18/02/2020 3:19:59 PM","0.00","0.00","1.00","1.00"
"18/02/2020 3:14:48 PM","1.00","0.00","1.00","1.00"
"18/02/2020 3:04:41 PM","0.00","0.00","1.00","1.00"
"18/02/2020 2:57:47 PM","1.00","0.00","1.00","1.00"
"18/02/2020 2:51:33 PM","0.00","0.00","1.00","1.00"
"18/02/2020 2:36:31 PM","0.00","1.00","1.00","1.00"
"18/02/2020 2:22:48 PM","0.00","0.00","1.00","1.00"
"18/02/2020 2:17:47 PM","1.00","0.00","1.00","1.00"
"18/02/2020 1:23:40 PM","0.00","0.00","1.00","1.00"
"18/02/2020 12:56:23 PM","0.00","1.00","1.00","1.00"
"18/02/2020 12:27:45 PM","0.00","0.00","1.00","1.00"
"18/02/2020 12:22:43 PM","1.00","0.00","1.00","1.00"
"18/02/2020 11:56:09 AM","0.00","0.00","1.00","1.00"
"18/02/2020 11:46:18 AM","0.00","1.00","1.00","1.00"
"18/02/2020 11:39:42 AM","1.00","1.00","1.00","1.00"
"18/02/2020 11:31:17 AM","0.00","1.00","1.00","1.00"
"18/02/2020 11:16:26 AM","1.00","1.00","1.00","1.00"
"18/02/2020 11:13:54 AM","0.00","1.00","1.00","1.00"
"18/02/2020 11:10:08 AM","0.00","0.00","1.00","1.00"
"18/02/2020 10:42:42 AM","0.00","1.00","1.00","1.00"
"18/02/2020 10:37:42 AM","1.00","1.00","1.00","1.00"
"18/02/2020 10:37:17 AM","0.00","1.00","1.00","1.00"
"18/02/2020 10:32:16 AM","1.00","1.00","1.00","1.00"
"18/02/2020 10:30:45 AM","0.00","1.00","1.00","1.00"
"18/02/2020 10:26:28 AM","0.00","0.00","1.00","1.00"
"18/02/2020 10:23:33 AM","0.00","1.00","1.00","1.00"
"18/02/2020 10:18:32 AM","1.00","1.00","1.00","1.00"
"18/02/2020 10:08:13 AM","0.00","1.00","1.00","1.00"
"18/02/2020 9:56:51 AM","1.00","1.00","1.00","1.00"
"18/02/2020 9:49:25 AM","0.00","1.00","1.00","1.00"
"18/02/2020 9:41:56 AM","1.00","1.00","1.00","1.00"
"18/02/2020 9:38:39 AM","0.00","1.00","1.00","1.00"
"18/02/2020 9:32:12 AM","0.00","0.00","1.00","1.00"
"18/02/2020 9:27:08 AM","1.00","0.00","1.00","1.00"
"18/02/2020 9:22:34 AM","0.00","0.00","1.00","1.00"
"18/02/2020 8:41:03 AM","0.00","1.00","1.00","1.00"
"18/02/2020 6:30:12 AM","0.00","0.00","1.00","1.00"
"18/02/2020 6:00:01 AM","0.00","1.00","1.00","1.00"
"18/02/2020 5:46:31 AM","0.00","1.00","1.00","0.00"
"17/02/2020 6:00:01 PM","0.00","0.00","1.00","0.00"
"17/02/2020 5:07:02 PM","0.00","0.00","1.00","1.00"
"17/02/2020 4:49:46 PM","0.00","1.00","1.00","1.00"
"17/02/2020 3:28:30 PM","0.00","0.00","1.00","1.00"
"17/02/2020 3:13:29 PM","0.00","1.00","1.00","1.00"
"17/02/2020 1:43:06 PM","0.00","0.00","1.00","1.00"
"17/02/2020 1:23:00 PM","0.00","1.00","1.00","1.00"
"17/02/2020 12:10:06 PM","0.00","0.00","1.00","1.00"
"17/02/2020 11:50:27 AM","0.00","1.00","1.00","1.00"
"17/02/2020 6:27:31 AM","0.00","0.00","1.00","1.00"
"17/02/2020 6:00:02 AM","0.00","1.00","1.00","1.00"
"17/02/2020 5:57:44 AM","0.00","1.00","1.00","0.00"
"15/02/2020 4:31:23 PM","0.00","0.00","1.00","0.00"
"15/02/2020 4:13:10 PM","0.00","1.00","1.00","0.00"
"15/02/2020 10:00:20 AM","0.00","0.00","1.00","0.00"
"15/02/2020 9:49:17 AM","0.00","1.00","1.00","0.00"
"15/02/2020 9:45:16 AM","1.00","1.00","1.00","0.00"
"15/02/2020 9:44:04 AM","1.00","0.00","1.00","0.00"
"14/02/2020 6:19:54 PM","0.00","0.00","1.00","0.00"
"14/02/2020 6:13:21 PM","1.00","0.00","1.00","0.00"
"14/02/2020 6:00:02 PM","0.00","0.00","1.00","0.00"
"14/02/2020 5:15:17 PM","0.00","0.00","1.00","1.00"
"14/02/2020 4:45:13 PM","0.00","1.00","1.00","1.00"
"14/02/2020 3:29:46 PM","0.00","0.00","1.00","1.00"
"14/02/2020 3:13:34 PM","0.00","1.00","1.00","1.00"
"14/02/2020 3:07:03 PM","0.00","0.00","1.00","1.00"
"14/02/2020 2:20:22 PM","0.00","1.00","1.00","1.00"
"14/02/2020 2:14:12 PM","0.00","0.00","1.00","1.00"
"14/02/2020 2:09:08 PM","1.00","0.00","1.00","1.00"
"14/02/2020 1:24:41 PM","0.00","0.00","1.00","1.00"
"14/02/2020 1:13:51 PM","0.00","1.00","1.00","1.00"
"14/02/2020 1:08:57 PM","1.00","1.00","1.00","1.00"
"14/02/2020 1:08:50 PM","1.00","0.00","1.00","1.00"
"14/02/2020 12:06:55 PM","0.00","0.00","1.00","1.00"
"14/02/2020 11:38:57 AM","0.00","1.00","1.00","1.00"
"14/02/2020 6:09:23 AM","0.00","0.00","1.00","1.00"
"14/02/2020 6:00:01 AM","0.00","1.00","1.00","1.00"
"14/02/2020 5:40:10 AM","0.00","1.00","1.00","0.00"
"13/02/2020 7:01:04 PM","0.00","0.00","1.00","0.00"
"13/02/2020 4:15:53 PM","0.00","0.00","1.00","1.00"
"13/02/2020 3:45:10 PM","0.00","1.00","1.00","1.00"
"13/02/2020 12:51:04 PM","0.00","0.00","1.00","1.00"
"13/02/2020 12:33:51 PM","0.00","1.00","1.00","1.00"
"13/02/2020 12:32:17 PM","0.00","0.00","1.00","1.00"
"13/02/2020 12:27:29 PM","1.00","0.00","1.00","1.00"
"13/02/2020 12:27:01 PM","1.00","1.00","1.00","1.00"
"13/02/2020 12:12:27 PM","0.00","1.00","1.00","1.00"
"13/02/2020 11:46:04 AM","0.00","0.00","1.00","1.00"
"13/02/2020 11:38:51 AM","0.00","1.00","1.00","1.00"
"13/02/2020 11:28:34 AM","1.00","1.00","1.00","1.00"
"13/02/2020 11:19:44 AM","1.00","0.00","1.00","1.00"
"13/02/2020 6:47:50 AM","0.00","0.00","1.00","1.00"
"13/02/2020 6:16:10 AM","0.00","1.00","1.00","1.00"
"13/02/2020 6:00:02 AM","0.00","0.00","1.00","1.00"
"12/02/2020 6:00:01 PM","0.00","0.00","1.00","0.00"
"12/02/2020 5:34:23 PM","0.00","0.00","1.00","1.00"
"12/02/2020 5:29:20 PM","1.00","0.00","1.00","1.00"
"12/02/2020 5:20:49 PM","0.00","0.00","1.00","1.00"
"12/02/2020 5:15:17 PM","1.00","0.00","1.00","1.00"
"12/02/2020 5:10:14 PM","0.00","0.00","1.00","1.00"
"12/02/2020 5:01:38 PM","0.00","1.00","1.00","1.00"
"12/02/2020 4:56:33 PM","1.00","1.00","1.00","1.00"
"12/02/2020 4:55:10 PM","0.00","1.00","1.00","1.00"
"12/02/2020 3:58:14 PM","0.00","0.00","1.00","1.00"
"12/02/2020 3:53:11 PM","1.00","0.00","1.00","1.00"
"12/02/2020 3:51:10 PM","0.00","0.00","1.00","1.00"
"12/02/2020 3:46:07 PM","1.00","0.00","1.00","1.00"
"12/02/2020 3:20:54 PM","0.00","0.00","1.00","1.00"
"12/02/2020 3:08:50 PM","0.00","1.00","1.00","1.00"
"12/02/2020 3:05:48 PM","1.00","1.00","1.00","1.00"
"12/02/2020 3:03:43 PM","1.00","0.00","1.00","1.00"
"12/02/2020 2:59:25 PM","0.00","0.00","1.00","1.00"
"12/02/2020 2:42:56 PM","0.00","1.00","1.00","1.00"
"12/02/2020 2:40:21 PM","0.00","0.00","1.00","1.00"
"12/02/2020 2:23:26 PM","0.00","1.00","1.00","1.00"
"12/02/2020 1:28:53 PM","0.00","0.00","1.00","1.00"
"12/02/2020 1:12:36 PM","0.00","1.00","1.00","1.00"
"12/02/2020 1:09:13 PM","0.00","0.00","1.00","1.00"
"12/02/2020 12:58:14 PM","0.00","1.00","1.00","1.00"
"12/02/2020 12:53:10 PM","1.00","1.00","1.00","1.00"
"12/02/2020 12:37:34 PM","0.00","1.00","1.00","1.00"
"12/02/2020 12:32:42 PM","0.00","0.00","1.00","1.00"
"12/02/2020 12:26:53 PM","1.00","0.00","1.00","1.00"
"12/02/2020 12:14:19 PM","0.00","0.00","1.00","1.00"
"12/02/2020 11:58:44 AM","0.00","1.00","1.00","1.00"
"12/02/2020 11:58:23 AM","0.00","0.00","1.00","1.00"
"12/02/2020 11:44:03 AM","0.00","1.00","1.00","1.00"
"12/02/2020 11:43:17 AM","1.00","1.00","1.00","1.00"
"12/02/2020 11:37:28 AM","1.00","0.00","1.00","1.00"
"12/02/2020 11:21:22 AM","0.00","0.00","1.00","1.00"
"12/02/2020 11:05:13 AM","0.00","1.00","1.00","1.00"
"12/02/2020 10:57:07 AM","0.00","0.00","1.00","1.00"
"12/02/2020 10:51:59 AM","1.00","0.00","1.00","1.00"
"12/02/2020 10:40:31 AM","0.00","0.00","1.00","1.00"
"12/02/2020 10:40:26 AM","1.00","0.00","1.00","1.00"
"12/02/2020 10:34:45 AM","1.00","1.00","1.00","1.00"
"12/02/2020 10:30:56 AM","0.00","1.00","1.00","1.00"
"12/02/2020 10:08:01 AM","1.00","1.00","1.00","1.00"
"12/02/2020 9:47:53 AM","0.00","1.00","1.00","1.00"
"12/02/2020 9:47:52 AM","1.00","1.00","1.00","1.00"
"12/02/2020 9:42:49 AM","1.00","0.00","1.00","1.00"
"12/02/2020 9:32:09 AM","0.00","0.00","1.00","1.00"
"12/02/2020 9:22:20 AM","0.00","1.00","1.00","1.00"
"12/02/2020 9:17:17 AM","1.00","1.00","1.00","1.00"
"12/02/2020 9:06:55 AM","0.00","1.00","1.00","1.00"
"12/02/2020 8:22:13 AM","1.00","1.00","1.00","1.00"
"12/02/2020 8:20:50 AM","0.00","1.00","1.00","1.00"
"12/02/2020 8:13:44 AM","1.00","1.00","1.00","1.00"
"12/02/2020 8:07:23 AM","0.00","1.00","1.00","1.00"
"12/02/2020 8:02:18 AM","1.00","1.00","1.00","1.00"
"12/02/2020 7:53:27 AM","0.00","1.00","1.00","1.00"
"12/02/2020 6:44:36 AM","0.00","0.00","1.00","1.00"
"12/02/2020 6:29:02 AM","0.00","1.00","1.00","1.00"
"12/02/2020 6:25:10 AM","0.00","0.00","1.00","1.00"
"12/02/2020 6:08:45 AM","0.00","1.00","1.00","1.00"
"12/02/2020 6:00:01 AM","0.00","0.00","1.00","1.00"
"11/02/2020 6:00:02 PM","0.00","0.00","1.00","0.00"
"11/02/2020 4:39:21 PM","0.00","0.00","1.00","1.00"
"11/02/2020 4:25:15 PM","0.00","1.00","1.00","1.00"
"11/02/2020 4:24:15 PM","1.00","1.00","1.00","1.00"
"11/02/2020 4:20:09 PM","1.00","0.00","1.00","1.00"
"11/02/2020 2:33:19 PM","0.00","0.00","1.00","1.00"
"11/02/2020 2:09:13 PM","0.00","1.00","1.00","1.00"
"11/02/2020 12:28:51 PM","0.00","0.00","1.00","1.00"
"11/02/2020 11:57:06 AM","0.00","1.00","1.00","1.00"
"11/02/2020 7:32:56 AM","0.00","0.00","1.00","1.00"
"11/02/2020 7:13:44 AM","0.00","1.00","1.00","1.00"
"11/02/2020 6:53:26 AM","0.00","0.00","1.00","1.00"
"11/02/2020 6:11:16 AM","0.00","1.00","1.00","1.00"
"11/02/2020 6:00:01 AM","0.00","0.00","1.00","1.00"
"10/02/2020 6:01:32 PM","0.00","0.00","1.00","0.00"
"10/02/2020 5:27:31 PM","0.00","0.00","1.00","1.00"
"10/02/2020 5:20:13 PM","0.00","1.00","1.00","1.00"
"10/02/2020 5:15:01 PM","1.00","1.00","1.00","1.00"
"10/02/2020 5:12:15 PM","0.00","1.00","1.00","1.00"
"10/02/2020 4:12:59 PM","0.00","0.00","1.00","1.00"
"10/02/2020 3:55:44 PM","0.00","1.00","1.00","1.00"
"10/02/2020 2:45:19 PM","0.00","0.00","1.00","1.00"
"10/02/2020 2:35:59 PM","1.00","0.00","1.00","1.00"
"10/02/2020 2:29:03 PM","0.00","0.00","1.00","1.00"
"10/02/2020 2:23:52 PM","1.00","0.00","1.00","1.00"
"10/02/2020 1:41:50 PM","0.00","0.00","1.00","1.00"
"10/02/2020 1:36:27 PM","1.00","0.00","1.00","1.00"
"10/02/2020 1:27:31 PM","0.00","0.00","1.00","1.00"
"10/02/2020 1:11:00 PM","0.00","1.00","1.00","1.00"
"10/02/2020 1:06:16 PM","0.00","0.00","1.00","1.00"
"10/02/2020 12:51:07 PM","0.00","1.00","1.00","1.00"
"10/02/2020 12:35:54 PM","0.00","0.00","1.00","1.00"
"10/02/2020 12:22:14 PM","0.00","1.00","1.00","1.00"
"10/02/2020 12:20:37 PM","1.00","1.00","1.00","1.00"
"10/02/2020 12:17:09 PM","1.00","0.00","1.00","1.00"
"10/02/2020 12:11:26 PM","0.00","0.00","1.00","1.00"
"10/02/2020 12:05:14 PM","0.00","1.00","1.00","1.00"
"10/02/2020 11:56:49 AM","1.00","1.00","1.00","1.00"
"10/02/2020 11:56:22 AM","0.00","1.00","1.00","1.00"
"10/02/2020 11:40:59 AM","0.00","0.00","1.00","1.00"
"10/02/2020 11:25:52 AM","0.00","1.00","1.00","1.00"
"10/02/2020 10:15:25 AM","0.00","0.00","1.00","1.00"
"10/02/2020 10:05:46 AM","1.00","0.00","1.00","1.00"
"10/02/2020 9:47:26 AM","0.00","0.00","1.00","1.00"
"10/02/2020 9:23:40 AM","0.00","1.00","1.00","1.00"
"10/02/2020 9:00:54 AM","0.00","0.00","1.00","1.00"
"10/02/2020 8:45:32 AM","0.00","1.00","1.00","1.00"
"10/02/2020 8:11:47 AM","0.00","0.00","1.00","1.00"
"10/02/2020 7:55:29 AM","0.00","1.00","1.00","1.00"
"10/02/2020 6:50:30 AM","0.00","0.00","1.00","1.00"
"10/02/2020 6:20:23 AM","0.00","1.00","1.00","1.00"
"10/02/2020 6:00:02 AM","0.00","0.00","1.00","1.00"
"9/02/2020 5:10:41 PM","0.00","0.00","1.00","0.00"
"9/02/2020 5:05:36 PM","1.00","0.00","1.00","0.00"
"9/02/2020 4:56:34 PM","0.00","0.00","1.00","0.00"
"9/02/2020 4:51:29 PM","1.00","0.00","1.00","0.00"
"9/02/2020 4:25:47 PM","0.00","0.00","1.00","0.00"
"9/02/2020 4:20:44 PM","1.00","0.00","1.00","0.00"
"9/02/2020 3:14:44 PM","0.00","0.00","1.00","0.00"
"9/02/2020 2:59:42 PM","0.00","1.00","1.00","0.00"
"9/02/2020 1:55:38 PM","0.00","0.00","1.00","0.00"
"9/02/2020 1:40:34 PM","0.00","1.00","1.00","0.00"
"9/02/2020 1:10:00 PM","0.00","0.00","1.00","0.00"
"9/02/2020 12:54:57 PM","0.00","1.00","1.00","0.00"
"9/02/2020 10:44:55 AM","0.00","0.00","1.00","0.00"
"9/02/2020 10:29:35 AM","0.00","1.00","1.00","0.00"
"8/02/2020 6:22:12 PM","0.00","0.00","1.00","0.00"
"8/02/2020 6:16:36 PM","1.00","0.00","1.00","0.00"
"8/02/2020 5:55:26 PM","0.00","0.00","1.00","0.00"
"8/02/2020 5:50:23 PM","1.00","0.00","1.00","0.00"
"8/02/2020 5:42:21 PM","0.00","0.00","1.00","0.00"
"8/02/2020 5:37:17 PM","1.00","0.00","1.00","0.00"
"8/02/2020 12:41:39 PM","0.00","0.00","1.00","0.00"
"8/02/2020 12:31:07 PM","0.00","1.00","1.00","0.00"
"8/02/2020 12:26:03 PM","1.00","1.00","1.00","0.00"
"8/02/2020 12:18:05 PM","0.00","1.00","1.00","0.00"
"8/02/2020 11:38:34 AM","0.00","0.00","1.00","0.00"
"8/02/2020 11:23:10 AM","0.00","1.00","1.00","0.00"
"8/02/2020 10:13:20 AM","0.00","0.00","1.00","0.00"
"8/02/2020 9:56:40 AM","0.00","1.00","1.00","0.00"
"8/02/2020 9:53:31 AM","1.00","1.00","1.00","0.00"
"8/02/2020 9:51:36 AM","1.00","0.00","1.00","0.00"
"8/02/2020 8:34:37 AM","0.00","0.00","1.00","0.00"
"8/02/2020 8:29:30 AM","1.00","0.00","1.00","0.00"
"7/02/2020 6:00:02 PM","0.00","0.00","1.00","0.00"
"7/02/2020 3:58:20 PM","0.00","0.00","1.00","1.00"
"7/02/2020 3:52:21 PM","1.00","0.00","1.00","1.00"
"7/02/2020 3:49:55 PM","0.00","0.00","1.00","1.00"
"7/02/2020 3:43:34 PM","0.00","1.00","1.00","1.00"
"7/02/2020 3:38:27 PM","1.00","1.00","1.00","1.00"
"7/02/2020 3:34:44 PM","0.00","1.00","1.00","1.00"
"7/02/2020 1:29:50 PM","0.00","0.00","1.00","1.00"
"7/02/2020 1:13:59 PM","0.00","1.00","1.00","1.00"
"7/02/2020 11:42:14 AM","0.00","0.00","1.00","1.00"
"7/02/2020 10:26:59 AM","0.00","1.00","1.00","1.00"
"7/02/2020 9:05:39 AM","0.00","0.00","1.00","1.00"
"7/02/2020 8:50:28 AM","0.00","1.00","1.00","1.00"
"7/02/2020 6:09:40 AM","0.00","0.00","1.00","1.00"
"7/02/2020 6:00:01 AM","0.00","1.00","1.00","1.00"
"7/02/2020 5:29:34 AM","0.00","1.00","1.00","0.00"
"6/02/2020 8:10:20 PM","0.00","0.00","1.00","0.00"
"6/02/2020 6:09:13 PM","0.00","0.00","1.00","1.00"
"6/02/2020 5:54:03 PM","0.00","1.00","1.00","1.00"
"6/02/2020 5:21:15 PM","0.00","0.00","1.00","1.00"
"6/02/2020 5:06:11 PM","0.00","1.00","1.00","1.00"
"6/02/2020 4:40:25 PM","0.00","0.00","1.00","1.00"
"6/02/2020 4:10:38 PM","0.00","1.00","1.00","1.00"
"6/02/2020 3:33:15 PM","0.00","0.00","1.00","1.00"
"6/02/2020 3:17:01 PM","0.00","1.00","1.00","1.00"
"6/02/2020 1:27:52 PM","0.00","0.00","1.00","1.00"
"6/02/2020 1:12:44 PM","0.00","1.00","1.00","1.00"
"6/02/2020 12:29:24 PM","0.00","0.00","1.00","1.00"
"6/02/2020 12:14:21 PM","0.00","1.00","1.00","1.00"
"6/02/2020 12:04:41 PM","0.00","0.00","1.00","1.00"
"6/02/2020 11:49:37 AM","0.00","1.00","1.00","1.00"
"6/02/2020 6:59:11 AM","0.00","0.00","1.00","1.00"
"6/02/2020 6:43:45 AM","0.00","1.00","1.00","1.00"
"6/02/2020 6:26:54 AM","0.00","0.00","1.00","1.00"
"6/02/2020 6:13:34 AM","0.00","1.00","1.00","1.00"
"6/02/2020 6:08:23 AM","1.00","1.00","1.00","1.00"
"6/02/2020 6:00:02 AM","0.00","1.00","1.00","1.00"
"6/02/2020 5:56:54 AM","0.00","1.00","1.00","0.00"
"5/02/2020 6:00:01 PM","0.00","0.00","1.00","0.00"
"5/02/2020 5:32:44 PM","0.00","0.00","1.00","1.00"
"5/02/2020 5:17:39 PM","0.00","1.00","1.00","1.00"
"5/02/2020 4:47:11 PM","0.00","0.00","1.00","1.00"
"5/02/2020 4:32:08 PM","0.00","1.00","1.00","1.00"
"5/02/2020 4:20:59 PM","0.00","0.00","1.00","1.00"
"5/02/2020 4:15:58 PM","1.00","0.00","1.00","1.00"
"5/02/2020 3:30:37 PM","0.00","0.00","1.00","1.00"
"5/02/2020 3:15:34 PM","0.00","1.00","1.00","1.00"
"5/02/2020 10:50:58 AM","0.00","0.00","1.00","1.00"
"5/02/2020 10:34:47 AM","0.00","1.00","1.00","1.00"
"5/02/2020 10:23:01 AM","0.00","0.00","1.00","1.00"
"5/02/2020 10:18:42 AM","1.00","0.00","1.00","1.00"
"5/02/2020 10:17:58 AM","1.00","1.00","1.00","1.00"
"5/02/2020 10:03:36 AM","0.00","1.00","1.00","1.00"
"5/02/2020 9:38:39 AM","0.00","0.00","1.00","1.00"
"5/02/2020 9:30:18 AM","1.00","0.00","1.00","1.00"
"5/02/2020 7:04:56 AM","0.00","0.00","1.00","1.00"
"5/02/2020 6:33:13 AM","0.00","1.00","1.00","1.00"
"5/02/2020 6:28:59 AM","0.00","0.00","1.00","1.00"
"5/02/2020 6:00:01 AM","0.00","1.00","1.00","1.00"
"5/02/2020 5:56:18 AM","0.00","1.00","1.00","0.00"
"5/02/2020 5:41:49 AM","1.00","1.00","1.00","0.00"
"5/02/2020 5:40:52 AM","0.00","1.00","1.00","0.00"
"5/02/2020 5:36:52 AM","0.00","0.00","1.00","0.00"
"5/02/2020 5:31:28 AM","1.00","0.00","1.00","0.00"
"5/02/2020 4:21:34 AM","0.00","0.00","1.00","0.00"
"5/02/2020 4:05:58 AM","0.00","1.00","1.00","0.00"
"4/02/2020 7:48:09 PM","0.00","0.00","1.00","0.00"
"4/02/2020 7:47:47 PM","0.00","0.00","1.00","1.00"
"4/02/2020 7:42:41 PM","1.00","0.00","1.00","1.00"
"4/02/2020 7:42:21 PM","0.00","0.00","1.00","1.00"
"4/02/2020 7:27:18 PM","0.00","1.00","1.00","1.00"
"4/02/2020 6:55:43 PM","0.00","0.00","1.00","1.00"
"4/02/2020 6:40:48 PM","0.00","1.00","1.00","1.00"
"4/02/2020 6:35:40 PM","1.00","1.00","1.00","1.00"
"4/02/2020 6:33:06 PM","0.00","1.00","1.00","1.00"
"4/02/2020 6:09:07 PM","0.00","0.00","1.00","1.00"
"4/02/2020 5:51:53 PM","0.00","1.00","1.00","1.00"
"4/02/2020 3:45:53 PM","0.00","0.00","1.00","1.00"
"4/02/2020 3:30:28 PM","0.00","1.00","1.00","1.00"
"4/02/2020 2:22:34 PM","0.00","0.00","1.00","1.00"
"4/02/2020 2:04:00 PM","0.00","1.00","1.00","1.00"
"4/02/2020 12:48:44 PM","0.00","0.00","1.00","1.00"
"4/02/2020 12:39:27 PM","0.00","1.00","1.00","1.00"
"4/02/2020 12:34:25 PM","1.00","1.00","1.00","1.00"
"4/02/2020 12:23:00 PM","0.00","1.00","1.00","1.00"
"4/02/2020 12:17:07 PM","0.00","0.00","1.00","1.00"
"4/02/2020 12:11:21 PM","1.00","0.00","1.00","1.00"
"4/02/2020 11:25:06 AM","0.00","0.00","1.00","1.00"
"4/02/2020 11:10:02 AM","0.00","1.00","1.00","1.00"
"4/02/2020 10:05:36 AM","0.00","0.00","1.00","1.00"
"4/02/2020 9:44:14 AM","0.00","1.00","1.00","1.00"
"4/02/2020 9:42:41 AM","0.00","0.00","1.00","1.00"
"4/02/2020 9:32:01 AM","0.00","1.00","1.00","1.00"
"4/02/2020 9:27:01 AM","1.00","1.00","1.00","1.00"
