"Timestamp","FCU-00-07   PIR Log","FCU-00-07   Enable Log","FCU-00-07   Status Log"
"24/03/2020 6:12:02 AM","0.00","1.00","1.00"
"24/03/2020 6:06:38 AM","1.00","1.00","1.00"
"24/03/2020 6:00:12 AM","0.00","1.00","1.00"
"24/03/2020 6:00:03 AM","0.00","1.00","0.00"
"23/03/2020 6:00:18 PM","0.00","0.00","0.00"
"23/03/2020 6:00:13 PM","0.00","0.00","1.00"
"23/03/2020 1:31:56 PM","0.00","1.00","1.00"
"23/03/2020 1:31:53 PM","0.00","1.00","0.00"
"23/03/2020 1:31:49 PM","0.00","0.00","0.00"
"23/03/2020 1:31:43 PM","0.00","0.00","1.00"
"23/03/2020 1:31:26 PM","0.00","1.00","1.00"
"23/03/2020 1:31:23 PM","0.00","1.00","0.00"
"23/03/2020 1:27:08 PM","0.00","0.00","0.00"
"23/03/2020 1:27:03 PM","0.00","0.00","1.00"
"23/03/2020 1:26:56 PM","0.00","1.00","1.00"
"23/03/2020 1:26:53 PM","0.00","1.00","0.00"
"23/03/2020 1:26:48 PM","0.00","0.00","0.00"
"23/03/2020 1:26:43 PM","0.00","0.00","1.00"
"23/03/2020 6:00:24 AM","0.00","1.00","1.00"
"23/03/2020 5:57:46 AM","1.00","1.00","1.00"
"23/03/2020 5:57:43 AM","1.00","1.00","0.00"
"23/03/2020 5:51:40 AM","1.00","0.00","0.00"
"20/03/2020 4:18:48 PM","0.00","0.00","0.00"
"20/03/2020 4:18:43 PM","0.00","0.00","1.00"
"20/03/2020 3:47:35 PM","0.00","1.00","1.00"
"20/03/2020 2:56:36 PM","1.00","1.00","1.00"
"20/03/2020 2:53:55 PM","0.00","1.00","1.00"
"20/03/2020 1:51:50 PM","1.00","1.00","1.00"
"20/03/2020 1:51:38 PM","0.00","1.00","1.00"
"20/03/2020 12:10:57 PM","1.00","1.00","1.00"
"20/03/2020 12:10:53 PM","1.00","1.00","0.00"
"20/03/2020 12:10:44 PM","1.00","0.00","0.00"
"20/03/2020 6:17:53 AM","0.00","0.00","0.00"
"20/03/2020 6:17:43 AM","0.00","0.00","1.00"
"20/03/2020 5:46:33 AM","0.00","1.00","1.00"
"20/03/2020 5:41:26 AM","1.00","1.00","1.00"
"20/03/2020 5:41:23 AM","1.00","1.00","0.00"
"20/03/2020 5:35:17 AM","1.00","0.00","0.00"
"19/03/2020 8:53:18 PM","0.00","0.00","0.00"
"19/03/2020 8:53:13 PM","0.00","0.00","1.00"
"19/03/2020 8:22:06 PM","0.00","1.00","1.00"
"19/03/2020 8:21:36 PM","1.00","1.00","1.00"
"19/03/2020 8:21:33 PM","1.00","1.00","0.00"
"19/03/2020 8:15:30 PM","1.00","0.00","0.00"
"19/03/2020 6:41:18 AM","0.00","0.00","0.00"
"19/03/2020 6:41:13 AM","0.00","0.00","1.00"
"19/03/2020 6:09:59 AM","0.00","1.00","1.00"
"19/03/2020 6:01:46 AM","1.00","1.00","1.00"
"19/03/2020 6:01:43 AM","1.00","1.00","0.00"
"19/03/2020 6:01:37 AM","1.00","0.00","0.00"
"18/03/2020 5:59:58 PM","0.00","0.00","0.00"
"18/03/2020 5:59:53 PM","0.00","0.00","1.00"
"18/03/2020 5:28:39 PM","0.00","1.00","1.00"
"18/03/2020 5:19:47 PM","1.00","1.00","1.00"
"18/03/2020 5:19:15 PM","0.00","1.00","1.00"
"18/03/2020 5:10:09 PM","1.00","1.00","1.00"
"18/03/2020 5:07:53 PM","0.00","1.00","1.00"
"18/03/2020 4:51:39 PM","1.00","1.00","1.00"
"18/03/2020 4:51:02 PM","0.00","1.00","1.00"
"18/03/2020 4:35:56 PM","1.00","1.00","1.00"
"18/03/2020 4:29:28 PM","0.00","1.00","1.00"
"18/03/2020 4:24:26 PM","1.00","1.00","1.00"
"18/03/2020 4:21:59 PM","0.00","1.00","1.00"
"18/03/2020 4:16:53 PM","1.00","1.00","1.00"
"18/03/2020 4:15:32 PM","0.00","1.00","1.00"
"18/03/2020 4:05:01 PM","1.00","1.00","1.00"
"18/03/2020 3:57:59 PM","0.00","1.00","1.00"
"18/03/2020 3:44:17 PM","1.00","1.00","1.00"
"18/03/2020 3:42:51 PM","0.00","1.00","1.00"
"18/03/2020 3:15:39 PM","1.00","1.00","1.00"
"18/03/2020 3:15:37 PM","0.00","1.00","1.00"
"18/03/2020 2:52:51 PM","1.00","1.00","1.00"
"18/03/2020 2:52:17 PM","0.00","1.00","1.00"
"18/03/2020 2:46:32 PM","1.00","1.00","1.00"
"18/03/2020 2:45:26 PM","0.00","1.00","1.00"
"18/03/2020 2:25:34 PM","1.00","1.00","1.00"
"18/03/2020 2:25:21 PM","0.00","1.00","1.00"
"18/03/2020 2:14:41 PM","1.00","1.00","1.00"
"18/03/2020 2:13:36 PM","0.00","1.00","1.00"
"18/03/2020 1:57:24 PM","1.00","1.00","1.00"
"18/03/2020 1:56:22 PM","0.00","1.00","1.00"
"18/03/2020 1:33:35 PM","1.00","1.00","1.00"
"18/03/2020 1:30:36 PM","0.00","1.00","1.00"
"18/03/2020 1:23:27 PM","1.00","1.00","1.00"
"18/03/2020 12:57:37 PM","0.00","1.00","1.00"
"18/03/2020 12:37:44 PM","1.00","1.00","1.00"
"18/03/2020 12:36:05 PM","0.00","1.00","1.00"
"18/03/2020 12:11:42 PM","1.00","1.00","1.00"
"18/03/2020 12:03:19 PM","0.00","1.00","1.00"
"18/03/2020 11:38:36 AM","1.00","1.00","1.00"
"18/03/2020 11:37:33 AM","0.00","1.00","1.00"
"18/03/2020 11:27:57 AM","1.00","1.00","1.00"
"18/03/2020 11:19:22 AM","0.00","1.00","1.00"
"18/03/2020 11:14:19 AM","1.00","1.00","1.00"
"18/03/2020 11:03:23 AM","0.00","1.00","1.00"
"18/03/2020 10:58:19 AM","1.00","1.00","1.00"
"18/03/2020 10:55:49 AM","0.00","1.00","1.00"
"18/03/2020 10:31:12 AM","1.00","1.00","1.00"
"18/03/2020 10:29:52 AM","0.00","1.00","1.00"
"18/03/2020 10:09:49 AM","1.00","1.00","1.00"
"18/03/2020 9:57:08 AM","0.00","1.00","1.00"
"18/03/2020 9:50:09 AM","1.00","1.00","1.00"
"18/03/2020 9:45:48 AM","0.00","1.00","1.00"
"18/03/2020 9:40:37 AM","1.00","1.00","1.00"
"18/03/2020 9:40:33 AM","1.00","1.00","0.00"
"18/03/2020 9:40:25 AM","1.00","0.00","0.00"
"18/03/2020 6:12:48 AM","0.00","0.00","0.00"
"18/03/2020 6:12:43 AM","0.00","0.00","1.00"
"18/03/2020 5:41:32 AM","0.00","1.00","1.00"
"18/03/2020 5:39:16 AM","1.00","1.00","1.00"
"18/03/2020 5:39:13 AM","1.00","1.00","0.00"
"18/03/2020 5:33:12 AM","1.00","0.00","0.00"
"17/03/2020 11:05:28 AM","0.00","0.00","0.00"
"17/03/2020 11:05:23 AM","0.00","0.00","1.00"
"17/03/2020 10:34:16 AM","0.00","1.00","1.00"
"17/03/2020 10:26:37 AM","1.00","1.00","1.00"
"17/03/2020 10:26:33 AM","1.00","1.00","0.00"
"17/03/2020 10:26:29 AM","1.00","0.00","0.00"
"17/03/2020 10:15:19 AM","0.00","0.00","0.00"
"17/03/2020 10:15:13 AM","0.00","0.00","1.00"
"17/03/2020 10:15:06 AM","0.00","1.00","1.00"
"17/03/2020 10:15:03 AM","0.00","1.00","0.00"
"17/03/2020 10:11:04 AM","0.00","0.00","0.00"
"17/03/2020 10:10:53 AM","0.00","0.00","1.00"
"17/03/2020 10:10:46 AM","0.00","1.00","1.00"
"17/03/2020 10:10:43 AM","0.00","1.00","0.00"
"17/03/2020 9:57:18 AM","0.00","0.00","0.00"
"17/03/2020 9:57:13 AM","0.00","0.00","1.00"
"17/03/2020 9:57:07 AM","0.00","1.00","1.00"
"17/03/2020 9:57:03 AM","0.00","1.00","0.00"
"17/03/2020 9:56:48 AM","0.00","0.00","0.00"
"17/03/2020 9:56:43 AM","0.00","0.00","1.00"
"17/03/2020 9:51:27 AM","0.00","1.00","1.00"
"17/03/2020 9:51:23 AM","0.00","1.00","0.00"
"17/03/2020 9:51:09 AM","0.00","0.00","0.00"
"17/03/2020 9:51:03 AM","0.00","0.00","1.00"
"17/03/2020 9:50:47 AM","0.00","1.00","1.00"
"17/03/2020 9:50:43 AM","0.00","1.00","0.00"
