"Timestamp","FCU-00-08   PIR Log","FCU-00-08  Enable Log","FCU-00-08   Status Log"
"9/03/2020 2:09:38 PM","1.00","1.00","0.00"
"9/03/2020 2:09:37 PM","1.00","1.00","0.00"
"9/03/2020 2:09:36 PM","1.00","1.00","1.00"
"9/03/2020 2:09:35 PM","1.00","1.00","1.00"
"9/03/2020 2:09:34 PM","1.00","1.00","1.00"
"9/03/2020 2:09:26 PM","1.00","1.00","1.00"
"9/03/2020 2:09:03 PM","1.00","1.00","1.00"
"9/03/2020 2:08:56 PM","1.00","1.00","1.00"
"9/03/2020 2:08:34 PM","1.00","1.00","1.00"
"9/03/2020 2:08:33 PM","1.00","1.00","0.00"
"9/03/2020 2:08:32 PM","1.00","1.00","1.00"
"9/03/2020 2:08:28 PM","1.00","1.00","1.00"
"9/03/2020 2:08:21 PM","1.00","1.00","1.00"
"9/03/2020 2:07:58 PM","1.00","1.00","1.00"
"9/03/2020 2:07:26 PM","1.00","1.00","1.00"
"9/03/2020 2:06:52 PM","1.00","1.00","1.00"
"9/03/2020 2:02:13 PM","1.00","1.00","1.00"
"9/03/2020 2:00:35 PM","1.00","1.00","1.00"
"9/03/2020 2:00:34 PM","1.00","1.00","0.00"
"9/03/2020 2:00:22 PM","1.00","1.00","1.00"
"9/03/2020 2:00:19 PM","1.00","1.00","1.00"
"9/03/2020 1:58:16 PM","1.00","1.00","1.00"
"9/03/2020 1:58:15 PM","1.00","1.00","1.00"
"9/03/2020 1:58:12 PM","1.00","1.00","1.00"
"9/03/2020 1:58:11 PM","1.00","1.00","1.00"
"9/03/2020 1:58:10 PM","1.00","1.00","1.00"
"9/03/2020 1:58:05 PM","1.00","1.00","1.00"
"9/03/2020 1:58:02 PM","1.00","1.00","1.00"
"9/03/2020 1:58:01 PM","1.00","1.00","0.00"
"9/03/2020 1:57:59 PM","1.00","1.00","1.00"
"9/03/2020 1:57:58 PM","1.00","1.00","0.00"
"9/03/2020 1:57:55 PM","1.00","1.00","1.00"
"9/03/2020 1:57:52 PM","1.00","1.00","1.00"
"9/03/2020 1:57:51 PM","1.00","1.00","1.00"
"9/03/2020 1:57:50 PM","1.00","1.00","1.00"
"9/03/2020 1:57:47 PM","1.00","1.00","1.00"
"9/03/2020 1:57:46 PM","1.00","1.00","0.00"
"9/03/2020 1:57:45 PM","1.00","1.00","1.00"
"9/03/2020 1:57:44 PM","1.00","1.00","1.00"
"9/03/2020 1:57:43 PM","1.00","1.00","1.00"
"9/03/2020 1:57:42 PM","1.00","1.00","1.00"
"9/03/2020 1:57:30 PM","1.00","1.00","1.00"
"9/03/2020 1:57:00 PM","1.00","1.00","1.00"
"9/03/2020 1:55:05 PM","1.00","1.00","1.00"
"9/03/2020 1:55:04 PM","1.00","1.00","0.00"
"9/03/2020 1:55:01 PM","1.00","1.00","1.00"
"9/03/2020 1:54:53 PM","1.00","1.00","1.00"
"9/03/2020 1:54:52 PM","1.00","1.00","0.00"
"9/03/2020 1:54:51 PM","1.00","1.00","1.00"
"9/03/2020 1:54:50 PM","1.00","1.00","1.00"
"9/03/2020 1:54:49 PM","1.00","1.00","0.00"
"9/03/2020 1:54:41 PM","1.00","1.00","1.00"
"9/03/2020 1:54:38 PM","1.00","1.00","1.00"
"9/03/2020 1:54:37 PM","1.00","1.00","1.00"
"9/03/2020 1:54:36 PM","1.00","1.00","1.00"
"9/03/2020 1:54:35 PM","1.00","1.00","1.00"
"9/03/2020 1:54:30 PM","1.00","1.00","1.00"
"9/03/2020 1:54:29 PM","1.00","1.00","1.00"
"9/03/2020 1:54:28 PM","1.00","1.00","1.00"
"9/03/2020 1:54:10 PM","1.00","1.00","1.00"
"9/03/2020 1:54:09 PM","1.00","1.00","1.00"
"9/03/2020 1:54:06 PM","1.00","1.00","1.00"
"9/03/2020 1:54:05 PM","1.00","1.00","1.00"
"9/03/2020 1:54:01 PM","1.00","1.00","1.00"
"9/03/2020 1:53:59 PM","1.00","1.00","1.00"
"9/03/2020 1:53:54 PM","1.00","1.00","1.00"
"9/03/2020 1:53:53 PM","1.00","1.00","1.00"
"9/03/2020 1:53:46 PM","1.00","1.00","1.00"
"9/03/2020 1:53:44 PM","1.00","1.00","1.00"
"9/03/2020 1:53:42 PM","1.00","1.00","1.00"
"9/03/2020 1:53:39 PM","1.00","1.00","1.00"
"9/03/2020 1:53:38 PM","1.00","1.00","1.00"
"9/03/2020 1:53:34 PM","1.00","1.00","1.00"
"9/03/2020 1:53:31 PM","1.00","1.00","1.00"
"9/03/2020 1:53:27 PM","1.00","1.00","1.00"
"9/03/2020 1:53:24 PM","1.00","1.00","1.00"
"9/03/2020 1:53:14 PM","1.00","1.00","1.00"
"9/03/2020 1:53:13 PM","1.00","1.00","0.00"
"9/03/2020 1:53:10 PM","1.00","1.00","1.00"
"9/03/2020 1:53:09 PM","1.00","1.00","1.00"
"9/03/2020 1:53:08 PM","1.00","1.00","1.00"
"9/03/2020 1:53:02 PM","1.00","1.00","1.00"
"9/03/2020 1:52:55 PM","1.00","1.00","1.00"
"9/03/2020 1:52:46 PM","1.00","1.00","1.00"
"9/03/2020 1:52:43 PM","0.00","1.00","1.00"
"9/03/2020 1:52:32 PM","0.00","1.00","1.00"
"9/03/2020 1:52:27 PM","0.00","1.00","1.00"
"9/03/2020 1:52:17 PM","0.00","1.00","1.00"
"9/03/2020 1:52:13 PM","0.00","1.00","1.00"
"9/03/2020 1:52:12 PM","0.00","1.00","0.00"
"9/03/2020 1:52:11 PM","0.00","1.00","1.00"
"9/03/2020 1:52:09 PM","0.00","1.00","1.00"
"9/03/2020 1:52:08 PM","0.00","1.00","1.00"
"9/03/2020 1:51:41 PM","0.00","1.00","1.00"
"9/03/2020 1:51:37 PM","0.00","1.00","1.00"
"9/03/2020 1:51:33 PM","1.00","1.00","1.00"
"9/03/2020 1:51:32 PM","1.00","1.00","0.00"
"9/03/2020 1:51:28 PM","1.00","1.00","1.00"
"9/03/2020 1:51:27 PM","1.00","1.00","1.00"
"9/03/2020 1:51:26 PM","1.00","1.00","0.00"
"9/03/2020 1:51:19 PM","1.00","1.00","1.00"
"9/03/2020 1:50:53 PM","1.00","1.00","1.00"
"9/03/2020 1:50:50 PM","1.00","1.00","1.00"
"9/03/2020 1:50:49 PM","1.00","1.00","1.00"
"9/03/2020 1:50:48 PM","1.00","1.00","0.00"
"9/03/2020 1:50:47 PM","1.00","1.00","1.00"
"9/03/2020 1:50:46 PM","1.00","1.00","1.00"
"9/03/2020 1:50:45 PM","1.00","1.00","0.00"
"9/03/2020 1:50:29 PM","1.00","1.00","1.00"
"9/03/2020 1:50:23 PM","1.00","1.00","1.00"
"9/03/2020 1:50:18 PM","1.00","1.00","1.00"
"9/03/2020 1:50:16 PM","1.00","1.00","1.00"
"9/03/2020 1:50:11 PM","1.00","1.00","1.00"
"9/03/2020 1:48:42 PM","1.00","1.00","1.00"
"9/03/2020 1:48:41 PM","1.00","1.00","0.00"
"9/03/2020 1:48:33 PM","1.00","1.00","1.00"
"9/03/2020 1:48:21 PM","1.00","1.00","1.00"
"9/03/2020 1:48:18 PM","1.00","1.00","1.00"
"9/03/2020 1:47:44 PM","1.00","1.00","1.00"
"9/03/2020 1:47:14 PM","1.00","1.00","1.00"
"9/03/2020 1:45:50 PM","1.00","1.00","1.00"
"9/03/2020 1:45:19 PM","0.00","1.00","1.00"
"9/03/2020 1:31:36 PM","1.00","1.00","1.00"
"9/03/2020 1:24:29 PM","0.00","1.00","1.00"
"9/03/2020 1:24:28 PM","0.00","1.00","0.00"
"9/03/2020 1:23:24 PM","0.00","1.00","1.00"
"9/03/2020 1:16:41 PM","1.00","1.00","1.00"
"9/03/2020 1:11:43 PM","0.00","1.00","1.00"
"9/03/2020 1:08:45 PM","1.00","1.00","1.00"
"9/03/2020 12:45:11 PM","1.00","1.00","1.00"
"9/03/2020 12:44:36 PM","0.00","1.00","1.00"
"9/03/2020 12:22:21 PM","1.00","1.00","1.00"
"9/03/2020 12:18:48 PM","0.00","1.00","1.00"
"9/03/2020 12:13:18 PM","1.00","1.00","1.00"
"9/03/2020 11:56:54 AM","0.00","1.00","1.00"
"9/03/2020 11:41:59 AM","1.00","1.00","1.00"
"9/03/2020 11:39:31 AM","0.00","1.00","1.00"
"9/03/2020 11:14:34 AM","1.00","1.00","1.00"
"9/03/2020 11:13:20 AM","0.00","1.00","1.00"
"9/03/2020 10:37:44 AM","1.00","1.00","1.00"
"9/03/2020 10:37:42 AM","1.00","1.00","0.00"
"9/03/2020 10:37:32 AM","1.00","0.00","0.00"
"9/03/2020 8:31:34 AM","0.00","0.00","0.00"
"9/03/2020 8:31:32 AM","0.00","0.00","1.00"
"9/03/2020 8:31:25 AM","0.00","1.00","1.00"
"9/03/2020 8:31:22 AM","0.00","1.00","0.00"
"9/03/2020 8:31:14 AM","0.00","0.00","0.00"
"9/03/2020 8:31:12 AM","0.00","0.00","1.00"
"9/03/2020 6:04:53 AM","0.00","1.00","1.00"
"9/03/2020 6:00:05 AM","1.00","1.00","1.00"
"9/03/2020 6:00:02 AM","1.00","1.00","0.00"
"9/03/2020 5:54:37 AM","1.00","0.00","0.00"
"9/03/2020 1:45:25 AM","0.00","0.00","0.00"
"8/03/2020 10:15:25 AM","0.00","0.00","0.00"
"7/03/2020 5:06:54 PM","0.00","0.00","0.00"
"7/03/2020 5:06:52 PM","0.00","0.00","1.00"
"7/03/2020 4:35:45 PM","0.00","1.00","1.00"
"7/03/2020 1:47:24 PM","1.00","1.00","1.00"
"7/03/2020 1:47:22 PM","1.00","1.00","0.00"
"7/03/2020 1:41:20 PM","1.00","0.00","0.00"
"7/03/2020 12:29:14 PM","0.00","0.00","0.00"
"7/03/2020 12:29:12 PM","0.00","0.00","1.00"
"7/03/2020 11:58:06 AM","0.00","1.00","1.00"
"7/03/2020 11:56:25 AM","1.00","1.00","1.00"
"7/03/2020 11:56:22 AM","1.00","1.00","0.00"
"7/03/2020 11:50:16 AM","1.00","0.00","0.00"
"6/03/2020 7:20:14 PM","0.00","0.00","0.00"
"6/03/2020 7:20:12 PM","0.00","0.00","1.00"
"6/03/2020 6:49:12 PM","0.00","1.00","1.00"
"6/03/2020 6:42:50 PM","1.00","1.00","1.00"
"6/03/2020 6:14:17 PM","1.00","1.00","1.00"
"6/03/2020 6:06:04 PM","1.00","1.00","1.00"
"6/03/2020 6:06:02 PM","1.00","1.00","0.00"
"6/03/2020 6:00:04 PM","1.00","0.00","0.00"
"6/03/2020 6:00:02 PM","1.00","0.00","1.00"
"6/03/2020 5:30:22 PM","1.00","1.00","1.00"
"6/03/2020 5:26:55 PM","0.00","1.00","1.00"
"6/03/2020 5:07:43 PM","1.00","1.00","1.00"
"6/03/2020 4:54:45 PM","0.00","1.00","1.00"
"6/03/2020 4:31:35 PM","1.00","1.00","1.00"
"6/03/2020 4:31:32 PM","1.00","1.00","0.00"
"6/03/2020 4:31:31 PM","1.00","0.00","0.00"
"6/03/2020 5:40:54 AM","0.00","0.00","0.00"
"6/03/2020 5:40:52 AM","0.00","0.00","1.00"
"6/03/2020 5:24:00 AM","0.00","1.00","1.00"
"6/03/2020 5:22:47 AM","0.00","1.00","1.00"
"6/03/2020 5:09:48 AM","0.00","1.00","1.00"
"6/03/2020 5:08:45 AM","1.00","1.00","1.00"
"6/03/2020 5:08:42 AM","1.00","1.00","0.00"
"6/03/2020 5:02:36 AM","1.00","0.00","0.00"
"6/03/2020 1:45:05 AM","0.00","0.00","0.00"
"5/03/2020 7:00:04 PM","0.00","0.00","0.00"
"5/03/2020 7:00:02 PM","0.00","0.00","1.00"
"5/03/2020 6:29:00 PM","0.00","1.00","1.00"
"5/03/2020 6:06:09 PM","1.00","1.00","1.00"
"5/03/2020 6:06:02 PM","1.00","1.00","0.00"
"5/03/2020 6:00:04 PM","1.00","0.00","0.00"
"5/03/2020 6:00:02 PM","1.00","0.00","1.00"
"5/03/2020 5:40:50 PM","1.00","1.00","1.00"
"5/03/2020 5:18:44 PM","1.00","1.00","1.00"
"5/03/2020 5:18:36 PM","0.00","1.00","1.00"
"5/03/2020 4:55:45 PM","1.00","1.00","1.00"
"5/03/2020 4:55:42 PM","1.00","1.00","0.00"
"5/03/2020 4:55:34 PM","1.00","0.00","0.00"
"5/03/2020 3:50:14 PM","0.00","0.00","0.00"
"5/03/2020 3:50:12 PM","0.00","0.00","1.00"
"5/03/2020 3:19:06 PM","0.00","1.00","1.00"
"5/03/2020 2:45:23 PM","1.00","1.00","1.00"
"5/03/2020 2:44:38 PM","1.00","1.00","1.00"
"5/03/2020 1:02:45 PM","1.00","1.00","1.00"
"5/03/2020 1:02:42 PM","1.00","1.00","0.00"
"5/03/2020 1:02:36 PM","1.00","0.00","0.00"
"5/03/2020 6:37:14 AM","0.00","0.00","0.00"
"5/03/2020 6:37:12 AM","0.00","0.00","1.00"
"5/03/2020 6:06:03 AM","0.00","1.00","1.00"
"5/03/2020 6:00:05 AM","1.00","1.00","1.00"
"5/03/2020 6:00:02 AM","1.00","1.00","0.00"
"5/03/2020 5:56:48 AM","1.00","0.00","0.00"
"4/03/2020 5:15:04 PM","0.00","0.00","0.00"
"4/03/2020 5:15:02 PM","0.00","0.00","1.00"
"4/03/2020 4:43:48 PM","0.00","1.00","1.00"
"4/03/2020 4:38:42 PM","1.00","1.00","1.00"
"4/03/2020 4:38:25 PM","0.00","1.00","1.00"
"4/03/2020 4:29:44 PM","1.00","1.00","1.00"
"4/03/2020 4:14:22 PM","0.00","1.00","1.00"
"4/03/2020 4:03:54 PM","1.00","1.00","1.00"
"4/03/2020 3:59:59 PM","1.00","1.00","1.00"
"4/03/2020 3:57:37 PM","0.00","1.00","1.00"
"4/03/2020 3:43:52 PM","1.00","1.00","1.00"
"4/03/2020 3:42:28 PM","1.00","1.00","1.00"
"4/03/2020 3:39:41 PM","1.00","1.00","1.00"
"4/03/2020 3:38:49 PM","1.00","1.00","1.00"
"4/03/2020 3:35:40 PM","1.00","1.00","1.00"
"4/03/2020 3:35:29 PM","1.00","1.00","1.00"
"4/03/2020 3:25:58 PM","1.00","1.00","1.00"
"4/03/2020 11:27:49 AM","1.00","1.00","1.00"
"4/03/2020 11:17:57 AM","0.00","1.00","1.00"
"4/03/2020 11:06:15 AM","1.00","1.00","1.00"
"4/03/2020 11:06:12 AM","1.00","1.00","0.00"
"4/03/2020 11:06:08 AM","1.00","0.00","0.00"
"4/03/2020 9:04:04 AM","0.00","0.00","0.00"
"4/03/2020 9:04:02 AM","0.00","0.00","1.00"
"4/03/2020 6:50:55 AM","0.00","1.00","1.00"
"4/03/2020 6:50:52 AM","0.00","1.00","0.00"
"4/03/2020 6:16:24 AM","0.00","0.00","0.00"
"4/03/2020 6:16:22 AM","0.00","0.00","1.00"
"4/03/2020 5:45:08 AM","0.00","1.00","1.00"
"4/03/2020 5:42:20 AM","1.00","1.00","1.00"
"4/03/2020 5:42:12 AM","1.00","1.00","0.00"
"4/03/2020 5:36:05 AM","1.00","0.00","0.00"
"3/03/2020 7:03:14 PM","0.00","0.00","0.00"
"3/03/2020 7:03:12 PM","0.00","0.00","1.00"
"3/03/2020 6:32:10 PM","0.00","1.00","1.00"
"3/03/2020 6:06:04 PM","1.00","1.00","1.00"
"3/03/2020 6:06:02 PM","1.00","1.00","0.00"
"3/03/2020 6:00:04 PM","1.00","0.00","0.00"
"3/03/2020 6:00:02 PM","1.00","0.00","1.00"
"3/03/2020 5:03:40 PM","1.00","1.00","1.00"
"3/03/2020 5:03:34 PM","0.00","1.00","1.00"
"3/03/2020 3:28:12 PM","1.00","1.00","1.00"
"3/03/2020 3:25:41 PM","0.00","1.00","1.00"
"3/03/2020 2:46:58 PM","1.00","1.00","1.00"
"3/03/2020 2:44:05 PM","0.00","1.00","1.00"
"3/03/2020 1:07:37 PM","1.00","1.00","1.00"
"3/03/2020 12:57:57 PM","0.00","1.00","1.00"
"3/03/2020 12:03:09 PM","1.00","1.00","1.00"
"3/03/2020 12:02:45 PM","0.00","1.00","1.00"
"3/03/2020 11:57:36 AM","1.00","1.00","1.00"
"3/03/2020 11:55:33 AM","0.00","1.00","1.00"
"3/03/2020 11:38:32 AM","1.00","1.00","1.00"
"3/03/2020 11:33:21 AM","0.00","1.00","1.00"
"3/03/2020 10:22:34 AM","1.00","1.00","1.00"
"3/03/2020 10:22:32 AM","1.00","1.00","0.00"
"3/03/2020 10:22:29 AM","1.00","0.00","0.00"
"3/03/2020 9:29:54 AM","0.00","0.00","0.00"
"3/03/2020 9:29:52 AM","0.00","0.00","1.00"
"3/03/2020 9:29:45 AM","0.00","1.00","1.00"
"3/03/2020 9:29:42 AM","0.00","1.00","0.00"
"3/03/2020 9:29:34 AM","0.00","0.00","0.00"
"3/03/2020 9:29:32 AM","0.00","0.00","1.00"
"3/03/2020 6:36:55 AM","0.00","1.00","1.00"
"3/03/2020 6:36:52 AM","0.00","1.00","0.00"
"3/03/2020 6:36:44 AM","0.00","0.00","0.00"
"3/03/2020 6:36:42 AM","0.00","0.00","1.00"
"3/03/2020 6:36:35 AM","0.00","1.00","1.00"
"3/03/2020 6:36:32 AM","0.00","1.00","0.00"
"3/03/2020 6:36:24 AM","0.00","0.00","0.00"
"3/03/2020 6:36:22 AM","0.00","0.00","1.00"
"3/03/2020 6:36:15 AM","0.00","1.00","1.00"
"3/03/2020 6:36:12 AM","0.00","1.00","0.00"
"3/03/2020 5:50:54 AM","0.00","0.00","0.00"
"3/03/2020 5:50:52 AM","0.00","0.00","1.00"
"3/03/2020 5:19:47 AM","0.00","1.00","1.00"
"3/03/2020 5:16:45 AM","1.00","1.00","1.00"
"3/03/2020 5:16:42 AM","1.00","1.00","0.00"
"3/03/2020 5:10:42 AM","1.00","0.00","0.00"
"2/03/2020 7:54:54 PM","0.00","0.00","0.00"
"2/03/2020 7:54:52 PM","0.00","0.00","1.00"
"2/03/2020 7:23:49 PM","0.00","1.00","1.00"
"2/03/2020 6:26:34 PM","1.00","1.00","1.00"
"2/03/2020 6:26:32 PM","1.00","1.00","0.00"
"2/03/2020 6:20:23 PM","1.00","0.00","0.00"
"2/03/2020 6:00:04 PM","0.00","0.00","0.00"
"2/03/2020 6:00:02 PM","0.00","0.00","1.00"
"2/03/2020 5:52:44 PM","0.00","1.00","1.00"
"2/03/2020 3:44:51 PM","1.00","1.00","1.00"
"2/03/2020 3:36:32 PM","0.00","1.00","1.00"
"2/03/2020 3:29:26 PM","1.00","1.00","1.00"
"2/03/2020 3:18:05 PM","0.00","1.00","1.00"
"2/03/2020 1:33:35 PM","1.00","1.00","1.00"
"2/03/2020 1:33:32 PM","1.00","1.00","0.00"
"2/03/2020 1:33:30 PM","1.00","0.00","0.00"
"2/03/2020 6:47:34 AM","0.00","0.00","0.00"
"2/03/2020 6:47:32 AM","0.00","0.00","1.00"
"2/03/2020 6:16:23 AM","0.00","1.00","1.00"
"2/03/2020 6:11:09 AM","1.00","1.00","1.00"
"2/03/2020 6:10:18 AM","0.00","1.00","1.00"
"2/03/2020 6:00:05 AM","1.00","1.00","1.00"
"2/03/2020 6:00:02 AM","1.00","1.00","0.00"
"2/03/2020 5:55:55 AM","1.00","0.00","0.00"
"2/03/2020 4:03:35 AM","0.00","0.00","0.00"
"2/03/2020 3:59:24 AM","1.00","0.00","0.00"
"2/03/2020 3:59:23 AM","1.00","0.00","0.00"
"2/03/2020 3:59:19 AM","1.00","0.00","1.00"
"2/03/2020 3:04:40 AM","1.00","0.00","1.00"
"2/03/2020 1:01:00 AM","0.00","0.00","0.00"
"2/03/2020 12:56:49 AM","1.00","0.00","0.00"
"2/03/2020 12:56:45 AM","1.00","0.00","1.00"
"1/03/2020 11:12:23 PM","1.00","0.00","1.00"
"29/02/2020 6:16:36 AM","0.00","0.00","0.00"
"29/02/2020 6:16:34 AM","0.00","0.00","1.00"
"29/02/2020 5:46:36 AM","0.00","1.00","1.00"
"29/02/2020 5:46:34 AM","0.00","1.00","0.00"
"29/02/2020 5:45:29 AM","0.00","0.00","0.00"
"29/02/2020 5:40:27 AM","1.00","0.00","0.00"
"28/02/2020 6:16:31 AM","0.00","0.00","0.00"
"28/02/2020 6:16:24 AM","0.00","0.00","1.00"
"28/02/2020 5:45:11 AM","0.00","1.00","1.00"
"28/02/2020 5:43:37 AM","1.00","1.00","1.00"
"28/02/2020 5:43:34 AM","1.00","1.00","0.00"
"28/02/2020 5:37:31 AM","1.00","0.00","0.00"
"27/02/2020 11:56:02 PM","0.00","0.00","0.00"
"27/02/2020 11:56:01 PM","1.00","0.00","0.00"
"27/02/2020 11:55:58 PM","1.00","0.00","1.00"
"27/02/2020 11:54:02 PM","1.00","0.00","1.00"
"27/02/2020 10:06:44 PM","0.00","0.00","0.00"
"27/02/2020 10:06:43 PM","0.00","0.00","1.00"
"27/02/2020 9:35:41 PM","0.00","1.00","1.00"
"27/02/2020 7:46:35 PM","1.00","1.00","1.00"
"27/02/2020 7:46:33 PM","1.00","1.00","0.00"
"27/02/2020 7:40:23 PM","1.00","0.00","0.00"
"27/02/2020 5:33:07 PM","0.00","0.00","0.00"
"27/02/2020 5:33:03 PM","0.00","0.00","1.00"
"27/02/2020 5:01:53 PM","0.00","1.00","1.00"
"27/02/2020 4:05:39 PM","1.00","1.00","1.00"
"27/02/2020 3:59:03 PM","0.00","1.00","1.00"
"27/02/2020 3:25:12 PM","1.00","1.00","1.00"
"27/02/2020 3:25:07 PM","0.00","1.00","1.00"
"27/02/2020 3:07:26 PM","1.00","1.00","1.00"
"27/02/2020 3:07:23 PM","1.00","1.00","0.00"
"27/02/2020 3:07:14 PM","1.00","0.00","0.00"
"27/02/2020 8:12:34 AM","0.00","0.00","0.00"
"27/02/2020 8:12:33 AM","0.00","0.00","1.00"
"27/02/2020 7:08:01 AM","0.00","1.00","1.00"
"27/02/2020 7:07:53 AM","0.00","1.00","0.00"
"27/02/2020 6:48:14 AM","0.00","0.00","0.00"
"27/02/2020 6:48:13 AM","0.00","0.00","1.00"
"27/02/2020 6:17:02 AM","0.00","1.00","1.00"
"27/02/2020 6:09:19 AM","1.00","1.00","1.00"
"27/02/2020 6:00:05 AM","0.00","1.00","1.00"
"27/02/2020 6:00:03 AM","0.00","1.00","0.00"
"27/02/2020 1:45:06 AM","0.00","0.00","0.00"
"26/02/2020 4:30:26 PM","0.00","0.00","0.00"
"26/02/2020 4:30:23 PM","0.00","0.00","1.00"
"26/02/2020 3:59:14 PM","0.00","1.00","1.00"
"26/02/2020 3:53:25 PM","1.00","1.00","1.00"
"26/02/2020 3:53:23 PM","1.00","1.00","0.00"
"26/02/2020 3:53:21 PM","1.00","0.00","0.00"
"26/02/2020 12:54:34 PM","0.00","0.00","0.00"
"26/02/2020 12:54:33 PM","0.00","0.00","1.00"
"26/02/2020 12:23:24 PM","0.00","1.00","1.00"
"26/02/2020 12:17:55 PM","1.00","1.00","1.00"
"26/02/2020 12:15:39 PM","0.00","1.00","1.00"
"26/02/2020 12:09:25 PM","1.00","1.00","1.00"
"26/02/2020 12:09:23 PM","1.00","1.00","0.00"
"26/02/2020 12:09:17 PM","1.00","0.00","0.00"
"26/02/2020 11:53:54 AM","0.00","0.00","0.00"
"26/02/2020 11:53:53 AM","0.00","0.00","1.00"
"26/02/2020 11:22:38 AM","0.00","1.00","1.00"
"26/02/2020 11:15:35 AM","1.00","1.00","1.00"
"26/02/2020 11:15:33 AM","1.00","1.00","0.00"
"26/02/2020 11:15:32 AM","1.00","0.00","0.00"
"26/02/2020 6:44:04 AM","0.00","0.00","0.00"
"26/02/2020 6:44:03 AM","0.00","0.00","1.00"
"26/02/2020 6:12:54 AM","0.00","1.00","1.00"
"26/02/2020 6:07:21 AM","1.00","1.00","1.00"
"26/02/2020 6:07:13 AM","1.00","1.00","0.00"
"26/02/2020 6:07:06 AM","1.00","0.00","0.00"
"25/02/2020 6:00:04 PM","0.00","0.00","0.00"
"25/02/2020 6:00:03 PM","0.00","0.00","1.00"
"25/02/2020 12:45:25 PM","0.00","1.00","1.00"
"25/02/2020 12:45:23 PM","0.00","1.00","0.00"
"25/02/2020 6:31:34 AM","0.00","0.00","0.00"
"25/02/2020 6:31:33 AM","0.00","0.00","1.00"
"25/02/2020 6:00:18 AM","0.00","1.00","1.00"
"25/02/2020 6:00:06 AM","1.00","1.00","1.00"
"25/02/2020 6:00:03 AM","1.00","1.00","0.00"
"25/02/2020 5:54:54 AM","1.00","0.00","0.00"
"25/02/2020 2:33:54 AM","0.00","0.00","0.00"
"25/02/2020 2:33:53 AM","0.00","0.00","1.00"
"25/02/2020 2:02:50 AM","0.00","1.00","1.00"
"25/02/2020 2:02:45 AM","1.00","1.00","1.00"
"25/02/2020 2:02:43 AM","1.00","1.00","0.00"
"25/02/2020 1:56:38 AM","1.00","0.00","0.00"
"24/02/2020 11:06:14 AM","0.00","0.00","0.00"
"24/02/2020 11:06:13 AM","0.00","0.00","1.00"
"24/02/2020 10:35:03 AM","0.00","1.00","1.00"
"24/02/2020 10:28:39 AM","1.00","1.00","1.00"
"24/02/2020 10:28:33 AM","1.00","1.00","0.00"
"24/02/2020 10:28:29 AM","1.00","0.00","0.00"
"24/02/2020 6:38:34 AM","0.00","0.00","0.00"
"24/02/2020 6:38:33 AM","0.00","0.00","1.00"
"24/02/2020 6:07:27 AM","0.00","1.00","1.00"
"24/02/2020 6:00:06 AM","1.00","1.00","1.00"
"24/02/2020 6:00:03 AM","1.00","1.00","0.00"
"24/02/2020 5:57:42 AM","1.00","0.00","0.00"
"22/02/2020 5:44:24 PM","0.00","0.00","0.00"
"22/02/2020 5:44:23 PM","0.00","0.00","1.00"
"22/02/2020 5:13:16 PM","0.00","1.00","1.00"
"22/02/2020 5:10:15 PM","1.00","1.00","1.00"
"22/02/2020 5:10:13 PM","1.00","1.00","0.00"
"22/02/2020 5:04:09 PM","1.00","0.00","0.00"
"22/02/2020 12:13:14 PM","0.00","0.00","0.00"
"22/02/2020 12:13:13 PM","0.00","0.00","1.00"
"22/02/2020 11:42:09 AM","0.00","1.00","1.00"
"22/02/2020 11:39:56 AM","1.00","1.00","1.00"
"22/02/2020 11:39:53 AM","1.00","1.00","0.00"
"22/02/2020 11:33:43 AM","1.00","0.00","0.00"
"21/02/2020 4:53:04 PM","0.00","0.00","0.00"
"21/02/2020 4:53:03 PM","0.00","0.00","1.00"
"21/02/2020 4:21:51 PM","0.00","1.00","1.00"
"21/02/2020 4:04:56 PM","1.00","1.00","1.00"
"21/02/2020 4:04:53 PM","1.00","1.00","0.00"
"21/02/2020 4:04:48 PM","1.00","0.00","0.00"
"21/02/2020 8:15:24 AM","0.00","0.00","0.00"
"21/02/2020 8:15:23 AM","0.00","0.00","1.00"
"21/02/2020 8:15:15 AM","0.00","1.00","1.00"
"21/02/2020 8:15:13 AM","0.00","1.00","0.00"
"21/02/2020 8:14:24 AM","0.00","0.00","0.00"
"21/02/2020 8:14:23 AM","0.00","0.00","1.00"
"21/02/2020 8:14:16 AM","0.00","1.00","1.00"
"21/02/2020 8:14:13 AM","0.00","1.00","0.00"
"21/02/2020 8:12:44 AM","0.00","0.00","0.00"
"21/02/2020 8:12:43 AM","0.00","0.00","1.00"
"21/02/2020 8:11:45 AM","0.00","1.00","1.00"
"21/02/2020 8:11:43 AM","0.00","1.00","0.00"
"21/02/2020 8:11:39 AM","0.00","0.00","0.00"
"21/02/2020 8:11:33 AM","0.00","0.00","1.00"
"21/02/2020 8:11:05 AM","0.00","1.00","1.00"
"21/02/2020 8:11:03 AM","0.00","1.00","0.00"
"21/02/2020 8:10:54 AM","0.00","0.00","0.00"
"21/02/2020 8:10:53 AM","0.00","0.00","1.00"
"21/02/2020 8:10:25 AM","0.00","1.00","1.00"
"21/02/2020 8:10:23 AM","0.00","1.00","0.00"
"21/02/2020 8:10:19 AM","0.00","0.00","0.00"
