"Timestamp","FCU-00-14  PIR Log","FCU-00-14  Enable Log","FCU-00-14   Status Log"
"15/01/2020 6:06:15 PM","1.00","1.00","1.00"
"15/01/2020 6:06:10 PM","1.00","1.00","0.00"
"15/01/2020 6:00:14 PM","1.00","0.00","0.00"
"15/01/2020 6:00:10 PM","1.00","0.00","1.00"
"14/01/2020 6:06:04 PM","1.00","1.00","1.00"
"14/01/2020 6:06:00 PM","1.00","1.00","0.00"
"14/01/2020 6:00:14 PM","1.00","0.00","0.00"
"14/01/2020 6:00:10 PM","1.00","0.00","1.00"
"14/01/2020 9:11:40 AM","1.00","1.00","1.00"
"14/01/2020 9:11:30 AM","1.00","1.00","0.00"
"14/01/2020 9:00:54 AM","1.00","0.00","0.00"
"14/01/2020 9:00:50 AM","1.00","0.00","1.00"
"13/01/2020 6:06:10 PM","1.00","1.00","1.00"
"13/01/2020 6:06:00 PM","1.00","1.00","0.00"
"13/01/2020 6:00:04 PM","1.00","0.00","0.00"
"13/01/2020 6:00:00 PM","1.00","0.00","1.00"
"13/01/2020 10:07:00 AM","1.00","1.00","1.00"
"13/01/2020 10:06:50 AM","1.00","1.00","0.00"
"13/01/2020 8:05:43 AM","1.00","0.00","0.00"
"13/01/2020 8:05:40 AM","1.00","0.00","1.00"
"11/01/2020 7:33:53 AM","1.00","1.00","1.00"
"11/01/2020 7:33:52 AM","0.00","1.00","1.00"
"11/01/2020 7:33:51 AM","1.00","1.00","1.00"
"11/01/2020 7:33:49 AM","0.00","1.00","1.00"
"10/01/2020 6:06:10 PM","1.00","1.00","1.00"
"10/01/2020 6:06:00 PM","1.00","1.00","0.00"
"10/01/2020 6:00:04 PM","1.00","0.00","0.00"
"10/01/2020 6:00:00 PM","1.00","0.00","1.00"
"9/01/2020 6:06:10 PM","1.00","1.00","1.00"
"9/01/2020 6:06:00 PM","1.00","1.00","0.00"
"9/01/2020 6:00:13 PM","1.00","0.00","0.00"
"9/01/2020 6:00:10 PM","1.00","0.00","1.00"
"9/01/2020 10:24:20 AM","1.00","1.00","1.00"
"9/01/2020 10:24:10 AM","1.00","1.00","0.00"
"9/01/2020 10:21:43 AM","1.00","0.00","0.00"
"9/01/2020 10:21:40 AM","1.00","0.00","1.00"
"9/01/2020 10:17:20 AM","1.00","1.00","1.00"
"9/01/2020 10:17:10 AM","1.00","1.00","0.00"
"9/01/2020 10:05:43 AM","1.00","0.00","0.00"
"9/01/2020 10:05:40 AM","1.00","0.00","1.00"
"9/01/2020 8:59:55 AM","1.00","1.00","1.00"
"9/01/2020 8:59:50 AM","1.00","1.00","0.00"
"9/01/2020 8:25:23 AM","1.00","0.00","0.00"
"9/01/2020 8:25:20 AM","1.00","0.00","1.00"
"9/01/2020 8:20:45 AM","1.00","1.00","1.00"
"9/01/2020 8:20:40 AM","1.00","1.00","0.00"
"9/01/2020 6:21:53 AM","1.00","0.00","0.00"
"9/01/2020 6:21:50 AM","1.00","0.00","1.00"
"8/01/2020 6:06:09 PM","1.00","1.00","1.00"
"8/01/2020 6:06:00 PM","1.00","1.00","0.00"
"8/01/2020 6:00:03 PM","1.00","0.00","0.00"
"8/01/2020 6:00:00 PM","1.00","0.00","1.00"
"8/01/2020 4:05:20 PM","1.00","1.00","1.00"
"8/01/2020 4:05:10 PM","1.00","1.00","0.00"
"8/01/2020 3:54:03 PM","1.00","0.00","0.00"
"8/01/2020 3:54:00 PM","1.00","0.00","1.00"
"8/01/2020 3:08:40 PM","1.00","1.00","1.00"
"8/01/2020 3:08:30 PM","1.00","1.00","0.00"
"8/01/2020 2:47:13 PM","1.00","0.00","0.00"
"8/01/2020 2:47:10 PM","1.00","0.00","1.00"
"8/01/2020 2:03:55 PM","1.00","1.00","1.00"
"8/01/2020 2:03:50 PM","1.00","1.00","0.00"
"8/01/2020 1:38:43 PM","1.00","0.00","0.00"
"8/01/2020 1:38:40 PM","1.00","0.00","1.00"
"8/01/2020 1:25:45 PM","1.00","1.00","1.00"
"8/01/2020 1:25:40 PM","1.00","1.00","0.00"
"8/01/2020 7:01:53 AM","1.00","0.00","0.00"
"8/01/2020 7:01:50 AM","1.00","0.00","1.00"
"7/01/2020 6:06:50 PM","1.00","1.00","1.00"
"7/01/2020 6:06:40 PM","1.00","1.00","0.00"
"7/01/2020 12:15:24 PM","1.00","0.00","0.00"
"7/01/2020 12:15:20 PM","1.00","0.00","1.00"
"7/01/2020 11:54:40 AM","1.00","1.00","1.00"
"7/01/2020 11:54:30 AM","1.00","1.00","0.00"
"7/01/2020 7:30:54 AM","1.00","0.00","0.00"
"7/01/2020 7:30:50 AM","1.00","0.00","1.00"
"6/01/2020 6:06:10 PM","1.00","1.00","1.00"
"6/01/2020 6:06:00 PM","1.00","1.00","0.00"
"6/01/2020 6:00:03 PM","1.00","0.00","0.00"
"6/01/2020 6:00:00 PM","1.00","0.00","1.00"
"6/01/2020 2:46:15 PM","1.00","1.00","1.00"
"6/01/2020 2:46:10 PM","1.00","1.00","0.00"
"6/01/2020 2:32:33 PM","1.00","0.00","0.00"
"6/01/2020 2:32:30 PM","1.00","0.00","1.00"
"6/01/2020 2:14:50 PM","1.00","1.00","1.00"
"6/01/2020 2:14:40 PM","1.00","1.00","0.00"
"6/01/2020 2:11:13 PM","1.00","0.00","0.00"
"6/01/2020 2:11:10 PM","1.00","0.00","1.00"
"6/01/2020 1:13:35 PM","1.00","1.00","1.00"
"6/01/2020 1:13:30 PM","1.00","1.00","0.00"
"6/01/2020 11:15:23 AM","1.00","0.00","0.00"
"6/01/2020 11:15:20 AM","1.00","0.00","1.00"
"6/01/2020 11:03:05 AM","1.00","1.00","1.00"
"6/01/2020 11:03:00 AM","1.00","1.00","0.00"
"6/01/2020 10:54:43 AM","1.00","0.00","0.00"
"6/01/2020 10:54:40 AM","1.00","0.00","1.00"
"3/01/2020 6:06:14 PM","1.00","1.00","1.00"
"3/01/2020 6:06:10 PM","1.00","1.00","0.00"
"3/01/2020 6:00:14 PM","1.00","0.00","0.00"
"3/01/2020 6:00:10 PM","1.00","0.00","1.00"
"3/01/2020 10:54:14 AM","1.00","1.00","1.00"
"3/01/2020 10:54:10 AM","1.00","1.00","0.00"
"3/01/2020 10:40:33 AM","1.00","0.00","0.00"
"3/01/2020 10:40:30 AM","1.00","0.00","1.00"
"3/01/2020 10:27:10 AM","1.00","1.00","1.00"
"3/01/2020 10:27:00 AM","1.00","1.00","0.00"
"3/01/2020 10:02:23 AM","1.00","0.00","0.00"
"3/01/2020 10:02:20 AM","1.00","0.00","1.00"
"3/01/2020 9:46:50 AM","1.00","1.00","1.00"
"3/01/2020 9:46:40 AM","1.00","1.00","0.00"
"3/01/2020 6:37:43 AM","1.00","0.00","0.00"
"3/01/2020 6:37:40 AM","1.00","0.00","1.00"
"2/01/2020 6:06:09 PM","1.00","1.00","1.00"
"2/01/2020 6:06:00 PM","1.00","1.00","0.00"
"2/01/2020 6:00:08 PM","1.00","0.00","0.00"
"2/01/2020 6:00:00 PM","1.00","0.00","1.00"
"2/01/2020 10:15:44 AM","1.00","1.00","1.00"
"2/01/2020 10:15:40 AM","1.00","1.00","0.00"
"2/01/2020 10:07:23 AM","1.00","0.00","0.00"
"2/01/2020 10:07:20 AM","1.00","0.00","1.00"
"2/01/2020 9:35:15 AM","1.00","1.00","1.00"
"2/01/2020 9:35:10 AM","1.00","1.00","0.00"
"2/01/2020 9:20:23 AM","1.00","0.00","0.00"
"2/01/2020 9:20:20 AM","1.00","0.00","1.00"
"2/01/2020 9:05:29 AM","1.00","1.00","1.00"
"2/01/2020 9:05:20 AM","1.00","1.00","0.00"
"2/01/2020 8:47:23 AM","1.00","0.00","0.00"
"2/01/2020 8:47:20 AM","1.00","0.00","1.00"
"2/01/2020 8:31:05 AM","1.00","1.00","1.00"
"2/01/2020 8:31:00 AM","1.00","1.00","0.00"
"2/01/2020 6:21:23 AM","1.00","0.00","0.00"
"2/01/2020 6:21:20 AM","1.00","0.00","1.00"
"2/01/2020 12:06:09 AM","1.00","1.00","1.00"
"2/01/2020 12:06:00 AM","1.00","1.00","0.00"
"2/01/2020 12:00:13 AM","1.00","0.00","0.00"
"2/01/2020 12:00:10 AM","1.00","0.00","1.00"
"1/01/2020 8:42:29 AM","1.00","1.00","1.00"
"1/01/2020 8:42:20 AM","1.00","1.00","0.00"
"1/01/2020 6:31:43 AM","1.00","0.00","0.00"
"1/01/2020 6:31:40 AM","1.00","0.00","1.00"
"27/12/2019 12:28:14 PM","1.00","1.00","1.00"
"27/12/2019 12:28:10 PM","1.00","1.00","0.00"
"27/12/2019 8:04:53 AM","1.00","0.00","0.00"
"27/12/2019 8:04:50 AM","1.00","0.00","1.00"
"27/12/2019 7:41:44 AM","1.00","1.00","1.00"
"27/12/2019 7:41:40 AM","1.00","1.00","0.00"
"27/12/2019 7:24:53 AM","1.00","0.00","0.00"
"27/12/2019 7:24:50 AM","1.00","0.00","1.00"
"26/12/2019 9:36:00 AM","1.00","1.00","1.00"
"26/12/2019 9:35:50 AM","1.00","1.00","0.00"
"26/12/2019 6:42:03 AM","1.00","0.00","0.00"
"26/12/2019 6:42:00 AM","1.00","0.00","1.00"
"26/12/2019 1:44:38 AM","1.00","1.00","1.00"
"25/12/2019 10:20:00 AM","1.00","1.00","1.00"
"25/12/2019 10:19:50 AM","1.00","1.00","0.00"
"25/12/2019 8:28:23 AM","1.00","0.00","0.00"
"25/12/2019 8:28:20 AM","1.00","0.00","1.00"
"25/12/2019 8:23:35 AM","1.00","1.00","1.00"
"25/12/2019 8:23:30 AM","1.00","1.00","0.00"
"25/12/2019 7:37:53 AM","1.00","0.00","0.00"
"25/12/2019 7:37:50 AM","1.00","0.00","1.00"
"24/12/2019 1:53:55 PM","1.00","1.00","1.00"
"24/12/2019 1:53:50 PM","1.00","1.00","0.00"
"24/12/2019 1:44:13 PM","1.00","0.00","0.00"
"24/12/2019 1:44:10 PM","1.00","0.00","1.00"
"24/12/2019 1:29:04 PM","1.00","1.00","1.00"
"24/12/2019 1:29:00 PM","1.00","1.00","0.00"
"24/12/2019 1:11:53 PM","1.00","0.00","0.00"
"24/12/2019 1:11:50 PM","1.00","0.00","1.00"
"24/12/2019 12:56:15 PM","1.00","1.00","1.00"
"24/12/2019 12:56:10 PM","1.00","1.00","0.00"
"24/12/2019 12:39:23 PM","1.00","0.00","0.00"
"24/12/2019 12:39:20 PM","1.00","0.00","1.00"
"24/12/2019 12:24:14 PM","1.00","1.00","1.00"
"24/12/2019 12:24:10 PM","1.00","1.00","0.00"
"24/12/2019 8:41:13 AM","1.00","0.00","0.00"
"24/12/2019 8:41:10 AM","1.00","0.00","1.00"
"23/12/2019 3:37:25 PM","1.00","1.00","1.00"
"23/12/2019 3:37:20 PM","1.00","1.00","0.00"
"23/12/2019 6:44:33 AM","1.00","0.00","0.00"
"23/12/2019 6:44:30 AM","1.00","0.00","1.00"
"20/12/2019 6:06:14 PM","1.00","1.00","1.00"
"20/12/2019 6:06:10 PM","1.00","1.00","0.00"
"20/12/2019 6:00:14 PM","1.00","0.00","0.00"
"20/12/2019 6:00:10 PM","1.00","0.00","1.00"
"20/12/2019 8:58:30 AM","1.00","1.00","1.00"
"20/12/2019 8:58:20 AM","1.00","1.00","0.00"
"20/12/2019 8:23:54 AM","1.00","0.00","0.00"
"20/12/2019 8:23:50 AM","1.00","0.00","1.00"
"20/12/2019 8:10:55 AM","1.00","1.00","1.00"
"20/12/2019 8:10:50 AM","1.00","1.00","0.00"
"20/12/2019 6:21:43 AM","1.00","0.00","0.00"
"20/12/2019 6:21:40 AM","1.00","0.00","1.00"
"20/12/2019 1:44:41 AM","1.00","1.00","1.00"
"19/12/2019 6:06:14 PM","1.00","1.00","1.00"
"19/12/2019 6:06:10 PM","1.00","1.00","0.00"
"19/12/2019 6:00:04 PM","1.00","0.00","0.00"
"19/12/2019 6:00:00 PM","1.00","0.00","1.00"
"18/12/2019 6:06:14 PM","1.00","1.00","1.00"
"18/12/2019 6:06:10 PM","1.00","1.00","0.00"
"18/12/2019 6:00:13 PM","1.00","0.00","0.00"
"18/12/2019 6:00:10 PM","1.00","0.00","1.00"
"18/12/2019 10:52:24 AM","1.00","1.00","1.00"
"18/12/2019 10:52:20 AM","1.00","1.00","0.00"
"18/12/2019 10:51:24 AM","1.00","0.00","0.00"
"18/12/2019 10:51:20 AM","1.00","0.00","1.00"
"18/12/2019 7:27:25 AM","1.00","1.00","1.00"
"18/12/2019 7:27:20 AM","1.00","1.00","0.00"
"18/12/2019 6:20:33 AM","1.00","0.00","0.00"
"18/12/2019 6:20:30 AM","1.00","0.00","1.00"
"17/12/2019 6:06:15 PM","1.00","1.00","1.00"
"17/12/2019 6:06:10 PM","1.00","1.00","0.00"
"17/12/2019 6:00:04 PM","1.00","0.00","0.00"
"17/12/2019 6:00:00 PM","1.00","0.00","1.00"
"17/12/2019 11:11:54 AM","1.00","1.00","1.00"
"17/12/2019 11:11:50 AM","1.00","1.00","0.00"
"17/12/2019 11:08:33 AM","1.00","0.00","0.00"
"17/12/2019 11:08:30 AM","1.00","0.00","1.00"
"17/12/2019 11:02:14 AM","1.00","1.00","1.00"
"17/12/2019 11:02:10 AM","1.00","1.00","0.00"
"17/12/2019 10:54:43 AM","1.00","0.00","0.00"
"17/12/2019 10:54:40 AM","1.00","0.00","1.00"
"17/12/2019 10:51:15 AM","1.00","1.00","1.00"
"17/12/2019 10:51:10 AM","1.00","1.00","0.00"
"17/12/2019 6:20:33 AM","1.00","0.00","0.00"
"17/12/2019 6:20:30 AM","1.00","0.00","1.00"
"16/12/2019 6:06:10 PM","1.00","1.00","1.00"
"16/12/2019 6:06:00 PM","1.00","1.00","0.00"
"16/12/2019 5:26:13 PM","1.00","0.00","0.00"
"16/12/2019 5:26:10 PM","1.00","0.00","1.00"
"16/12/2019 5:21:20 PM","1.00","1.00","1.00"
"16/12/2019 5:21:10 PM","1.00","1.00","0.00"
"16/12/2019 9:22:33 AM","1.00","0.00","0.00"
"16/12/2019 9:22:30 AM","1.00","0.00","1.00"
"13/12/2019 6:06:15 PM","1.00","1.00","1.00"
"13/12/2019 6:06:10 PM","1.00","1.00","0.00"
"13/12/2019 5:06:03 PM","1.00","0.00","0.00"
"13/12/2019 5:06:00 PM","1.00","0.00","1.00"
"13/12/2019 4:11:25 PM","1.00","1.00","1.00"
"13/12/2019 4:11:20 PM","1.00","1.00","0.00"
"13/12/2019 2:57:23 PM","1.00","0.00","0.00"
"13/12/2019 2:57:20 PM","1.00","0.00","1.00"
"13/12/2019 2:15:35 PM","1.00","1.00","1.00"
"13/12/2019 2:15:30 PM","1.00","1.00","0.00"
"13/12/2019 2:00:53 PM","1.00","0.00","0.00"
"13/12/2019 2:00:50 PM","1.00","0.00","1.00"
"13/12/2019 1:38:24 PM","1.00","1.00","1.00"
"13/12/2019 1:38:20 PM","1.00","1.00","0.00"
"13/12/2019 1:26:43 PM","1.00","0.00","0.00"
"13/12/2019 1:26:40 PM","1.00","0.00","1.00"
"13/12/2019 12:46:20 PM","1.00","1.00","1.00"
"13/12/2019 12:46:10 PM","1.00","1.00","0.00"
"13/12/2019 11:23:33 AM","1.00","0.00","0.00"
"13/12/2019 11:23:30 AM","1.00","0.00","1.00"
"13/12/2019 11:08:20 AM","1.00","1.00","1.00"
"13/12/2019 11:08:10 AM","1.00","1.00","0.00"
"13/12/2019 9:48:23 AM","1.00","0.00","0.00"
"13/12/2019 9:48:20 AM","1.00","0.00","1.00"
"13/12/2019 9:44:25 AM","1.00","1.00","1.00"
"13/12/2019 9:44:20 AM","1.00","1.00","0.00"
"13/12/2019 9:04:03 AM","1.00","0.00","0.00"
"13/12/2019 9:04:00 AM","1.00","0.00","1.00"
"13/12/2019 8:46:49 AM","1.00","1.00","1.00"
"13/12/2019 8:46:40 AM","1.00","1.00","0.00"
"13/12/2019 8:37:53 AM","1.00","0.00","0.00"
"13/12/2019 8:37:50 AM","1.00","0.00","1.00"
"13/12/2019 7:45:18 AM","1.00","1.00","1.00"
"13/12/2019 7:44:21 AM","1.00","1.00","0.00"
"13/12/2019 7:33:06 AM","1.00","1.00","1.00"
"13/12/2019 7:32:23 AM","1.00","1.00","0.00"
"13/12/2019 7:28:09 AM","1.00","1.00","1.00"
"13/12/2019 7:27:44 AM","1.00","1.00","0.00"
"12/12/2019 6:06:10 PM","1.00","1.00","1.00"
"12/12/2019 6:06:00 PM","1.00","1.00","0.00"
"12/12/2019 6:00:03 PM","1.00","0.00","0.00"
"12/12/2019 6:00:00 PM","1.00","0.00","1.00"
"12/12/2019 5:18:40 PM","1.00","1.00","1.00"
"12/12/2019 5:18:30 PM","1.00","1.00","0.00"
"12/12/2019 5:04:34 PM","1.00","0.00","0.00"
"12/12/2019 5:04:30 PM","1.00","0.00","1.00"
"12/12/2019 4:32:09 PM","1.00","1.00","1.00"
"12/12/2019 4:32:00 PM","1.00","1.00","0.00"
"12/12/2019 4:25:33 PM","1.00","0.00","0.00"
"12/12/2019 4:25:30 PM","1.00","0.00","1.00"
"11/12/2019 6:06:09 PM","1.00","1.00","1.00"
"11/12/2019 6:06:00 PM","1.00","1.00","0.00"
"11/12/2019 6:00:03 PM","1.00","0.00","0.00"
"11/12/2019 6:00:00 PM","1.00","0.00","1.00"
"11/12/2019 1:59:45 PM","1.00","1.00","1.00"
"11/12/2019 1:59:40 PM","1.00","1.00","0.00"
"11/12/2019 1:16:33 PM","1.00","0.00","0.00"
"11/12/2019 1:16:30 PM","1.00","0.00","1.00"
"11/12/2019 12:51:44 PM","1.00","1.00","1.00"
"11/12/2019 12:51:40 PM","1.00","1.00","0.00"
"11/12/2019 12:39:13 PM","1.00","0.00","0.00"
"11/12/2019 12:39:10 PM","1.00","0.00","1.00"
"11/12/2019 12:04:25 PM","1.00","1.00","1.00"
"11/12/2019 12:04:20 PM","1.00","1.00","0.00"
"11/12/2019 9:35:53 AM","1.00","0.00","0.00"
"11/12/2019 9:35:50 AM","1.00","0.00","1.00"
"10/12/2019 6:06:14 PM","1.00","1.00","1.00"
"10/12/2019 6:06:10 PM","1.00","1.00","0.00"
"10/12/2019 6:00:03 PM","1.00","0.00","0.00"
"10/12/2019 6:00:00 PM","1.00","0.00","1.00"
"10/12/2019 3:53:54 PM","1.00","1.00","1.00"
"10/12/2019 3:53:50 PM","1.00","1.00","0.00"
"10/12/2019 3:49:43 PM","1.00","0.00","0.00"
"10/12/2019 3:49:40 PM","1.00","0.00","1.00"
"10/12/2019 1:14:56 PM","1.00","1.00","1.00"
"10/12/2019 1:00:00 PM","1.00","1.00","0.00"
"10/12/2019 12:56:14 PM","1.00","1.00","1.00"
"10/12/2019 12:56:10 PM","1.00","1.00","0.00"
"10/12/2019 12:32:43 PM","1.00","0.00","0.00"
"10/12/2019 12:32:40 PM","1.00","0.00","1.00"
"9/12/2019 6:06:04 PM","1.00","1.00","1.00"
"9/12/2019 6:06:00 PM","1.00","1.00","0.00"
"9/12/2019 6:00:13 PM","1.00","0.00","0.00"
"9/12/2019 6:00:10 PM","1.00","0.00","1.00"
"6/12/2019 6:06:14 PM","1.00","1.00","1.00"
"6/12/2019 6:06:10 PM","1.00","1.00","0.00"
"6/12/2019 5:39:53 PM","1.00","0.00","0.00"
"6/12/2019 5:39:50 PM","1.00","0.00","1.00"
"6/12/2019 5:11:29 PM","1.00","1.00","1.00"
"6/12/2019 5:11:20 PM","1.00","1.00","0.00"
"6/12/2019 4:27:03 PM","1.00","0.00","0.00"
"6/12/2019 4:27:00 PM","1.00","0.00","1.00"
"6/12/2019 9:58:55 AM","1.00","1.00","1.00"
"6/12/2019 9:58:50 AM","1.00","1.00","0.00"
"6/12/2019 9:55:43 AM","1.00","0.00","0.00"
"6/12/2019 9:55:40 AM","1.00","0.00","1.00"
"5/12/2019 6:06:14 PM","1.00","1.00","1.00"
"5/12/2019 6:06:10 PM","1.00","1.00","0.00"
"5/12/2019 5:59:43 PM","1.00","0.00","0.00"
"5/12/2019 5:59:40 PM","1.00","0.00","1.00"
"5/12/2019 10:28:50 AM","1.00","1.00","1.00"
"5/12/2019 10:28:40 AM","1.00","1.00","0.00"
"5/12/2019 10:08:23 AM","1.00","0.00","0.00"
"5/12/2019 10:08:20 AM","1.00","0.00","1.00"
"4/12/2019 6:06:10 PM","1.00","1.00","1.00"
"4/12/2019 6:06:00 PM","1.00","1.00","0.00"
"4/12/2019 4:55:43 PM","1.00","0.00","0.00"
"4/12/2019 4:55:40 PM","1.00","0.00","1.00"
"4/12/2019 2:09:00 PM","1.00","1.00","1.00"
"4/12/2019 2:08:50 PM","1.00","1.00","0.00"
"4/12/2019 2:02:13 PM","1.00","0.00","0.00"
"4/12/2019 2:02:10 PM","1.00","0.00","1.00"
"3/12/2019 6:06:14 PM","1.00","1.00","1.00"
"3/12/2019 6:06:10 PM","1.00","1.00","0.00"
"3/12/2019 6:00:13 PM","1.00","0.00","0.00"
"3/12/2019 6:00:10 PM","1.00","0.00","1.00"
"2/12/2019 6:06:10 PM","1.00","1.00","1.00"
"2/12/2019 6:06:00 PM","1.00","1.00","0.00"
"2/12/2019 6:00:13 PM","1.00","0.00","0.00"
"2/12/2019 6:00:10 PM","1.00","0.00","1.00"
"2/12/2019 1:44:30 AM","1.00","1.00","1.00"
"30/11/2019 1:45:10 AM","1.00","1.00","1.00"
"29/11/2019 6:06:15 PM","1.00","1.00","1.00"
"29/11/2019 6:06:10 PM","1.00","1.00","0.00"
"29/11/2019 6:00:13 PM","1.00","0.00","0.00"
"29/11/2019 6:00:10 PM","1.00","0.00","1.00"
"29/11/2019 5:51:00 PM","1.00","1.00","1.00"
"29/11/2019 5:50:50 PM","1.00","1.00","0.00"
"29/11/2019 3:48:33 PM","1.00","0.00","0.00"
"29/11/2019 3:48:30 PM","1.00","0.00","1.00"
"29/11/2019 3:33:04 PM","1.00","1.00","1.00"
"29/11/2019 3:33:00 PM","1.00","1.00","0.00"
"29/11/2019 3:28:43 PM","1.00","0.00","0.00"
"29/11/2019 3:28:40 PM","1.00","0.00","1.00"
"29/11/2019 3:12:34 PM","1.00","1.00","1.00"
"29/11/2019 3:12:30 PM","1.00","1.00","0.00"
"29/11/2019 2:53:03 PM","1.00","0.00","0.00"
"29/11/2019 2:53:00 PM","1.00","0.00","1.00"
"29/11/2019 2:12:35 PM","1.00","1.00","1.00"
"29/11/2019 2:12:30 PM","1.00","1.00","0.00"
"29/11/2019 1:58:33 PM","1.00","0.00","0.00"
"29/11/2019 1:58:30 PM","1.00","0.00","1.00"
"29/11/2019 1:43:10 PM","1.00","1.00","1.00"
"29/11/2019 1:43:00 PM","1.00","1.00","0.00"
"29/11/2019 7:56:33 AM","1.00","0.00","0.00"
"29/11/2019 7:56:30 AM","1.00","0.00","1.00"
"29/11/2019 7:54:35 AM","1.00","1.00","1.00"
"29/11/2019 7:54:30 AM","1.00","1.00","0.00"
"29/11/2019 7:49:23 AM","1.00","0.00","0.00"
"29/11/2019 7:49:20 AM","1.00","0.00","1.00"
"29/11/2019 7:40:50 AM","1.00","1.00","1.00"
"29/11/2019 7:40:40 AM","1.00","1.00","0.00"
"29/11/2019 7:36:23 AM","1.00","0.00","0.00"
"29/11/2019 7:36:20 AM","1.00","0.00","1.00"
"28/11/2019 6:06:14 PM","1.00","1.00","1.00"
"28/11/2019 6:06:10 PM","1.00","1.00","0.00"
"28/11/2019 5:08:43 PM","1.00","0.00","0.00"
"28/11/2019 5:08:40 PM","1.00","0.00","1.00"
"28/11/2019 4:44:15 PM","1.00","1.00","1.00"
"28/11/2019 4:44:10 PM","1.00","1.00","0.00"
"28/11/2019 4:37:43 PM","1.00","0.00","0.00"
"28/11/2019 4:37:40 PM","1.00","0.00","1.00"
"28/11/2019 3:54:24 PM","1.00","1.00","1.00"
"28/11/2019 3:54:20 PM","1.00","1.00","0.00"
"28/11/2019 7:08:13 AM","1.00","0.00","0.00"
"28/11/2019 7:08:10 AM","1.00","0.00","1.00"
"27/11/2019 6:06:14 PM","1.00","1.00","1.00"
"27/11/2019 6:06:10 PM","1.00","1.00","0.00"
"27/11/2019 6:00:13 PM","1.00","0.00","0.00"
"27/11/2019 6:00:10 PM","1.00","0.00","1.00"
"27/11/2019 1:33:55 PM","1.00","1.00","1.00"
"27/11/2019 1:33:50 PM","1.00","1.00","0.00"
"27/11/2019 1:29:53 PM","1.00","0.00","0.00"
"27/11/2019 1:29:50 PM","1.00","0.00","1.00"
"27/11/2019 12:59:20 PM","1.00","1.00","1.00"
"27/11/2019 12:59:10 PM","1.00","1.00","0.00"
"27/11/2019 12:53:03 PM","1.00","0.00","0.00"
"27/11/2019 12:53:00 PM","1.00","0.00","1.00"
"27/11/2019 12:38:05 PM","1.00","1.00","1.00"
"27/11/2019 12:38:00 PM","1.00","1.00","0.00"
"27/11/2019 9:56:33 AM","1.00","0.00","0.00"
"27/11/2019 9:56:30 AM","1.00","0.00","1.00"
"27/11/2019 9:35:10 AM","1.00","1.00","1.00"
"27/11/2019 9:35:00 AM","1.00","1.00","0.00"
"27/11/2019 7:29:33 AM","1.00","0.00","0.00"
"27/11/2019 7:29:30 AM","1.00","0.00","1.00"
"26/11/2019 6:06:14 PM","1.00","1.00","1.00"
"26/11/2019 6:06:10 PM","1.00","1.00","0.00"
"26/11/2019 6:00:14 PM","1.00","0.00","0.00"
"26/11/2019 6:00:10 PM","1.00","0.00","1.00"
"25/11/2019 6:06:10 PM","1.00","1.00","1.00"
"25/11/2019 6:06:00 PM","1.00","1.00","0.00"
"25/11/2019 3:55:03 PM","1.00","0.00","0.00"
"25/11/2019 3:55:00 PM","1.00","0.00","1.00"
"25/11/2019 3:30:55 PM","1.00","1.00","1.00"
"25/11/2019 3:30:50 PM","1.00","1.00","0.00"
"25/11/2019 2:30:53 PM","1.00","0.00","0.00"
"25/11/2019 2:30:50 PM","1.00","0.00","1.00"
"25/11/2019 8:51:14 AM","1.00","1.00","1.00"
"25/11/2019 8:51:10 AM","1.00","1.00","0.00"
"25/11/2019 8:32:03 AM","1.00","0.00","0.00"
"25/11/2019 8:32:00 AM","1.00","0.00","1.00"
"25/11/2019 8:16:35 AM","1.00","1.00","1.00"
"25/11/2019 8:16:30 AM","1.00","1.00","0.00"
"25/11/2019 6:19:03 AM","1.00","0.00","0.00"
"25/11/2019 6:19:00 AM","1.00","0.00","1.00"
"25/11/2019 12:06:15 AM","1.00","1.00","1.00"
"25/11/2019 12:06:10 AM","1.00","1.00","0.00"
"25/11/2019 12:00:03 AM","1.00","0.00","0.00"
"25/11/2019 12:00:00 AM","1.00","0.00","1.00"
"22/11/2019 6:06:10 PM","1.00","1.00","1.00"
"22/11/2019 6:06:00 PM","1.00","1.00","0.00"
"22/11/2019 6:00:03 PM","1.00","0.00","0.00"
"22/11/2019 6:00:00 PM","1.00","0.00","1.00"
"22/11/2019 5:39:55 PM","1.00","1.00","1.00"
"22/11/2019 5:39:50 PM","1.00","1.00","0.00"
"22/11/2019 5:12:23 PM","1.00","0.00","0.00"
"22/11/2019 5:12:20 PM","1.00","0.00","1.00"
"22/11/2019 4:57:25 PM","1.00","1.00","1.00"
"22/11/2019 4:57:20 PM","1.00","1.00","0.00"
"22/11/2019 8:52:23 AM","1.00","0.00","0.00"
"22/11/2019 8:52:20 AM","1.00","0.00","1.00"
"21/11/2019 6:06:09 PM","1.00","1.00","1.00"
"21/11/2019 6:06:00 PM","1.00","1.00","0.00"
"21/11/2019 6:00:14 PM","1.00","0.00","0.00"
"21/11/2019 6:00:10 PM","1.00","0.00","1.00"
"20/11/2019 6:06:09 PM","1.00","1.00","1.00"
"20/11/2019 6:06:00 PM","1.00","1.00","0.00"
"20/11/2019 6:00:03 PM","1.00","0.00","0.00"
"20/11/2019 6:00:00 PM","1.00","0.00","1.00"
"20/11/2019 11:16:20 AM","1.00","1.00","1.00"
