"Timestamp","AHU_B1_02-PIR2 Log","AHU_B1_02-Sts Log","AHU_B1_02-Enable Log"
"17/03/2020 8:51:34 AM","1.00","1.00","1.00"
"17/03/2020 8:48:02 AM","0.00","1.00","1.00"
"17/03/2020 8:34:03 AM","1.00","1.00","1.00"
"17/03/2020 8:22:59 AM","0.00","1.00","1.00"
"17/03/2020 8:18:00 AM","1.00","1.00","1.00"
"17/03/2020 8:02:07 AM","0.00","1.00","1.00"
"17/03/2020 7:57:01 AM","1.00","1.00","1.00"
"17/03/2020 7:54:28 AM","0.00","1.00","1.00"
"17/03/2020 7:49:28 AM","1.00","1.00","1.00"
"17/03/2020 6:53:10 AM","0.00","1.00","1.00"
"17/03/2020 6:45:55 AM","1.00","1.00","1.00"
"17/03/2020 6:30:26 AM","0.00","1.00","1.00"
"17/03/2020 6:23:54 AM","1.00","1.00","1.00"
"17/03/2020 6:02:31 AM","0.00","1.00","1.00"
"17/03/2020 6:01:53 AM","1.00","1.00","1.00"
"17/03/2020 6:00:01 AM","1.00","0.00","1.00"
"17/03/2020 5:56:23 AM","1.00","0.00","0.00"
"17/03/2020 5:26:46 AM","0.00","0.00","0.00"
"17/03/2020 5:19:41 AM","1.00","0.00","0.00"
"17/03/2020 4:31:19 AM","0.00","0.00","0.00"
"17/03/2020 4:25:44 AM","1.00","0.00","0.00"
"17/03/2020 4:24:16 AM","0.00","0.00","0.00"
"17/03/2020 4:19:04 AM","1.00","0.00","0.00"
"16/03/2020 11:14:01 PM","0.00","0.00","0.00"
"16/03/2020 11:08:57 PM","1.00","0.00","0.00"
"16/03/2020 10:49:51 PM","0.00","0.00","0.00"
"16/03/2020 10:49:23 PM","0.00","1.00","0.00"
"16/03/2020 10:49:19 PM","0.00","1.00","1.00"
"16/03/2020 10:44:01 PM","1.00","1.00","1.00"
"16/03/2020 10:14:51 PM","0.00","1.00","1.00"
"16/03/2020 10:09:51 PM","1.00","1.00","1.00"
"16/03/2020 9:59:02 PM","0.00","1.00","1.00"
"16/03/2020 9:53:28 PM","1.00","1.00","1.00"
"16/03/2020 9:41:39 PM","0.00","1.00","1.00"
"16/03/2020 9:36:39 PM","1.00","1.00","1.00"
"16/03/2020 9:31:05 PM","0.00","1.00","1.00"
"16/03/2020 9:26:03 PM","1.00","1.00","1.00"
"16/03/2020 9:25:03 PM","0.00","1.00","1.00"
"16/03/2020 9:19:56 PM","1.00","1.00","1.00"
"16/03/2020 9:05:13 PM","0.00","1.00","1.00"
"16/03/2020 8:58:56 PM","1.00","1.00","1.00"
"16/03/2020 8:55:39 PM","0.00","1.00","1.00"
"16/03/2020 8:50:37 PM","1.00","1.00","1.00"
"16/03/2020 8:49:52 PM","0.00","1.00","1.00"
"16/03/2020 8:44:41 PM","1.00","1.00","1.00"
"16/03/2020 8:28:59 PM","0.00","1.00","1.00"
"16/03/2020 8:21:50 PM","1.00","1.00","1.00"
"16/03/2020 8:18:18 PM","0.00","1.00","1.00"
"16/03/2020 8:01:16 PM","1.00","1.00","1.00"
"16/03/2020 7:32:27 PM","0.00","1.00","1.00"
"16/03/2020 7:27:27 PM","1.00","1.00","1.00"
"16/03/2020 7:27:24 PM","0.00","1.00","1.00"
"16/03/2020 7:22:24 PM","1.00","1.00","1.00"
"16/03/2020 7:21:23 PM","0.00","1.00","1.00"
"16/03/2020 7:13:51 PM","1.00","1.00","1.00"
"16/03/2020 7:03:20 PM","0.00","1.00","1.00"
"16/03/2020 6:58:19 PM","1.00","1.00","1.00"
"16/03/2020 6:53:42 PM","0.00","1.00","1.00"
"16/03/2020 6:48:27 PM","1.00","1.00","1.00"
"16/03/2020 6:48:07 PM","0.00","1.00","1.00"
"16/03/2020 6:43:07 PM","1.00","1.00","1.00"
"16/03/2020 6:33:37 PM","0.00","1.00","1.00"
"16/03/2020 6:20:13 PM","1.00","1.00","1.00"
"16/03/2020 6:17:20 PM","0.00","1.00","1.00"
"16/03/2020 5:49:51 PM","1.00","1.00","1.00"
"16/03/2020 5:45:22 PM","0.00","1.00","1.00"
"16/03/2020 5:31:21 PM","1.00","1.00","1.00"
"16/03/2020 5:31:00 PM","0.00","1.00","1.00"
"16/03/2020 4:52:15 PM","1.00","1.00","1.00"
"16/03/2020 4:52:01 PM","0.00","1.00","1.00"
"16/03/2020 4:37:22 PM","1.00","1.00","1.00"
"16/03/2020 4:36:35 PM","0.00","1.00","1.00"
"16/03/2020 4:07:31 PM","1.00","1.00","1.00"
"16/03/2020 4:06:42 PM","0.00","1.00","1.00"
"16/03/2020 8:38:30 AM","1.00","1.00","1.00"
"16/03/2020 8:35:20 AM","0.00","1.00","1.00"
"16/03/2020 7:53:23 AM","1.00","1.00","1.00"
"16/03/2020 7:52:54 AM","0.00","1.00","1.00"
"16/03/2020 7:41:11 AM","1.00","1.00","1.00"
"16/03/2020 7:23:46 AM","0.00","1.00","1.00"
"16/03/2020 7:14:46 AM","1.00","1.00","1.00"
"16/03/2020 6:59:19 AM","0.00","1.00","1.00"
"16/03/2020 6:54:19 AM","1.00","1.00","1.00"
"16/03/2020 6:43:39 AM","0.00","1.00","1.00"
"16/03/2020 6:21:22 AM","1.00","1.00","1.00"
"16/03/2020 6:14:06 AM","0.00","1.00","1.00"
"16/03/2020 6:04:09 AM","1.00","1.00","1.00"
"16/03/2020 6:03:25 AM","0.00","1.00","1.00"
"16/03/2020 6:02:21 AM","1.00","1.00","1.00"
"16/03/2020 6:00:02 AM","1.00","0.00","1.00"
"16/03/2020 5:58:01 AM","1.00","0.00","0.00"
"16/03/2020 5:52:45 AM","0.00","0.00","0.00"
"16/03/2020 5:43:04 AM","1.00","0.00","0.00"
"16/03/2020 5:19:19 AM","0.00","0.00","0.00"
"16/03/2020 5:13:56 AM","1.00","0.00","0.00"
"16/03/2020 4:14:17 AM","0.00","0.00","0.00"
"16/03/2020 4:08:58 AM","1.00","0.00","0.00"
"14/03/2020 6:16:11 PM","0.00","0.00","0.00"
"14/03/2020 6:11:08 PM","1.00","0.00","0.00"
"14/03/2020 4:19:52 PM","0.00","0.00","0.00"
"14/03/2020 4:14:52 PM","1.00","0.00","0.00"
"14/03/2020 4:10:26 PM","0.00","0.00","0.00"
"14/03/2020 4:01:11 PM","1.00","0.00","0.00"
"14/03/2020 2:27:50 PM","0.00","0.00","0.00"
"14/03/2020 2:22:50 PM","1.00","0.00","0.00"
"14/03/2020 1:57:50 PM","0.00","0.00","0.00"
"14/03/2020 1:52:31 PM","1.00","0.00","0.00"
"14/03/2020 12:40:18 PM","0.00","0.00","0.00"
"14/03/2020 12:29:46 PM","1.00","0.00","0.00"
"14/03/2020 12:27:31 PM","0.00","0.00","0.00"
"14/03/2020 12:22:31 PM","1.00","0.00","0.00"
"14/03/2020 5:44:37 AM","0.00","0.00","0.00"
"14/03/2020 5:35:09 AM","1.00","0.00","0.00"
"14/03/2020 4:53:39 AM","0.00","0.00","0.00"
"14/03/2020 4:48:07 AM","1.00","0.00","0.00"
"14/03/2020 4:37:52 AM","0.00","0.00","0.00"
"14/03/2020 4:32:14 AM","1.00","0.00","0.00"
"14/03/2020 4:32:00 AM","0.00","0.00","0.00"
"14/03/2020 4:20:53 AM","1.00","0.00","0.00"
"14/03/2020 3:55:18 AM","0.00","0.00","0.00"
"14/03/2020 3:49:47 AM","1.00","0.00","0.00"
"13/03/2020 8:34:12 PM","0.00","0.00","0.00"
"13/03/2020 8:34:08 PM","0.00","1.00","0.00"
"13/03/2020 6:29:20 PM","0.00","1.00","1.00"
"13/03/2020 6:24:20 PM","1.00","1.00","1.00"
"13/03/2020 5:42:13 PM","0.00","1.00","1.00"
"13/03/2020 5:32:58 PM","1.00","1.00","1.00"
"13/03/2020 5:27:18 PM","0.00","1.00","1.00"
"13/03/2020 5:22:18 PM","1.00","1.00","1.00"
"13/03/2020 5:20:30 PM","0.00","1.00","1.00"
"13/03/2020 5:20:25 PM","0.00","0.00","1.00"
"13/03/2020 5:19:48 PM","0.00","1.00","1.00"
"13/03/2020 5:14:46 PM","1.00","1.00","1.00"
"13/03/2020 5:12:05 PM","0.00","1.00","1.00"
"13/03/2020 5:12:02 PM","0.00","0.00","1.00"
"13/03/2020 5:10:15 PM","0.00","1.00","1.00"
"13/03/2020 5:05:13 PM","1.00","1.00","1.00"
"13/03/2020 5:04:21 PM","0.00","1.00","1.00"
"13/03/2020 5:04:17 PM","0.00","0.00","1.00"
"13/03/2020 5:00:28 PM","0.00","1.00","1.00"
"13/03/2020 4:51:03 PM","1.00","1.00","1.00"
"13/03/2020 4:51:02 PM","0.00","1.00","1.00"
"13/03/2020 4:48:20 PM","1.00","1.00","1.00"
"13/03/2020 4:48:17 PM","1.00","0.00","1.00"
"13/03/2020 4:46:00 PM","1.00","1.00","1.00"
"13/03/2020 4:41:14 PM","0.00","1.00","1.00"
"13/03/2020 4:28:18 PM","1.00","1.00","1.00"
"13/03/2020 4:28:13 PM","1.00","0.00","1.00"
"13/03/2020 4:21:43 PM","1.00","1.00","1.00"
"13/03/2020 4:21:37 PM","1.00","0.00","1.00"
"13/03/2020 4:21:26 PM","1.00","1.00","1.00"
"13/03/2020 4:20:18 PM","0.00","1.00","1.00"
"13/03/2020 4:20:11 PM","0.00","0.00","1.00"
"13/03/2020 4:07:09 PM","0.00","1.00","1.00"
"13/03/2020 4:07:03 PM","0.00","0.00","1.00"
"13/03/2020 4:04:35 PM","0.00","1.00","1.00"
"13/03/2020 4:04:28 PM","0.00","0.00","1.00"
"13/03/2020 4:01:55 PM","0.00","1.00","1.00"
"13/03/2020 3:59:15 PM","1.00","1.00","1.00"
"13/03/2020 3:59:11 PM","1.00","0.00","1.00"
"13/03/2020 3:51:02 PM","1.00","1.00","1.00"
"13/03/2020 3:50:34 PM","0.00","1.00","1.00"
"13/03/2020 3:50:32 PM","0.00","0.00","1.00"
"13/03/2020 3:50:24 PM","0.00","1.00","1.00"
"13/03/2020 3:50:22 PM","0.00","0.00","1.00"
"13/03/2020 3:48:38 PM","0.00","1.00","1.00"
"13/03/2020 3:48:33 PM","0.00","0.00","1.00"
"13/03/2020 3:47:25 PM","0.00","1.00","1.00"
"13/03/2020 3:41:49 PM","1.00","1.00","1.00"
"13/03/2020 3:41:46 PM","1.00","0.00","1.00"
"13/03/2020 3:41:44 PM","1.00","1.00","1.00"
"13/03/2020 3:41:42 PM","1.00","0.00","1.00"
"13/03/2020 3:37:35 PM","1.00","1.00","1.00"
"13/03/2020 3:36:52 PM","0.00","1.00","1.00"
"13/03/2020 3:36:49 PM","0.00","0.00","1.00"
"13/03/2020 3:35:46 PM","0.00","1.00","1.00"
"13/03/2020 3:35:44 PM","0.00","0.00","1.00"
"13/03/2020 3:34:59 PM","0.00","1.00","1.00"
"13/03/2020 3:34:54 PM","0.00","0.00","1.00"
"13/03/2020 3:34:37 PM","0.00","1.00","1.00"
"13/03/2020 3:34:36 PM","0.00","0.00","1.00"
"13/03/2020 3:34:29 PM","0.00","1.00","1.00"
"13/03/2020 3:34:25 PM","0.00","0.00","1.00"
"13/03/2020 3:34:20 PM","0.00","1.00","1.00"
"13/03/2020 3:34:14 PM","0.00","0.00","1.00"
"13/03/2020 3:28:04 PM","0.00","1.00","1.00"
"13/03/2020 3:27:59 PM","0.00","0.00","1.00"
"13/03/2020 3:26:40 PM","0.00","1.00","1.00"
"13/03/2020 3:22:13 PM","1.00","1.00","1.00"
"13/03/2020 3:22:08 PM","1.00","0.00","1.00"
"13/03/2020 3:22:02 PM","1.00","1.00","1.00"
"13/03/2020 3:22:00 PM","1.00","0.00","1.00"
"13/03/2020 3:21:34 PM","1.00","1.00","1.00"
"13/03/2020 3:20:58 PM","0.00","1.00","1.00"
"13/03/2020 3:20:56 PM","0.00","0.00","1.00"
"13/03/2020 3:18:45 PM","0.00","1.00","1.00"
"13/03/2020 3:18:34 PM","0.00","0.00","1.00"
"13/03/2020 3:15:21 PM","0.00","1.00","1.00"
"13/03/2020 3:10:21 PM","1.00","1.00","1.00"
"13/03/2020 3:09:53 PM","0.00","1.00","1.00"
"13/03/2020 3:09:43 PM","0.00","0.00","1.00"
"13/03/2020 3:02:41 PM","0.00","1.00","1.00"
"13/03/2020 2:50:43 PM","1.00","1.00","1.00"
"13/03/2020 2:33:59 PM","0.00","1.00","1.00"
"13/03/2020 2:27:17 PM","1.00","1.00","1.00"
"13/03/2020 2:19:49 PM","0.00","1.00","1.00"
"13/03/2020 1:57:39 PM","1.00","1.00","1.00"
"13/03/2020 1:40:34 PM","0.00","1.00","1.00"
"13/03/2020 1:30:54 PM","1.00","1.00","1.00"
"13/03/2020 1:29:35 PM","0.00","1.00","1.00"
"13/03/2020 1:19:50 PM","1.00","1.00","1.00"
"13/03/2020 1:18:51 PM","0.00","1.00","1.00"
"13/03/2020 1:03:53 PM","1.00","1.00","1.00"
"13/03/2020 1:00:14 PM","0.00","1.00","1.00"
"13/03/2020 12:52:42 PM","1.00","1.00","1.00"
"13/03/2020 12:46:00 PM","0.00","1.00","1.00"
"13/03/2020 12:35:34 PM","1.00","1.00","1.00"
"13/03/2020 12:32:32 PM","0.00","1.00","1.00"
"13/03/2020 12:12:21 PM","1.00","1.00","1.00"
"13/03/2020 12:11:58 PM","0.00","1.00","1.00"
"13/03/2020 12:05:00 PM","1.00","1.00","1.00"
"13/03/2020 12:02:33 PM","0.00","1.00","1.00"
"13/03/2020 11:56:29 AM","1.00","1.00","1.00"
"13/03/2020 11:56:17 AM","0.00","1.00","1.00"
"13/03/2020 11:40:37 AM","1.00","1.00","1.00"
"13/03/2020 11:39:45 AM","0.00","1.00","1.00"
"13/03/2020 11:26:59 AM","1.00","1.00","1.00"
"13/03/2020 11:18:30 AM","0.00","1.00","1.00"
"13/03/2020 11:13:31 AM","1.00","1.00","1.00"
"13/03/2020 10:58:45 AM","0.00","1.00","1.00"
"13/03/2020 10:51:10 AM","1.00","1.00","1.00"
"13/03/2020 10:41:48 AM","0.00","1.00","1.00"
"13/03/2020 10:36:48 AM","1.00","1.00","1.00"
"13/03/2020 10:34:06 AM","0.00","1.00","1.00"
"13/03/2020 10:18:32 AM","1.00","1.00","1.00"
"13/03/2020 10:15:24 AM","0.00","1.00","1.00"
"13/03/2020 10:09:36 AM","1.00","1.00","1.00"
"13/03/2020 10:00:30 AM","0.00","1.00","1.00"
"13/03/2020 9:55:30 AM","1.00","1.00","1.00"
"13/03/2020 9:47:14 AM","0.00","1.00","1.00"
"13/03/2020 9:42:14 AM","1.00","1.00","1.00"
"13/03/2020 9:36:19 AM","0.00","1.00","1.00"
"13/03/2020 9:31:03 AM","1.00","1.00","1.00"
"13/03/2020 9:24:21 AM","0.00","1.00","1.00"
"13/03/2020 9:13:25 AM","1.00","1.00","1.00"
"13/03/2020 8:55:46 AM","0.00","1.00","1.00"
"13/03/2020 8:50:47 AM","1.00","1.00","1.00"
"13/03/2020 8:42:23 AM","0.00","1.00","1.00"
"13/03/2020 8:27:19 AM","1.00","1.00","1.00"
"13/03/2020 8:22:13 AM","0.00","1.00","1.00"
"13/03/2020 8:17:14 AM","1.00","1.00","1.00"
"13/03/2020 8:10:16 AM","0.00","1.00","1.00"
"13/03/2020 8:03:45 AM","1.00","1.00","1.00"
"13/03/2020 8:01:22 AM","0.00","1.00","1.00"
"13/03/2020 7:56:23 AM","1.00","1.00","1.00"
"13/03/2020 6:49:12 AM","0.00","1.00","1.00"
"13/03/2020 6:15:50 AM","1.00","1.00","1.00"
"13/03/2020 6:02:07 AM","0.00","1.00","1.00"
"13/03/2020 6:00:01 AM","0.00","0.00","1.00"
"13/03/2020 4:34:55 AM","0.00","0.00","0.00"
"13/03/2020 4:24:29 AM","1.00","0.00","0.00"
"12/03/2020 10:24:57 PM","0.00","0.00","0.00"
"12/03/2020 7:18:28 PM","0.00","1.00","0.00"
"12/03/2020 5:25:08 PM","0.00","1.00","1.00"
"12/03/2020 5:19:22 PM","1.00","1.00","1.00"
"12/03/2020 5:12:15 PM","0.00","1.00","1.00"
"12/03/2020 5:07:05 PM","1.00","1.00","1.00"
"12/03/2020 5:06:09 PM","0.00","1.00","1.00"
"12/03/2020 5:01:09 PM","1.00","1.00","1.00"
"12/03/2020 4:59:08 PM","0.00","1.00","1.00"
"12/03/2020 4:39:28 PM","1.00","1.00","1.00"
"12/03/2020 4:38:22 PM","0.00","1.00","1.00"
"12/03/2020 4:21:37 PM","1.00","1.00","1.00"
"12/03/2020 4:21:18 PM","0.00","1.00","1.00"
"12/03/2020 4:08:09 PM","1.00","1.00","1.00"
"12/03/2020 4:05:06 PM","0.00","1.00","1.00"
"12/03/2020 3:54:44 PM","1.00","1.00","1.00"
"12/03/2020 3:50:27 PM","0.00","1.00","1.00"
"12/03/2020 3:45:28 PM","1.00","1.00","1.00"
"12/03/2020 3:42:13 PM","0.00","1.00","1.00"
"12/03/2020 3:33:13 PM","1.00","1.00","1.00"
"12/03/2020 3:27:30 PM","0.00","1.00","1.00"
"12/03/2020 3:22:29 PM","1.00","1.00","1.00"
"12/03/2020 3:19:45 PM","0.00","1.00","1.00"
"12/03/2020 3:14:45 PM","1.00","1.00","1.00"
"12/03/2020 3:04:39 PM","0.00","1.00","1.00"
"12/03/2020 2:59:39 PM","1.00","1.00","1.00"
"12/03/2020 2:59:32 PM","0.00","1.00","1.00"
"12/03/2020 2:50:42 PM","1.00","1.00","1.00"
"12/03/2020 2:45:34 PM","0.00","1.00","1.00"
"12/03/2020 2:40:35 PM","1.00","1.00","1.00"
"12/03/2020 2:25:24 PM","0.00","1.00","1.00"
"12/03/2020 2:20:23 PM","1.00","1.00","1.00"
"12/03/2020 2:18:22 PM","0.00","1.00","1.00"
"12/03/2020 2:13:22 PM","1.00","1.00","1.00"
"12/03/2020 2:10:06 PM","0.00","1.00","1.00"
"12/03/2020 1:56:51 PM","1.00","1.00","1.00"
"12/03/2020 1:49:03 PM","0.00","1.00","1.00"
"12/03/2020 1:38:17 PM","1.00","1.00","1.00"
"12/03/2020 1:36:48 PM","0.00","1.00","1.00"
"12/03/2020 1:31:48 PM","1.00","1.00","1.00"
"12/03/2020 1:30:34 PM","0.00","1.00","1.00"
"12/03/2020 1:22:46 PM","1.00","1.00","1.00"
"12/03/2020 1:22:25 PM","0.00","1.00","1.00"
"12/03/2020 12:52:17 PM","1.00","1.00","1.00"
"12/03/2020 12:49:51 PM","0.00","1.00","1.00"
"12/03/2020 12:43:33 PM","1.00","1.00","1.00"
"12/03/2020 12:41:34 PM","0.00","1.00","1.00"
"12/03/2020 12:18:06 PM","1.00","1.00","1.00"
"12/03/2020 12:12:35 PM","0.00","1.00","1.00"
"12/03/2020 12:06:45 PM","1.00","1.00","1.00"
"12/03/2020 12:04:44 PM","0.00","1.00","1.00"
"12/03/2020 11:37:47 AM","1.00","1.00","1.00"
"12/03/2020 11:34:45 AM","0.00","1.00","1.00"
"12/03/2020 11:23:38 AM","1.00","1.00","1.00"
"12/03/2020 11:15:41 AM","0.00","1.00","1.00"
"12/03/2020 11:08:26 AM","1.00","1.00","1.00"
"12/03/2020 11:04:25 AM","0.00","1.00","1.00"
"12/03/2020 10:59:24 AM","1.00","1.00","1.00"
"12/03/2020 10:58:16 AM","0.00","1.00","1.00"
"12/03/2020 10:53:16 AM","1.00","1.00","1.00"
"12/03/2020 10:48:52 AM","0.00","1.00","1.00"
"12/03/2020 10:43:52 AM","1.00","1.00","1.00"
"12/03/2020 10:39:26 AM","0.00","1.00","1.00"
"12/03/2020 10:34:24 AM","1.00","1.00","1.00"
"12/03/2020 10:33:49 AM","0.00","1.00","1.00"
"12/03/2020 10:28:49 AM","1.00","1.00","1.00"
"12/03/2020 10:23:50 AM","0.00","1.00","1.00"
"12/03/2020 10:10:17 AM","1.00","1.00","1.00"
"12/03/2020 10:06:17 AM","0.00","1.00","1.00"
"12/03/2020 9:52:19 AM","1.00","1.00","1.00"
"12/03/2020 9:49:03 AM","0.00","1.00","1.00"
"12/03/2020 9:44:03 AM","1.00","1.00","1.00"
"12/03/2020 9:38:55 AM","0.00","1.00","1.00"
"12/03/2020 9:26:44 AM","1.00","1.00","1.00"
"12/03/2020 9:21:47 AM","0.00","1.00","1.00"
"12/03/2020 9:16:23 AM","1.00","1.00","1.00"
"12/03/2020 9:02:21 AM","0.00","1.00","1.00"
"12/03/2020 8:57:22 AM","1.00","1.00","1.00"
"12/03/2020 8:53:51 AM","0.00","1.00","1.00"
"12/03/2020 8:48:50 AM","1.00","1.00","1.00"
"12/03/2020 8:45:57 AM","0.00","1.00","1.00"
"12/03/2020 8:40:58 AM","1.00","1.00","1.00"
"12/03/2020 8:38:41 AM","0.00","1.00","1.00"
"12/03/2020 8:33:41 AM","1.00","1.00","1.00"
"12/03/2020 7:41:44 AM","0.00","1.00","1.00"
"12/03/2020 7:36:43 AM","1.00","1.00","1.00"
"12/03/2020 7:19:42 AM","0.00","1.00","1.00"
"12/03/2020 7:14:41 AM","1.00","1.00","1.00"
"12/03/2020 6:58:26 AM","0.00","1.00","1.00"
"12/03/2020 6:38:47 AM","1.00","1.00","1.00"
"12/03/2020 6:33:02 AM","0.00","1.00","1.00"
"12/03/2020 6:27:49 AM","1.00","1.00","1.00"
"12/03/2020 6:27:46 AM","0.00","1.00","1.00"
"12/03/2020 6:18:35 AM","1.00","1.00","1.00"
"12/03/2020 6:16:08 AM","0.00","1.00","1.00"
"12/03/2020 6:10:12 AM","1.00","1.00","1.00"
"12/03/2020 6:05:10 AM","0.00","1.00","1.00"
"12/03/2020 6:00:02 AM","0.00","0.00","1.00"
"12/03/2020 5:58:37 AM","0.00","0.00","0.00"
"12/03/2020 5:53:34 AM","1.00","0.00","0.00"
"12/03/2020 5:51:56 AM","0.00","0.00","0.00"
"12/03/2020 5:42:08 AM","1.00","0.00","0.00"
"12/03/2020 5:11:41 AM","0.00","0.00","0.00"
"12/03/2020 5:06:27 AM","1.00","0.00","0.00"
"12/03/2020 4:34:28 AM","0.00","0.00","0.00"
"12/03/2020 4:28:58 AM","1.00","0.00","0.00"
"11/03/2020 10:26:05 PM","0.00","0.00","0.00"
"11/03/2020 6:30:40 PM","0.00","1.00","0.00"
"11/03/2020 6:20:37 PM","0.00","1.00","1.00"
"11/03/2020 6:15:37 PM","1.00","1.00","1.00"
"11/03/2020 6:13:31 PM","0.00","1.00","1.00"
"11/03/2020 6:07:23 PM","1.00","1.00","1.00"
"11/03/2020 6:06:37 PM","0.00","1.00","1.00"
"11/03/2020 6:00:34 PM","1.00","1.00","1.00"
"11/03/2020 5:50:52 PM","0.00","1.00","1.00"
"11/03/2020 5:42:05 PM","1.00","1.00","1.00"
"11/03/2020 5:23:32 PM","0.00","1.00","1.00"
"11/03/2020 5:16:20 PM","1.00","1.00","1.00"
"11/03/2020 5:08:30 PM","0.00","1.00","1.00"
"11/03/2020 5:01:04 PM","1.00","1.00","1.00"
"11/03/2020 4:56:23 PM","0.00","1.00","1.00"
"11/03/2020 4:42:02 PM","1.00","1.00","1.00"
"11/03/2020 4:35:27 PM","0.00","1.00","1.00"
"11/03/2020 4:30:27 PM","1.00","1.00","1.00"
"11/03/2020 4:22:54 PM","0.00","1.00","1.00"
"11/03/2020 4:17:54 PM","1.00","1.00","1.00"
"11/03/2020 4:16:42 PM","0.00","1.00","1.00"
"11/03/2020 4:11:43 PM","1.00","1.00","1.00"
"11/03/2020 4:10:09 PM","0.00","1.00","1.00"
"11/03/2020 4:04:49 PM","1.00","1.00","1.00"
"11/03/2020 3:59:25 PM","0.00","1.00","1.00"
"11/03/2020 3:42:18 PM","1.00","1.00","1.00"
"11/03/2020 3:39:43 PM","0.00","1.00","1.00"
"11/03/2020 3:31:31 PM","1.00","1.00","1.00"
"11/03/2020 3:31:10 PM","0.00","1.00","1.00"
"11/03/2020 3:16:28 PM","1.00","1.00","1.00"
"11/03/2020 3:13:57 PM","0.00","1.00","1.00"
"11/03/2020 2:59:01 PM","1.00","1.00","1.00"
"11/03/2020 2:52:02 PM","0.00","1.00","1.00"
"11/03/2020 2:33:51 PM","1.00","1.00","1.00"
"11/03/2020 2:29:59 PM","0.00","1.00","1.00"
"11/03/2020 2:22:42 PM","1.00","1.00","1.00"
"11/03/2020 2:21:27 PM","0.00","1.00","1.00"
"11/03/2020 2:16:28 PM","1.00","1.00","1.00"
"11/03/2020 2:01:46 PM","0.00","1.00","1.00"
"11/03/2020 1:53:48 PM","1.00","1.00","1.00"
"11/03/2020 1:52:37 PM","0.00","1.00","1.00"
"11/03/2020 1:39:07 PM","1.00","1.00","1.00"
"11/03/2020 1:38:08 PM","0.00","1.00","1.00"
"11/03/2020 1:24:22 PM","1.00","1.00","1.00"
"11/03/2020 1:23:54 PM","0.00","1.00","1.00"
"11/03/2020 1:15:35 PM","1.00","1.00","1.00"
"11/03/2020 1:14:55 PM","0.00","1.00","1.00"
"11/03/2020 1:09:55 PM","1.00","1.00","1.00"
"11/03/2020 1:08:15 PM","0.00","1.00","1.00"
"11/03/2020 1:01:12 PM","1.00","1.00","1.00"
"11/03/2020 12:59:13 PM","0.00","1.00","1.00"
"11/03/2020 12:45:51 PM","1.00","1.00","1.00"
"11/03/2020 12:42:32 PM","0.00","1.00","1.00"
"11/03/2020 12:37:15 PM","1.00","1.00","1.00"
"11/03/2020 12:35:03 PM","0.00","1.00","1.00"
"11/03/2020 12:15:43 PM","1.00","1.00","1.00"
"11/03/2020 12:13:11 PM","0.00","1.00","1.00"
"11/03/2020 12:08:10 PM","1.00","1.00","1.00"
"11/03/2020 12:06:24 PM","0.00","1.00","1.00"
"11/03/2020 11:50:30 AM","1.00","1.00","1.00"
"11/03/2020 11:48:06 AM","0.00","1.00","1.00"
"11/03/2020 11:24:59 AM","1.00","1.00","1.00"
"11/03/2020 11:24:00 AM","0.00","1.00","1.00"
"11/03/2020 11:08:29 AM","1.00","1.00","1.00"
"11/03/2020 11:05:58 AM","0.00","1.00","1.00"
"11/03/2020 11:00:58 AM","1.00","1.00","1.00"
"11/03/2020 10:59:49 AM","0.00","1.00","1.00"
"11/03/2020 10:53:57 AM","1.00","1.00","1.00"
"11/03/2020 10:43:46 AM","0.00","1.00","1.00"
"11/03/2020 10:32:57 AM","1.00","1.00","1.00"
"11/03/2020 10:22:57 AM","0.00","1.00","1.00"
"11/03/2020 10:13:09 AM","1.00","1.00","1.00"
"11/03/2020 10:08:22 AM","0.00","1.00","1.00"
"11/03/2020 10:02:38 AM","1.00","1.00","1.00"
"11/03/2020 9:50:38 AM","0.00","1.00","1.00"
"11/03/2020 9:45:31 AM","1.00","1.00","1.00"
"11/03/2020 9:36:18 AM","0.00","1.00","1.00"
"11/03/2020 9:31:18 AM","1.00","1.00","1.00"
"11/03/2020 9:29:36 AM","0.00","1.00","1.00"
"11/03/2020 9:20:59 AM","1.00","1.00","1.00"
"11/03/2020 9:01:35 AM","0.00","1.00","1.00"
"11/03/2020 8:56:01 AM","1.00","1.00","1.00"
"11/03/2020 8:28:36 AM","0.00","1.00","1.00"
"11/03/2020 8:23:35 AM","1.00","1.00","1.00"
"11/03/2020 8:23:24 AM","0.00","1.00","1.00"
"11/03/2020 8:07:10 AM","1.00","1.00","1.00"
"11/03/2020 7:13:20 AM","0.00","1.00","1.00"
"11/03/2020 7:08:04 AM","1.00","1.00","1.00"
"11/03/2020 6:50:28 AM","0.00","1.00","1.00"
"11/03/2020 6:39:23 AM","1.00","1.00","1.00"
"11/03/2020 6:37:23 AM","0.00","1.00","1.00"
"11/03/2020 6:23:33 AM","1.00","1.00","1.00"
"11/03/2020 6:08:57 AM","0.00","1.00","1.00"
"11/03/2020 6:00:01 AM","0.00","0.00","1.00"
"11/03/2020 5:55:30 AM","0.00","0.00","0.00"
"11/03/2020 5:47:11 AM","1.00","0.00","0.00"
"11/03/2020 4:35:50 AM","0.00","0.00","0.00"
