"Timestamp","AHU-B1-02 CO2 Extended Trend Log","AHU-B1-02 Rh Extended Trend Log","AHU-B1-02 SaTmp Extended Trend Log","AHU-B1-02 SaTmpSp Extended Trend Log","AHU-B1-02 ZnTmp Extended Trend Log_1","AHU-B1-02 ZnTmp Extended Trend Log_2"
"13/03/2020 2:45:35 PM","497.60","54.66","19.22","19.00","21.93","21.84"
"13/03/2020 2:40:35 PM","480.20","54.66","18.45","19.00","21.93","21.87"
"13/03/2020 2:35:35 PM","478.00","54.66","18.45","19.00","21.95","21.87"
"13/03/2020 2:34:20 PM","478.00","54.66","18.45","19.00","21.95","21.90"
"13/03/2020 2:30:35 PM","478.00","50.92","18.45","19.00","21.95","21.90"
"13/03/2020 2:25:35 PM","477.00","50.92","18.56","19.00","21.95","21.90"
"13/03/2020 2:20:35 PM","479.60","50.92","18.65","19.00","21.95","21.90"
"13/03/2020 2:19:20 PM","475.40","50.92","18.82","19.00","21.98","21.93"
"13/03/2020 2:15:35 PM","475.40","55.22","18.82","19.00","21.98","21.93"
"13/03/2020 2:10:35 PM","485.00","55.22","18.87","19.00","21.98","21.93"
"13/03/2020 2:05:35 PM","477.60","55.22","19.02","19.00","21.98","21.93"
"13/03/2020 2:04:20 PM","484.60","55.22","19.07","19.00","21.98","21.95"
"13/03/2020 2:00:35 PM","484.60","53.19","19.07","19.00","21.98","21.95"
"13/03/2020 1:55:35 PM","486.20","53.19","19.13","19.00","22.01","21.95"
"13/03/2020 1:50:35 PM","471.00","53.19","19.07","19.00","22.01","21.95"
"13/03/2020 1:49:20 PM","480.80","53.19","19.05","19.00","22.01","21.98"
"13/03/2020 1:45:35 PM","480.80","58.90","19.05","19.00","22.01","21.98"
"13/03/2020 1:40:35 PM","471.00","58.90","19.05","19.00","22.01","21.98"
"13/03/2020 1:35:35 PM","478.00","58.90","18.99","19.00","22.04","22.01"
"13/03/2020 1:34:20 PM","464.60","58.90","18.82","19.00","22.04","22.01"
"13/03/2020 1:30:35 PM","464.60","54.44","18.82","19.00","22.04","22.01"
"13/03/2020 1:25:35 PM","464.60","54.44","18.99","19.00","22.04","22.04"
"13/03/2020 1:20:35 PM","460.80","54.44","18.99","19.00","22.07","22.04"
"13/03/2020 1:19:20 PM","480.80","54.44","19.02","19.00","22.07","22.04"
"13/03/2020 1:15:35 PM","480.80","54.82","19.02","19.00","22.07","22.04"
"13/03/2020 1:10:35 PM","468.80","54.82","19.05","19.00","22.07","22.07"
"13/03/2020 1:05:35 PM","476.00","54.82","19.13","19.00","22.10","22.07"
"13/03/2020 1:04:20 PM","468.80","54.82","19.13","19.00","22.10","22.10"
"13/03/2020 1:00:35 PM","468.80","53.82","19.13","19.00","22.10","22.10"
"13/03/2020 12:55:35 PM","477.60","53.82","19.13","19.00","22.10","22.13"
"13/03/2020 12:50:35 PM","465.60","53.82","19.05","19.00","22.13","22.13"
"13/03/2020 12:49:20 PM","466.20","53.82","19.10","19.00","22.13","22.15"
"13/03/2020 12:45:35 PM","466.20","54.47","19.10","19.00","22.13","22.15"
"13/03/2020 12:40:35 PM","459.20","54.47","19.13","19.00","22.13","22.15"
"13/03/2020 12:35:35 PM","464.60","54.47","19.19","19.00","22.15","22.15"
"13/03/2020 12:34:20 PM","472.20","54.47","19.19","19.00","22.15","22.18"
"13/03/2020 12:30:35 PM","472.20","53.90","19.19","19.00","22.15","22.18"
"13/03/2020 12:25:35 PM","477.60","53.90","18.67","19.00","22.18","22.21"
"13/03/2020 12:20:35 PM","457.60","53.90","18.47","19.00","22.18","22.24"
"13/03/2020 12:19:20 PM","464.60","53.90","18.50","19.00","22.21","22.27"
"13/03/2020 12:15:35 PM","464.60","53.25","18.50","19.00","22.21","22.27"
"13/03/2020 12:10:35 PM","463.40","53.25","18.56","19.00","22.21","22.27"
"13/03/2020 12:05:35 PM","461.20","53.25","18.67","19.00","22.24","22.30"
"13/03/2020 12:04:20 PM","463.40","53.25","18.79","19.00","22.27","22.33"
"13/03/2020 12:00:35 PM","463.40","53.06","18.79","19.00","22.27","22.33"
"13/03/2020 11:55:35 AM","467.20","53.06","18.85","19.00","22.27","22.35"
"13/03/2020 11:50:35 AM","453.20","53.06","18.79","19.00","22.27","22.35"
"13/03/2020 11:49:20 AM","465.00","53.06","18.82","19.00","22.30","22.38"
"13/03/2020 11:45:35 AM","465.00","53.74","18.82","19.00","22.30","22.38"
"13/03/2020 11:40:35 AM","470.00","53.74","19.05","19.00","22.33","22.38"
"13/03/2020 11:35:35 AM","453.80","53.74","19.93","19.00","22.33","22.38"
"13/03/2020 11:34:20 AM","461.20","53.74","20.19","19.00","22.33","22.38"
"13/03/2020 11:30:35 AM","461.20","53.17","20.19","19.00","22.33","22.38"
"13/03/2020 11:25:35 AM","460.80","53.17","21.50","19.00","22.30","22.38"
"13/03/2020 11:20:35 AM","464.00","53.17","22.93","19.72","22.30","22.35"
"13/03/2020 11:19:20 AM","458.00","53.17","23.50","20.69","22.27","22.33"
"13/03/2020 11:15:35 AM","458.00","52.17","23.50","20.69","22.27","22.33"
"13/03/2020 11:10:35 AM","448.40","52.17","23.50","21.61","22.24","22.30"
"13/03/2020 11:05:35 AM","466.80","52.17","23.67","22.46","22.24","22.27"
"13/03/2020 11:04:20 AM","458.00","52.17","23.96","23.22","22.21","22.27"
"13/03/2020 11:00:35 AM","458.00","52.17","23.96","23.22","22.21","22.27"
"13/03/2020 10:55:35 AM","452.60","52.17","23.96","23.91","22.18","22.24"
"13/03/2020 10:50:35 AM","452.20","52.17","23.93","24.00","22.15","22.21"
"13/03/2020 10:49:20 AM","451.60","52.17","23.90","24.00","22.15","22.18"
"13/03/2020 10:45:35 AM","451.60","52.09","23.90","24.00","22.15","22.18"
"13/03/2020 10:40:35 AM","448.40","52.09","23.82","24.00","22.13","22.15"
"13/03/2020 10:35:35 AM","457.00","52.09","23.44","24.00","22.10","22.13"
"13/03/2020 10:34:20 AM","460.20","52.09","24.27","24.00","22.04","22.10"
"13/03/2020 10:30:35 AM","460.20","55.71","24.27","24.00","22.04","22.10"
"13/03/2020 10:25:35 AM","464.00","55.71","24.96","24.00","22.01","22.07"
"13/03/2020 10:20:35 AM","458.60","55.71","25.11","24.00","21.98","22.01"
"13/03/2020 10:19:20 AM","444.00","55.71","25.17","24.00","21.95","21.98"
"13/03/2020 10:15:35 AM","444.00","52.90","25.17","24.00","21.95","21.98"
"13/03/2020 10:10:35 AM","463.40","52.90","25.11","24.00","21.93","21.95"
"13/03/2020 10:05:35 AM","453.80","52.90","24.62","24.00","21.93","21.93"
"13/03/2020 10:04:20 AM","448.40","52.90","23.47","24.00","21.90","21.90"
"13/03/2020 10:00:35 AM","448.40","51.57","23.47","24.00","21.90","21.90"
"13/03/2020 9:55:35 AM","458.60","51.57","22.96","24.00","21.87","21.87"
"13/03/2020 9:50:35 AM","454.80","51.57","22.84","24.00","21.87","21.84"
"13/03/2020 9:49:20 AM","448.80","51.57","22.70","24.00","21.84","21.81"
"13/03/2020 9:45:35 AM","448.80","53.09","22.70","24.00","21.84","21.81"
"13/03/2020 9:40:35 AM","455.40","53.09","22.59","24.00","21.81","21.81"
"13/03/2020 9:35:35 AM","452.20","53.09","22.50","24.00","21.81","21.78"
"13/03/2020 9:34:20 AM","458.60","53.09","22.10","24.00","21.78","21.75"
"13/03/2020 9:30:35 AM","458.60","57.25","22.10","24.00","21.78","21.75"
"13/03/2020 9:25:35 AM","452.20","57.25","21.59","23.46","21.78","21.75"
"13/03/2020 9:20:35 AM","468.40","57.25","21.10","22.72","21.75","21.75"
"13/03/2020 9:19:20 AM","457.00","57.25","19.99","21.94","21.75","21.75"
"13/03/2020 9:15:35 AM","457.00","57.77","19.99","21.94","21.75","21.75"
"13/03/2020 9:10:35 AM","452.60","57.77","19.16","21.20","21.78","21.75"
"13/03/2020 9:05:35 AM","454.20","57.77","18.76","20.49","21.78","21.78"
"13/03/2020 9:04:20 AM","464.00","57.77","18.96","19.81","21.78","21.78"
"13/03/2020 9:00:35 AM","464.00","53.28","18.96","19.81","21.78","21.78"
"13/03/2020 8:55:35 AM","451.00","53.28","19.79","19.15","21.78","21.81"
"13/03/2020 8:50:35 AM","452.20","53.28","19.82","19.00","21.81","21.81"
"13/03/2020 8:49:20 AM","467.20","53.28","20.13","19.00","21.81","21.81"
"13/03/2020 8:45:35 AM","467.20","53.17","20.13","19.00","21.81","21.81"
"13/03/2020 8:40:35 AM","455.40","53.17","19.82","19.00","21.81","21.84"
"13/03/2020 8:35:35 AM","451.60","53.17","18.90","19.00","21.81","21.84"
"13/03/2020 8:34:20 AM","450.40","53.17","18.90","19.00","21.84","21.87"
"13/03/2020 8:30:35 AM","450.40","53.57","18.90","19.00","21.84","21.87"
"13/03/2020 8:25:35 AM","448.40","53.57","19.07","19.00","21.84","21.87"
"13/03/2020 8:20:35 AM","451.60","53.57","18.93","19.00","21.87","21.90"
"13/03/2020 8:19:20 AM","452.20","53.57","19.22","19.00","21.90","21.93"
"13/03/2020 8:15:35 AM","452.20","52.14","19.22","19.00","21.90","21.93"
"13/03/2020 8:10:35 AM","450.00","52.14","18.90","19.00","21.90","21.95"
"13/03/2020 8:05:35 AM","456.40","52.14","18.87","19.00","21.93","21.98"
"13/03/2020 8:04:20 AM","449.40","52.14","18.79","19.00","21.93","22.01"
"13/03/2020 8:00:35 AM","449.40","53.47","18.79","19.00","21.93","22.01"
"13/03/2020 7:55:35 AM","454.20","53.47","18.73","19.00","21.95","22.01"
"13/03/2020 7:50:35 AM","453.80","53.47","18.56","19.00","21.98","22.04"
"13/03/2020 7:49:20 AM","441.80","53.47","18.53","19.00","21.98","22.07"
"13/03/2020 7:45:35 AM","441.80","53.28","18.53","19.00","21.98","22.07"
"13/03/2020 7:40:35 AM","460.80","53.28","18.59","19.00","22.01","22.10"
"13/03/2020 7:35:35 AM","462.40","53.28","18.70","19.00","22.04","22.10"
"13/03/2020 7:34:20 AM","461.80","53.28","18.87","19.00","22.04","22.13"
"13/03/2020 7:30:35 AM","461.80","53.41","18.87","19.00","22.04","22.13"
"13/03/2020 7:25:35 AM","453.20","53.41","18.93","19.00","22.07","22.15"
"13/03/2020 7:20:35 AM","450.40","53.41","19.13","19.00","22.10","22.15"
"13/03/2020 7:19:20 AM","446.60","53.41","19.05","19.00","22.10","22.18"
"13/03/2020 7:15:35 AM","446.60","52.19","19.05","19.00","22.10","22.18"
"13/03/2020 7:10:35 AM","451.00","52.19","18.85","19.00","22.13","22.21"
"13/03/2020 7:05:35 AM","443.40","52.19","18.62","19.00","22.15","22.24"
"13/03/2020 7:04:20 AM","454.20","52.19","17.87","19.00","22.18","22.27"
"13/03/2020 7:00:35 AM","454.20","53.47","17.87","19.00","22.18","22.27"
"13/03/2020 6:55:35 AM","447.20","53.47","17.93","19.00","22.18","22.33"
"13/03/2020 6:50:35 AM","465.00","53.47","18.90","19.00","22.21","22.35"
"13/03/2020 6:49:20 AM","463.00","53.47","19.07","19.00","22.24","22.38"
"13/03/2020 6:45:35 AM","463.00","53.01","19.07","19.00","22.24","22.38"
"13/03/2020 6:40:35 AM","468.40","53.01","18.96","19.00","22.30","22.44"
"13/03/2020 6:35:35 AM","454.80","53.01","18.93","19.00","22.33","22.47"
"13/03/2020 6:34:20 AM","457.00","53.01","18.96","19.00","22.35","22.50"
"13/03/2020 6:30:35 AM","457.00","53.19","18.96","19.00","22.35","22.50"
"13/03/2020 6:25:35 AM","461.20","53.19","19.05","19.00","22.38","22.53"
"13/03/2020 6:20:35 AM","457.00","53.19","19.19","19.00","22.38","22.55"
"13/03/2020 6:19:20 AM","459.20","53.19","20.10","19.00","22.41","22.55"
"13/03/2020 6:15:35 AM","459.20","52.03","20.10","19.00","22.41","22.55"
"13/03/2020 6:10:35 AM","467.80","52.03","22.70","19.00","22.41","22.55"
"13/03/2020 6:05:35 AM","447.20","52.03","22.33","19.00","22.44","22.58"
"13/03/2020 6:04:20 AM","423.40","52.03","21.70","19.00","22.41","22.58"
"13/03/2020 6:00:35 AM","423.40","50.14","21.70","19.00","22.41","22.58"
"13/03/2020 5:55:35 AM","424.60","50.14","21.76","19.00","22.41","22.55"
"13/03/2020 5:50:35 AM","423.40","50.14","21.73","19.00","22.41","22.55"
"13/03/2020 5:49:20 AM","423.40","50.14","21.76","19.00","22.41","22.55"
"13/03/2020 5:45:35 AM","423.40","47.81","21.76","19.00","22.41","22.55"
"13/03/2020 5:40:35 AM","432.60","47.81","21.76","19.00","22.41","22.58"
"13/03/2020 5:35:35 AM","426.20","47.81","21.76","19.00","22.41","22.55"
"13/03/2020 5:34:20 AM","439.20","47.81","21.76","19.00","22.41","22.55"
"13/03/2020 5:30:35 AM","439.20","52.52","21.76","19.00","22.41","22.55"
"13/03/2020 5:25:35 AM","423.40","52.52","21.76","19.00","22.44","22.55"
"13/03/2020 5:20:35 AM","422.80","52.52","21.73","19.00","22.44","22.55"
"13/03/2020 5:19:20 AM","420.20","52.52","21.70","19.00","22.41","22.55"
"13/03/2020 5:15:35 AM","420.20","50.11","21.70","19.00","22.41","22.55"
"13/03/2020 5:10:35 AM","437.00","50.11","21.73","19.00","22.41","22.55"
"13/03/2020 5:05:35 AM","429.40","50.11","21.70","19.00","22.44","22.55"
"13/03/2020 5:04:20 AM","427.80","50.11","21.67","19.00","22.44","22.55"
"13/03/2020 5:00:35 AM","427.80","46.11","21.67","19.00","22.44","22.55"
"13/03/2020 4:55:35 AM","420.80","46.11","21.67","19.00","22.44","22.55"
"13/03/2020 4:50:35 AM","434.80","46.11","21.73","19.00","22.44","22.55"
"13/03/2020 4:49:20 AM","426.20","46.11","21.76","19.00","22.41","22.55"
"13/03/2020 4:45:35 AM","426.20","46.87","21.76","19.00","22.41","22.55"
"13/03/2020 4:40:35 AM","426.60","46.87","21.76","19.00","22.41","22.58"
"13/03/2020 4:35:35 AM","431.60","46.87","21.76","19.00","22.41","22.58"
"13/03/2020 4:34:20 AM","432.00","46.87","21.76","19.00","22.44","22.58"
"13/03/2020 4:30:35 AM","432.00","48.46","21.76","19.00","22.44","22.58"
"13/03/2020 4:25:35 AM","430.40","48.46","21.76","19.00","22.44","22.58"
"13/03/2020 4:20:35 AM","431.60","48.46","21.76","19.00","22.44","22.58"
"13/03/2020 4:19:20 AM","421.20","48.46","21.76","19.00","22.44","22.58"
"13/03/2020 4:15:35 AM","421.20","46.16","21.76","19.00","22.44","22.58"
"13/03/2020 4:10:35 AM","421.80","46.16","21.76","19.00","22.44","22.58"
"13/03/2020 4:05:35 AM","424.00","46.16","21.76","19.00","22.44","22.58"
"13/03/2020 4:04:20 AM","422.40","46.16","21.76","19.00","22.44","22.58"
"13/03/2020 4:00:35 AM","422.40","46.81","21.76","19.00","22.44","22.58"
"13/03/2020 3:55:35 AM","421.20","46.81","21.76","19.00","22.44","22.58"
"13/03/2020 3:50:35 AM","425.00","46.81","21.76","19.00","22.44","22.58"
"13/03/2020 3:49:20 AM","425.00","46.81","21.79","19.00","22.44","22.58"
"13/03/2020 3:45:35 AM","425.00","44.92","21.79","19.00","22.44","22.58"
"13/03/2020 3:40:35 AM","422.40","44.92","21.79","19.00","22.44","22.58"
"13/03/2020 3:35:35 AM","427.80","44.92","21.79","19.00","22.44","22.58"
"13/03/2020 3:34:20 AM","430.40","44.92","21.79","19.00","22.44","22.58"
"13/03/2020 3:30:35 AM","430.40","50.60","21.79","19.00","22.44","22.58"
"13/03/2020 3:25:35 AM","428.40","50.60","21.79","19.00","22.44","22.58"
"13/03/2020 3:20:35 AM","432.00","50.60","21.79","19.00","22.44","22.58"
"13/03/2020 3:19:20 AM","430.40","50.60","21.81","19.00","22.44","22.58"
"13/03/2020 3:15:35 AM","430.40","46.46","21.81","19.00","22.44","22.58"
"13/03/2020 3:10:35 AM","435.80","46.46","21.79","19.00","22.44","22.58"
"13/03/2020 3:05:35 AM","424.00","46.46","21.81","19.00","22.44","22.58"
"13/03/2020 3:04:20 AM","427.20","46.46","21.81","19.00","22.44","22.58"
"13/03/2020 3:00:35 AM","427.20","47.00","21.81","19.00","22.44","22.58"
"13/03/2020 2:55:35 AM","422.40","47.00","21.81","19.00","22.44","22.58"
"13/03/2020 2:50:35 AM","431.00","47.00","21.81","19.00","22.44","22.58"
"13/03/2020 2:49:20 AM","422.40","47.00","21.81","19.00","22.44","22.58"
"13/03/2020 2:45:35 AM","422.40","47.89","21.81","19.00","22.44","22.58"
"13/03/2020 2:40:35 AM","426.20","47.89","21.81","19.00","22.44","22.58"
"13/03/2020 2:35:35 AM","425.00","47.89","21.81","19.00","22.44","22.58"
"13/03/2020 2:34:20 AM","426.20","47.89","21.81","19.00","22.44","22.58"
"13/03/2020 2:30:35 AM","426.20","48.73","21.81","19.00","22.44","22.58"
"13/03/2020 2:25:35 AM","428.80","48.73","21.81","19.00","22.44","22.55"
"13/03/2020 2:20:35 AM","438.60","48.73","21.81","19.00","22.41","22.55"
"13/03/2020 2:19:20 AM","430.40","48.73","21.79","19.00","22.41","22.53"
"13/03/2020 2:15:35 AM","430.40","49.95","21.79","19.00","22.41","22.53"
"13/03/2020 2:10:35 AM","427.20","49.95","21.79","19.00","22.41","22.53"
"13/03/2020 2:05:35 AM","443.00","49.95","21.76","19.00","22.38","22.50"
"13/03/2020 2:04:20 AM","437.40","49.95","21.76","19.00","22.38","22.50"
"13/03/2020 2:00:35 AM","437.40","49.03","21.76","19.00","22.38","22.50"
"13/03/2020 1:55:35 AM","447.20","49.03","21.79","19.00","22.35","22.47"
"13/03/2020 1:50:35 AM","454.80","49.03","21.79","19.00","22.35","22.47"
"13/03/2020 1:49:20 AM","435.80","49.03","21.79","19.00","22.35","22.44"
"13/03/2020 1:45:35 AM","435.80","49.14","21.79","19.00","22.35","22.44"
"13/03/2020 1:40:35 AM","434.20","49.14","21.79","19.00","22.33","22.44"
"13/03/2020 1:35:35 AM","427.80","49.14","21.79","19.00","22.33","22.41"
"13/03/2020 1:34:20 AM","427.20","49.14","21.79","19.00","22.30","22.41"
"13/03/2020 1:30:35 AM","427.20","48.30","21.79","19.00","22.30","22.41"
"13/03/2020 1:25:35 AM","432.60","48.30","21.79","19.00","22.30","22.38"
"13/03/2020 1:20:35 AM","446.60","48.30","21.76","19.00","22.27","22.38"
"13/03/2020 1:19:20 AM","431.00","48.30","21.76","19.00","22.27","22.35"
"13/03/2020 1:15:35 AM","431.00","51.84","21.76","19.00","22.27","22.35"
"13/03/2020 1:10:35 AM","434.20","51.84","21.73","19.00","22.24","22.35"
"13/03/2020 1:05:35 AM","437.00","51.84","21.70","19.00","22.24","22.33"
"13/03/2020 1:04:20 AM","437.40","51.84","21.64","19.00","22.21","22.33"
"13/03/2020 1:00:35 AM","437.40","53.09","21.64","19.00","22.21","22.33"
"13/03/2020 12:55:35 AM","445.00","53.09","21.59","19.00","22.21","22.33"
"13/03/2020 12:50:35 AM","433.80","53.09","21.56","19.00","22.18","22.30"
"13/03/2020 12:49:20 AM","434.80","53.09","21.59","19.00","22.18","22.30"
"13/03/2020 12:45:35 AM","434.80","52.79","21.59","19.00","22.18","22.30"
"13/03/2020 12:40:35 AM","437.40","52.79","21.59","19.00","22.18","22.27"
"13/03/2020 12:35:35 AM","440.80","52.79","21.59","19.00","22.15","22.27"
"13/03/2020 12:34:20 AM","434.20","52.79","21.59","19.00","22.15","22.27"
"13/03/2020 12:30:35 AM","434.20","52.92","21.59","19.00","22.15","22.27"
"13/03/2020 12:25:35 AM","434.80","52.92","21.59","19.00","22.15","22.27"
"13/03/2020 12:20:35 AM","434.20","52.92","21.59","19.00","22.15","22.27"
"13/03/2020 12:19:20 AM","435.40","52.92","21.56","19.00","22.15","22.27"
"13/03/2020 12:15:35 AM","435.40","55.57","21.56","19.00","22.15","22.27"
"13/03/2020 12:10:35 AM","432.60","55.57","21.53","19.00","22.15","22.24"
"13/03/2020 12:05:35 AM","431.00","55.57","21.47","19.00","22.15","22.24"
"13/03/2020 12:04:20 AM","435.80","55.57","21.42","19.00","22.13","22.24"
"13/03/2020 12:00:35 AM","435.80","53.74","21.42","19.00","22.13","22.24"
"12/03/2020 11:55:35 PM","435.40","53.74","21.39","19.00","22.13","22.24"
"12/03/2020 11:50:35 PM","435.40","53.74","21.39","19.00","22.13","22.24"
"12/03/2020 11:49:20 PM","450.40","53.74","21.39","19.00","22.13","22.24"
"12/03/2020 11:45:35 PM","450.40","52.87","21.39","19.00","22.13","22.24"
"12/03/2020 11:40:35 PM","448.80","52.87","21.39","19.00","22.13","22.24"
"12/03/2020 11:35:35 PM","435.80","52.87","21.42","19.00","22.13","22.24"
"12/03/2020 11:34:20 PM","440.80","52.87","21.39","19.00","22.13","22.21"
"12/03/2020 11:30:35 PM","440.80","52.92","21.39","19.00","22.13","22.21"
"12/03/2020 11:25:35 PM","437.40","52.92","21.39","19.00","22.13","22.21"
"12/03/2020 11:20:35 PM","440.20","52.92","21.33","19.00","22.13","22.21"
"12/03/2020 11:19:20 PM","455.80","52.92","21.33","19.00","22.13","22.21"
"12/03/2020 11:15:35 PM","455.80","50.68","21.33","19.00","22.13","22.21"
"12/03/2020 11:10:35 PM","444.60","50.68","21.33","19.00","22.13","22.21"
"12/03/2020 11:05:35 PM","435.80","50.68","21.30","19.00","22.10","22.21"
"12/03/2020 11:04:20 PM","438.60","50.68","21.33","19.00","22.10","22.21"
"12/03/2020 11:00:35 PM","438.60","53.30","21.33","19.00","22.10","22.21"
"12/03/2020 10:55:35 PM","441.80","53.30","21.30","19.00","22.10","22.18"
"12/03/2020 10:50:35 PM","434.20","53.30","21.30","19.00","22.10","22.18"
"12/03/2020 10:49:20 PM","441.20","53.30","21.30","19.00","22.10","22.18"
"12/03/2020 10:45:35 PM","441.20","53.06","21.30","19.00","22.10","22.18"
"12/03/2020 10:40:35 PM","434.80","53.06","21.30","19.00","22.10","22.18"
"12/03/2020 10:35:35 PM","435.80","53.06","21.30","19.00","22.10","22.18"
"12/03/2020 10:34:20 PM","439.20","53.06","21.27","19.00","22.10","22.18"
"12/03/2020 10:30:35 PM","439.20","54.06","21.27","19.00","22.10","22.18"
"12/03/2020 10:25:35 PM","448.40","54.06","21.27","19.00","22.07","22.18"
"12/03/2020 10:20:35 PM","451.00","54.06","21.27","19.00","22.07","22.15"
"12/03/2020 10:19:20 PM","437.00","54.06","21.27","19.00","22.07","22.15"
"12/03/2020 10:15:35 PM","437.00","49.71","21.27","19.00","22.07","22.15"
"12/03/2020 10:10:35 PM","438.60","49.71","21.27","19.00","22.07","22.15"
"12/03/2020 10:05:35 PM","442.40","49.71","21.24","19.00","22.07","22.15"
"12/03/2020 10:04:20 PM","432.60","49.71","21.24","19.00","22.07","22.15"
"12/03/2020 10:00:35 PM","432.60","55.82","21.24","19.00","22.07","22.15"
"12/03/2020 9:55:35 PM","451.00","55.82","21.22","19.00","22.07","22.15"
"12/03/2020 9:50:35 PM","447.80","55.82","21.22","19.00","22.07","22.15"
"12/03/2020 9:49:20 PM","440.80","55.82","21.22","19.00","22.04","22.13"
"12/03/2020 9:45:35 PM","440.80","56.30","21.22","19.00","22.04","22.13"
"12/03/2020 9:40:35 PM","447.80","56.30","21.19","19.00","22.04","22.13"
"12/03/2020 9:35:35 PM","445.60","56.30","21.19","19.00","22.04","22.13"
"12/03/2020 9:34:20 PM","442.40","56.30","21.19","19.00","22.04","22.13"
"12/03/2020 9:30:35 PM","442.40","52.92","21.19","19.00","22.04","22.13"
"12/03/2020 9:25:35 PM","447.80","52.92","21.16","19.00","22.04","22.13"
"12/03/2020 9:20:35 PM","433.20","52.92","21.13","19.00","22.04","22.13"
"12/03/2020 9:19:20 PM","435.40","52.92","21.13","19.00","22.04","22.10"
"12/03/2020 9:15:35 PM","435.40","53.68","21.13","19.00","22.04","22.10"
"12/03/2020 9:10:35 PM","440.20","53.68","21.10","19.00","22.04","22.10"
"12/03/2020 9:05:35 PM","428.80","53.68","21.10","19.00","22.04","22.10"
"12/03/2020 9:04:20 PM","432.00","53.68","21.07","19.00","22.01","22.10"
"12/03/2020 9:00:35 PM","432.00","53.03","21.07","19.00","22.01","22.10"
"12/03/2020 8:55:35 PM","428.80","53.03","21.04","19.00","22.01","22.07"
"12/03/2020 8:50:35 PM","439.20","53.03","21.04","19.00","22.01","22.07"
"12/03/2020 8:49:20 PM","437.40","53.03","21.02","19.00","22.01","22.07"
"12/03/2020 8:45:35 PM","437.40","53.79","21.02","19.00","22.01","22.07"
"12/03/2020 8:40:35 PM","425.00","53.79","20.99","19.00","22.01","22.07"
"12/03/2020 8:35:35 PM","446.60","53.79","20.96","19.00","22.01","22.07"
"12/03/2020 8:34:20 PM","439.20","53.79","20.90","19.00","22.01","22.04"
"12/03/2020 8:30:35 PM","439.20","53.14","20.90","19.00","22.01","22.04"
"12/03/2020 8:25:35 PM","430.40","53.14","20.87","19.00","22.01","22.04"
"12/03/2020 8:20:35 PM","430.00","53.14","20.84","19.00","21.98","22.04"
"12/03/2020 8:19:20 PM","430.00","53.14","20.79","19.00","21.98","22.04"
"12/03/2020 8:15:35 PM","430.00","53.17","20.79","19.00","21.98","22.04"
"12/03/2020 8:10:35 PM","440.20","53.17","20.73","19.00","21.98","22.01"
"12/03/2020 8:05:35 PM","449.40","53.17","20.67","19.00","21.98","22.01"
"12/03/2020 8:04:20 PM","445.60","53.17","20.59","19.00","21.98","22.01"
"12/03/2020 8:00:35 PM","445.60","53.17","20.59","19.00","21.98","22.01"
"12/03/2020 7:55:35 PM","431.00","53.17","20.50","19.00","21.95","21.98"
"12/03/2020 7:50:35 PM","444.00","53.17","20.39","19.00","21.95","21.98"
"12/03/2020 7:49:20 PM","433.20","53.17","20.25","19.00","21.95","21.95"
"12/03/2020 7:45:35 PM","433.20","53.90","20.25","19.00","21.95","21.95"
"12/03/2020 7:40:35 PM","451.00","53.90","20.07","19.00","21.95","21.95"
"12/03/2020 7:35:35 PM","454.20","53.90","19.87","19.00","21.93","21.95"
"12/03/2020 7:34:20 PM","435.40","53.90","19.62","19.00","21.93","21.93"
"12/03/2020 7:30:35 PM","435.40","59.25","19.62","19.00","21.93","21.93"
"12/03/2020 7:25:35 PM","439.20","59.25","19.25","19.00","21.93","21.93"
"12/03/2020 7:20:35 PM","471.60","59.25","18.87","19.00","21.90","21.90"
"12/03/2020 7:19:20 PM","479.60","59.25","19.16","19.00","21.93","21.93"
"12/03/2020 7:15:35 PM","479.60","54.17","19.16","19.00","21.93","21.93"
"12/03/2020 7:10:35 PM","471.00","54.17","19.45","19.00","21.93","21.93"
"12/03/2020 7:05:35 PM","470.00","54.17","19.76","19.00","21.93","21.93"
"12/03/2020 7:04:20 PM","485.60","54.17","20.02","19.00","21.93","21.95"
"12/03/2020 7:00:35 PM","485.60","57.93","20.02","19.00","21.93","21.95"
"12/03/2020 6:55:35 PM","465.00","57.93","19.56","19.00","21.95","21.95"
"12/03/2020 6:50:35 PM","472.60","57.93","19.25","19.00","21.95","21.95"
"12/03/2020 6:49:20 PM","466.80","57.93","19.16","19.00","21.95","21.98"
"12/03/2020 6:45:35 PM","466.80","54.11","19.16","19.00","21.95","21.98"
"12/03/2020 6:40:35 PM","470.00","54.11","18.96","19.00","21.98","22.01"
"12/03/2020 6:35:35 PM","478.60","54.11","18.93","19.00","21.98","22.01"
"12/03/2020 6:34:20 PM","473.80","54.11","18.96","19.00","22.01","22.04"
"12/03/2020 6:30:35 PM","473.80","54.41","18.96","19.00","22.01","22.04"
"12/03/2020 6:25:35 PM","467.80","54.41","18.99","19.00","22.01","22.04"
"12/03/2020 6:20:35 PM","481.80","54.41","19.02","19.00","22.01","22.07"
"12/03/2020 6:19:20 PM","486.80","54.41","18.99","19.00","22.04","22.10"
"12/03/2020 6:15:35 PM","486.80","54.84","18.99","19.00","22.04","22.10"
