"Timestamp","FCU-00-15  CO2 Extended Trend Log","FCU-00-15 SaTmp Extended Trend Log","FCU-00-15  ClgTmpSp Extended Trend Log","FCU-00-15  HtgTmpSp Extended Trend Log","FCU-00-15 ZnTmp Extended Trend Log"
"24/03/2020 10:50:35 AM","378.60","19.16","25.00","21.00","22.02"
"24/03/2020 10:45:35 AM","380.60","19.08","23.00","22.00","22.02"
"24/03/2020 10:40:35 AM","383.20","19.05","23.00","22.00","22.02"
"24/03/2020 10:35:35 AM","389.60","19.02","23.00","22.00","22.02"
"24/03/2020 10:30:35 AM","374.40","19.00","23.00","22.00","22.02"
"24/03/2020 10:25:35 AM","390.80","18.99","23.00","22.00","22.02"
"24/03/2020 10:20:35 AM","383.60","19.16","23.00","22.00","22.02"
"24/03/2020 10:15:35 AM","383.60","18.99","23.00","22.00","22.02"
"24/03/2020 10:10:35 AM","390.60","19.00","23.00","22.00","22.02"
"24/03/2020 10:05:35 AM","389.40","19.03","23.00","22.00","22.02"
"24/03/2020 10:00:35 AM","388.80","19.02","23.00","22.00","22.02"
"24/03/2020 9:55:35 AM","388.60","19.02","23.00","22.00","22.02"
"24/03/2020 9:50:35 AM","393.20","19.04","23.00","22.00","22.02"
"24/03/2020 9:45:35 AM","398.60","19.08","23.00","22.00","22.02"
"24/03/2020 9:40:35 AM","402.40","19.10","23.00","22.00","22.02"
"24/03/2020 9:35:35 AM","395.60","19.13","23.00","22.00","22.02"
"24/03/2020 9:30:35 AM","413.60","19.16","23.00","22.00","22.02"
"24/03/2020 9:25:35 AM","401.00","19.20","23.00","22.00","22.02"
"24/03/2020 9:20:35 AM","404.40","19.22","23.00","22.00","22.02"
"24/03/2020 9:15:35 AM","399.80","19.02","23.00","22.00","22.02"
"24/03/2020 9:10:35 AM","410.40","19.04","23.00","22.00","22.02"
"24/03/2020 9:05:35 AM","410.80","19.18","23.00","22.00","22.02"
"24/03/2020 9:00:35 AM","408.80","19.35","23.00","22.00","22.02"
"24/03/2020 8:55:35 AM","404.60","19.58","23.00","22.00","22.02"
"24/03/2020 8:50:35 AM","402.40","19.89","23.00","22.00","22.02"
"24/03/2020 8:45:35 AM","399.60","20.32","23.00","22.00","22.02"
"24/03/2020 8:40:35 AM","402.20","20.91","23.00","22.00","22.02"
"24/03/2020 8:35:35 AM","411.00","21.74","23.00","22.00","22.02"
"24/03/2020 8:30:35 AM","413.20","22.96","23.00","22.00","22.02"
"24/03/2020 8:25:35 AM","405.00","24.88","23.00","22.00","22.02"
"24/03/2020 8:20:35 AM","417.20","28.49","23.00","22.00","22.02"
"24/03/2020 8:15:35 AM","403.80","32.21","23.00","22.00","22.02"
"24/03/2020 8:10:35 AM","403.80","32.85","23.00","22.00","22.02"
"24/03/2020 8:05:35 AM","406.40","33.28","23.00","22.00","22.02"
"24/03/2020 8:00:35 AM","400.40","33.34","23.00","22.00","22.02"
"24/03/2020 7:55:35 AM","398.60","33.09","23.00","22.00","22.02"
"24/03/2020 7:50:35 AM","393.00","33.07","23.00","22.00","22.02"
"24/03/2020 7:45:35 AM","391.80","32.91","23.00","22.00","22.02"
"24/03/2020 7:40:35 AM","398.60","32.56","23.00","22.00","22.02"
"24/03/2020 7:35:35 AM","405.80","31.42","23.00","22.00","22.02"
"24/03/2020 7:30:35 AM","412.40","30.17","23.00","22.00","22.02"
"24/03/2020 7:25:35 AM","411.20","28.31","23.00","22.00","22.02"
"24/03/2020 7:20:35 AM","411.20","22.98","23.00","22.00","22.02"
"24/03/2020 7:15:35 AM","408.80","18.45","23.00","22.00","22.02"
"24/03/2020 7:10:35 AM","406.60","18.44","25.00","21.00","22.02"
"24/03/2020 7:05:35 AM","411.60","18.44","25.00","21.00","22.02"
"24/03/2020 7:00:35 AM","406.40","18.43","25.00","21.00","22.02"
"24/03/2020 6:55:35 AM","402.20","18.43","25.00","21.00","22.02"
"24/03/2020 6:50:35 AM","403.20","18.43","25.00","21.00","22.02"
"24/03/2020 6:45:35 AM","396.00","18.42","25.00","21.00","22.02"
"24/03/2020 6:40:35 AM","392.40","18.41","25.00","21.00","22.02"
"24/03/2020 6:35:35 AM","394.80","18.40","25.00","21.00","22.02"
"24/03/2020 6:30:35 AM","390.20","18.40","25.00","21.00","22.02"
"24/03/2020 6:25:35 AM","395.80","18.39","25.00","21.00","22.02"
"24/03/2020 6:20:35 AM","385.80","18.40","25.00","21.00","22.02"
"24/03/2020 6:15:35 AM","394.40","18.42","25.00","21.00","22.02"
"24/03/2020 6:10:35 AM","380.80","18.50","25.00","21.00","22.02"
"24/03/2020 6:05:35 AM","382.20","18.62","25.00","21.00","22.02"
"24/03/2020 6:00:35 AM","385.40","18.83","25.00","21.00","22.02"
"24/03/2020 5:55:35 AM","384.00","19.19","25.00","21.00","22.02"
"24/03/2020 5:50:35 AM","386.60","18.50","23.00","22.00","22.02"
"24/03/2020 5:45:35 AM","376.60","18.44","23.00","22.00","22.02"
"24/03/2020 5:40:35 AM","383.80","18.50","23.00","22.00","22.02"
"24/03/2020 5:35:35 AM","377.80","18.57","23.00","22.00","22.02"
"24/03/2020 5:30:35 AM","385.80","18.65","23.00","22.00","22.02"
"24/03/2020 5:25:35 AM","386.00","18.70","23.00","22.00","22.02"
"24/03/2020 5:20:35 AM","379.60","18.77","23.00","22.00","22.02"
"24/03/2020 5:15:35 AM","383.00","18.82","25.00","21.00","22.02"
"24/03/2020 5:10:35 AM","378.00","18.72","25.00","21.00","22.02"
"24/03/2020 5:05:35 AM","388.40","18.69","25.00","21.00","22.02"
"24/03/2020 5:00:35 AM","373.00","18.71","25.00","21.00","22.02"
"24/03/2020 4:55:35 AM","376.40","18.74","25.00","21.00","22.02"
"24/03/2020 4:50:35 AM","378.00","18.77","25.00","21.00","22.02"
"24/03/2020 4:45:35 AM","386.00","18.79","25.00","21.00","22.02"
"24/03/2020 4:40:35 AM","371.40","18.81","25.00","21.00","22.02"
"24/03/2020 4:35:35 AM","376.60","18.82","25.00","21.00","22.02"
"24/03/2020 4:30:35 AM","378.00","18.88","25.00","21.00","22.03"
"24/03/2020 4:25:35 AM","379.80","18.86","25.00","21.00","22.02"
"24/03/2020 4:20:35 AM","376.60","18.89","25.00","21.00","22.02"
"24/03/2020 4:15:35 AM","380.40","18.93","25.00","21.00","22.03"
"24/03/2020 4:10:35 AM","372.20","18.94","25.00","21.00","22.03"
"24/03/2020 4:05:35 AM","383.20","18.94","25.00","21.00","22.04"
"24/03/2020 4:00:35 AM","379.80","18.95","25.00","21.00","22.04"
"24/03/2020 3:55:35 AM","380.40","18.96","25.00","21.00","22.04"
"24/03/2020 3:50:35 AM","367.80","18.95","25.00","21.00","22.05"
"24/03/2020 3:45:35 AM","381.60","18.95","25.00","21.00","22.05"
"24/03/2020 3:40:35 AM","383.20","18.94","25.00","21.00","22.06"
"24/03/2020 3:35:35 AM","384.00","18.95","25.00","21.00","22.06"
"24/03/2020 3:30:35 AM","378.60","18.95","25.00","21.00","22.06"
"24/03/2020 3:25:35 AM","375.20","18.96","25.00","21.00","22.07"
"24/03/2020 3:20:35 AM","377.80","18.96","25.00","21.00","22.06"
"24/03/2020 3:15:35 AM","381.60","18.97","25.00","21.00","22.07"
"24/03/2020 3:10:35 AM","386.60","18.98","25.00","21.00","22.07"
"24/03/2020 3:05:35 AM","374.00","18.99","25.00","21.00","22.08"
"24/03/2020 3:00:35 AM","376.80","19.00","25.00","21.00","22.08"
"24/03/2020 2:55:35 AM","380.80","19.02","25.00","21.00","22.09"
"24/03/2020 2:50:35 AM","375.40","19.04","25.00","21.00","22.09"
"24/03/2020 2:45:35 AM","390.60","19.06","25.00","21.00","22.10"
"24/03/2020 2:40:35 AM","380.80","19.08","25.00","21.00","22.10"
"24/03/2020 2:35:35 AM","383.20","19.10","25.00","21.00","22.11"
"24/03/2020 2:30:35 AM","383.60","19.12","25.00","21.00","22.11"
"24/03/2020 2:25:35 AM","387.00","19.14","25.00","21.00","22.12"
"24/03/2020 2:20:35 AM","394.40","19.15","25.00","21.00","22.12"
"24/03/2020 2:15:35 AM","387.60","19.17","25.00","21.00","22.13"
"24/03/2020 2:10:35 AM","383.20","19.19","25.00","21.00","22.13"
"24/03/2020 2:05:35 AM","380.60","19.20","25.00","21.00","22.13"
"24/03/2020 2:00:35 AM","378.60","19.21","25.00","21.00","22.14"
"24/03/2020 1:55:35 AM","381.00","19.22","25.00","21.00","22.14"
"24/03/2020 1:50:35 AM","386.00","19.22","25.00","21.00","22.15"
"24/03/2020 1:45:35 AM","389.40","19.23","25.00","21.00","22.15"
"24/03/2020 1:40:35 AM","386.00","19.22","25.00","21.00","22.15"
"24/03/2020 1:35:35 AM","387.20","19.22","25.00","21.00","22.16"
"24/03/2020 1:30:35 AM","395.00","19.22","25.00","21.00","22.16"
"24/03/2020 1:25:35 AM","381.20","19.21","25.00","21.00","22.16"
"24/03/2020 1:20:35 AM","384.00","19.21","25.00","21.00","22.16"
"24/03/2020 1:15:35 AM","383.20","19.20","25.00","21.00","22.17"
"24/03/2020 1:10:35 AM","384.20","19.18","25.00","21.00","22.17"
"24/03/2020 1:05:35 AM","381.60","19.17","25.00","21.00","22.17"
"24/03/2020 1:00:35 AM","385.80","19.15","25.00","21.00","22.17"
"24/03/2020 12:55:35 AM","391.20","19.13","25.00","21.00","22.18"
"24/03/2020 12:50:35 AM","382.80","19.11","25.00","21.00","22.18"
"24/03/2020 12:45:35 AM","383.40","19.09","25.00","21.00","22.19"
"24/03/2020 12:40:35 AM","380.60","19.08","25.00","21.00","22.19"
"24/03/2020 12:35:35 AM","390.40","19.07","25.00","21.00","22.19"
"24/03/2020 12:30:35 AM","388.00","19.07","25.00","21.00","22.20"
"24/03/2020 12:25:35 AM","384.80","19.08","25.00","21.00","22.20"
"24/03/2020 12:20:35 AM","389.20","19.10","25.00","21.00","22.21"
"24/03/2020 12:15:35 AM","382.60","19.12","25.00","21.00","22.21"
"24/03/2020 12:10:35 AM","383.40","19.14","25.00","21.00","22.21"
"24/03/2020 12:05:35 AM","395.40","19.16","25.00","21.00","22.22"
"24/03/2020 12:00:35 AM","386.80","19.17","25.00","21.00","22.22"
"23/03/2020 11:55:35 PM","374.60","19.19","25.00","21.00","22.23"
"23/03/2020 11:50:35 PM","387.60","19.21","25.00","21.00","22.23"
"23/03/2020 11:45:35 PM","384.60","19.23","25.00","21.00","22.24"
"23/03/2020 11:40:35 PM","373.00","19.25","25.00","21.00","22.24"
"23/03/2020 11:35:35 PM","379.20","19.26","25.00","21.00","22.25"
"23/03/2020 11:30:35 PM","380.80","19.27","25.00","21.00","22.26"
"23/03/2020 11:25:35 PM","382.00","19.30","25.00","21.00","22.26"
"23/03/2020 11:20:35 PM","377.00","19.34","25.00","21.00","22.27"
"23/03/2020 11:15:35 PM","370.20","19.35","25.00","21.00","22.27"
"23/03/2020 11:10:35 PM","377.60","19.37","25.00","21.00","22.28"
"23/03/2020 11:05:35 PM","385.20","19.40","25.00","21.00","22.29"
"23/03/2020 11:00:35 PM","382.60","19.43","25.00","21.00","22.30"
"23/03/2020 10:55:35 PM","386.60","19.47","25.00","21.00","22.31"
"23/03/2020 10:50:35 PM","388.00","19.50","25.00","21.00","22.31"
"23/03/2020 10:45:35 PM","388.00","19.53","25.00","21.00","22.32"
"23/03/2020 10:40:35 PM","381.20","19.56","25.00","21.00","22.33"
"23/03/2020 10:35:35 PM","388.40","19.59","25.00","21.00","22.33"
"23/03/2020 10:30:35 PM","386.00","19.61","25.00","21.00","22.34"
"23/03/2020 10:25:35 PM","384.20","19.63","25.00","21.00","22.34"
"23/03/2020 10:20:35 PM","387.20","19.62","25.00","21.00","22.34"
"23/03/2020 10:15:35 PM","389.60","19.62","25.00","21.00","22.35"
"23/03/2020 10:10:35 PM","379.60","19.62","25.00","21.00","22.35"
"23/03/2020 10:05:35 PM","378.60","19.61","25.00","21.00","22.34"
"23/03/2020 10:00:35 PM","386.40","19.60","25.00","21.00","22.34"
"23/03/2020 9:55:35 PM","393.00","19.62","25.00","21.00","22.34"
"23/03/2020 9:50:35 PM","390.80","19.65","25.00","21.00","22.35"
"23/03/2020 9:45:35 PM","380.00","19.68","25.00","21.00","22.35"
"23/03/2020 9:40:35 PM","385.60","19.70","25.00","21.00","22.36"
"23/03/2020 9:35:35 PM","382.00","19.73","25.00","21.00","22.36"
"23/03/2020 9:30:35 PM","388.40","19.75","25.00","21.00","22.38"
"23/03/2020 9:25:35 PM","378.20","19.78","25.00","21.00","22.38"
"23/03/2020 9:20:35 PM","394.60","19.81","25.00","21.00","22.39"
"23/03/2020 9:15:35 PM","379.60","19.83","25.00","21.00","22.39"
"23/03/2020 9:10:35 PM","381.60","19.85","25.00","21.00","22.39"
"23/03/2020 9:05:35 PM","381.60","19.88","25.00","21.00","22.40"
"23/03/2020 9:00:35 PM","385.80","19.91","25.00","21.00","22.40"
"23/03/2020 8:55:35 PM","379.80","19.92","25.00","21.00","22.40"
"23/03/2020 8:50:35 PM","381.60","19.94","25.00","21.00","22.41"
"23/03/2020 8:45:35 PM","376.80","19.97","25.00","21.00","22.41"
"23/03/2020 8:40:35 PM","383.20","20.00","25.00","21.00","22.42"
"23/03/2020 8:35:35 PM","383.00","20.02","25.00","21.00","22.42"
"23/03/2020 8:30:35 PM","380.60","20.04","25.00","21.00","22.43"
"23/03/2020 8:25:35 PM","372.80","20.07","25.00","21.00","22.43"
"23/03/2020 8:20:35 PM","391.80","20.09","25.00","21.00","22.44"
"23/03/2020 8:15:35 PM","374.00","20.11","25.00","21.00","22.44"
"23/03/2020 8:10:35 PM","376.20","20.14","25.00","21.00","22.45"
"23/03/2020 8:05:35 PM","381.00","20.16","25.00","21.00","22.45"
"23/03/2020 8:00:35 PM","372.00","20.17","25.00","21.00","22.45"
"23/03/2020 7:55:35 PM","376.60","20.19","25.00","21.00","22.46"
"23/03/2020 7:50:35 PM","380.40","20.21","25.00","21.00","22.46"
"23/03/2020 7:45:35 PM","376.80","20.23","25.00","21.00","22.46"
"23/03/2020 7:40:35 PM","380.40","20.24","25.00","21.00","22.47"
"23/03/2020 7:35:35 PM","381.40","20.26","25.00","21.00","22.48"
"23/03/2020 7:30:35 PM","377.60","20.28","25.00","21.00","22.48"
"23/03/2020 7:25:35 PM","373.40","20.30","25.00","21.00","22.49"
"23/03/2020 7:20:35 PM","384.40","20.32","25.00","21.00","22.49"
"23/03/2020 7:15:35 PM","377.40","20.35","25.00","21.00","22.49"
"23/03/2020 7:10:35 PM","388.80","20.40","25.00","21.00","22.50"
"23/03/2020 7:05:35 PM","379.40","20.38","25.00","21.00","22.50"
"23/03/2020 7:00:35 PM","373.00","20.41","25.00","21.00","22.50"
"23/03/2020 6:55:35 PM","382.20","20.44","25.00","21.00","22.51"
"23/03/2020 6:50:35 PM","385.40","20.46","25.00","21.00","22.51"
"23/03/2020 6:45:35 PM","375.60","20.48","25.00","21.00","22.52"
"23/03/2020 6:40:35 PM","381.80","20.50","25.00","21.00","22.53"
"23/03/2020 6:35:35 PM","388.40","20.51","25.00","21.00","22.54"
"23/03/2020 6:30:35 PM","377.00","20.54","25.00","21.00","22.54"
"23/03/2020 6:25:35 PM","381.60","20.56","25.00","21.00","22.55"
"23/03/2020 6:20:35 PM","384.20","20.58","25.00","21.00","22.56"
"23/03/2020 6:15:35 PM","374.80","20.62","25.00","21.00","22.56"
"23/03/2020 6:10:35 PM","383.20","20.69","25.00","21.00","22.56"
"23/03/2020 6:05:35 PM","392.00","20.69","25.00","21.00","22.58"
"23/03/2020 6:00:35 PM","383.80","20.79","25.00","21.00","22.59"
"23/03/2020 5:55:35 PM","379.40","20.85","25.00","21.00","22.59"
"23/03/2020 5:50:35 PM","386.80","20.96","25.00","21.00","22.59"
"23/03/2020 5:45:35 PM","382.60","21.43","25.00","21.00","22.58"
"23/03/2020 5:40:35 PM","372.20","20.91","25.00","21.00","22.54"
"23/03/2020 5:35:35 PM","377.60","20.66","25.00","21.00","22.54"
"23/03/2020 5:30:35 PM","388.60","20.67","25.00","21.00","22.54"
"23/03/2020 5:25:35 PM","385.20","20.68","25.00","21.00","22.53"
"23/03/2020 5:20:35 PM","383.00","20.69","25.00","21.00","22.54"
"23/03/2020 5:15:35 PM","380.80","20.69","25.00","21.00","22.54"
"23/03/2020 5:10:35 PM","376.60","20.70","25.00","21.00","22.54"
"23/03/2020 5:05:35 PM","387.00","20.70","25.00","21.00","22.54"
"23/03/2020 5:00:35 PM","380.40","20.70","25.00","21.00","22.55"
"23/03/2020 4:55:35 PM","382.40","20.70","25.00","21.00","22.55"
"23/03/2020 4:50:35 PM","381.80","20.69","25.00","21.00","22.55"
"23/03/2020 4:45:35 PM","379.60","20.69","25.00","21.00","22.55"
"23/03/2020 4:40:35 PM","383.60","20.69","25.00","21.00","22.55"
"23/03/2020 4:35:35 PM","381.60","20.69","25.00","21.00","22.55"
"23/03/2020 4:30:35 PM","381.20","20.69","25.00","21.00","22.55"
"23/03/2020 4:25:35 PM","378.60","20.69","25.00","21.00","22.55"
"23/03/2020 4:20:35 PM","388.60","20.69","25.00","21.00","22.55"
"23/03/2020 4:15:35 PM","385.80","20.69","25.00","21.00","22.56"
"23/03/2020 4:10:35 PM","382.80","20.69","25.00","21.00","22.55"
"23/03/2020 4:05:35 PM","383.40","20.69","25.00","21.00","22.55"
"23/03/2020 4:00:35 PM","375.60","20.69","25.00","21.00","22.55"
"23/03/2020 3:55:35 PM","381.20","20.69","25.00","21.00","22.55"
"23/03/2020 3:50:35 PM","385.20","20.69","25.00","21.00","22.55"
"23/03/2020 3:45:35 PM","390.80","20.69","25.00","21.00","22.55"
"23/03/2020 3:40:35 PM","372.40","20.69","25.00","21.00","22.55"
"23/03/2020 3:35:35 PM","384.00","20.69","25.00","21.00","22.55"
"23/03/2020 3:30:35 PM","389.40","20.68","25.00","21.00","22.55"
"23/03/2020 3:25:35 PM","392.60","20.67","25.00","21.00","22.55"
"23/03/2020 3:20:35 PM","380.00","20.67","25.00","21.00","22.54"
"23/03/2020 3:15:35 PM","388.80","20.67","25.00","21.00","22.54"
"23/03/2020 3:10:35 PM","375.60","20.67","25.00","21.00","22.54"
"23/03/2020 3:05:35 PM","378.80","20.66","25.00","21.00","22.53"
"23/03/2020 3:00:35 PM","395.20","20.65","25.00","21.00","22.53"
"23/03/2020 2:55:35 PM","380.60","20.63","25.00","21.00","22.53"
"23/03/2020 2:50:35 PM","391.40","20.61","25.00","21.00","22.52"
"23/03/2020 2:45:35 PM","392.00","20.59","25.00","21.00","22.51"
"23/03/2020 2:40:35 PM","379.00","20.58","25.00","21.00","22.51"
"23/03/2020 2:35:35 PM","380.40","20.54","25.00","21.00","22.50"
"23/03/2020 2:30:35 PM","377.00","20.52","23.00","22.00","22.50"
"23/03/2020 2:25:35 PM","368.20","20.53","23.00","22.00","22.51"
"23/03/2020 2:20:35 PM","382.80","20.52","23.00","22.00","22.52"
"23/03/2020 2:15:35 PM","374.00","20.52","23.00","22.00","22.52"
"23/03/2020 2:10:35 PM","371.00","20.51","23.00","22.00","22.53"
"23/03/2020 2:05:35 PM","378.00","20.51","23.00","22.00","22.54"
"23/03/2020 2:00:35 PM","368.80","20.49","23.00","22.00","22.55"
"23/03/2020 1:55:35 PM","370.20","20.47","23.00","22.00","22.54"
"23/03/2020 1:50:35 PM","378.80","20.46","23.00","22.00","22.53"
"23/03/2020 1:45:35 PM","379.80","20.44","23.00","22.00","22.53"
"23/03/2020 1:40:35 PM","385.60","20.44","23.00","22.00","22.52"
"23/03/2020 1:35:35 PM","376.40","20.42","23.00","22.00","22.52"
"23/03/2020 1:30:35 PM","386.20","20.40","23.00","22.00","22.51"
"23/03/2020 1:25:35 PM","379.80","20.37","23.00","22.00","22.51"
"23/03/2020 1:20:35 PM","363.20","20.34","23.00","22.00","22.51"
"23/03/2020 1:15:35 PM","374.80","20.29","23.00","22.00","22.50"
"23/03/2020 1:10:35 PM","377.40","20.25","23.00","22.00","22.49"
"23/03/2020 1:05:35 PM","375.60","20.22","23.00","22.00","22.49"
"23/03/2020 1:00:35 PM","373.40","20.17","23.00","22.00","22.49"
"23/03/2020 12:55:35 PM","384.60","20.11","23.00","22.00","22.49"
"23/03/2020 12:50:35 PM","382.20","20.04","23.00","22.00","22.50"
"23/03/2020 12:45:35 PM","374.00","19.98","23.00","22.00","22.50"
"23/03/2020 12:40:35 PM","391.40","19.97","25.00","21.00","22.50"
"23/03/2020 12:35:35 PM","381.40","19.93","25.00","21.00","22.50"
"23/03/2020 12:30:35 PM","380.60","19.94","25.00","21.00","22.51"
"23/03/2020 12:25:35 PM","378.00","19.93","25.00","21.00","22.52"
"23/03/2020 12:20:35 PM","388.00","20.01","25.00","21.00","22.52"
"23/03/2020 12:15:35 PM","383.80","19.98","25.00","21.00","22.51"
"23/03/2020 12:10:35 PM","380.80","19.95","25.00","21.00","22.51"
"23/03/2020 12:05:35 PM","386.20","19.93","25.00","21.00","22.50"
"23/03/2020 12:00:35 PM","383.60","19.90","25.00","21.00","22.50"
"23/03/2020 11:55:35 AM","380.40","19.87","25.00","21.00","22.50"
"23/03/2020 11:50:35 AM","384.40","19.94","25.00","21.00","22.49"
"23/03/2020 11:45:35 AM","370.60","19.86","25.00","21.00","22.48"
"23/03/2020 11:40:35 AM","376.20","19.84","25.00","21.00","22.48"
"23/03/2020 11:35:35 AM","374.20","19.81","25.00","21.00","22.46"
"23/03/2020 11:30:35 AM","383.20","19.73","25.00","21.00","22.45"
"23/03/2020 11:25:35 AM","373.20","19.63","25.00","21.00","22.44"
"23/03/2020 11:20:35 AM","377.20","19.61","23.00","22.00","22.45"
"23/03/2020 11:15:35 AM","381.40","19.60","23.00","22.00","22.45"
"23/03/2020 11:10:35 AM","381.80","19.61","23.00","22.00","22.45"
"23/03/2020 11:05:35 AM","392.00","19.61","23.00","22.00","22.46"
"23/03/2020 11:00:35 AM","375.60","19.62","23.00","22.00","22.46"
"23/03/2020 10:55:35 AM","382.20","19.70","23.00","22.00","22.48"
"23/03/2020 10:50:35 AM","378.40","19.76","23.00","22.00","22.48"
"23/03/2020 10:45:35 AM","379.40","19.81","25.00","21.00","22.48"
"23/03/2020 10:40:35 AM","391.80","19.82","25.00","21.00","22.48"
"23/03/2020 10:35:35 AM","380.00","19.86","25.00","21.00","22.48"
"23/03/2020 10:30:35 AM","377.80","19.86","25.00","21.00","22.47"
"23/03/2020 10:25:35 AM","377.20","19.86","25.00","21.00","22.46"
"23/03/2020 10:20:35 AM","385.20","19.85","25.00","21.00","22.46"
"23/03/2020 10:15:35 AM","390.00","19.86","25.00","21.00","22.46"
"23/03/2020 10:10:35 AM","393.60","19.88","25.00","21.00","22.47"
"23/03/2020 10:05:35 AM","397.00","19.87","25.00","21.00","22.47"
"23/03/2020 10:00:35 AM","391.60","19.86","25.00","21.00","22.47"
"23/03/2020 9:55:35 AM","395.60","19.88","25.00","21.00","22.47"
"23/03/2020 9:50:35 AM","402.80","19.91","25.00","21.00","22.48"
"23/03/2020 9:45:35 AM","383.60","19.91","25.00","21.00","22.48"
"23/03/2020 9:40:35 AM","385.80","19.89","25.00","21.00","22.48"
"23/03/2020 9:35:35 AM","387.20","19.86","25.00","21.00","22.47"
"23/03/2020 9:30:35 AM","392.80","19.86","25.00","21.00","22.47"
"23/03/2020 9:25:35 AM","400.00","19.83","25.00","21.00","22.47"
"23/03/2020 9:20:35 AM","406.80","19.82","25.00","21.00","22.46"
"23/03/2020 9:15:35 AM","407.80","19.81","25.00","21.00","22.46"
"23/03/2020 9:10:35 AM","401.40","19.81","25.00","21.00","22.46"
"23/03/2020 9:05:35 AM","392.40","19.81","25.00","21.00","22.46"
"23/03/2020 9:00:35 AM","400.00","19.81","25.00","21.00","22.46"
"23/03/2020 8:55:35 AM","410.40","19.79","25.00","21.00","22.46"
"23/03/2020 8:50:35 AM","405.20","19.79","25.00","21.00","22.46"
"23/03/2020 8:45:35 AM","400.40","19.78","25.00","21.00","22.45"
"23/03/2020 8:40:35 AM","394.00","19.76","25.00","21.00","22.44"
"23/03/2020 8:35:35 AM","403.80","19.76","25.00","21.00","22.43"
"23/03/2020 8:30:35 AM","408.00","19.74","25.00","21.00","22.43"
"23/03/2020 8:25:35 AM","407.00","19.72","25.00","21.00","22.43"
"23/03/2020 8:20:35 AM","411.80","19.76","25.00","21.00","22.43"
"23/03/2020 8:15:35 AM","413.60","19.75","25.00","21.00","22.42"
"23/03/2020 8:10:35 AM","402.80","19.74","25.00","21.00","22.41"
