"Timestamp","FCU-00-10  CO2 Extended Trend Log","FCU-00-10  SaTmp Extended Trend Log","FCU-00-10  ClgTmpSp Extended Trend Log","FCU-00-10 HtgTmpSp Extended Trend Log","FCU-00-10  ZnTmp Extended Trend Log","FCU-00-10  SaTmp Extended Trend Log"
"24/03/2020 1:45:35 PM","503.80","21.12","25.00","21.00","21.00","21.12"
"24/03/2020 1:40:35 PM","495.00","21.18","25.00","21.00","21.00","21.18"
"24/03/2020 1:35:35 PM","471.40","21.17","25.00","21.00","20.99","21.17"
"24/03/2020 1:30:35 PM","475.00","21.18","25.00","21.00","20.99","21.18"
"24/03/2020 1:25:35 PM","507.80","21.25","25.00","21.00","21.00","21.25"
"24/03/2020 1:20:35 PM","480.00","21.26","25.00","21.00","20.99","21.26"
"24/03/2020 1:15:35 PM","482.40","21.28","25.00","21.00","21.00","21.28"
"24/03/2020 1:10:35 PM","490.00","21.30","25.00","21.00","21.00","21.30"
"24/03/2020 1:05:35 PM","497.20","21.27","25.00","21.00","20.99","21.27"
"24/03/2020 1:00:35 PM","477.20","21.33","25.00","21.00","21.00","21.33"
"24/03/2020 12:55:35 PM","489.40","21.36","25.00","21.00","21.00","21.36"
"24/03/2020 12:50:35 PM","495.00","21.36","25.00","21.00","20.99","21.36"
"24/03/2020 12:45:35 PM","470.40","21.37","25.00","21.00","20.99","21.37"
"24/03/2020 12:40:35 PM","480.20","21.40","25.00","21.00","20.99","21.40"
"24/03/2020 12:35:35 PM","478.80","21.33","25.00","21.00","20.99","21.33"
"24/03/2020 12:30:35 PM","480.00","21.33","25.00","21.00","20.99","21.33"
"24/03/2020 12:25:35 PM","497.40","21.39","25.00","21.00","21.00","21.39"
"24/03/2020 12:20:35 PM","504.00","21.39","25.00","21.00","20.99","21.39"
"24/03/2020 12:15:35 PM","496.00","21.38","25.00","21.00","20.99","21.38"
"24/03/2020 12:10:35 PM","475.20","21.36","25.00","21.00","20.99","21.36"
"24/03/2020 12:05:35 PM","496.00","21.37","25.00","21.00","20.99","21.37"
"24/03/2020 12:00:35 PM","504.40","21.34","25.00","21.00","20.99","21.34"
"24/03/2020 11:55:35 AM","486.00","21.36","25.00","21.00","20.99","21.36"
"24/03/2020 11:50:35 AM","497.80","21.36","25.00","21.00","20.99","21.36"
"24/03/2020 11:45:35 AM","511.20","21.38","25.00","21.00","20.99","21.38"
"24/03/2020 11:40:35 AM","493.60","21.36","25.00","21.00","20.99","21.36"
"24/03/2020 11:35:35 AM","483.40","21.35","25.00","21.00","20.99","21.35"
"24/03/2020 11:30:35 AM","488.40","21.38","25.00","21.00","20.99","21.38"
"24/03/2020 11:25:35 AM","491.20","21.34","25.00","21.00","20.99","21.34"
"24/03/2020 11:20:35 AM","495.00","21.39","25.00","21.00","20.99","21.39"
"24/03/2020 11:15:35 AM","507.60","21.53","25.00","21.00","20.99","21.53"
"24/03/2020 11:10:35 AM","499.80","21.75","25.00","21.00","21.00","21.75"
"24/03/2020 11:05:35 AM","515.00","22.27","25.00","21.00","20.98","22.27"
"24/03/2020 11:00:35 AM","501.20","23.64","25.00","21.00","20.95","23.64"
"24/03/2020 10:55:35 AM","500.20","21.88","25.00","21.00","20.94","21.88"
"24/03/2020 10:50:35 AM","481.20","22.34","25.00","21.00","20.92","22.34"
"24/03/2020 10:45:35 AM","497.60","22.39","25.00","21.00","20.91","22.39"
"24/03/2020 10:40:35 AM","497.20","22.64","25.00","21.00","20.90","22.64"
"24/03/2020 10:35:35 AM","496.80","22.61","25.00","21.00","20.88","22.61"
"24/03/2020 10:30:35 AM","495.40","22.59","25.00","21.00","20.88","22.59"
"24/03/2020 10:25:35 AM","479.40","22.56","25.00","21.00","20.87","22.56"
"24/03/2020 10:20:35 AM","495.20","22.55","25.00","21.00","20.87","22.55"
"24/03/2020 10:15:35 AM","493.60","22.53","25.00","21.00","20.87","22.53"
"24/03/2020 10:10:35 AM","491.80","22.52","25.00","21.00","20.87","22.52"
"24/03/2020 10:05:35 AM","510.20","22.53","25.00","21.00","20.87","22.53"
"24/03/2020 10:00:35 AM","491.80","22.59","25.00","21.00","20.87","22.59"
"24/03/2020 9:55:35 AM","513.60","22.70","25.00","21.00","20.87","22.70"
"24/03/2020 9:50:35 AM","508.40","22.88","25.00","21.00","20.87","22.88"
"24/03/2020 9:45:35 AM","490.00","23.05","25.00","21.00","20.87","23.05"
"24/03/2020 9:40:35 AM","491.60","23.07","25.00","21.00","20.87","23.07"
"24/03/2020 9:35:35 AM","520.20","23.19","25.00","21.00","20.86","23.19"
"24/03/2020 9:30:35 AM","526.60","23.21","25.00","21.00","20.86","23.21"
"24/03/2020 9:25:35 AM","516.80","23.23","25.00","21.00","20.85","23.23"
"24/03/2020 9:20:35 AM","508.40","23.34","25.00","21.00","20.85","23.34"
"24/03/2020 9:15:35 AM","502.40","23.38","25.00","21.00","20.84","23.38"
"24/03/2020 9:10:35 AM","529.00","23.52","25.00","21.00","20.84","23.52"
"24/03/2020 9:05:35 AM","506.60","23.60","25.00","21.00","20.83","23.60"
"24/03/2020 9:00:35 AM","501.60","23.63","25.00","21.00","20.83","23.63"
"24/03/2020 8:55:35 AM","501.00","23.73","25.00","21.00","20.82","23.73"
"24/03/2020 8:50:35 AM","517.00","23.82","25.00","21.00","20.81","23.82"
"24/03/2020 8:45:35 AM","508.40","24.00","25.00","21.00","20.80","24.00"
"24/03/2020 8:40:35 AM","516.40","24.13","25.00","21.00","20.79","24.13"
"24/03/2020 8:35:35 AM","507.00","24.19","25.00","21.00","20.78","24.19"
"24/03/2020 8:30:35 AM","505.40","24.29","25.00","21.00","20.76","24.29"
"24/03/2020 8:25:35 AM","519.60","24.30","25.00","21.00","20.75","24.30"
"24/03/2020 8:20:35 AM","504.60","24.27","25.00","21.00","20.75","24.27"
"24/03/2020 8:15:35 AM","500.60","24.33","25.00","21.00","20.74","24.33"
"24/03/2020 8:10:35 AM","499.00","24.35","25.00","21.00","20.73","24.35"
"24/03/2020 8:05:35 AM","489.40","24.42","25.00","21.00","20.72","24.42"
"24/03/2020 8:00:35 AM","482.00","24.44","25.00","21.00","20.71","24.44"
"24/03/2020 7:55:35 AM","495.80","24.42","25.00","21.00","20.71","24.42"
"24/03/2020 7:50:35 AM","512.20","24.39","25.00","21.00","20.71","24.39"
"24/03/2020 7:45:35 AM","485.40","24.41","25.00","21.00","20.71","24.41"
"24/03/2020 7:40:35 AM","500.60","24.47","25.00","21.00","20.71","24.47"
"24/03/2020 7:35:35 AM","490.60","24.46","25.00","21.00","20.71","24.46"
"24/03/2020 7:30:35 AM","489.80","24.47","25.00","21.00","20.71","24.47"
"24/03/2020 7:25:35 AM","500.80","24.49","25.00","21.00","20.72","24.49"
"24/03/2020 7:20:35 AM","486.40","24.62","25.00","21.00","20.72","24.62"
"24/03/2020 7:15:35 AM","488.20","24.62","25.00","21.00","20.72","24.62"
"24/03/2020 7:10:35 AM","501.80","24.67","25.00","21.00","20.72","24.67"
"24/03/2020 7:05:35 AM","491.40","24.78","25.00","21.00","20.71","24.78"
"24/03/2020 7:00:35 AM","480.60","24.78","25.00","21.00","20.71","24.78"
"24/03/2020 6:55:35 AM","476.40","24.74","25.00","21.00","20.71","24.74"
"24/03/2020 6:50:35 AM","483.00","24.66","25.00","21.00","20.70","24.66"
"24/03/2020 6:45:35 AM","487.80","24.83","25.00","21.00","20.69","24.83"
"24/03/2020 6:40:35 AM","473.00","25.19","25.00","21.00","20.67","25.19"
"24/03/2020 6:35:35 AM","481.60","25.65","25.00","21.00","20.63","25.65"
"24/03/2020 6:30:35 AM","491.20","26.19","25.00","21.00","20.57","26.19"
"24/03/2020 6:25:35 AM","478.40","27.10","25.00","21.00","20.48","27.10"
"24/03/2020 6:20:35 AM","471.00","27.86","25.00","21.00","20.36","27.86"
"24/03/2020 6:15:35 AM","480.20","29.12","25.00","21.00","20.20","29.12"
"24/03/2020 6:10:35 AM","474.40","30.63","25.00","21.00","20.02","30.63"
"24/03/2020 6:05:35 AM","483.80","29.83","25.00","21.00","19.85","29.83"
"24/03/2020 6:00:35 AM","462.40","24.87","25.00","21.00","19.77","24.87"
"24/03/2020 5:55:35 AM","455.00","25.29","23.00","20.00","19.68","25.29"
"24/03/2020 5:50:35 AM","457.20","26.01","23.00","20.00","19.55","26.01"
"24/03/2020 5:45:35 AM","479.80","26.87","23.00","20.00","19.40","26.87"
"24/03/2020 5:40:35 AM","464.80","28.00","23.00","20.00","19.21","28.00"
"24/03/2020 5:35:35 AM","484.00","28.74","23.00","20.00","19.01","28.74"
"24/03/2020 5:30:35 AM","453.60","26.88","23.00","20.00","18.84","26.88"
"24/03/2020 5:25:35 AM","457.80","15.21","23.00","20.00","18.79","15.21"
"24/03/2020 5:20:35 AM","472.60","15.22","25.00","21.00","18.80","15.22"
"24/03/2020 5:15:35 AM","461.40","15.23","25.00","21.00","18.80","15.23"
"24/03/2020 5:10:35 AM","456.60","15.24","25.00","21.00","18.81","15.24"
"24/03/2020 5:05:35 AM","458.00","15.26","25.00","21.00","18.81","15.26"
"24/03/2020 5:00:35 AM","461.40","15.27","25.00","21.00","18.82","15.27"
"24/03/2020 4:55:35 AM","464.80","15.28","25.00","21.00","18.83","15.28"
"24/03/2020 4:50:35 AM","460.00","15.29","25.00","21.00","18.84","15.29"
"24/03/2020 4:45:35 AM","475.40","15.29","25.00","21.00","18.85","15.29"
"24/03/2020 4:40:35 AM","471.80","15.29","25.00","21.00","18.86","15.29"
"24/03/2020 4:35:35 AM","459.40","15.30","25.00","21.00","18.87","15.30"
"24/03/2020 4:30:35 AM","460.80","15.32","25.00","21.00","18.88","15.32"
"24/03/2020 4:25:35 AM","471.20","15.32","25.00","21.00","18.89","15.32"
"24/03/2020 4:20:35 AM","461.20","15.33","25.00","21.00","18.90","15.33"
"24/03/2020 4:15:35 AM","460.40","15.34","25.00","21.00","18.91","15.34"
"24/03/2020 4:10:35 AM","453.60","15.35","25.00","21.00","18.92","15.35"
"24/03/2020 4:05:35 AM","464.40","15.37","25.00","21.00","18.93","15.37"
"24/03/2020 4:00:35 AM","462.80","15.38","25.00","21.00","18.95","15.38"
"24/03/2020 3:55:35 AM","482.80","15.38","25.00","21.00","18.96","15.38"
"24/03/2020 3:50:35 AM","460.40","15.40","25.00","21.00","18.98","15.40"
"24/03/2020 3:45:35 AM","467.40","15.42","25.00","21.00","18.99","15.42"
"24/03/2020 3:40:35 AM","467.80","15.44","25.00","21.00","19.01","15.44"
"24/03/2020 3:35:35 AM","464.80","15.45","25.00","21.00","19.02","15.45"
"24/03/2020 3:30:35 AM","455.00","15.48","25.00","21.00","19.04","15.48"
"24/03/2020 3:25:35 AM","458.00","15.50","25.00","21.00","19.05","15.50"
"24/03/2020 3:20:35 AM","462.80","15.53","25.00","21.00","19.08","15.53"
"24/03/2020 3:15:35 AM","478.40","15.55","25.00","21.00","19.09","15.55"
"24/03/2020 3:10:35 AM","463.40","15.59","25.00","21.00","19.11","15.59"
"24/03/2020 3:05:35 AM","461.20","15.62","25.00","21.00","19.14","15.62"
"24/03/2020 3:00:35 AM","470.60","15.65","25.00","21.00","19.15","15.65"
"24/03/2020 2:55:35 AM","462.00","15.69","25.00","21.00","19.17","15.69"
"24/03/2020 2:50:35 AM","475.60","15.72","25.00","21.00","19.19","15.72"
"24/03/2020 2:45:35 AM","465.80","15.76","25.00","21.00","19.21","15.76"
"24/03/2020 2:40:35 AM","463.60","15.80","25.00","21.00","19.23","15.80"
"24/03/2020 2:35:35 AM","472.40","15.84","25.00","21.00","19.26","15.84"
"24/03/2020 2:30:35 AM","478.60","15.88","25.00","21.00","19.27","15.88"
"24/03/2020 2:25:35 AM","460.20","15.91","25.00","21.00","19.30","15.91"
"24/03/2020 2:20:35 AM","470.40","15.94","25.00","21.00","19.32","15.94"
"24/03/2020 2:15:35 AM","476.00","15.98","25.00","21.00","19.34","15.98"
"24/03/2020 2:10:35 AM","486.40","16.02","25.00","21.00","19.36","16.02"
"24/03/2020 2:05:35 AM","469.80","16.06","25.00","21.00","19.38","16.06"
"24/03/2020 2:00:35 AM","475.20","16.10","25.00","21.00","19.41","16.10"
"24/03/2020 1:55:35 AM","466.00","16.14","25.00","21.00","19.43","16.14"
"24/03/2020 1:50:35 AM","483.00","16.18","25.00","21.00","19.45","16.18"
"24/03/2020 1:45:35 AM","477.60","16.22","25.00","21.00","19.48","16.22"
"24/03/2020 1:40:35 AM","466.40","16.26","25.00","21.00","19.50","16.26"
"24/03/2020 1:35:35 AM","490.80","16.30","25.00","21.00","19.53","16.30"
"24/03/2020 1:30:35 AM","480.60","16.34","25.00","21.00","19.55","16.34"
"24/03/2020 1:25:35 AM","467.00","16.38","25.00","21.00","19.58","16.38"
"24/03/2020 1:20:35 AM","471.20","16.43","25.00","21.00","19.60","16.43"
"24/03/2020 1:15:35 AM","472.00","16.47","25.00","21.00","19.62","16.47"
"24/03/2020 1:10:35 AM","476.80","16.52","25.00","21.00","19.65","16.52"
"24/03/2020 1:05:35 AM","473.40","16.56","25.00","21.00","19.68","16.56"
"24/03/2020 1:00:35 AM","495.20","16.61","25.00","21.00","19.71","16.61"
"24/03/2020 12:55:35 AM","467.00","16.65","25.00","21.00","19.73","16.65"
"24/03/2020 12:50:35 AM","475.40","16.70","25.00","21.00","19.76","16.70"
"24/03/2020 12:45:35 AM","466.80","16.76","25.00","21.00","19.79","16.76"
"24/03/2020 12:40:35 AM","481.00","16.81","25.00","21.00","19.81","16.81"
"24/03/2020 12:35:35 AM","470.40","16.87","25.00","21.00","19.84","16.87"
"24/03/2020 12:30:35 AM","475.20","16.93","25.00","21.00","19.86","16.93"
"24/03/2020 12:25:35 AM","478.20","16.99","25.00","21.00","19.89","16.99"
"24/03/2020 12:20:35 AM","472.60","17.05","25.00","21.00","19.92","17.05"
"24/03/2020 12:15:35 AM","480.20","17.12","25.00","21.00","19.95","17.12"
"24/03/2020 12:10:35 AM","478.00","17.19","25.00","21.00","19.98","17.19"
"24/03/2020 12:05:35 AM","479.00","17.26","25.00","21.00","20.01","17.26"
"24/03/2020 12:00:35 AM","481.20","17.34","25.00","21.00","20.05","17.34"
"23/03/2020 11:55:35 PM","501.00","17.43","25.00","21.00","20.08","17.43"
"23/03/2020 11:50:35 PM","482.20","17.52","25.00","21.00","20.11","17.52"
"23/03/2020 11:45:35 PM","481.00","17.61","25.00","21.00","20.14","17.61"
"23/03/2020 11:40:35 PM","495.40","17.70","25.00","21.00","20.18","17.70"
"23/03/2020 11:35:35 PM","481.20","17.79","25.00","21.00","20.22","17.79"
"23/03/2020 11:30:35 PM","482.60","17.89","25.00","21.00","20.25","17.89"
"23/03/2020 11:25:35 PM","506.60","17.98","25.00","21.00","20.29","17.98"
"23/03/2020 11:20:35 PM","497.00","18.08","25.00","21.00","20.34","18.08"
"23/03/2020 11:15:35 PM","502.40","18.19","25.00","21.00","20.37","18.19"
"23/03/2020 11:10:35 PM","488.00","18.30","25.00","21.00","20.42","18.30"
"23/03/2020 11:05:35 PM","504.80","18.42","25.00","21.00","20.46","18.42"
"23/03/2020 11:00:35 PM","502.60","18.55","25.00","21.00","20.51","18.55"
"23/03/2020 10:55:35 PM","511.00","18.69","25.00","21.00","20.55","18.69"
"23/03/2020 10:50:35 PM","509.00","18.82","25.00","21.00","20.60","18.82"
"23/03/2020 10:45:35 PM","495.20","18.96","25.00","21.00","20.65","18.96"
"23/03/2020 10:40:35 PM","501.40","19.13","25.00","21.00","20.69","19.13"
"23/03/2020 10:35:35 PM","509.40","19.31","25.00","21.00","20.74","19.31"
"23/03/2020 10:30:35 PM","515.80","19.49","25.00","21.00","20.79","19.49"
"23/03/2020 10:25:35 PM","510.20","19.68","25.00","21.00","20.84","19.68"
"23/03/2020 10:20:35 PM","529.40","19.88","25.00","21.00","20.88","19.88"
"23/03/2020 10:15:35 PM","512.60","20.11","25.00","21.00","20.94","20.11"
"23/03/2020 10:10:35 PM","524.00","20.33","25.00","21.00","20.98","20.33"
"23/03/2020 10:05:35 PM","503.00","20.56","25.00","21.00","21.03","20.56"
"23/03/2020 10:00:35 PM","512.80","20.79","25.00","21.00","21.07","20.79"
"23/03/2020 9:55:35 PM","525.00","20.96","25.00","21.00","21.14","20.96"
"23/03/2020 9:50:35 PM","543.60","21.02","23.00","20.00","21.17","21.02"
"23/03/2020 9:45:35 PM","548.40","21.08","23.00","20.00","21.19","21.08"
"23/03/2020 9:40:35 PM","547.60","21.15","23.00","20.00","21.21","21.15"
"23/03/2020 9:35:35 PM","560.40","21.18","23.00","20.00","21.23","21.18"
"23/03/2020 9:30:35 PM","589.60","21.22","23.00","20.00","21.23","21.22"
"23/03/2020 9:25:35 PM","598.00","21.27","23.00","20.00","21.23","21.27"
"23/03/2020 9:20:35 PM","601.20","21.29","23.00","20.00","21.23","21.29"
"23/03/2020 9:15:35 PM","600.00","21.21","23.00","20.00","21.20","21.21"
"23/03/2020 9:10:35 PM","568.60","21.12","23.00","20.00","21.19","21.12"
"23/03/2020 9:05:35 PM","547.20","20.99","23.00","20.00","21.17","20.99"
"23/03/2020 9:00:35 PM","518.00","20.78","23.00","20.00","21.16","20.78"
"23/03/2020 8:55:35 PM","473.20","20.36","23.00","20.00","21.15","20.36"
"23/03/2020 8:50:35 PM","468.60","19.69","25.00","21.00","21.17","19.69"
"23/03/2020 8:45:35 PM","486.40","19.80","25.00","21.00","21.20","19.80"
"23/03/2020 8:40:35 PM","483.60","19.91","25.00","21.00","21.23","19.91"
"23/03/2020 8:35:35 PM","485.60","20.03","25.00","21.00","21.27","20.03"
"23/03/2020 8:30:35 PM","483.00","20.16","25.00","21.00","21.30","20.16"
"23/03/2020 8:25:35 PM","483.20","20.29","25.00","21.00","21.34","20.29"
"23/03/2020 8:20:35 PM","482.20","20.42","25.00","21.00","21.37","20.42"
"23/03/2020 8:15:35 PM","477.20","20.55","25.00","21.00","21.40","20.55"
"23/03/2020 8:10:35 PM","484.60","20.68","25.00","21.00","21.43","20.68"
"23/03/2020 8:05:35 PM","490.80","20.82","25.00","21.00","21.47","20.82"
"23/03/2020 8:00:35 PM","469.80","20.97","25.00","21.00","21.50","20.97"
"23/03/2020 7:55:35 PM","497.60","21.13","25.00","21.00","21.54","21.13"
"23/03/2020 7:50:35 PM","506.00","21.29","25.00","21.00","21.58","21.29"
"23/03/2020 7:45:35 PM","480.40","21.46","25.00","21.00","21.62","21.46"
"23/03/2020 7:40:35 PM","503.00","21.64","25.00","21.00","21.65","21.64"
"23/03/2020 7:35:35 PM","488.40","21.79","25.00","21.00","21.69","21.79"
"23/03/2020 7:30:35 PM","504.40","21.86","25.00","21.00","21.74","21.86"
"23/03/2020 7:25:35 PM","514.40","21.96","23.00","20.00","21.76","21.96"
"23/03/2020 7:20:35 PM","501.40","21.99","23.00","20.00","21.78","21.99"
"23/03/2020 7:15:35 PM","507.60","22.04","23.00","20.00","21.80","22.04"
"23/03/2020 7:10:35 PM","517.20","22.09","23.00","20.00","21.82","22.09"
"23/03/2020 7:05:35 PM","522.40","22.12","23.00","20.00","21.82","22.12"
"23/03/2020 7:00:35 PM","528.40","22.16","23.00","20.00","21.83","22.16"
"23/03/2020 6:55:35 PM","521.20","22.18","23.00","20.00","21.83","22.18"
"23/03/2020 6:50:35 PM","503.40","22.19","23.00","20.00","21.83","22.19"
"23/03/2020 6:45:35 PM","531.80","22.21","23.00","20.00","21.83","22.21"
"23/03/2020 6:40:35 PM","523.20","22.22","23.00","20.00","21.82","22.22"
"23/03/2020 6:35:35 PM","537.40","22.23","23.00","20.00","21.82","22.23"
"23/03/2020 6:30:35 PM","540.00","22.21","23.00","20.00","21.82","22.21"
"23/03/2020 6:25:35 PM","546.20","22.22","23.00","20.00","21.81","22.22"
"23/03/2020 6:20:35 PM","528.80","22.23","23.00","20.00","21.81","22.23"
"23/03/2020 6:15:35 PM","550.80","22.22","23.00","20.00","21.80","22.22"
"23/03/2020 6:10:35 PM","529.80","22.19","23.00","20.00","21.79","22.19"
"23/03/2020 6:05:35 PM","542.60","22.11","23.00","20.00","21.78","22.11"
"23/03/2020 6:00:35 PM","546.20","22.27","23.00","20.00","21.78","22.27"
"23/03/2020 5:55:35 PM","530.00","22.31","23.00","20.00","21.76","22.31"
"23/03/2020 5:50:35 PM","553.80","22.29","23.00","20.00","21.74","22.29"
"23/03/2020 5:45:35 PM","545.60","22.30","23.00","20.00","21.72","22.30"
"23/03/2020 5:40:35 PM","531.00","22.30","23.00","20.00","21.70","22.30"
"23/03/2020 5:35:35 PM","516.20","22.29","23.00","20.00","21.68","22.29"
"23/03/2020 5:30:35 PM","543.40","22.27","23.00","20.00","21.65","22.27"
"23/03/2020 5:25:35 PM","527.40","22.23","23.00","20.00","21.62","22.23"
"23/03/2020 5:20:35 PM","501.20","22.16","23.00","20.00","21.60","22.16"
"23/03/2020 5:15:35 PM","505.20","22.12","23.00","20.00","21.57","22.12"
"23/03/2020 5:10:35 PM","515.80","22.06","23.00","20.00","21.55","22.06"
"23/03/2020 5:05:35 PM","519.40","22.02","23.00","20.00","21.53","22.02"
"23/03/2020 5:00:35 PM","509.00","21.94","23.00","20.00","21.51","21.94"
"23/03/2020 4:55:35 PM","504.80","21.87","23.00","20.00","21.49","21.87"
"23/03/2020 4:50:35 PM","486.60","21.76","23.00","20.00","21.48","21.76"
"23/03/2020 4:45:35 PM","500.60","21.58","23.00","20.00","21.46","21.58"
"23/03/2020 4:40:35 PM","458.00","21.21","23.00","20.00","21.45","21.21"
"23/03/2020 4:35:35 PM","477.00","19.95","25.00","21.00","21.45","19.95"
"23/03/2020 4:30:35 PM","474.20","19.98","25.00","21.00","21.45","19.98"
"23/03/2020 4:25:35 PM","472.00","20.03","25.00","21.00","21.46","20.03"
"23/03/2020 4:20:35 PM","485.40","20.08","25.00","21.00","21.46","20.08"
"23/03/2020 4:15:35 PM","475.40","20.12","25.00","21.00","21.47","20.12"
"23/03/2020 4:10:35 PM","480.60","20.16","25.00","21.00","21.47","20.16"
"23/03/2020 4:05:35 PM","478.40","20.20","25.00","21.00","21.47","20.20"
"23/03/2020 4:00:35 PM","469.20","20.23","25.00","21.00","21.48","20.23"
"23/03/2020 3:55:35 PM","481.00","20.27","25.00","21.00","21.47","20.27"
"23/03/2020 3:50:35 PM","484.40","20.32","25.00","21.00","21.48","20.32"
"23/03/2020 3:45:35 PM","479.40","20.36","25.00","21.00","21.48","20.36"
"23/03/2020 3:40:35 PM","461.60","20.38","25.00","21.00","21.49","20.38"
"23/03/2020 3:35:35 PM","477.60","20.42","25.00","21.00","21.48","20.42"
"23/03/2020 3:30:35 PM","466.60","20.46","25.00","21.00","21.48","20.46"
"23/03/2020 3:25:35 PM","482.20","20.50","25.00","21.00","21.49","20.50"
"23/03/2020 3:20:35 PM","473.20","20.54","25.00","21.00","21.49","20.54"
"23/03/2020 3:15:35 PM","485.40","20.59","25.00","21.00","21.48","20.59"
"23/03/2020 3:10:35 PM","483.00","20.65","25.00","21.00","21.49","20.65"
"23/03/2020 3:05:35 PM","484.80","20.71","25.00","21.00","21.49","20.71"
"23/03/2020 3:00:35 PM","482.40","20.78","25.00","21.00","21.49","20.78"
"23/03/2020 2:55:35 PM","483.60","20.84","25.00","21.00","21.49","20.84"
"23/03/2020 2:50:35 PM","486.20","20.90","25.00","21.00","21.49","20.90"
"23/03/2020 2:45:35 PM","478.40","20.97","25.00","21.00","21.50","20.97"
"23/03/2020 2:40:35 PM","490.00","21.05","25.00","21.00","21.50","21.05"
"23/03/2020 2:35:35 PM","475.20","21.14","25.00","21.00","21.50","21.14"
"23/03/2020 2:30:35 PM","488.60","21.24","25.00","21.00","21.51","21.24"
"23/03/2020 2:25:35 PM","489.00","21.34","25.00","21.00","21.51","21.34"
"23/03/2020 2:20:35 PM","475.40","21.45","25.00","21.00","21.51","21.45"
"23/03/2020 2:15:35 PM","473.20","21.57","25.00","21.00","21.51","21.57"
"23/03/2020 2:10:35 PM","492.60","21.69","25.00","21.00","21.52","21.69"
"23/03/2020 2:05:35 PM","480.60","21.81","25.00","21.00","21.52","21.81"
"23/03/2020 2:00:35 PM","479.60","21.93","25.00","21.00","21.52","21.93"
"23/03/2020 1:55:35 PM","479.00","22.01","25.00","21.00","21.52","22.01"
"23/03/2020 1:50:35 PM","481.00","22.12","23.00","20.00","21.52","22.12"
"23/03/2020 1:45:35 PM","493.60","22.10","23.00","20.00","21.50","22.10"
"23/03/2020 1:40:35 PM","483.60","22.10","23.00","20.00","21.48","22.10"
"23/03/2020 1:35:35 PM","492.20","22.09","23.00","20.00","21.46","22.09"
"23/03/2020 1:30:35 PM","513.20","22.06","23.00","20.00","21.43","22.06"
"23/03/2020 1:25:35 PM","500.00","22.03","23.00","20.00","21.40","22.03"
"23/03/2020 1:20:35 PM","510.00","21.99","23.00","20.00","21.37","21.99"
"23/03/2020 1:15:35 PM","509.00","21.95","23.00","20.00","21.34","21.95"
"23/03/2020 1:10:35 PM","515.60","21.87","23.00","20.00","21.31","21.87"
"23/03/2020 1:05:35 PM","495.40","21.79","23.00","20.00","21.29","21.79"
"23/03/2020 1:00:35 PM","502.40","21.76","23.00","20.00","21.26","21.76"
"23/03/2020 12:55:35 PM","519.60","21.73","23.00","20.00","21.24","21.73"
"23/03/2020 12:50:35 PM","501.60","21.71","23.00","20.00","21.21","21.71"
"23/03/2020 12:45:35 PM","515.00","21.66","23.00","20.00","21.19","21.66"
"23/03/2020 12:40:35 PM","510.80","21.63","23.00","20.00","21.16","21.63"
"23/03/2020 12:35:35 PM","508.00","21.56","23.00","20.00","21.14","21.56"
"23/03/2020 12:30:35 PM","508.40","21.51","23.00","20.00","21.11","21.51"
"23/03/2020 12:25:35 PM","514.60","21.46","23.00","20.00","21.09","21.46"
"23/03/2020 12:20:35 PM","513.60","21.40","23.00","20.00","21.06","21.40"
"23/03/2020 12:15:35 PM","497.20","21.33","23.00","20.00","21.04","21.33"
"23/03/2020 12:10:35 PM","503.80","21.24","23.00","20.00","21.03","21.24"
"23/03/2020 12:05:35 PM","473.20","21.15","23.00","20.00","21.01","21.15"
"23/03/2020 12:00:35 PM","462.60","21.02","23.00","20.00","20.99","21.02"
"23/03/2020 11:55:35 AM","495.00","20.97","25.00","21.00","20.99","20.97"
"23/03/2020 11:50:35 AM","469.20","20.97","25.00","21.00","21.00","20.97"
"23/03/2020 11:45:35 AM","468.00","21.05","25.00","21.00","21.00","21.05"
"23/03/2020 11:40:35 AM","475.60","21.07","25.00","21.00","21.00","21.07"
"23/03/2020 11:35:35 AM","494.40","21.20","25.00","21.00","21.00","21.20"
"23/03/2020 11:30:35 AM","484.20","21.26","25.00","21.00","20.99","21.26"
"23/03/2020 11:25:35 AM","475.60","21.33","25.00","21.00","20.98","21.33"
"23/03/2020 11:20:35 AM","470.80","22.17","25.00","21.00","20.96","22.17"
"23/03/2020 11:15:35 AM","480.80","21.09","23.00","20.00","20.95","21.09"
"23/03/2020 11:10:35 AM","479.60","21.07","23.00","20.00","20.94","21.07"
"23/03/2020 11:05:35 AM","507.60","21.04","23.00","20.00","20.93","21.04"
"23/03/2020 11:00:35 AM","496.60","21.00","23.00","20.00","20.92","21.00"
"23/03/2020 10:55:35 AM","488.40","20.97","23.00","20.00","20.92","20.97"
"23/03/2020 10:50:35 AM","482.20","20.95","23.00","20.00","20.92","20.95"
"23/03/2020 10:45:35 AM","497.20","20.92","23.00","20.00","20.92","20.92"
"23/03/2020 10:40:35 AM","484.20","20.93","23.00","20.00","20.93","20.93"
"23/03/2020 10:35:35 AM","496.60","20.91","23.00","20.00","20.93","20.91"
"23/03/2020 10:30:35 AM","517.40","20.91","23.00","20.00","20.94","20.91"
"23/03/2020 10:25:35 AM","483.80","20.89","23.00","20.00","20.94","20.89"
