"Timestamp","FCU-00-20 PIR Log","FCU-00-20 Enable Log","FCU-00-20 Status Log"
"24/03/2020 7:13:12 AM","1.00","1.00","1.00"
"24/03/2020 7:08:00 AM","0.00","1.00","1.00"
"24/03/2020 6:33:47 AM","1.00","1.00","1.00"
"24/03/2020 6:33:11 AM","0.00","1.00","1.00"
"24/03/2020 5:44:59 AM","1.00","1.00","1.00"
"24/03/2020 5:41:51 AM","0.00","1.00","1.00"
"24/03/2020 5:36:39 AM","1.00","1.00","1.00"
"24/03/2020 5:28:55 AM","0.00","1.00","1.00"
"24/03/2020 5:23:08 AM","1.00","1.00","1.00"
"24/03/2020 5:22:19 AM","0.00","1.00","1.00"
"24/03/2020 5:07:29 AM","1.00","1.00","1.00"
"24/03/2020 4:52:46 AM","0.00","1.00","1.00"
"24/03/2020 4:24:53 AM","1.00","1.00","1.00"
"24/03/2020 4:11:14 AM","0.00","1.00","1.00"
"24/03/2020 4:11:02 AM","0.00","1.00","0.00"
"24/03/2020 4:10:12 AM","0.00","0.00","0.00"
"24/03/2020 4:04:53 AM","1.00","0.00","0.00"
"24/03/2020 12:28:29 AM","0.00","0.00","0.00"
"24/03/2020 12:28:22 AM","0.00","0.00","1.00"
"23/03/2020 11:57:12 PM","0.00","1.00","1.00"
"23/03/2020 11:51:51 PM","1.00","1.00","1.00"
"23/03/2020 11:48:06 PM","0.00","1.00","1.00"
"23/03/2020 11:39:19 PM","1.00","1.00","1.00"
"23/03/2020 11:24:40 PM","0.00","1.00","1.00"
"23/03/2020 11:19:31 PM","1.00","1.00","1.00"
"23/03/2020 11:18:55 PM","0.00","1.00","1.00"
"23/03/2020 11:13:39 PM","1.00","1.00","1.00"
"23/03/2020 10:54:59 PM","0.00","1.00","1.00"
"23/03/2020 10:49:47 PM","1.00","1.00","1.00"
"23/03/2020 10:48:31 PM","0.00","1.00","1.00"
"23/03/2020 10:43:21 PM","1.00","1.00","1.00"
"23/03/2020 10:38:52 PM","0.00","1.00","1.00"
"23/03/2020 10:09:41 PM","1.00","1.00","1.00"
"23/03/2020 10:09:24 PM","0.00","1.00","1.00"
"23/03/2020 9:47:36 PM","1.00","1.00","1.00"
"23/03/2020 9:46:49 PM","0.00","1.00","1.00"
"23/03/2020 9:31:49 PM","1.00","1.00","1.00"
"23/03/2020 9:28:23 PM","0.00","1.00","1.00"
"23/03/2020 9:21:21 PM","1.00","1.00","1.00"
"23/03/2020 9:20:50 PM","0.00","1.00","1.00"
"23/03/2020 9:03:57 PM","1.00","1.00","1.00"
"23/03/2020 9:03:36 PM","0.00","1.00","1.00"
"23/03/2020 8:58:30 PM","1.00","1.00","1.00"
"23/03/2020 8:57:38 PM","0.00","1.00","1.00"
"23/03/2020 8:15:41 PM","1.00","1.00","1.00"
"23/03/2020 8:15:29 PM","0.00","1.00","1.00"
"23/03/2020 8:02:27 PM","1.00","1.00","1.00"
"23/03/2020 8:01:33 PM","0.00","1.00","1.00"
"23/03/2020 7:47:30 PM","1.00","1.00","1.00"
"23/03/2020 7:40:37 PM","0.00","1.00","1.00"
"23/03/2020 7:33:52 PM","1.00","1.00","1.00"
"23/03/2020 7:27:50 PM","0.00","1.00","1.00"
"23/03/2020 6:56:55 PM","1.00","1.00","1.00"
"23/03/2020 6:51:42 PM","0.00","1.00","1.00"
"23/03/2020 6:06:06 PM","1.00","1.00","1.00"
"23/03/2020 6:06:02 PM","1.00","1.00","0.00"
"23/03/2020 6:00:10 PM","1.00","0.00","0.00"
"23/03/2020 6:00:02 PM","1.00","0.00","1.00"
"23/03/2020 6:32:19 AM","1.00","1.00","1.00"
"23/03/2020 6:28:44 AM","0.00","1.00","1.00"
"23/03/2020 6:11:12 AM","1.00","1.00","1.00"
"23/03/2020 6:09:37 AM","0.00","1.00","1.00"
"23/03/2020 5:58:50 AM","1.00","1.00","1.00"
"23/03/2020 5:57:57 AM","0.00","1.00","1.00"
"23/03/2020 5:22:53 AM","1.00","1.00","1.00"
"23/03/2020 5:20:47 AM","0.00","1.00","1.00"
"23/03/2020 5:15:42 AM","1.00","1.00","1.00"
"23/03/2020 5:13:06 AM","0.00","1.00","1.00"
"23/03/2020 5:01:14 AM","1.00","1.00","1.00"
"23/03/2020 4:56:51 AM","0.00","1.00","1.00"
"23/03/2020 4:38:19 AM","1.00","1.00","1.00"
"23/03/2020 4:25:53 AM","0.00","1.00","1.00"
"23/03/2020 4:20:50 AM","1.00","1.00","1.00"
"23/03/2020 4:17:54 AM","0.00","1.00","1.00"
"23/03/2020 4:08:36 AM","1.00","1.00","1.00"
"23/03/2020 4:06:36 AM","0.00","1.00","1.00"
"23/03/2020 4:03:35 AM","1.00","1.00","1.00"
"23/03/2020 4:03:22 AM","1.00","1.00","0.00"
"23/03/2020 3:57:15 AM","1.00","0.00","0.00"
"22/03/2020 9:27:29 PM","0.00","0.00","0.00"
"22/03/2020 9:27:22 PM","0.00","0.00","1.00"
"22/03/2020 8:56:14 PM","0.00","1.00","1.00"
"22/03/2020 8:51:11 PM","1.00","1.00","1.00"
"22/03/2020 8:45:16 PM","0.00","1.00","1.00"
"22/03/2020 8:45:12 PM","0.00","1.00","0.00"
"22/03/2020 8:44:10 PM","0.00","0.00","0.00"
"22/03/2020 8:39:06 PM","1.00","0.00","0.00"
"22/03/2020 8:09:12 PM","0.00","0.00","0.00"
"22/03/2020 8:04:08 PM","1.00","0.00","0.00"
"22/03/2020 7:53:02 PM","0.00","0.00","0.00"
"22/03/2020 7:52:52 PM","0.00","0.00","1.00"
"22/03/2020 7:22:56 PM","0.00","1.00","1.00"
"22/03/2020 7:22:52 PM","0.00","1.00","0.00"
"22/03/2020 7:21:49 PM","0.00","0.00","0.00"
"22/03/2020 7:16:45 PM","1.00","0.00","0.00"
