"Timestamp","FCU-00-02 CO2 Extended Trend Log","FCU-00-02 SaTmp Extended Trend Log","FCU-00-02 ClgTmpSp Extended Trend Log","FCU-00-02 HtgTmpSp Extended Trend Log","FCU-00-02 ZnTmp Extended Trend Log"
"23/03/2020 3:10:35 PM","644.60","24.85","23.00","22.00","21.66"
"23/03/2020 3:05:35 PM","612.00","24.67","23.00","22.00","21.61"
"23/03/2020 3:00:35 PM","642.60","23.65","23.00","22.00","21.58"
"23/03/2020 2:55:35 PM","625.20","20.82","25.00","21.00","21.56"
"23/03/2020 2:50:35 PM","661.20","20.82","25.00","21.00","21.55"
"23/03/2020 2:45:35 PM","628.40","20.82","25.00","21.00","21.55"
"23/03/2020 2:40:35 PM","618.40","20.82","25.00","21.00","21.53"
"23/03/2020 2:35:35 PM","621.40","20.81","25.00","21.00","21.53"
"23/03/2020 2:30:35 PM","639.20","20.81","25.00","21.00","21.52"
"23/03/2020 2:25:35 PM","628.00","20.81","25.00","21.00","21.51"
"23/03/2020 2:20:35 PM","616.40","20.81","25.00","21.00","21.50"
"23/03/2020 2:15:35 PM","647.60","20.81","25.00","21.00","21.50"
"23/03/2020 2:10:35 PM","611.20","20.81","25.00","21.00","21.48"
"23/03/2020 2:05:35 PM","624.20","20.81","25.00","21.00","21.48"
"23/03/2020 2:00:35 PM","615.80","20.81","25.00","21.00","21.47"
"23/03/2020 1:55:35 PM","644.60","20.81","25.00","21.00","21.47"
"23/03/2020 1:50:35 PM","623.00","20.80","25.00","21.00","21.46"
"23/03/2020 1:45:35 PM","616.20","20.80","25.00","21.00","21.46"
"23/03/2020 1:40:35 PM","627.00","20.80","25.00","21.00","21.45"
"23/03/2020 1:35:35 PM","613.80","20.81","25.00","21.00","21.45"
"23/03/2020 1:30:35 PM","623.60","20.81","25.00","21.00","21.45"
"23/03/2020 1:25:35 PM","626.60","20.81","25.00","21.00","21.44"
"23/03/2020 1:20:35 PM","621.00","20.82","25.00","21.00","21.44"
"23/03/2020 1:15:35 PM","637.60","20.82","25.00","21.00","21.43"
"23/03/2020 1:10:35 PM","615.20","20.83","25.00","21.00","21.43"
"23/03/2020 1:05:35 PM","638.80","20.83","25.00","21.00","21.43"
"23/03/2020 1:00:35 PM","636.40","20.84","25.00","21.00","21.43"
"23/03/2020 12:55:35 PM","625.40","20.84","25.00","21.00","21.42"
"23/03/2020 12:50:35 PM","624.80","20.84","25.00","21.00","21.42"
"23/03/2020 12:45:35 PM","625.40","20.84","25.00","21.00","21.42"
"23/03/2020 12:40:35 PM","621.40","20.84","25.00","21.00","21.42"
"23/03/2020 12:35:35 PM","621.80","20.84","25.00","21.00","21.41"
"23/03/2020 12:30:35 PM","619.40","20.85","25.00","21.00","21.41"
"23/03/2020 12:25:35 PM","627.80","20.85","25.00","21.00","21.40"
"23/03/2020 12:20:35 PM","611.20","20.85","25.00","21.00","21.41"
"23/03/2020 12:15:35 PM","612.40","20.87","25.00","21.00","21.40"
"23/03/2020 12:10:35 PM","631.40","20.88","25.00","21.00","21.39"
"23/03/2020 12:05:35 PM","636.20","20.89","25.00","21.00","21.39"
"23/03/2020 12:00:35 PM","613.60","20.90","25.00","21.00","21.39"
"23/03/2020 11:55:35 AM","624.20","20.92","25.00","21.00","21.39"
"23/03/2020 11:50:35 AM","641.60","20.93","25.00","21.00","21.39"
"23/03/2020 11:45:35 AM","634.40","20.95","25.00","21.00","21.39"
"23/03/2020 11:40:35 AM","637.80","20.96","25.00","21.00","21.40"
"23/03/2020 11:35:35 AM","613.60","20.97","25.00","21.00","21.39"
"23/03/2020 11:30:35 AM","620.80","20.98","25.00","21.00","21.40"
"23/03/2020 11:25:35 AM","638.00","20.98","25.00","21.00","21.40"
"23/03/2020 11:20:35 AM","638.60","20.99","25.00","21.00","21.40"
"23/03/2020 11:15:35 AM","611.20","21.00","25.00","21.00","21.39"
"23/03/2020 11:10:35 AM","639.80","21.01","25.00","21.00","21.39"
"23/03/2020 11:05:35 AM","618.60","21.02","25.00","21.00","21.39"
"23/03/2020 11:00:35 AM","635.60","21.03","25.00","21.00","21.38"
"23/03/2020 10:55:35 AM","620.40","21.04","25.00","21.00","21.38"
"23/03/2020 10:50:35 AM","654.20","21.05","25.00","21.00","21.38"
"23/03/2020 10:45:35 AM","644.60","21.06","25.00","21.00","21.38"
"23/03/2020 10:40:35 AM","631.00","21.07","25.00","21.00","21.37"
"23/03/2020 10:35:35 AM","630.40","21.09","25.00","21.00","21.37"
"23/03/2020 10:30:35 AM","632.20","21.11","25.00","21.00","21.36"
"23/03/2020 10:25:35 AM","629.40","21.13","25.00","21.00","21.36"
"23/03/2020 10:20:35 AM","627.60","21.15","25.00","21.00","21.35"
"23/03/2020 10:15:35 AM","649.80","21.18","25.00","21.00","21.35"
"23/03/2020 10:10:35 AM","662.00","21.21","25.00","21.00","21.35"
"23/03/2020 10:05:35 AM","630.80","21.24","25.00","21.00","21.35"
"23/03/2020 10:00:35 AM","639.80","21.27","25.00","21.00","21.35"
"23/03/2020 9:55:35 AM","645.20","21.30","25.00","21.00","21.35"
"23/03/2020 9:50:35 AM","669.00","21.34","25.00","21.00","21.35"
"23/03/2020 9:45:35 AM","674.20","21.38","25.00","21.00","21.35"
"23/03/2020 9:40:35 AM","670.40","21.42","25.00","21.00","21.35"
"23/03/2020 9:35:35 AM","650.80","21.47","25.00","21.00","21.35"
"23/03/2020 9:30:35 AM","656.80","21.51","25.00","21.00","21.35"
"23/03/2020 9:25:35 AM","646.40","21.55","25.00","21.00","21.36"
"23/03/2020 9:20:35 AM","659.20","21.60","25.00","21.00","21.36"
"23/03/2020 9:15:35 AM","643.80","21.64","25.00","21.00","21.36"
"23/03/2020 9:10:35 AM","665.00","21.69","25.00","21.00","21.37"
"23/03/2020 9:05:35 AM","658.60","21.75","25.00","21.00","21.37"
"23/03/2020 9:00:35 AM","667.40","21.81","25.00","21.00","21.37"
"23/03/2020 8:55:35 AM","671.40","21.88","25.00","21.00","21.38"
"23/03/2020 8:50:35 AM","644.20","21.97","25.00","21.00","21.38"
"23/03/2020 8:45:35 AM","652.60","22.05","25.00","21.00","21.38"
"23/03/2020 8:40:35 AM","660.00","22.14","25.00","21.00","21.39"
"23/03/2020 8:35:35 AM","658.00","22.24","25.00","21.00","21.40"
"23/03/2020 8:30:35 AM","669.80","22.35","25.00","21.00","21.41"
"23/03/2020 8:25:35 AM","677.60","22.47","25.00","21.00","21.42"
"23/03/2020 8:20:35 AM","685.40","22.59","25.00","21.00","21.43"
"23/03/2020 8:15:35 AM","656.80","22.73","25.00","21.00","21.44"
"23/03/2020 8:10:35 AM","670.40","22.88","25.00","21.00","21.45"
"23/03/2020 8:05:35 AM","671.40","23.04","25.00","21.00","21.46"
"23/03/2020 8:00:35 AM","674.20","23.21","25.00","21.00","21.47"
"23/03/2020 7:55:35 AM","638.00","23.40","25.00","21.00","21.49"
"23/03/2020 7:50:35 AM","680.00","23.60","25.00","21.00","21.50"
"23/03/2020 7:45:35 AM","676.00","23.83","25.00","21.00","21.52"
"23/03/2020 7:40:35 AM","659.20","24.12","25.00","21.00","21.54"
"23/03/2020 7:35:35 AM","645.20","24.47","25.00","21.00","21.56"
"23/03/2020 7:30:35 AM","688.20","24.92","25.00","21.00","21.59"
"23/03/2020 7:25:35 AM","669.00","24.54","23.00","22.00","21.58"
"23/03/2020 7:20:35 AM","660.00","24.67","23.00","22.00","21.56"
"23/03/2020 7:15:35 AM","657.60","24.69","23.00","22.00","21.53"
"23/03/2020 7:10:35 AM","661.80","24.91","23.00","22.00","21.49"
"23/03/2020 7:05:35 AM","686.80","25.31","23.00","22.00","21.44"
"23/03/2020 7:00:35 AM","671.60","25.91","23.00","22.00","21.36"
"23/03/2020 6:55:35 AM","680.20","27.36","23.00","22.00","21.23"
"23/03/2020 6:50:35 AM","659.80","28.28","23.00","22.00","21.10"
"23/03/2020 6:45:35 AM","636.40","20.95","25.00","21.00","21.07"
"23/03/2020 6:40:35 AM","645.40","20.92","25.00","21.00","21.05"
"23/03/2020 6:35:35 AM","662.60","20.90","25.00","21.00","21.04"
"23/03/2020 6:30:35 AM","655.60","20.89","25.00","21.00","21.01"
"23/03/2020 6:25:35 AM","635.80","20.92","25.00","21.00","21.00"
"23/03/2020 6:20:35 AM","672.20","20.79","25.00","21.00","21.00"
"23/03/2020 6:15:35 AM","629.40","20.60","25.00","21.00","21.00"
"23/03/2020 6:10:35 AM","644.20","20.56","25.00","21.00","20.99"
"23/03/2020 6:05:35 AM","640.40","20.64","25.00","21.00","20.99"
"23/03/2020 6:00:35 AM","653.60","20.28","25.00","21.00","20.97"
"23/03/2020 5:55:35 AM","635.60","20.05","25.00","21.00","20.96"
"23/03/2020 5:50:35 AM","635.00","20.05","25.00","21.00","20.96"
"23/03/2020 5:45:35 AM","622.80","20.05","25.00","21.00","20.96"
"23/03/2020 5:40:35 AM","639.60","20.05","25.00","21.00","20.95"
"23/03/2020 5:35:35 AM","651.20","20.05","25.00","21.00","20.95"
"23/03/2020 5:30:35 AM","649.80","20.05","25.00","21.00","20.94"
"23/03/2020 5:25:35 AM","641.40","20.04","25.00","21.00","20.94"
"23/03/2020 5:20:35 AM","633.00","20.04","25.00","21.00","20.94"
"23/03/2020 5:15:35 AM","665.00","20.04","25.00","21.00","20.93"
"23/03/2020 5:10:35 AM","636.80","20.04","25.00","21.00","20.93"
"23/03/2020 5:05:35 AM","651.20","20.04","25.00","21.00","20.93"
"23/03/2020 5:00:35 AM","623.40","20.03","25.00","21.00","20.92"
"23/03/2020 4:55:35 AM","640.60","20.03","25.00","21.00","20.92"
"23/03/2020 4:50:35 AM","636.60","20.03","25.00","21.00","20.92"
"23/03/2020 4:45:35 AM","628.00","20.03","25.00","21.00","20.92"
"23/03/2020 4:40:35 AM","638.60","20.03","25.00","21.00","20.92"
"23/03/2020 4:35:35 AM","648.40","20.04","25.00","21.00","20.92"
"23/03/2020 4:30:35 AM","625.40","20.04","25.00","21.00","20.92"
"23/03/2020 4:25:35 AM","631.80","20.04","25.00","21.00","20.92"
"23/03/2020 4:20:35 AM","643.20","20.05","25.00","21.00","20.92"
"23/03/2020 4:15:35 AM","643.00","20.05","25.00","21.00","20.92"
"23/03/2020 4:10:35 AM","643.60","20.06","25.00","21.00","20.92"
"23/03/2020 4:05:35 AM","634.20","20.07","25.00","21.00","20.93"
"23/03/2020 4:00:35 AM","641.40","20.08","25.00","21.00","20.93"
"23/03/2020 3:55:35 AM","654.00","20.09","25.00","21.00","20.93"
"23/03/2020 3:50:35 AM","628.00","20.09","25.00","21.00","20.93"
"23/03/2020 3:45:35 AM","652.40","20.10","25.00","21.00","20.93"
"23/03/2020 3:40:35 AM","632.40","20.11","25.00","21.00","20.94"
"23/03/2020 3:35:35 AM","650.20","20.12","25.00","21.00","20.94"
"23/03/2020 3:30:35 AM","628.40","20.12","25.00","21.00","20.94"
"23/03/2020 3:25:35 AM","653.60","20.13","25.00","21.00","20.95"
"23/03/2020 3:20:35 AM","653.80","20.13","25.00","21.00","20.95"
"23/03/2020 3:15:35 AM","650.60","20.13","25.00","21.00","20.96"
"23/03/2020 3:10:35 AM","635.00","20.15","25.00","21.00","20.96"
"23/03/2020 3:05:35 AM","639.20","20.15","25.00","21.00","20.97"
"23/03/2020 3:00:35 AM","660.00","20.16","25.00","21.00","20.97"
"23/03/2020 2:55:35 AM","642.40","20.17","25.00","21.00","20.98"
"23/03/2020 2:50:35 AM","631.60","20.17","25.00","21.00","20.98"
"23/03/2020 2:45:35 AM","646.20","20.18","25.00","21.00","20.99"
"23/03/2020 2:40:35 AM","654.80","20.19","25.00","21.00","21.00"
"23/03/2020 2:35:35 AM","673.20","20.20","25.00","21.00","21.01"
"23/03/2020 2:30:35 AM","623.20","20.21","25.00","21.00","21.02"
"23/03/2020 2:25:35 AM","660.20","20.21","25.00","21.00","21.02"
"23/03/2020 2:20:35 AM","622.60","20.22","25.00","21.00","21.03"
"23/03/2020 2:15:35 AM","651.20","20.22","25.00","21.00","21.04"
"23/03/2020 2:10:35 AM","631.80","20.23","25.00","21.00","21.05"
"23/03/2020 2:05:35 AM","646.60","20.23","25.00","21.00","21.06"
"23/03/2020 2:00:35 AM","640.40","20.24","25.00","21.00","21.06"
"23/03/2020 1:55:35 AM","625.00","20.24","25.00","21.00","21.07"
"23/03/2020 1:50:35 AM","636.20","20.25","25.00","21.00","21.08"
"23/03/2020 1:45:35 AM","651.60","20.25","25.00","21.00","21.09"
"23/03/2020 1:40:35 AM","649.40","20.26","25.00","21.00","21.10"
"23/03/2020 1:35:35 AM","624.40","20.27","25.00","21.00","21.11"
"23/03/2020 1:30:35 AM","651.00","20.27","25.00","21.00","21.12"
"23/03/2020 1:25:35 AM","649.40","20.28","25.00","21.00","21.13"
"23/03/2020 1:20:35 AM","619.00","20.28","25.00","21.00","21.13"
"23/03/2020 1:15:35 AM","647.00","20.29","25.00","21.00","21.14"
"23/03/2020 1:10:35 AM","658.60","20.30","25.00","21.00","21.15"
"23/03/2020 1:05:35 AM","654.40","20.31","25.00","21.00","21.16"
"23/03/2020 1:00:35 AM","646.40","20.31","25.00","21.00","21.17"
"23/03/2020 12:55:35 AM","654.00","20.32","25.00","21.00","21.18"
"23/03/2020 12:50:35 AM","641.20","20.32","25.00","21.00","21.19"
"23/03/2020 12:45:35 AM","624.60","20.32","25.00","21.00","21.19"
"23/03/2020 12:40:35 AM","649.60","20.32","25.00","21.00","21.21"
"23/03/2020 12:35:35 AM","631.20","20.33","25.00","21.00","21.21"
"23/03/2020 12:30:35 AM","635.20","20.34","25.00","21.00","21.23"
"23/03/2020 12:25:35 AM","622.40","20.34","25.00","21.00","21.24"
"23/03/2020 12:20:35 AM","619.40","20.35","25.00","21.00","21.25"
"23/03/2020 12:15:35 AM","621.00","20.35","25.00","21.00","21.25"
"23/03/2020 12:10:35 AM","617.60","20.36","25.00","21.00","21.27"
"23/03/2020 12:05:35 AM","663.20","20.37","25.00","21.00","21.28"
"23/03/2020 12:00:35 AM","656.20","20.38","25.00","21.00","21.29"
"22/03/2020 11:55:35 PM","617.40","20.39","25.00","21.00","21.31"
"22/03/2020 11:50:35 PM","656.20","20.40","25.00","21.00","21.32"
"22/03/2020 11:45:35 PM","646.20","20.41","25.00","21.00","21.33"
"22/03/2020 11:40:35 PM","630.60","20.41","25.00","21.00","21.34"
"22/03/2020 11:35:35 PM","621.40","20.42","25.00","21.00","21.35"
"22/03/2020 11:30:35 PM","648.20","20.43","25.00","21.00","21.37"
"22/03/2020 11:25:35 PM","637.60","20.44","25.00","21.00","21.37"
"22/03/2020 11:20:35 PM","656.80","20.45","25.00","21.00","21.38"
"22/03/2020 11:15:35 PM","643.60","20.46","25.00","21.00","21.39"
"22/03/2020 11:10:35 PM","648.80","20.47","25.00","21.00","21.40"
"22/03/2020 11:05:35 PM","617.00","20.49","25.00","21.00","21.42"
"22/03/2020 11:00:35 PM","646.80","20.50","25.00","21.00","21.43"
"22/03/2020 10:55:35 PM","640.60","20.51","25.00","21.00","21.44"
"22/03/2020 10:50:35 PM","644.80","20.52","25.00","21.00","21.44"
"22/03/2020 10:45:35 PM","638.80","20.53","25.00","21.00","21.45"
"22/03/2020 10:40:35 PM","645.20","20.54","25.00","21.00","21.46"
"22/03/2020 10:35:35 PM","653.00","20.55","25.00","21.00","21.48"
"22/03/2020 10:30:35 PM","658.20","20.56","25.00","21.00","21.49"
"22/03/2020 10:25:35 PM","627.80","20.56","25.00","21.00","21.50"
"22/03/2020 10:20:35 PM","657.80","20.57","25.00","21.00","21.52"
"22/03/2020 10:15:35 PM","655.80","20.57","25.00","21.00","21.53"
"22/03/2020 10:10:35 PM","632.00","20.58","25.00","21.00","21.54"
"22/03/2020 10:05:35 PM","624.20","20.58","25.00","21.00","21.55"
"22/03/2020 10:00:35 PM","623.80","20.59","25.00","21.00","21.56"
"22/03/2020 9:55:35 PM","610.20","20.60","25.00","21.00","21.56"
"22/03/2020 9:50:35 PM","624.60","20.60","25.00","21.00","21.58"
"22/03/2020 9:45:35 PM","648.20","20.60","25.00","21.00","21.59"
"22/03/2020 9:40:35 PM","616.40","20.61","25.00","21.00","21.60"
"22/03/2020 9:35:35 PM","622.40","20.62","25.00","21.00","21.61"
"22/03/2020 9:30:35 PM","645.60","20.62","25.00","21.00","21.63"
"22/03/2020 9:25:35 PM","653.40","20.63","25.00","21.00","21.64"
"22/03/2020 9:20:35 PM","642.00","20.64","25.00","21.00","21.65"
"22/03/2020 9:15:35 PM","636.80","20.65","25.00","21.00","21.66"
"22/03/2020 9:10:35 PM","624.60","20.66","25.00","21.00","21.67"
"22/03/2020 9:05:35 PM","642.40","20.67","25.00","21.00","21.68"
"22/03/2020 9:00:35 PM","620.60","20.68","25.00","21.00","21.70"
"22/03/2020 8:55:35 PM","631.00","20.69","25.00","21.00","21.71"
"22/03/2020 8:50:35 PM","634.20","20.71","25.00","21.00","21.73"
"22/03/2020 8:45:35 PM","643.40","20.72","25.00","21.00","21.73"
"22/03/2020 8:40:35 PM","638.40","20.73","25.00","21.00","21.74"
"22/03/2020 8:35:35 PM","661.60","20.74","25.00","21.00","21.76"
"22/03/2020 8:30:35 PM","636.20","20.75","25.00","21.00","21.78"
"22/03/2020 8:25:35 PM","643.20","20.76","25.00","21.00","21.80"
"22/03/2020 8:20:35 PM","621.80","20.77","25.00","21.00","21.81"
"22/03/2020 8:15:35 PM","639.40","20.77","25.00","21.00","21.83"
"22/03/2020 8:10:35 PM","637.00","20.77","25.00","21.00","21.84"
"22/03/2020 8:05:35 PM","643.00","20.77","25.00","21.00","21.86"
"22/03/2020 8:00:35 PM","624.60","20.77","25.00","21.00","21.87"
"22/03/2020 7:55:35 PM","637.40","20.77","25.00","21.00","21.88"
"22/03/2020 7:50:35 PM","637.80","20.78","25.00","21.00","21.90"
"22/03/2020 7:45:35 PM","629.00","20.77","25.00","21.00","21.90"
"22/03/2020 7:40:35 PM","619.60","20.77","25.00","21.00","21.91"
"22/03/2020 7:35:35 PM","656.40","20.77","25.00","21.00","21.93"
"22/03/2020 7:30:35 PM","645.80","20.77","25.00","21.00","21.94"
"22/03/2020 7:25:35 PM","637.00","20.77","25.00","21.00","21.94"
"22/03/2020 7:20:35 PM","632.20","20.78","25.00","21.00","21.95"
"22/03/2020 7:15:35 PM","643.60","20.78","25.00","21.00","21.97"
"22/03/2020 7:10:35 PM","654.20","20.78","25.00","21.00","21.97"
"22/03/2020 7:05:35 PM","654.40","20.78","25.00","21.00","21.98"
"22/03/2020 7:00:35 PM","638.40","20.79","25.00","21.00","21.98"
"22/03/2020 6:55:35 PM","636.80","20.79","25.00","21.00","21.99"
"22/03/2020 6:50:35 PM","619.80","20.79","25.00","21.00","22.01"
"22/03/2020 6:45:35 PM","627.00","20.78","25.00","21.00","22.01"
"22/03/2020 6:40:35 PM","622.40","20.77","25.00","21.00","22.00"
"22/03/2020 6:35:35 PM","621.80","20.76","25.00","21.00","22.00"
"22/03/2020 6:30:35 PM","632.80","20.75","25.00","21.00","21.99"
"22/03/2020 6:25:35 PM","645.40","20.74","25.00","21.00","21.97"
"22/03/2020 6:20:35 PM","639.40","20.73","25.00","21.00","21.96"
"22/03/2020 6:15:35 PM","637.20","20.73","25.00","21.00","21.93"
"22/03/2020 6:10:35 PM","659.60","20.72","25.00","21.00","21.90"
"22/03/2020 6:05:35 PM","632.60","20.72","25.00","21.00","21.87"
"22/03/2020 6:00:35 PM","625.80","20.72","25.00","21.00","21.85"
"22/03/2020 5:55:35 PM","648.40","20.72","25.00","21.00","21.83"
"22/03/2020 5:50:35 PM","633.60","20.72","25.00","21.00","21.81"
"22/03/2020 5:45:35 PM","641.00","20.72","25.00","21.00","21.81"
"22/03/2020 5:40:35 PM","636.40","20.72","25.00","21.00","21.80"
"22/03/2020 5:35:35 PM","626.20","20.72","25.00","21.00","21.78"
"22/03/2020 5:30:35 PM","646.60","20.72","25.00","21.00","21.77"
"22/03/2020 5:25:35 PM","622.60","20.72","25.00","21.00","21.77"
"22/03/2020 5:20:35 PM","624.80","20.72","25.00","21.00","21.75"
"22/03/2020 5:15:35 PM","635.00","20.72","25.00","21.00","21.75"
"22/03/2020 5:10:35 PM","629.40","20.71","25.00","21.00","21.74"
"22/03/2020 5:05:35 PM","647.60","20.71","25.00","21.00","21.74"
"22/03/2020 5:00:35 PM","638.40","20.70","25.00","21.00","21.74"
"22/03/2020 4:55:35 PM","659.00","20.69","25.00","21.00","21.73"
"22/03/2020 4:50:35 PM","654.40","20.69","25.00","21.00","21.73"
"22/03/2020 4:45:35 PM","624.20","20.69","25.00","21.00","21.73"
"22/03/2020 4:40:35 PM","642.40","20.70","25.00","21.00","21.72"
"22/03/2020 4:35:35 PM","608.40","20.70","25.00","21.00","21.72"
"22/03/2020 4:30:35 PM","638.60","20.70","25.00","21.00","21.72"
"22/03/2020 4:25:35 PM","629.20","20.70","25.00","21.00","21.72"
"22/03/2020 4:20:35 PM","614.60","20.71","25.00","21.00","21.72"
"22/03/2020 4:15:35 PM","645.40","20.70","25.00","21.00","21.72"
"22/03/2020 4:10:35 PM","635.20","20.71","25.00","21.00","21.72"
"22/03/2020 4:05:35 PM","648.00","20.71","25.00","21.00","21.71"
"22/03/2020 4:00:35 PM","619.80","20.71","25.00","21.00","21.71"
"22/03/2020 3:55:35 PM","622.80","20.71","25.00","21.00","21.71"
"22/03/2020 3:50:35 PM","639.20","20.71","25.00","21.00","21.71"
"22/03/2020 3:45:35 PM","619.20","20.72","25.00","21.00","21.70"
"22/03/2020 3:40:35 PM","641.80","20.72","25.00","21.00","21.70"
"22/03/2020 3:35:35 PM","634.20","20.72","25.00","21.00","21.70"
"22/03/2020 3:30:35 PM","636.40","20.73","25.00","21.00","21.70"
"22/03/2020 3:25:35 PM","628.80","20.73","25.00","21.00","21.70"
"22/03/2020 3:20:35 PM","640.20","20.73","25.00","21.00","21.70"
"22/03/2020 3:15:35 PM","642.60","20.74","25.00","21.00","21.69"
"22/03/2020 3:10:35 PM","631.00","20.74","25.00","21.00","21.70"
"22/03/2020 3:05:35 PM","623.60","20.75","25.00","21.00","21.70"
"22/03/2020 3:00:35 PM","620.20","20.75","25.00","21.00","21.70"
"22/03/2020 2:55:35 PM","662.20","20.75","25.00","21.00","21.69"
"22/03/2020 2:50:35 PM","617.80","20.76","25.00","21.00","21.70"
"22/03/2020 2:45:35 PM","646.60","20.76","25.00","21.00","21.70"
"22/03/2020 2:40:35 PM","648.80","20.77","25.00","21.00","21.70"
"22/03/2020 2:35:35 PM","640.00","20.78","25.00","21.00","21.70"
"22/03/2020 2:30:35 PM","639.00","20.79","25.00","21.00","21.70"
"22/03/2020 2:25:35 PM","622.00","20.79","25.00","21.00","21.71"
"22/03/2020 2:20:35 PM","622.40","20.80","25.00","21.00","21.72"
"22/03/2020 2:15:35 PM","618.60","20.80","25.00","21.00","21.72"
"22/03/2020 2:10:35 PM","619.00","20.81","25.00","21.00","21.73"
"22/03/2020 2:05:35 PM","631.20","20.81","25.00","21.00","21.73"
"22/03/2020 2:00:35 PM","631.60","20.81","25.00","21.00","21.73"
"22/03/2020 1:55:35 PM","636.60","20.81","25.00","21.00","21.73"
"22/03/2020 1:50:35 PM","633.60","20.81","25.00","21.00","21.73"
"22/03/2020 1:45:35 PM","638.00","20.81","25.00","21.00","21.73"
"22/03/2020 1:40:35 PM","612.40","20.81","25.00","21.00","21.72"
"22/03/2020 1:35:35 PM","656.20","20.82","25.00","21.00","21.72"
"22/03/2020 1:30:35 PM","639.80","20.82","25.00","21.00","21.71"
"22/03/2020 1:25:35 PM","634.00","20.82","25.00","21.00","21.71"
"22/03/2020 1:20:35 PM","660.60","20.82","25.00","21.00","21.71"
"22/03/2020 1:15:35 PM","627.20","20.83","25.00","21.00","21.71"
"22/03/2020 1:10:35 PM","625.00","20.83","25.00","21.00","21.71"
"22/03/2020 1:05:35 PM","609.40","20.83","25.00","21.00","21.71"
"22/03/2020 1:00:35 PM","622.60","20.84","25.00","21.00","21.71"
"22/03/2020 12:55:35 PM","642.00","20.84","25.00","21.00","21.71"
"22/03/2020 12:50:35 PM","644.60","20.85","25.00","21.00","21.71"
"22/03/2020 12:45:35 PM","632.40","20.86","25.00","21.00","21.71"
"22/03/2020 12:40:35 PM","626.40","20.87","25.00","21.00","21.71"
"22/03/2020 12:35:35 PM","614.60","20.88","25.00","21.00","21.71"
"22/03/2020 12:30:35 PM","644.20","20.90","25.00","21.00","21.72"
"22/03/2020 12:25:35 PM","625.60","20.91","25.00","21.00","21.73"
"22/03/2020 12:20:35 PM","655.20","20.92","25.00","21.00","21.74"
"22/03/2020 12:15:35 PM","641.40","20.93","25.00","21.00","21.74"
